"","Region","ZoneSubzone","CFRG_SS","SiteSeries","Standard","Suitability","PreferredAcceptable","Species","FN1","FN2","FN3","FN4","FN5","FN6","Flag"
"27","LMH20-Nelson","ICHwk1","04","04",83082,2,"P","Sx",10,13,NA,NA,NA,NA,0
"28","LMH20-Nelson","ICHwk1","04","04",83082,3,"X","Bl",10,13,NA,NA,NA,NA,0
"29","LMH20-Nelson","ICHwk1","04","04",83082,3,"X","Lw",9,14,23,NA,NA,NA,0
"30","LMH20-Nelson","ICHwk1","04","04",83082,3,"X","Pl",23,34,NA,NA,NA,NA,0
"31","LMH20-Nelson","ICHwk1","04","04",83082,3,"A","Pw",31,NA,NA,NA,NA,NA,0
"32","LMH20-Nelson","ICHwk1","05","05",83083,0,"X","Act",900,NA,NA,NA,NA,NA,0
"33","LMH20-Nelson","ICHwk1","05","05",83083,0,"X","At",900,NA,NA,NA,NA,NA,0
"34","LMH20-Nelson","ICHwk1","05","05",83083,0,"X","Ep",900,NA,NA,NA,NA,NA,0
"35","LMH20-Nelson","ICHwk1","05","05",83083,1,"P","Cw",32,NA,NA,NA,NA,NA,0
"36","LMH20-Nelson","ICHwk1","05","05",83083,1,"P","Sx",NA,NA,NA,NA,NA,NA,0
"37","LMH20-Nelson","ICHwk1","05","05",83083,2,"A","Bl",NA,NA,NA,NA,NA,NA,0
"38","LMH20-Nelson","ICHwk1","05","05",83083,2,"A","Fd",1,9,14,32,NA,NA,0
"39","LMH20-Nelson","ICHwk1","05","05",83083,2,"A","Hw",32,NA,NA,NA,NA,NA,0
"40","LMH20-Nelson","ICHwk1","05","05",83083,3,"X","Lw",1,14,23,32,NA,NA,0
"41","LMH20-Nelson","ICHwk1","05","05",83083,3,"X","Pl",23,34,NA,NA,NA,NA,0
"42","LMH20-Nelson","ICHwk1","05","05",83083,3,"A","Pw",31,NA,NA,NA,NA,NA,0
"43","LMH20-Nelson","ICHwk1","06","06",83084,0,"X","Act",900,NA,NA,NA,NA,NA,0
"44","LMH20-Nelson","ICHwk1","06","06",83084,0,"X","At",901,NA,NA,NA,NA,NA,0
"45","LMH20-Nelson","ICHwk1","06","06",83084,0,"X","Ep",900,NA,NA,NA,NA,NA,0
"46","LMH20-Nelson","ICHwk1","06","06",83084,1,"P","Cw",1,32,NA,NA,NA,NA,0
"47","LMH20-Nelson","ICHwk1","06","06",83084,1,"P","Sx",1,NA,NA,NA,NA,NA,0
"48","LMH20-Nelson","ICHwk1","06","06",83084,2,"A","Bl",1,NA,NA,NA,NA,NA,0
"49","LMH20-Nelson","ICHwk1","06","06",83084,2,"A","Hw",1,32,NA,NA,NA,NA,0
"50","LMH20-Nelson","ICHwk1","06","06",83084,3,"X","Pl",1,23,34,NA,NA,NA,0
"51","LMH20-Nelson","ICHwk1","06","06",83084,3,"A","Pw",1,31,NA,NA,NA,NA,0
"52","LMH20-Nelson","ICHwk1","07","07",83085,0,"X","Act",900,NA,NA,NA,NA,NA,0
"53","LMH20-Nelson","ICHwk1","07","07",83085,0,"X","At",900,NA,NA,NA,NA,NA,0
"54","LMH20-Nelson","ICHwk1","07","07",83085,0,"X","Ep",900,NA,NA,NA,NA,NA,0
"55","LMH20-Nelson","ICHwk1","07","07",83085,1,"P","Cw",1,32,NA,NA,NA,NA,0
"56","LMH20-Nelson","ICHwk1","07","07",83085,1,"P","Sx",1,NA,NA,NA,NA,NA,0
"57","LMH20-Nelson","ICHwk1","07","07",83085,2,"A","Bl",1,NA,NA,NA,NA,NA,0
"58","LMH20-Nelson","ICHwk1","07","07",83085,2,"A","Hw",1,32,NA,NA,NA,NA,0
"59","LMH20-Nelson","ICHwk1","07","07",83085,3,"A","Pw",1,31,NA,NA,NA,NA,0
"60","LMH20-Nelson","ICHwk1","08","08",83086,0,"X","Act",900,NA,NA,NA,NA,NA,0
"61","LMH20-Nelson","ICHwk1","08","08",83086,0,"X","At",901,NA,NA,NA,NA,NA,0
"62","LMH20-Nelson","ICHwk1","08","08",83086,0,"X","Ep",901,NA,NA,NA,NA,NA,0
"63","LMH20-Nelson","ICHwk1","08","08",83086,1,"P","Cw",1,32,NA,NA,NA,NA,0
"64","LMH20-Nelson","ICHwk1","08","08",83086,1,"P","Hw",1,32,NA,NA,NA,NA,0
"65","LMH20-Nelson","ICHwk1","08","08",83086,1,"P","Sx",1,NA,NA,NA,NA,NA,0
"66","LMH20-Nelson","ICHwk1","08","08",83086,2,"A","Bl",1,NA,NA,NA,NA,NA,0
"67","LMH20-Nelson","ICHwk1","08","08",83086,3,"X","Pl",23,34,NA,NA,NA,NA,0
"68","LMH20-Nelson","ICHwk1","09","09",999,0,"X","X",NA,NA,NA,NA,NA,NA,0
"69","LMH23-Nelson","ESSFwc2","01","01",83021,1,"P","Bl",NA,NA,NA,NA,NA,NA,0
"70","LMH23-Nelson","ESSFwc2","01","01",83021,1,"P","Se",NA,NA,NA,NA,NA,NA,0
"71","LMH23-Nelson","ESSFwc2","01","01",83021,3,"X","Pl",23,34,NA,NA,NA,NA,0
"72","LMH23-Nelson","ESSFwc2","02","02",83022,1,"A","Pl",NA,NA,NA,NA,NA,NA,0
"73","LMH23-Nelson","ESSFwc2","02","02",83022,2,"A","Bl",10,13,14,NA,NA,NA,0
"74","LMH23-Nelson","ESSFwc2","02","02",83022,2,"P","Se",10,13,NA,NA,NA,NA,0
"75","LMH23-Nelson","ESSFwc2","03","03",83023,1,"P","Bl",NA,NA,NA,NA,NA,NA,0
"76","LMH23-Nelson","ESSFwc2","03","03",83023,1,"P","Se",NA,NA,NA,NA,NA,NA,0
"77","LMH23-Nelson","ESSFwc2","03","03",83023,2,"X","Pl",23,34,NA,NA,NA,NA,0
"78","LMH23-Nelson","ESSFwc2","04","04",83024,1,"P","Bl",NA,NA,NA,NA,NA,NA,0
"79","LMH23-Nelson","ESSFwc2","04","04",83024,1,"P","Se",NA,NA,NA,NA,NA,NA,0
"80","LMH20-Nelson","ESSFvc","01","01",83012,1,"P","Bl",NA,NA,NA,NA,NA,NA,0
"81","LMH20-Nelson","ESSFvc","01","01",83012,1,"P","Se",NA,NA,NA,NA,NA,NA,0
"82","LMH20-Nelson","ESSFvc","01","01",83012,3,"A","Hm",NA,NA,NA,NA,NA,NA,0
"83","LMH20-Nelson","ESSFvc","02","02",83013,1,"P","Se",NA,NA,NA,NA,NA,NA,0
"84","LMH20-Nelson","ESSFvc","02","02",83013,2,"P","Bl",NA,NA,NA,NA,NA,NA,0
"85","LMH20-Nelson","ESSFvc","02","02",83013,3,"A","Hm",NA,NA,NA,NA,NA,NA,0
"86","LMH20-Nelson","ESSFvc","02","02",83013,3,"X","Pl",23,34,NA,NA,NA,NA,0
"87","LMH20-Nelson","ESSFvc","03","03",83014,1,"P","Bl",NA,NA,NA,NA,NA,NA,0
"88","LMH20-Nelson","ESSFvc","03","03",83014,1,"P","Se",NA,NA,NA,NA,NA,NA,0
"89","LMH20-Nelson","ESSFvc","03","03",83014,3,"A","Hm",NA,NA,NA,NA,NA,NA,0
"90","LMH20-Nelson","ESSFvc","04","04",83015,1,"P","Bl",NA,NA,NA,NA,NA,NA,0
"91","LMH20-Nelson","ESSFvc","04","04",83015,1,"P","Se",NA,NA,NA,NA,NA,NA,0
"92","LMH20-Nelson","ESSFvc","04","04",83015,3,"A","Hm",NA,NA,NA,NA,NA,NA,0
"93","LMH20-Nelson","ESSFvc","05","05",83016,1,"P","Bl",1,32,NA,NA,NA,NA,0
"94","LMH20-Nelson","ESSFvc","05","05",83016,1,"P","Se",1,32,NA,NA,NA,NA,0
"95","LMH20-Nelson","ESSFvc","05","05",83016,3,"A","Hm",1,NA,NA,NA,NA,NA,0
"96","LMH20-Nelson","ESSFvc","06","06",999,0,"X","X",NA,NA,NA,NA,NA,NA,0
"97","LMH20-Nelson","ICHmw1","01","01",83053,0,"X","At",900,NA,NA,NA,NA,NA,0
"98","LMH20-Nelson","ICHmw1","01","01",83053,0,"X","Ep",900,NA,NA,NA,NA,NA,0
"99","LMH20-Nelson","ICHmw1","01","01",83053,1,"P","Fd",NA,NA,NA,NA,NA,NA,0
"100","LMH20-Nelson","ICHmw1","01","01",83053,1,"P","Pl",NA,NA,NA,NA,NA,NA,0
"101","LMH20-Nelson","ICHmw1","01","01",83053,2,"P","Cw",NA,NA,NA,NA,NA,NA,0
"102","LMH20-Nelson","ICHmw1","01","01",83053,2,"P","Pw",31,49,NA,NA,NA,NA,0
"103","LMH20-Nelson","ICHmw1","01","01",83053,2,"P","Sx",NA,NA,NA,NA,NA,NA,0
"104","LMH20-Nelson","ICHmw1","01","01",83053,3,"X","Bl",NA,NA,NA,NA,NA,NA,0
"105","LMH20-Nelson","ICHmw1","01","01",83053,3,"X","Hw",NA,NA,NA,NA,NA,NA,0
"106","LMH20-Nelson","ICHmw1","01","01",83053,3,"X","Lw",23,NA,NA,NA,NA,NA,0
"107","LMH20-Nelson","ICHmw1","02","02",83054,0,"X","At",900,NA,NA,NA,NA,NA,0
"108","LMH20-Nelson","ICHmw1","02","02",83054,0,"X","Ep",900,NA,NA,NA,NA,NA,0
"109","LMH20-Nelson","ICHmw1","02","02",83054,1,"P","Fd",NA,NA,NA,NA,NA,NA,0
"110","LMH20-Nelson","ICHmw1","02","02",83054,2,"A","Pl",49,NA,NA,NA,NA,NA,0
"111","LMH20-Nelson","ICHmw1","02","02",83054,2,"P","Pw",31,49,NA,NA,NA,NA,0
"112","LMH20-Nelson","ICHmw1","02","02",83054,3,"X","Bl",28,NA,NA,NA,NA,NA,0
"113","LMH20-Nelson","ICHmw1","02","02",83054,3,"A","Cw",28,NA,NA,NA,NA,NA,0
"114","LMH20-Nelson","ICHmw1","02","02",83054,3,"X","Hw",28,NA,NA,NA,NA,NA,0
"115","LMH20-Nelson","ICHmw1","02","02",83054,3,"X","Lw",23,NA,NA,NA,NA,NA,0
"116","LMH20-Nelson","ICHmw1","02","02",83054,3,"A","Sx",28,NA,NA,NA,NA,NA,0
"117","LMH20-Nelson","ICHmw1","03","03",83055,0,"X","At",900,NA,NA,NA,NA,NA,0
"118","LMH20-Nelson","ICHmw1","03","03",83055,0,"X","Ep",900,NA,NA,NA,NA,NA,0
"119","LMH20-Nelson","ICHmw1","03","03",83055,1,"P","Fd",NA,NA,NA,NA,NA,NA,0
"120","LMH20-Nelson","ICHmw1","03","03",83055,1,"P","Pl",NA,NA,NA,NA,NA,NA,0
"121","LMH20-Nelson","ICHmw1","03","03",83055,2,"A","Bl",28,NA,NA,NA,NA,NA,0
"122","LMH20-Nelson","ICHmw1","03","03",83055,2,"P","Pw",31,49,NA,NA,NA,NA,0
"123","LMH20-Nelson","ICHmw1","03","03",83055,2,"P","Sx",10,13,28,NA,NA,NA,0
"124","LMH20-Nelson","ICHmw1","03","03",83055,3,"A","Cw",28,NA,NA,NA,NA,NA,0
"125","LMH20-Nelson","ICHmw1","03","03",83055,3,"X","Hw",28,NA,NA,NA,NA,NA,0
"126","LMH20-Nelson","ICHmw1","03","03",83055,3,"X","Lw",23,NA,NA,NA,NA,NA,0
"127","LMH20-Nelson","ICHmw1","04","04",83056,0,"X","At",900,NA,NA,NA,NA,NA,0
"128","LMH20-Nelson","ICHmw1","04","04",83056,0,"X","Ep",900,NA,NA,NA,NA,NA,0
"129","LMH20-Nelson","ICHmw1","04","04",83056,1,"P","Fd",NA,NA,NA,NA,NA,NA,0
"130","LMH20-Nelson","ICHmw1","04","04",83056,1,"P","Pl",NA,NA,NA,NA,NA,NA,0
"131","LMH20-Nelson","ICHmw1","04","04",83056,2,"P","Pw",31,49,NA,NA,NA,NA,0
"132","LMH20-Nelson","ICHmw1","04","04",83056,3,"A","Bl",28,NA,NA,NA,NA,NA,0
"133","LMH20-Nelson","ICHmw1","04","04",83056,3,"A","Cw",28,NA,NA,NA,NA,NA,0
"134","LMH20-Nelson","ICHmw1","04","04",83056,3,"X","Hw",28,NA,NA,NA,NA,NA,0
"135","LMH20-Nelson","ICHmw1","04","04",83056,3,"X","Lw",23,NA,NA,NA,NA,NA,0
"136","LMH20-Nelson","ICHmw1","04","04",83056,3,"X","Pa",NA,NA,NA,NA,NA,NA,0
"137","LMH20-Nelson","ICHmw1","04","04",83056,3,"A","Sx",28,NA,NA,NA,NA,NA,0
"138","LMH20-Nelson","ICHmw1","05","05",83057,0,"X","Act",900,NA,NA,NA,NA,NA,0
"139","LMH20-Nelson","ICHmw1","05","05",83057,0,"X","At",900,NA,NA,NA,NA,NA,0
"140","LMH20-Nelson","ICHmw1","05","05",83057,0,"X","Ep",900,NA,NA,NA,NA,NA,0
"141","LMH20-Nelson","ICHmw1","05","05",83057,1,"P","Cw",32,NA,NA,NA,NA,NA,0
"142","LMH20-Nelson","ICHmw1","05","05",83057,1,"P","Fd",1,32,NA,NA,NA,NA,0
"143","LMH20-Nelson","ICHmw1","05","05",83057,1,"P","Hw",32,NA,NA,NA,NA,NA,0
"144","LMH20-Nelson","ICHmw1","05","05",83057,1,"P","Sx",NA,NA,NA,NA,NA,NA,0
"145","LMH20-Nelson","ICHmw1","05","05",83057,2,"A","Bl",NA,NA,NA,NA,NA,NA,0
"146","LMH20-Nelson","ICHmw1","05","05",83057,2,"A","Pl",NA,NA,NA,NA,NA,NA,0
"147","LMH20-Nelson","ICHmw1","05","05",83057,2,"P","Pw",1,32,49,NA,NA,NA,0
"148","LMH20-Nelson","ICHmw1","06","06",83058,0,"X","Act",900,NA,NA,NA,NA,NA,0
"149","LMH20-Nelson","ICHmw1","06","06",83058,0,"X","At",900,NA,NA,NA,NA,NA,0
"150","LMH20-Nelson","ICHmw1","06","06",83058,0,"X","Ep",900,NA,NA,NA,NA,NA,0
"151","LMH20-Nelson","ICHmw1","06","06",83058,1,"P","Bl",NA,NA,NA,NA,NA,NA,0
"152","LMH20-Nelson","ICHmw1","06","06",83058,1,"P","Cw",NA,NA,NA,NA,NA,NA,0
"153","LMH20-Nelson","ICHmw1","06","06",83058,1,"P","Fd",9,14,NA,NA,NA,NA,0
"154","LMH20-Nelson","ICHmw1","06","06",83058,1,"P","Hw",NA,NA,NA,NA,NA,NA,0
"155","LMH20-Nelson","ICHmw1","06","06",83058,1,"P","Sx",NA,NA,NA,NA,NA,NA,0
"156","LMH20-Nelson","ICHmw1","06","06",83058,2,"A","Pl",NA,NA,NA,NA,NA,NA,0
"157","LMH20-Nelson","ICHmw1","06","06",83058,2,"P","Pw",31,49,NA,NA,NA,NA,0
"158","LMH20-Nelson","ICHmw1","06","06",83058,3,"X","Lw",9,14,23,NA,NA,NA,0
"159","LMH20-Nelson","ICHmw1","07","07",83059,0,"X","Act",900,NA,NA,NA,NA,NA,0
"160","LMH20-Nelson","ICHmw1","07","07",83059,0,"X","At",901,NA,NA,NA,NA,NA,0
"161","LMH20-Nelson","ICHmw1","07","07",83059,0,"X","Ep",901,NA,NA,NA,NA,NA,0
"162","LMH20-Nelson","ICHmw1","07","07",83059,1,"P","Cw",32,NA,NA,NA,NA,NA,0
"163","LMH20-Nelson","ICHmw1","07","07",83059,1,"P","Hw",32,NA,NA,NA,NA,NA,0
"164","LMH20-Nelson","ICHmw1","07","07",83059,1,"P","Sx",NA,NA,NA,NA,NA,NA,0
"165","LMH20-Nelson","ICHmw1","07","07",83059,2,"A","Bl",NA,NA,NA,NA,NA,NA,0
"166","LMH20-Nelson","ICHmw1","07","07",83059,2,"P","Fd",1,14,32,NA,NA,NA,0
"167","LMH20-Nelson","ICHmw1","07","07",83059,2,"A","Pl",NA,NA,NA,NA,NA,NA,0
"168","LMH20-Nelson","ICHvk1","01","01",83076,0,"X","Act",900,NA,NA,NA,NA,NA,0
"169","LMH20-Nelson","ICHvk1","01","01",83076,0,"X","At",53,900,NA,NA,NA,NA,0
"170","LMH20-Nelson","ICHvk1","01","01",83076,0,"X","Ep",53,NA,NA,NA,NA,NA,0
"171","LMH20-Nelson","ICHvk1","01","01",83076,1,"P","Cw",32,NA,NA,NA,NA,NA,0
"172","LMH20-Nelson","ICHvk1","01","01",83076,1,"P","Sx",NA,NA,NA,NA,NA,NA,0
"173","LMH20-Nelson","ICHvk1","01","01",83076,2,"A","Bl",NA,NA,NA,NA,NA,NA,0
"174","LMH20-Nelson","ICHvk1","01","01",83076,2,"A","Fd",1,9,14,32,34,NA,0
"175","LMH20-Nelson","ICHvk1","01","01",83076,2,"A","Hw",32,NA,NA,NA,NA,NA,0
"176","LMH20-Nelson","ICHvk1","01","01",83076,3,"A","Pw",31,NA,NA,NA,NA,NA,0
"177","LMH20-Nelson","ICHvk1","03","03",83077,0,"X","Act",901,NA,NA,NA,NA,NA,0
"178","LMH20-Nelson","ICHvk1","03","03",83077,0,"X","At",53,900,NA,NA,NA,NA,0
"179","LMH20-Nelson","ICHvk1","03","03",83077,0,"X","Ep",53,NA,NA,NA,NA,NA,0
"180","LMH20-Nelson","ICHvk1","03","03",83077,1,"P","Fd",9,NA,NA,NA,NA,NA,0
"181","LMH20-Nelson","ICHvk1","03","03",83077,2,"A","Bl",NA,NA,NA,NA,NA,NA,0
"182","LMH20-Nelson","ICHvk1","03","03",83077,2,"P","Cw",NA,NA,NA,NA,NA,NA,0
"183","LMH20-Nelson","ICHvk1","03","03",83077,2,"A","Hw",NA,NA,NA,NA,NA,NA,0
"184","LMH20-Nelson","ICHvk1","03","03",83077,2,"P","Sx",NA,NA,NA,NA,NA,NA,0
"185","LMH20-Nelson","ICHvk1","03","03",83077,3,"X","Lw",9,14,23,NA,NA,NA,0
"186","LMH20-Nelson","ICHvk1","03","03",83077,3,"X","Pl",23,34,NA,NA,NA,NA,0
"187","LMH20-Nelson","ICHvk1","03","03",83077,3,"A","Pw",31,NA,NA,NA,NA,NA,0
"188","LMH20-Nelson","ICHvk1","04","04",83078,0,"X","Act",900,NA,NA,NA,NA,NA,0
"189","LMH20-Nelson","ICHvk1","04","04",83078,0,"X","At",53,900,NA,NA,NA,NA,0
"190","LMH20-Nelson","ICHvk1","04","04",83078,0,"X","Ep",53,NA,NA,NA,NA,NA,0
"191","LMH20-Nelson","ICHvk1","04","04",83078,1,"P","Cw",NA,NA,NA,NA,NA,NA,0
"192","LMH20-Nelson","ICHvk1","04","04",83078,1,"P","Fd",9,14,34,NA,NA,NA,0
"193","LMH20-Nelson","ICHvk1","04","04",83078,1,"P","Hw",NA,NA,NA,NA,NA,NA,0
"194","LMH20-Nelson","ICHvk1","04","04",83078,1,"P","Sx",NA,NA,NA,NA,NA,NA,0
"195","LMH20-Nelson","ICHvk1","04","04",83078,2,"A","Bl",NA,NA,NA,NA,NA,NA,0
"196","LMH20-Nelson","ICHvk1","04","04",83078,3,"X","Lw",9,14,23,NA,NA,NA,0
"197","LMH20-Nelson","ICHvk1","04","04",83078,3,"A","Pw",31,NA,NA,NA,NA,NA,0
"198","LMH20-Nelson","ICHvk1","05","05",83079,0,"X","Act",900,NA,NA,NA,NA,NA,0
"199","LMH20-Nelson","ICHvk1","05","05",83079,0,"X","At",901,NA,NA,NA,NA,NA,0
"200","LMH20-Nelson","ICHvk1","05","05",83079,0,"X","Ep",901,NA,NA,NA,NA,NA,0
"201","LMH20-Nelson","ICHvk1","05","05",83079,1,"P","Cw",1,32,NA,NA,NA,NA,0
"202","LMH20-Nelson","ICHvk1","05","05",83079,1,"P","Sx",1,NA,NA,NA,NA,NA,0
"203","LMH20-Nelson","ICHvk1","05","05",83079,2,"A","Bl",1,NA,NA,NA,NA,NA,0
"204","LMH20-Nelson","ICHvk1","05","05",83079,2,"A","Hw",1,32,NA,NA,NA,NA,0
"205","LMH20-Nelson","ICHvk1","05","05",83079,3,"A","Pw",1,31,NA,NA,NA,NA,0
"206","LMH20-Nelson","ICHvk1","06","06",83080,0,"X","Act",900,NA,NA,NA,NA,NA,0
"207","LMH23-Nelson","ESSFwc2","04","04",83024,2,"X","Pl",23,34,NA,NA,NA,NA,0
"208","LMH23-Nelson","ESSFwc2","05","05",83025,1,"P","Bl",NA,NA,NA,NA,NA,NA,0
"209","LMH23-Nelson","ESSFwc2","05","05",83025,1,"P","Se",NA,NA,NA,NA,NA,NA,0
"210","LMH23-Nelson","ESSFwc2","05","05",83025,3,"X","Pl",23,34,NA,NA,NA,NA,0
"211","LMH23-Nelson","ESSFwc2","06","06",83026,1,"P","Bl",32,NA,NA,NA,NA,NA,0
"212","LMH23-Nelson","ESSFwc2","06","06",83026,1,"P","Se",32,NA,NA,NA,NA,NA,0
"213","LMH23-Nelson","ESSFwc2","06","06",83026,3,"X","Pl",23,34,NA,NA,NA,NA,0
"214","LMH23-Nelson","ESSFwc2","07","07",83027,1,"P","Bl",32,NA,NA,NA,NA,NA,0
"215","LMH23-Nelson","ESSFwc2","07","07",83027,1,"P","Se",32,NA,NA,NA,NA,NA,0
"216","LMH23-Nelson","ESSFwc2","07","07",83027,3,"X","Pl",23,34,NA,NA,NA,NA,0
"217","LMH23-Nelson","ESSFwc2","08","08",83028,1,"P","Bl",1,32,NA,NA,NA,NA,0
"218","LMH23-Nelson","ESSFwc2","08","08",83028,1,"P","Se",1,32,NA,NA,NA,NA,0
"219","LMH23-Nelson","ESSFwc2","08","08",83028,3,"X","Pl",23,34,NA,NA,NA,NA,0
"220","LMH23-Nelson","ESSFwc2","09*","09",83029,1,"A","Pl",1,NA,NA,NA,NA,NA,0
"221","LMH23-Nelson","ESSFwc2","09*","09",83029,2,"A","Bl",1,32,NA,NA,NA,NA,0
"222","LMH23-Nelson","ESSFwc2","09*","09",83029,2,"P","Se",1,32,NA,NA,NA,NA,0
"223","LMH23-Nelson","ESSFwc2","10","10",999,0,"X","X",NA,NA,NA,NA,NA,NA,0
"224","LMH23-Nelson","ICHmw3","01","01",83067,0,"X","Act",901,NA,NA,NA,NA,NA,0
"225","LMH23-Nelson","ICHmw3","01","01",83067,0,"X","At",900,NA,NA,NA,NA,NA,0
"226","LMH23-Nelson","ICHmw3","01","01",83067,0,"X","Ep",900,NA,NA,NA,NA,NA,0
"227","LMH23-Nelson","ICHmw3","01","01",83067,1,"P","Fd",NA,NA,NA,NA,NA,NA,0
"228","LMH23-Nelson","ICHmw3","01","01",83067,2,"P","Cw",10,13,NA,NA,NA,NA,0
"229","LMH23-Nelson","ICHmw3","01","01",83067,2,"X","Pl",NA,NA,NA,NA,NA,NA,0
"230","LMH23-Nelson","ICHmw3","01","01",83067,2,"P","Sx",10,13,NA,NA,NA,NA,0
"231","LMH23-Nelson","ICHmw3","01","01",83067,3,"X","Bl",10,13,NA,NA,NA,NA,0
"232","LMH23-Nelson","ICHmw3","01","01",83067,3,"X","Hw",10,13,NA,NA,NA,NA,0
"233","LMH23-Nelson","ICHmw3","01-YC","01-YC",83068,0,"X","Act",901,NA,NA,NA,NA,NA,0
"234","LMH23-Nelson","ICHmw3","01-YC","01-YC",83068,0,"X","At",900,NA,NA,NA,NA,NA,0
"235","LMH23-Nelson","ICHmw3","01-YC","01-YC",83068,0,"X","Ep",900,NA,NA,NA,NA,NA,0
"236","LMH23-Nelson","ICHmw3","01-YC","01-YC",83068,1,"P","Fd",NA,NA,NA,NA,NA,NA,0
"237","LMH23-Nelson","ICHmw3","01-YC","01-YC",83068,2,"P","Cw",10,13,NA,NA,NA,NA,0
"238","LMH23-Nelson","ICHmw3","01-YC","01-YC",83068,2,"A","Hw",10,13,NA,NA,NA,NA,0
"239","LMH23-Nelson","ICHmw3","01-YC","01-YC",83068,2,"X","Pl",NA,NA,NA,NA,NA,NA,0
"240","LMH23-Nelson","ICHmw3","01-YC","01-YC",83068,2,"P","Sx",10,13,NA,NA,NA,NA,0
"241","LMH23-Nelson","ICHmw3","01-YC","01-YC",83068,3,"X","Bl",10,13,NA,NA,NA,NA,0
"242","LMH23-Nelson","ICHmw3","01-YC","01-YC",83068,3,"X","Lw",23,NA,NA,NA,NA,NA,0
"243","LMH23-Nelson","ICHmw3","01-YC","01-YC",83068,3,"A","Pw",31,NA,NA,NA,NA,NA,0
"244","LMH23-Nelson","ICHmw3","02","02",83069,0,"X","Ep",901,NA,NA,NA,NA,NA,0
"245","LMH23-Nelson","ICHmw3","02","02",83069,1,"P","Fd",NA,NA,NA,NA,NA,NA,0
"246","LMH23-Nelson","ICHmw3","02","02",83069,1,"A","Pl",NA,NA,NA,NA,NA,NA,0
"247","LMH23-Nelson","ICHmw3","02","02",83069,2,"A","Py",9,14,23,NA,NA,NA,0
"248","LMH23-Nelson","ICHmw3","02","02",83069,3,"A","Pw",31,NA,NA,NA,NA,NA,0
"249","LMH23-Nelson","ICHmw3","03","03",83070,0,"X","At",53,900,NA,NA,NA,NA,0
"250","LMH23-Nelson","ICHmw3","03","03",83070,0,"X","Ep",53,NA,NA,NA,NA,NA,0
"251","LMH23-Nelson","ICHmw3","03","03",83070,1,"P","Fd",32,NA,NA,NA,NA,NA,0
