"","SS_NoSpace","chng_type","SiteSeriesLongName","SpecialCode","Special"
"680","ESSFwm3/112b","+","SeBl – Horsetail – Canby's lovage; Swamp phase","",""
"681","ESSFwm3/112b","-","SeBl – Horsetail – Canby's lovage","",""
"682","ESSFwm3/Ws08.1","+","Bl – Sitka valerian – Horsetail","",""
"683","ESSFwm3/Ws08.2","+","SxwBl – Horsetail – Canby's Lovage","",""
"684","ESSFwm4/102a","+","BlPl – Low bilberry – Bear-grass; Xeric phase","",""
"685","ESSFwm4/102a","-","BlPl – Low bilberry – Bear-grass","",""
"686","ESSFwm4/102b","+","BlPl – Low bilberry – Bear-grass; Subxeric phase","",""
"687","ESSFwm4/102b","-","BlPl – Low bilberry – Bear-grass","",""
"688","ESSFwm4/Ws08.2","+","SeBl – Horsetail – Canby's Lovage","",""
"689","ESSFwmw/Ws08.2","+","SeBl – Horsetail – Canby's Lovage","",""
"690","ESSFwvw/103","+","BlHm – Mountain-heather – Leafy liverwort","SN","late snow"
"691","ESSFwvw/105","+","BlHm – Huckleberry – Blueberry","CAS","cold aspects - cold air"
"692","ESSFxc1/110","+","Bl – Rhododendron – Grouseberry","CAS","cold aspects - cold air"
"693","ESSFxc1/110","-","Bl – Rhododendron – Grouseberry","CAS","Cool aspects/cold air"
"694","ESSFxc1/Gg","-","","",""
"695","ESSFxc1/Gs","-","","",""
"696","ESSFxc1/Ro","-","","",""
"697","ESSFxc1/Wb","-","","",""
"698","ESSFxc1/Wb16","+","Sxw – Trapper's tea – Peat moss","",""
"699","ESSFxc1/Ws","-","","",""
"700","ESSFxc1/Ws08","+","Bl – Sitka valerian – Horsetail","",""
"701","ESSFxc1/Ws08.1","+","Bl – Sitka valerian – Horsetail","",""
"702","ESSFxc1/Ws12","+","Sxw – Rocky Mountain sedge – Glow moss","",""
"703","ESSFxc2/110","+","Bl – Rhododendron – Grouseberry","CAS","cold aspects - cold air"
"704","ESSFxc2/110","-","Bl – Rhododendron – Grouseberry","CAS","Cool aspects/cold air"
"705","ESSFxc2/Gg","-","","",""
"706","ESSFxc2/Gs","-","","",""
"707","ESSFxc2/Ro","-","","",""
"708","ESSFxc2/Wb","-","","",""
"709","ESSFxc2/Wb16","+","Sxw – Trapper's tea – Peat moss","",""
"710","ESSFxc2/Ws","-","","",""
"711","ESSFxc2/Ws08","+","Bl – Sitka valerian – Horsetail","",""
"712","ESSFxc2/Ws08.1","+","Bl – Sitka valerian – Horsetail","",""
"713","ESSFxv1/04","+","BlPa – Juniper – Grouseberry","IN","insolation"
"714","ESSFxv1/05","+","BlPa – Arnica – Twinflower","CAS","cold aspects - cold air"
"715","ESSFxv1/06","+","Bl – Rhododendron – Crowberry","CAS","cold aspects - cold air"
"716","ESSFxv1/08","+","Bl – Horsetail – Glow moss","CA","cold aspects - cold air"
"717","ICHdk/02a","+","CwSxw – Soopolallie; Typic","IN","insolation"
"718","ICHdk/02b","+","CwSxw – Soopolallie; Shallow","",""
"719","ICHdk/03","+","CwSxw – Falsebox – Soopolallie","CA","cold aspects - cold air"
"720","ICHdk/07","+","Sxw – Twinberry – Oak fern","CA","cold aspects - cold air"
"721","ICHdm/102a","+","Fd – Snowberry – Oregon-grape; Xeric phase","",""
"722","ICHdm/102a","-","Fd – Snowberry – Oregon-grape","",""
"723","ICHdm/102b","+","Fd – Snowberry – Oregon-grape; Subxeric phase","",""
"724","ICHdm/102b","-","Fd – Snowberry – Oregon-grape","",""
"725","ICHdm/112","+","SxwCw – Horsetail – Lady fern","FR","frost"
"726","ICHdm/112","-","SxwCw – Horsetail – Lady fern","CA","Cold air/Frost"
"727","ICHdm/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"728","ICHdm/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"729","ICHdm/Fm04","+","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"730","ICHdm/Ws10","+","CwSxw– Skunk cabbage","",""
"731","ICHdw1/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"732","ICHdw1/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"733","ICHdw1/Fm04","+","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"734","ICHdw1/Ws10","+","CwSxw– Skunk cabbage","",""
"735","ICHdw4/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"736","ICHdw4/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"737","ICHdw4/Fm04","+","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"738","ICHdw4/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"739","ICHdw4/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"740","ICHdw4/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"741","ICHdw4/Ws10","+","CwSxw– Skunk cabbage","",""
"742","ICHmc1/01a","+","Hw – Step moss; Mesic","",""
"743","ICHmc1/01b","+","Hw – Step moss; Submesic","",""
"744","ICHmc1/05","+","ActSx – Dogwood","Fm","mid fluvial bench"
"745","ICHmc1/07","+","Pl – Bog-rosemary – Peat moss","",""
"746","ICHmc1a/01a","+","HwBa – Bramble; Mesic","",""
"747","ICHmc1a/01a","-","HwBa – Bramble","",""
"748","ICHmc1a/01b","+","HwBa – Bramble; Submesic","",""
"749","ICHmc1a/01b","-","HwBa – Bramble","",""
"750","ICHmc2/01.1","+","Hw – Step moss; Hw(Cw) variation","",""
"751","ICHmc2/01.1","-","Hw – Step moss","",""
"752","ICHmc2/01.2","+","Hw – Step moss; BlSx variation","",""
"753","ICHmc2/01.2","-","Hw – Step moss","",""
"754","ICHmc2/01a","+","Hw – Step moss; Mesic","",""
"755","ICHmc2/01a","-","Hw – Step moss","",""
"756","ICHmc2/01a.1","+","Hw – Step moss; Mesic; Hw(Cw) variation","",""
"757","ICHmc2/01a.1","-","Hw – Step moss","",""
"758","ICHmc2/01a.2","+","Hw – Step moss; Mesic; BlSx variation","CA","cold aspects - cold air"
"759","ICHmc2/01a.2","-","Hw – Step moss","CA","Cold air/Frost"
"760","ICHmc2/01b","+","Hw – Step moss; Submesic","",""
"761","ICHmc2/01b","-","Hw – Step moss","",""
"762","ICHmc2/01b.1","+","Hw – Step moss; Submesic; Hw(Cw) variation","",""
"763","ICHmc2/01b.1","-","Hw – Step moss","",""
"764","ICHmc2/01b.2","+","Hw – Step moss; Submesic; BlSx variation","CA","cold aspects - cold air"
"765","ICHmc2/01b.2","-","Hw – Step moss","CA","Cold air/Frost"
"766","ICHmc2/05","+","Sx – Devil's club – Lady fern","FR","frost"
"767","ICHmc2/05","-","Sx – Devil's club – Lady fern","CA","Cold air/Frost"
"768","ICHmc2/06","+","ActSx – Dogwood","Fm","mid fluvial bench"
"769","ICHmc2/06a","+","ActSx – Dogwood; High-bench","Fm","mid fluvial bench"
"770","ICHmc2/06b","+","ActSx – Dogwood; Medium-bench","Fm","mid fluvial bench"
"771","ICHmc2/08","+","SbSx – Scrub birch – Sedge","CA","cold aspects - cold air"
"772","ICHmc2/08","-","SbSx – Scrub birch – Sedge","CA","Cold air/Frost"
"773","ICHmk1/112","+","Sxw(Cw) – Horsetail – Oak fern","",""
"774","ICHmk1/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"775","ICHmk1/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"776","ICHmk1/Wb16","+","Sxw – Trapper's tea – Peat moss","",""
"777","ICHmk1/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"778","ICHmk1/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"779","ICHmk1/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"780","ICHmk1/Ws10","+","CwSxw– Skunk cabbage","",""
"781","ICHmk3/03","+","CwSxw – Soopolallie","IN","insolation"
"782","ICHmk3/05","+","SxwCw – Oak fern","FR","frost"
"783","ICHmk3/Wb07","+","Pl – Water sedge – Peat moss","",""
"784","ICHmk4/102a","+","Fd – Snowberry – Oregon-grape; Xeric phase","",""
"785","ICHmk4/102a","-","Fd – Snowberry – Oregon-grape","",""
"786","ICHmk4/102b","+","Fd – Snowberry – Oregon-grape; Subxeric phase","",""
"787","ICHmk4/102b","-","Fd – Snowberry – Oregon-grape","",""
"788","ICHmk4/112","+","SxwBl – Horsetail","FR","frost"
"789","ICHmk4/112","-","SxwBl – Horsetail","",""
"790","ICHmk4/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"791","ICHmk4/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"792","ICHmk4/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"793","ICHmk4/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"794","ICHmk4/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"795","ICHmk5/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"796","ICHmk5/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"797","ICHmw2/104","+","FdCw – Falsebox – Prince's pine","IN","insolation"
"798","ICHmw2/112","+","Sxw(Hw) – Huckleberry – Oak fern","FR","frost"
"799","ICHmw2/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"800","ICHmw2/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"801","ICHmw2/Fm04","+","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"802","ICHmw2/Ws10","+","CwSxw– Skunk cabbage","",""
"803","ICHmw3/07","+","CwHw – Devil's club – Lady fern","Fh","high fluvial bench"
"804","ICHmw4/111","+","Sxw(Hw) – Huckleberry – Oak fern","FR","frost"
"805","ICHmw4/111","-","Sxw(Hw) – Huckleberry – Oak fern","CA","Cold air/Frost"
"806","ICHmw4/113","+","SxwBl – Devil's club – Lady fern","FR","frost"
"807","ICHmw4/113","-","SxwBl – Devil's club – Lady fern","CA","Cold air/Frost"
"808","ICHmw4/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"809","ICHmw4/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"810","ICHmw4/Fm04","+","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"811","ICHmw4/Ws10","+","CwSxw– Skunk cabbage","",""
"812","ICHmw5/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"813","ICHmw5/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"814","ICHmw5/Fm04","+","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"815","ICHmw5/Gg","-","","",""
"816","ICHmw5/Ro","-","","",""
"817","ICHmw5/Wb","-","","",""
"818","ICHmw5/Wb16","+","Sxw – Trapper's tea – Peat moss","",""
"819","ICHmw5/Ws","-","","",""
"820","ICHmw5/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"821","ICHmw5/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"822","ICHmw5/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"823","ICHmw5/Ws10","+","CwSxw– Skunk cabbage","",""
"824","ICHvc/01.1","+","HwBl – Devil's club; Hw variation","",""
"825","ICHvc/01.1","-","HwBl – Devil's club","",""
"826","ICHvc/01.2","+","HwBl – Devil's club; Bl variation","FR","frost"
"827","ICHvc/01.2","-","HwBl – Devil's club","CA","Cold air/Frost"
"828","ICHvc/02.1","+","Hw – Step moss; Hw variation","",""
"829","ICHvc/02.1","-","Hw – Step moss","",""
"830","ICHvc/02.2","+","Hw – Step moss; Bl variation","FR","frost"
"831","ICHvc/02.2","-","Hw – Step moss","CA","Cold air/Frost"
"832","ICHvc/03","+","Sx – Devil's club","CA","cold aspects - cold air"
"833","ICHvc/03","-","Sx – Devil's club","CA","Cold air/Frost"
"834","ICHvc/03a","+","Sx – Devil's club; Fluvial","CA","cold aspects - cold air"
"835","ICHvc/03a","-","Sx – Devil's club","CA","Cold air/Frost"
"836","ICHvc/03b","+","Sx – Devil's club; Morainal","CA","cold aspects - cold air"
"837","ICHvc/03b","-","Sx – Devil's club","CA","Cold air/Frost"
"838","ICHvc/04","+","Sx – Devil's club – Dogwood","Fh","high fluvial bench"
"839","ICHvc/04","-","Sx – Devil's club – Dogwood","Fh","High fluvial bench"
"840","ICHvc/05","+","ActSx – Dogwood","Fm","mid fluvial bench"
"841","ICHvc/06","+","Sx – Horsetail","CA","cold aspects - cold air"
"842","ICHvc/06","-","Sx – Horsetail","CA","Cold air/Frost"
"843","ICHvk1/03","-","CwHw – Oak fern – Foamflower","",""
"844","ICHvk2/05","+","Cw – Devil's club – Ostrich fern","Fh","high fluvial bench"
"845","ICHvk2/05","-","Cw – Devil's club – Ostrich fern","Fh","High fluvial bench"
"846","ICHvk2/07","+","Sb – Sphagnum","CA","cold aspects - cold air"
"847","ICHvk2/07","-","Sb – Sphagnum","CA","Cold air/Frost"
"848","ICHvk2/08","+","Pl – Bog-rosemary – Peat moss","",""
"849","ICHvk2/08","-","Pl – Bog rosemary – Peat moss","",""
"850","ICHwc/05","+","Sx – Devil's club","FR","frost"
"851","ICHwc/05","-","Sx – Devil's club","CA","Cold air/Frost"
"852","ICHwc/06","+","ActSx – Dogwood","Fm","mid fluvial bench"
"853","ICHwc/07","+","HwSx – Blueberry – Sphagnum","CA","cold aspects - cold air"
"854","ICHwc/07","-","HwSx – Blueberry – Sphagnum","CA","Cold air/Frost"
"855","ICHwk1/02","-","PlHw – Velvet-leaved blueberry","",""
"856","ICHwk1/03","-","HwCw – Step moss","",""
"857","ICHwk1/06","+","CwSxw – Devil's club – Horsetail","Fh","high fluvial bench"
"858","ICHwk2/01a","+","CwHw – Oak fern; Typic","",""
"859","ICHwk2/01a","-","CwHw – Oak fern","",""
"860","ICHwk2/01b","+","CwHw – Oak fern; Moist","",""
"861","ICHwk2/01b","-","CwHw – Oak fern","",""
"862","ICHwk2/05","+","SxwCw – Oak fern","FR","frost"
"863","ICHwk2/05","-","SxwCw – Oak fern","CA","Cold air/Frost"
"864","ICHwk2/06","+","Sxw – Twinberry – Oak fern","FR","frost"
"865","ICHwk2/06","-","Sxw – Twinberry – Oak fern","CA","Cold air/Frost"
"866","ICHwk3/04","+","HwCw – Step moss","",""
"867","ICHwk3/04","-","HwCw – Stepmoss","",""
"868","ICHwk3/10","+","Pl – Bog-rosemary – Peat moss","",""
"869","ICHwk3/10","-","Pl – Bog rosemary – Peat moss","",""
"870","ICHwk4/01a","+","CwHw – Oak fern; Typic","",""
"871","ICHwk4/01a","-","CwHw – Oak fern","",""
"872","ICHwk4/01b","+","CwHw – Oak fern; Moist","",""
"873","ICHwk4/01b","-","CwHw – Oak fern","",""
"874","ICHwk4/04","+","CwSxw – Velvet-leaved blueberry","CA","cold aspects - cold air"
"875","ICHwk4/06","+","Sxw – Twinberry – Oak fern","FR","frost"
"876","ICHwk4/08","+","Sxw – Devil's club – Lady fern","FR","frost"
"877","ICHwk4/10","+","ActSxw – Red-osier dogwood","Fm","mid fluvial bench"
"878","ICHxm1/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"879","ICHxm1/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"880","ICHxm1/Fm04","+","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"881","ICHxm1/Fm05","+","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"882","ICHxm1/Gg","-","","",""
"883","ICHxm1/Ro","-","","",""
"884","ICHxm1/Ws","-","","",""
"885","ICHxm1/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"886","ICHxm1/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"887","ICHxm1/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"888","ICHxm1/Ws10","+","CwSxw– Skunk cabbage","",""
"889","ICHxw/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"890","ICHxw/Ws10","+","CwSxw– Skunk cabbage","",""
"891","ICHxwa/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"892","ICHxwa/Ws10","+","CwSxw– Skunk cabbage","",""
"893","IDFdh/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"894","IDFdh/Fm05","+","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"895","IDFdh/Gg","-","","",""
"896","IDFdh/Ro","-","","",""
"897","IDFdh/Ws","-","","",""
"898","IDFdk1/103","+","Fd(Py) – Bluebunch wheatgrass – Pinegrass","IN","insolation"
"899","IDFdk1/103","-","Fd(Py) – Bluebunch wheatgrass – Pinegrass","IN","Insolation"
"900","IDFdk1/105","+","Pl – Pinegrass – Grouseberry – Kinnikinnick","CA","cold aspects - cold air"
"901","IDFdk1/105","-","Pl – Pinegrass – Grouseberry – Kinnikinnick","CA","Cold air/Frost"
"902","IDFdk1/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"903","IDFdk1/Fm05","+","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"904","IDFdk1/Gg","-","","",""
"905","IDFdk1/Ro","-","","",""
"906","IDFdk1/Ws","-","","",""
"907","IDFdk1/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"908","IDFdk1/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"909","IDFdk1/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"910","IDFdk2/103","+","FdPy – Spirea – Bluebunch wheatgrass","IN","insolation"
"911","IDFdk2/103","-","FdPy – Spirea – Bluebunch wheatgrass","IN","Insolation"
"912","IDFdk2/105","+","Pl – Pinegrass – Grouseberry – Kinnikinnick","CA","cold aspects - cold air"
"913","IDFdk2/105","-","Pl – Pinegrass – Grouseberry – Kinnikinnick","CA","Cold air/Frost"
"914","IDFdk2/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"915","IDFdk2/Fm05","+","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"916","IDFdk2/Gg","-","","IN2","Insolation"
"917","IDFdk2/Ro","-","","",""
"918","IDFdk2/Ws","-","","",""
"919","IDFdk2/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"920","IDFdk2/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"921","IDFdk2/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"922","IDFdk3/02","+","Fd – Juniper – Kinnikinnick","IN","insolation"
"923","IDFdk3/04","+","Fd – Bluebunch wheatgrass – Needlegrass","IN","insolation"
"924","IDFdk3/05","+","Fd – Feathermoss – Step moss","CAS","cold aspects"
"925","IDFdk3/06","+","Fd – Pinegrass – Aster","IN","insolation"
"926","IDFdk4/03","+","Fd – Juniper – Saskatoon","IN","insolation"
"927","IDFdk4/03","-","Fd – Juniper – Saskatoon","IN","Insolation"
"928","IDFdk4/04","+","Fd – Juniper – Pasture sage","IN","insolation"
"929","IDFdk4/04","-","Fd – Juniper – Pasture sage","IN","Insolation"
"930","IDFdk4/07","+","Fd – Feathermoss – Step moss","CAS","cold aspects"
"931","IDFdk4/07","-","Fd – Feathermoss – Step moss","CAS","Cool aspects"
"932","IDFdk4/08","+","Sxw – Scrub birch – Feathermoss","CA","cold aspects - cold air"
"933","IDFdk4/08","-","Sxw – Scrub birch – Feathermoss","CA","Cold air/Frost"
"934","IDFdk5/103","+","Fd – Saskatoon – Bluebunch wheatgrass","IN","insolation"
"935","IDFdk5/103","-","Fd – Saskatoon – Bluebunch wheatgrass","IN","Insolation"
"936","IDFdk5/111","+","Sxw – Dogwood – Horsetail","CA","cold aspects - cold air"
"937","IDFdk5/111","-","Sxw – Dogwood – Horsetail","CA","Cold air/Frost"
"938","IDFdk5/111a","+","Sxw – Dogwood – Horsetail; Riparian phase","",""
"939","IDFdk5/111a","-","Sxw – Dogwood – Horsetail","",""
"940","IDFdk5/111b","+","Sxw – Dogwood – Horsetail; Swamp phase","",""
"941","IDFdk5/111b","-","Sxw – Dogwood – Horsetail","",""
"942","IDFdk5/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"943","IDFdk5/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"944","IDFdk5/Fm07","+","Aspen – Dogwood – Sarsaparilla","Fm","mid fluvial bench"
"945","IDFdk5/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"946","IDFdk5/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"947","IDFdk5/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"948","IDFdm1/103","+","FdPy – Bluebunch wheatgrass – Pinegrass","IN","insolation"
"949","IDFdm1/112","+","Sxw – Dogwood – Horsetail","CA","cold aspects - cold air"
"950","IDFdm1/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"951","IDFdm1/Fm05","+","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"952","IDFdm2/112a","+","Sxw – Dogwood – Horsetail; Riparian","Fh","mid fluvial bench"
"953","IDFdm2/112a","-","Sxw – Dogwood – Horsetail","Fh","Mid fluvial bench"
"954","IDFdm2/112b","+","Sxw – Dogwood – Horsetail; Swamp phase","",""
"955","IDFdm2/112b","-","Sxw – Dogwood – Horsetail","",""
"956","IDFdm2/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"957","IDFdm2/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"958","IDFdm2/Fm07","+","Aspen – Dogwood – Sarsaparilla","Fm","mid fluvial bench"
"959","IDFdm2/Ws07","+","Sxw – Horsetail – Leafy moss","",""
"960","IDFdm2/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","",""
"961","IDFdm2/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"962","IDFdw/101","+","Fd – Soopolallie – Pinegrass","",""
"963","IDFdw/101","-","Fdi – Soopolallie – Pinegrass","",""
"964","IDFdw/102","+","Fd – Juniper – Kinnikinnick","",""
"965","IDFdw/102","-","Fdi – Juniper – Kinnikinnick","",""
"966","IDFdw/104","+","Fd – Spirea – Pinegrass","IN","insolation"
"967","IDFdw/104","-","Fdi – Spirea – Pinegrass","IN","insolation"
"968","IDFdw/105","+","BlFd – Falsebox – Feather moss","CAS","cool aspect"
"969","IDFdw/105","-","BlFdi – Falsebox – Feather moss","CAS","cool aspect"
"970","IDFdw/110","+","Fd – Thimbleberry – Gooseberry","",""
"971","IDFdw/110","-","Fdi – Thimbleberry – Gooseberry","",""
"972","IDFdw/111","+","SxwBl – Twinberry – Gooseberry","FR","frost"
"973","IDFdw/111","-","SxwBl – Twinberry – Gooseberry","CA","cold air/frost"
"974","IDFdw/112","+","BlFd – Devil's club – Oak fern","",""
"975","IDFdw/112","-","BlFdi – Devil's club – Oak fern","",""
"976","IDFdw/Fm01","+","Act – Snowberry – Rose","Fm","mid fluvial bench"
"977","IDFdw/Fm01","-","Act – Snowberry – Rose","Fm","Fm"
"978","IDFdw/Fm02","+","ActSxw – Dogwood","Fm","mid fluvial bench"
"979","IDFdw/Fm02","-","ActSxw – Red-osier dogwood","Fm","Fm"
"980","IDFww/101.1","+","Fd – Falsebox – Orange honeysuckle; Typic variation","",""
"981","IDFww/101.1","-","Fd – Falsebox – Orange honeysuckle","",""
"982","IDFww/101.2","+","Fd – Falsebox – Orange honeysuckle; Cw variation","",""
"983","IDFww/101.2","-","Fd – Falsebox – Orange honeysuckle","",""
"984","IDFww/102","+","Fd – Selaginellas – Bluebunch wheatgrass","",""
"985","IDFww/102","-","Fdc – Selaginellas – Bluebunch wheatgrass","",""
"986","IDFww/103","+","FdPy – Saskatoon – Screw moss","",""
"987","IDFww/103","-","FdcPy – Saskatoon – Screw moss","",""
"988","IDFww/104","+","Fd – Falsebox – Pinegrass","",""
"989","IDFww/104","-","Fdc – Falsebox – Pinegrass","",""
"990","IDFww/110","+","CwFd – Hooker's fairybells","",""
"991","IDFww/110","-","CwFdc – Hooker's fairybells","",""
"992","IDFww/111","+","FdSx – Dogwood – Sarsaparilla","CA","cold air"
"993","IDFww/111","-","FdcSx – Red-osier dogwood – Sarsaparilla","CA","cold air"
"994","IDFxh1/104","+","FdPy – Bluebunch wheatgrass – Balsamroot","IN","insolation"
"995","IDFxh1/104","-","FdPy – Bluebunch wheatgrass – Balsamroot","IN","Insolation"
"996","IDFxh1/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"997","IDFxh1/Fm05","+","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"998","IDFxh1/Gg","-","","IN2","Insolation"
"999","IDFxh1/Ro","-","","",""
"1000","IDFxh1/Ws","-","","",""
"1001","IDFxh2/103","+","FdPy – Bluebunch wheatgrass – Balsamroot","IN","insolation"
"1002","IDFxh2/110","+","Fd – Feather moss – Step moss","CAS","cold aspects"
"1003","IDFxh2/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1004","IDFxh2/Fm05","+","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1005","IDFxk/102a","+","Fd – Rocky Mountain juniper – Bluebunch wheatgrass; Xeric phase","",""
"1006","IDFxk/102a","-","Fd – Rocky Mountain juniper – Bluebunch wheatgrass","",""
"1007","IDFxk/102b","+","Fd – Rocky Mountain juniper – Bluebunch wheatgrass; Subxeric phase","",""
"1008","IDFxk/102b","-","Fd – Rocky Mountain juniper – Bluebunch wheatgrass","",""
"1009","IDFxk/110","+","Fd – Feathermoss – Step moss","CAS","cold aspects"
"1010","IDFxk/110","-","Fd – Feathermoss – Step moss","CAS","Cool aspects"
"1011","IDFxk/111","-","At – Prairie rose – Pinegrass","",""
"1012","IDFxk/112","+","SxwFd – Dogwood – Sarsaparilla","CA","cold aspects - cold air"
"1013","IDFxk/112","-","SxwFd – Dogwood – Sarsaparilla","CA","Cold air/Frost"
"1014","IDFxk/113","+","Sxw – Dogwood – Horsetail","CA","cold aspects - cold air"
"1015","IDFxk/113a","+","Sxw – Dogwood – Horsetail; Xeric phase","",""
"1016","IDFxk/113a","-","Sxw – Dogwood – Horsetail","",""
"1017","IDFxk/113b","+","Sxw – Dogwood – Horsetail; Subxeric phase","CA","cold aspects - cold air"
"1018","IDFxk/Fm01","+","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1019","IDFxk/Fm02","+","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1020","IDFxk/Fm07","+","Aspen – Dogwood – Sarsaparilla","Fm","mid fluvial bench"
"1021","IDFxm/01a","+","Fd – Pinegrass – Feathermoss; Typic","",""
"1022","IDFxm/01a","-","Fd – Pinegrass – Feathermoss","",""
"1023","IDFxm/01b","+","Fd – Pinegrass – Feathermoss; Cold","CA","cold aspects - cold air"
"1024","IDFxm/01b","-","Fd – Pinegrass – Feathermoss","CA","Cold air/Frost"
"1025","IDFxm/02a","+","Fd – Bluebunch wheatgrass – Penstemon; Typic","IN","insolation"
