"","Source","Zone","SubzoneGroup","Subzone","BGC","BGCName","ZoneName","SubzoneName","VariantName","General.Location","OldSubzoneLabel","DataSet","State","Notes"
"110","BGCv11","IDF","IDF_hot","IDFxk","IDFxk","Very Dry Cool IDF","Interior Douglas-fir","Very Dry Cool","","","","BC","BC",""
"111","BGCv11","IDF","IDF_hot","IDFxm","IDFxm","Very Dry Mild IDF","Interior Douglas-fir","Very Dry Mild","","","","BC","BC",""
"112","BGCv11","IDF","IDF_hot","IDFxx","IDFxx2","Kootenay Very Dry Very Hot  IDF","Interior Douglas-fir","Very Dry Very Hot ","Kootenay","","","BC","BC",""
"113","BGCv11","IMA","IMA","IMAun","IMAun","Undifferentiated IMA","Interior Mountain-heather Alpine","Undifferentiated","","","","BC","BC",""
"114","BGCv11","IMA","IMA","IMAunp","IMAunp","Undifferentiated and Parkland IMA","Interior Mountain-heather Alpine","Undifferentiated and Parkland","","","","BC","BC",""
"115","BGCv11","MH","MH_maritime","MHmm","MHmm1","Windward Moist Maritime MH","Mountain Hemlock","Moist Maritime","Windward","","","BC","BC",""
"116","BGCv11","MH","MH_submaritme","MHmm","MHmm2","Leeward Moist Maritime MH","Mountain Hemlock","Moist Maritime","Leeward","","","BC","BC",""
"117","BGCv11","MH","MH_maritime","MHmmp","MHmmp","Moist Maritime Parkland MH","Mountain Hemlock","Moist Maritime Parkland","","","","BC","BC",""
"118","BGCv11","MH","MH_submaritme","MHunp","MHunp","Undifferentiated Parkland MH","Mountain Hemlock","Undifferentiated Parkland","","","","BC","BC",""
"119","BGCv11","MH","MH_maritime","MHwh","MHwh","Wet Hypermaritime MH","Mountain Hemlock","Wet Hypermaritime","","","","BC","BC",""
"120","BGCv11","MH","MH_maritime","MHwhp","MHwhp","Wet Hypermaritime Parkland MH","Mountain Hemlock","Wet Hypermaritime Parkland","","","","BC","BC",""
"121","BGCv11","MS","MS_meso","MSdc","MSdc1","Cayoosh Dry Cold MS","Montane Spruce","Dry Cold","Cayoosh","","","BC","BC",""
"122","BGCv11","MS","MS_meso","MSdc","MSdc2","Tatlayoko Dry Cold MS","Montane Spruce","Dry Cold","Tatlayoko","","","BC","BC",""
"123","BGCv11","MS","MS_meso","MSdc","MSdc3","Tyaughton Dry Cold MS","Montane Spruce","Dry Cold","Tyaughton","","","BC","BC",""
"124","BGCv11","MS","MS_meso","MSdk","MSdk","Dry Cool MS","Montane Spruce","Dry Cool","","","","BC","BC",""
"125","BGCv11","MS","MS_meso","MSdm","MSdm1","Okanagan Dry Mild MS","Montane Spruce","Dry Mild","Okanagan","","","BC","BC",""
"126","BGCv11","MS","MS_meso","MSdm","MSdm2","Cascade Dry Mild MS","Montane Spruce","Dry Mild","Cascade","","","BC","BC",""
"127","BGCv11","MS","MS_meso","MSdm","MSdm3","North Thompson Dry Mild MS","Montane Spruce","Dry Mild","North Thompson","","","BC","BC",""
"128","BGCv11","MS","MS_meso","MSdv","MSdv","Dry Very Cold MS","Montane Spruce","Dry Very Cold","","","","BC","BC",""
"129","BGCv11","BAFA","BAFA","BAFAun","BAFAun","Undifferentiated BAFA","Boreal Altai Fescue Alpine","Undifferentiated","","","","BC","BC",""
"130","BGCv11","BAFA","BAFA","BAFAunp","BAFAunp","Undifferentiated and Parkland BAFA","Boreal Altai Fescue Alpine","Undifferentiated and Parkland","","","","BC","BC",""
"131","BGCv11","BG","BG","BGxh","BGxh1","Okanagan Very Dry Hot BG","Bunchgrass","Very Dry Hot","Okanagan","","","BC","BC",""
"132","BGCv11","BG","BG","BGxh","BGxh2","Thompson Very Dry Hot BG","Bunchgrass","Very Dry Hot","Thompson","","","BC","BC",""
"133","BGCv11","BG","BG","BGxh","BGxh3","Fraser Very Dry Hot BG","Bunchgrass","Very Dry Hot","Fraser","","","BC","BC",""
"134","BGCv11","BG","BG","BGxw","BGxw1","Nicola Very Dry Warm BG","Bunchgrass","Very Dry Warm","Nicola","","","BC","BC",""
"135","BGCv11","BG","BG","BGxw","BGxw2","Alkali Very Dry Warm BG","Bunchgrass","Very Dry Warm","Alkali","","","BC","BC",""
"136","BGCv11","BWBS","BWBS_meso","BWBSdk","BWBSdk","Dry Cool BWBS","Boreal White and Black Spruce","Dry Cool","","","","BC","BC",""
"137","BGCv11","BWBS","BWBS_meso","BWBSmk","BWBSmk","Moist Cool BWBS","Boreal White and Black Spruce","Moist Cool","","","","BC","BC",""
"138","BGCv11","BWBS","BWBS_warm","BWBSmw","BWBSmw","Moist Warm BWBS","Boreal White and Black Spruce","Moist Warm","","","","BC","BC",""
"139","BGCv11","BWBS","BWBS_cold","BWBSvk","BWBSvk","Very Wet Cool BWBS","Boreal White and Black Spruce","Very Wet Cool","","","","BC","BC",""
"140","BGCv11","BWBS","BWBS_cold","BWBSwk","BWBSwk1","Murray Wet Cool BWBS","Boreal White and Black Spruce","Wet Cool","Murray","","","BC","BC",""
"141","BGCv11","BWBS","BWBS_cold","BWBSwk","BWBSwk2","Graham Wet Cool BWBS","Boreal White and Black Spruce","Wet Cool","Graham","","","BC","BC",""
"142","BGCv11","BWBS","BWBS_cold","BWBSwk","BWBSwk3","Kledo Wet Cool BWBS","Boreal White and Black Spruce","Wet Cool","Kledo","","","BC","BC",""
"143","BGCv11","CDF","CDF","CDFmm","CDFmm","Moist Maritime CDF","Coastal Douglas-fir","Moist Maritime","","","","BC","BC",""
"144","BGCv11","CMA","CMA","CMAun","CMAun","Undifferentiated CMA","Coastal Mountain-heather Alpine","Undifferentiated","","","","BC","BC",""
"145","BGCv11","CMA","CMA","CMAunp","CMAunp","Undifferentiated and Parkland CMA","Coastal Mountain-heather Alpine","Undifferentiated and Parkland","","","","BC","BC",""
"146","BGCv11","CMA","CMA","CMAwh","CMAwh","Wet Hypermaritime CMA","Coastal Mountain-heather Alpine","Wet Hypermaritime","","","","BC","BC",""
"147","BGCv11","CWH","CWH_hypermaritime","CWHvh","CWHvh3","Haida Gwaii Very Wet Hypermaritime CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Haida Gwaii","","","BC","BC",""
"148","BGCv11","CWH","CWH_meso","CWHwh","CWHwh1","Submontane Wet Hypermaritime CWH","Coastal Western Hemlock","Wet Hypermaritime","Submontane","","","BC","BC",""
"149","BGCv11","CWH","CWH_hypermaritime","CWHwh","CWHwh2","Montane Wet Hypermaritime CWH","Coastal Western Hemlock","Wet Hypermaritime","Montane","","","BC","BC",""
"150","BGCv11","ESSF","ESSF_dry","ESSFdc","ESSFdc1","Okanagan Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold","Okanagan","","","BC","BC",""
"151","BGCv11","ESSF","ESSF_dry","ESSFdc","ESSFdc2","Cascade Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold","Cascade","","","BC","BC",""
"152","BGCv11","ESSF","ESSF_dry","ESSFdc","ESSFdc3","North Thompson Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold","North Thompson","","","BC","BC",""
"153","BGCv11","ESSF","ESSF_dry","ESSFdcp","ESSFdcp","Dry Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold Parkland","","","","BC","BC",""
"154","BGCv11","ESSF","ESSF_dry","ESSFdcw","ESSFdcw","Dry Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold Woodland","","","","BC","BC",""
"155","BGCv11","ESSF","ESSF_dry","ESSFdk","ESSFdk1","Elk Dry Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cool","Elk","","","BC","BC",""
"156","BGCv11","ESSF","ESSF_dry","ESSFdk","ESSFdk2","Columbia Dry Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cool","Columbia","","","BC","BC",""
"157","BGCv11","ESSF","ESSF_dry","ESSFdkp","ESSFdkp","Dry Cool Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cool Parkland","","","","BC","BC",""
"158","BGCv11","ESSF","ESSF_dry","ESSFdkw","ESSFdkw","Dry Cool Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cool Woodland","","","","BC","BC",""
