"","grp","chng_type","Source","BGC","SS_NoSpace","Edatopic"
"38",6312,"-","BECv10","ESSFmw","ESSFmw/05","A4"
"39",6313,"-","BECv10","ESSFmw","ESSFmw/05","A5"
"40",6314,"-","BECv10","ESSFmw","ESSFmw/05","B4"
"41",6315,"-","BECv10","ESSFmw","ESSFmw/05","B5"
"42",6316,"-","BECv10","ESSFmw","ESSFmw/05","C4"
"43",6317,"-","BECv10","ESSFmw","ESSFmw/05","C5"
"44",6318,"-","BECv10","ESSFmw","ESSFmw/06","C4"
"45",6319,"-","BECv10","ESSFmw","ESSFmw/06","C5"
"46",6320,"-","BECv10","ESSFmw","ESSFmw/06","C6"
"47",6321,"-","BECv10","ESSFmw","ESSFmw/06","D4"
"48",6322,"-","BECv10","ESSFmw","ESSFmw/06","D5"
"49",6323,"-","BECv10","ESSFmw","ESSFmw/06","D6"
"50",6324,"-","BECv10","ESSFmw","ESSFmw/06","E4"
"51",6325,"-","BECv10","ESSFmw","ESSFmw/06","E5"
"52",6326,"-","BECv10","ESSFmw","ESSFmw/06","E6"
"53",6327,"-","BECv10","ESSFmw","ESSFmw/07","D5"
"54",6328,"-","BECv10","ESSFmw","ESSFmw/07","D6"
"55",6329,"-","BECv10","ESSFmw","ESSFmw/07","D7"
"56",6330,"-","BECv10","ESSFmw","ESSFmw/07","E5"
"57",6331,"-","BECv10","ESSFmw","ESSFmw/07","E6"
"58",6332,"-","BECv10","ESSFmw","ESSFmw/07","E7"
"59",6333,"-","BECv10","ESSFmw","ESSFmw/08","C6"
"60",6334,"-","BECv10","ESSFmw","ESSFmw/08","C7"
"61",6335,"-","BECv10","ESSFmw","ESSFmw/08","D6"
"62",6336,"-","BECv10","ESSFmw","ESSFmw/08","D7"
"63",6337,"-","BECv10","ESSFmw","ESSFmw/08","E6"
"64",6338,"-","BECv10","ESSFmw","ESSFmw/08","E7"
"65",6569,"-","BECv10","ESSFun","ESSFun/h","A5"
"66",6570,"-","BECv10","ESSFun","ESSFun/h","A6"
"67",6571,"-","BECv10","ESSFun","ESSFun/h","A7"
"68",6572,"-","BECv10","ESSFun","ESSFun/h","B5"
"69",6573,"-","BECv10","ESSFun","ESSFun/h","B6"
"70",6574,"-","BECv10","ESSFun","ESSFun/h","B7"
"71",6575,"-","BECv10","ESSFun","ESSFun/h","C5"
"72",6576,"-","BECv10","ESSFun","ESSFun/h","C6"
"73",6577,"-","BECv10","ESSFun","ESSFun/h","C7"
"74",6578,"-","BECv10","ESSFun","ESSFun/h","D5"
"75",6579,"-","BECv10","ESSFun","ESSFun/h","D6"
"76",6580,"-","BECv10","ESSFun","ESSFun/h","D7"
"77",6581,"-","BECv10","ESSFun","ESSFun/h","E5"
"78",6582,"-","BECv10","ESSFun","ESSFun/h","E6"
"79",6583,"-","BECv10","ESSFun","ESSFun/h","E7"
"80",6584,"-","BECv10","ESSFun","ESSFun/m","A3"
"81",6585,"-","BECv10","ESSFun","ESSFun/m","A4"
"82",6586,"-","BECv10","ESSFun","ESSFun/m","B3"
"83",6587,"-","BECv10","ESSFun","ESSFun/m","B4"
"84",6588,"-","BECv10","ESSFun","ESSFun/m","C3"
"85",6589,"-","BECv10","ESSFun","ESSFun/m","C4"
"86",6590,"-","BECv10","ESSFun","ESSFun/m","D3"
"87",6591,"-","BECv10","ESSFun","ESSFun/m","D4"
"88",6592,"-","BECv10","ESSFun","ESSFun/m","E3"
"89",6593,"-","BECv10","ESSFun","ESSFun/m","E4"
"90",6594,"-","BECv10","ESSFun","ESSFun/x","A0"
"91",6595,"-","BECv10","ESSFun","ESSFun/x","A1"
"92",6596,"-","BECv10","ESSFun","ESSFun/x","A2"
"93",6597,"-","BECv10","ESSFun","ESSFun/x","B0"
"94",6598,"-","BECv10","ESSFun","ESSFun/x","B1"
"95",6599,"-","BECv10","ESSFun","ESSFun/x","B2"
"96",6600,"-","BECv10","ESSFun","ESSFun/x","C0"
"97",6601,"-","BECv10","ESSFun","ESSFun/x","C1"
"98",6602,"-","BECv10","ESSFun","ESSFun/x","C2"
"99",6603,"-","BECv10","ESSFun","ESSFun/x","D0"
"100",6604,"-","BECv10","ESSFun","ESSFun/x","D1"
"101",6605,"-","BECv10","ESSFun","ESSFun/x","D2"
"102",6606,"-","BECv10","ESSFun","ESSFun/x","E0"
"103",6607,"-","BECv10","ESSFun","ESSFun/x","E1"
"104",6608,"-","BECv10","ESSFun","ESSFun/x","E2"
"105",6609,"+","BECv13","ESSFun1","ESSFun1/h","A0"
"106",6610,"+","BECv13","ESSFun1","ESSFun1/h","A1"
"107",6611,"+","BECv13","ESSFun1","ESSFun1/h","A2"
"108",6612,"+","BECv13","ESSFun1","ESSFun1/h","A3"
"109",6613,"+","BECv13","ESSFun1","ESSFun1/h","A4"
"110",6614,"+","BECv13","ESSFun1","ESSFun1/h","A5"
"111",6615,"+","BECv13","ESSFun1","ESSFun1/h","A6"
"112",6616,"+","BECv13","ESSFun1","ESSFun1/h","A7"
"113",6617,"+","BECv13","ESSFun1","ESSFun1/h","B0"
"114",6618,"+","BECv13","ESSFun1","ESSFun1/h","B1"
"115",6619,"+","BECv13","ESSFun1","ESSFun1/h","B2"
"116",6620,"+","BECv13","ESSFun1","ESSFun1/h","B3"
"117",6621,"+","BECv13","ESSFun1","ESSFun1/h","B4"
"118",6622,"+","BECv13","ESSFun1","ESSFun1/h","B5"
"119",6623,"+","BECv13","ESSFun1","ESSFun1/h","B6"
"120",6624,"+","BECv13","ESSFun1","ESSFun1/h","B7"
"121",6625,"+","BECv13","ESSFun1","ESSFun1/h","C0"
"122",6626,"+","BECv13","ESSFun1","ESSFun1/h","C1"
"123",6627,"+","BECv13","ESSFun1","ESSFun1/h","C2"
"124",6628,"+","BECv13","ESSFun1","ESSFun1/h","C3"
"125",6629,"+","BECv13","ESSFun1","ESSFun1/h","C4"
"126",6630,"+","BECv13","ESSFun1","ESSFun1/h","C5"
"127",6631,"+","BECv13","ESSFun1","ESSFun1/h","C6"
"128",6632,"+","BECv13","ESSFun1","ESSFun1/h","C7"
"129",6633,"+","BECv13","ESSFun1","ESSFun1/h","D0"
"130",6634,"+","BECv13","ESSFun1","ESSFun1/h","D1"
"131",6635,"+","BECv13","ESSFun1","ESSFun1/h","D2"
"132",6636,"+","BECv13","ESSFun1","ESSFun1/h","D3"
"133",6637,"+","BECv13","ESSFun1","ESSFun1/h","D4"
"134",6638,"+","BECv13","ESSFun1","ESSFun1/h","D5"
"135",6639,"+","BECv13","ESSFun1","ESSFun1/h","D6"
"136",6640,"+","BECv13","ESSFun1","ESSFun1/h","D7"
"137",6641,"+","BECv13","ESSFun1","ESSFun1/h","E0"
"138",6642,"+","BECv13","ESSFun1","ESSFun1/h","E1"
"139",6643,"+","BECv13","ESSFun1","ESSFun1/h","E2"
"140",6644,"+","BECv13","ESSFun1","ESSFun1/h","E3"
"141",6645,"+","BECv13","ESSFun1","ESSFun1/h","E4"
"142",6646,"+","BECv13","ESSFun1","ESSFun1/h","E5"
"143",6647,"+","BECv13","ESSFun1","ESSFun1/h","E6"
"144",6648,"+","BECv13","ESSFun1","ESSFun1/h","E7"
"145",6649,"+","BECv13","ESSFun1","ESSFun1/m","A0"
"146",6650,"+","BECv13","ESSFun1","ESSFun1/m","A1"
"147",6651,"+","BECv13","ESSFun1","ESSFun1/m","A2"
"148",6652,"+","BECv13","ESSFun1","ESSFun1/m","A3"
"149",6653,"+","BECv13","ESSFun1","ESSFun1/m","A4"
"150",6654,"+","BECv13","ESSFun1","ESSFun1/m","A5"
"151",6655,"+","BECv13","ESSFun1","ESSFun1/m","A6"
"152",6656,"+","BECv13","ESSFun1","ESSFun1/m","A7"
"153",6657,"+","BECv13","ESSFun1","ESSFun1/m","B0"
"154",6658,"+","BECv13","ESSFun1","ESSFun1/m","B1"
"155",6659,"+","BECv13","ESSFun1","ESSFun1/m","B2"
"156",6660,"+","BECv13","ESSFun1","ESSFun1/m","B3"
"157",6661,"+","BECv13","ESSFun1","ESSFun1/m","B4"
"158",6662,"+","BECv13","ESSFun1","ESSFun1/m","B5"
"159",6663,"+","BECv13","ESSFun1","ESSFun1/m","B6"
"160",6664,"+","BECv13","ESSFun1","ESSFun1/m","B7"
"161",6665,"+","BECv13","ESSFun1","ESSFun1/m","C0"
"162",6666,"+","BECv13","ESSFun1","ESSFun1/m","C1"
"163",6667,"+","BECv13","ESSFun1","ESSFun1/m","C2"
"164",6668,"+","BECv13","ESSFun1","ESSFun1/m","C3"
"165",6669,"+","BECv13","ESSFun1","ESSFun1/m","C4"
"166",6670,"+","BECv13","ESSFun1","ESSFun1/m","C5"
"167",6671,"+","BECv13","ESSFun1","ESSFun1/m","C6"
"168",6672,"+","BECv13","ESSFun1","ESSFun1/m","C7"
"169",6673,"+","BECv13","ESSFun1","ESSFun1/m","D0"
"170",6674,"+","BECv13","ESSFun1","ESSFun1/m","D1"
"171",6675,"+","BECv13","ESSFun1","ESSFun1/m","D2"
"172",6676,"+","BECv13","ESSFun1","ESSFun1/m","D3"
"173",6677,"+","BECv13","ESSFun1","ESSFun1/m","D4"
"174",6678,"+","BECv13","ESSFun1","ESSFun1/m","D5"
"175",6679,"+","BECv13","ESSFun1","ESSFun1/m","D6"
"176",6680,"+","BECv13","ESSFun1","ESSFun1/m","D7"
"177",6681,"+","BECv13","ESSFun1","ESSFun1/m","E0"
"178",6682,"+","BECv13","ESSFun1","ESSFun1/m","E1"
"179",6683,"+","BECv13","ESSFun1","ESSFun1/m","E2"
"180",6684,"+","BECv13","ESSFun1","ESSFun1/m","E3"
"181",6685,"+","BECv13","ESSFun1","ESSFun1/m","E4"
"182",6686,"+","BECv13","ESSFun1","ESSFun1/m","E5"
"183",6687,"+","BECv13","ESSFun1","ESSFun1/m","E6"
"184",6688,"+","BECv13","ESSFun1","ESSFun1/m","E7"
"185",6689,"+","BECv13","ESSFun1","ESSFun1/x","A0"
"186",6690,"+","BECv13","ESSFun1","ESSFun1/x","A1"
"187",6691,"+","BECv13","ESSFun1","ESSFun1/x","A2"
"188",6692,"+","BECv13","ESSFun1","ESSFun1/x","A3"
"189",6693,"+","BECv13","ESSFun1","ESSFun1/x","A4"
"190",6694,"+","BECv13","ESSFun1","ESSFun1/x","A5"
"191",6695,"+","BECv13","ESSFun1","ESSFun1/x","A6"
"192",6696,"+","BECv13","ESSFun1","ESSFun1/x","A7"
"193",6697,"+","BECv13","ESSFun1","ESSFun1/x","B0"
"194",6698,"+","BECv13","ESSFun1","ESSFun1/x","B1"
"195",6699,"+","BECv13","ESSFun1","ESSFun1/x","B2"
"196",6700,"+","BECv13","ESSFun1","ESSFun1/x","B3"
"197",6701,"+","BECv13","ESSFun1","ESSFun1/x","B4"
"198",6702,"+","BECv13","ESSFun1","ESSFun1/x","B5"
"199",6703,"+","BECv13","ESSFun1","ESSFun1/x","B6"
"200",6704,"+","BECv13","ESSFun1","ESSFun1/x","B7"
"201",6705,"+","BECv13","ESSFun1","ESSFun1/x","C0"
"202",6706,"+","BECv13","ESSFun1","ESSFun1/x","C1"
"203",6707,"+","BECv13","ESSFun1","ESSFun1/x","C2"
"204",6708,"+","BECv13","ESSFun1","ESSFun1/x","C3"
"205",6709,"+","BECv13","ESSFun1","ESSFun1/x","C4"
"206",6710,"+","BECv13","ESSFun1","ESSFun1/x","C5"
"207",6711,"+","BECv13","ESSFun1","ESSFun1/x","C6"
"208",6712,"+","BECv13","ESSFun1","ESSFun1/x","C7"
"209",6713,"+","BECv13","ESSFun1","ESSFun1/x","D0"
"210",6714,"+","BECv13","ESSFun1","ESSFun1/x","D1"
"211",6715,"+","BECv13","ESSFun1","ESSFun1/x","D2"
"212",6716,"+","BECv13","ESSFun1","ESSFun1/x","D3"
"213",6717,"+","BECv13","ESSFun1","ESSFun1/x","D4"
"214",6718,"+","BECv13","ESSFun1","ESSFun1/x","D5"
"215",6719,"+","BECv13","ESSFun1","ESSFun1/x","D6"
"216",6720,"+","BECv13","ESSFun1","ESSFun1/x","D7"
"217",6721,"+","BECv13","ESSFun1","ESSFun1/x","E0"
"218",6722,"+","BECv13","ESSFun1","ESSFun1/x","E1"
"219",6723,"+","BECv13","ESSFun1","ESSFun1/x","E2"
"220",6724,"+","BECv13","ESSFun1","ESSFun1/x","E3"
"221",6725,"+","BECv13","ESSFun1","ESSFun1/x","E4"
"222",6726,"+","BECv13","ESSFun1","ESSFun1/x","E5"
"223",6727,"+","BECv13","ESSFun1","ESSFun1/x","E6"
"224",6728,"+","BECv13","ESSFun1","ESSFun1/x","E7"
"225",6729,"+","BECv13","ESSFun2","ESSFun2/h","A0"
"226",6730,"+","BECv13","ESSFun2","ESSFun2/h","A1"
"227",6731,"+","BECv13","ESSFun2","ESSFun2/h","A2"
"228",6732,"+","BECv13","ESSFun2","ESSFun2/h","A3"
"229",6733,"+","BECv13","ESSFun2","ESSFun2/h","A4"
"230",6734,"+","BECv13","ESSFun2","ESSFun2/h","A5"
"231",6735,"+","BECv13","ESSFun2","ESSFun2/h","A6"
"232",6736,"+","BECv13","ESSFun2","ESSFun2/h","A7"
"233",6737,"+","BECv13","ESSFun2","ESSFun2/h","B0"
"234",6738,"+","BECv13","ESSFun2","ESSFun2/h","B1"
"235",6739,"+","BECv13","ESSFun2","ESSFun2/h","B2"
"236",6740,"+","BECv13","ESSFun2","ESSFun2/h","B3"
"237",6741,"+","BECv13","ESSFun2","ESSFun2/h","B4"
"238",6742,"+","BECv13","ESSFun2","ESSFun2/h","B5"
"239",6743,"+","BECv13","ESSFun2","ESSFun2/h","B6"
"240",6744,"+","BECv13","ESSFun2","ESSFun2/h","B7"
"241",6745,"+","BECv13","ESSFun2","ESSFun2/h","C0"
"242",6746,"+","BECv13","ESSFun2","ESSFun2/h","C1"
"243",6747,"+","BECv13","ESSFun2","ESSFun2/h","C2"
"244",6748,"+","BECv13","ESSFun2","ESSFun2/h","C3"
"245",6749,"+","BECv13","ESSFun2","ESSFun2/h","C4"
"246",6750,"+","BECv13","ESSFun2","ESSFun2/h","C5"
"247",6751,"+","BECv13","ESSFun2","ESSFun2/h","C6"
"248",6752,"+","BECv13","ESSFun2","ESSFun2/h","C7"
"249",6753,"+","BECv13","ESSFun2","ESSFun2/h","D0"
"250",6754,"+","BECv13","ESSFun2","ESSFun2/h","D1"
"251",6755,"+","BECv13","ESSFun2","ESSFun2/h","D2"
"252",6756,"+","BECv13","ESSFun2","ESSFun2/h","D3"
"253",6757,"+","BECv13","ESSFun2","ESSFun2/h","D4"
"254",6758,"+","BECv13","ESSFun2","ESSFun2/h","D5"
"255",6759,"+","BECv13","ESSFun2","ESSFun2/h","D6"
"256",6760,"+","BECv13","ESSFun2","ESSFun2/h","D7"
"257",6761,"+","BECv13","ESSFun2","ESSFun2/h","E0"
"258",6762,"+","BECv13","ESSFun2","ESSFun2/h","E1"
"259",6763,"+","BECv13","ESSFun2","ESSFun2/h","E2"
"260",6764,"+","BECv13","ESSFun2","ESSFun2/h","E3"
"261",6765,"+","BECv13","ESSFun2","ESSFun2/h","E4"
"262",6766,"+","BECv13","ESSFun2","ESSFun2/h","E5"
"263",6767,"+","BECv13","ESSFun2","ESSFun2/h","E6"
"264",6768,"+","BECv13","ESSFun2","ESSFun2/h","E7"
"265",6769,"+","BECv13","ESSFun2","ESSFun2/m","A0"
"266",6770,"+","BECv13","ESSFun2","ESSFun2/m","A1"
"267",6771,"+","BECv13","ESSFun2","ESSFun2/m","A2"
"268",6772,"+","BECv13","ESSFun2","ESSFun2/m","A3"
"269",6773,"+","BECv13","ESSFun2","ESSFun2/m","A4"
"270",6774,"+","BECv13","ESSFun2","ESSFun2/m","A5"
"271",6775,"+","BECv13","ESSFun2","ESSFun2/m","A6"
"272",6776,"+","BECv13","ESSFun2","ESSFun2/m","A7"
"273",6777,"+","BECv13","ESSFun2","ESSFun2/m","B0"
"274",6778,"+","BECv13","ESSFun2","ESSFun2/m","B1"
"275",6779,"+","BECv13","ESSFun2","ESSFun2/m","B2"
"276",6780,"+","BECv13","ESSFun2","ESSFun2/m","B3"
"277",6781,"+","BECv13","ESSFun2","ESSFun2/m","B4"
"278",6782,"+","BECv13","ESSFun2","ESSFun2/m","B5"
"279",6783,"+","BECv13","ESSFun2","ESSFun2/m","B6"
"280",6784,"+","BECv13","ESSFun2","ESSFun2/m","B7"
"281",6785,"+","BECv13","ESSFun2","ESSFun2/m","C0"
"282",6786,"+","BECv13","ESSFun2","ESSFun2/m","C1"
"283",6787,"+","BECv13","ESSFun2","ESSFun2/m","C2"
"284",6788,"+","BECv13","ESSFun2","ESSFun2/m","C3"
"285",6789,"+","BECv13","ESSFun2","ESSFun2/m","C4"
"286",6790,"+","BECv13","ESSFun2","ESSFun2/m","C5"
"287",6791,"+","BECv13","ESSFun2","ESSFun2/m","C6"
"288",6792,"+","BECv13","ESSFun2","ESSFun2/m","C7"
"289",6793,"+","BECv13","ESSFun2","ESSFun2/m","D0"
"290",6794,"+","BECv13","ESSFun2","ESSFun2/m","D1"
"291",6795,"+","BECv13","ESSFun2","ESSFun2/m","D2"
"292",6796,"+","BECv13","ESSFun2","ESSFun2/m","D3"
"293",6797,"+","BECv13","ESSFun2","ESSFun2/m","D4"
"294",6798,"+","BECv13","ESSFun2","ESSFun2/m","D5"
"295",6799,"+","BECv13","ESSFun2","ESSFun2/m","D6"
"296",6800,"+","BECv13","ESSFun2","ESSFun2/m","D7"
"297",6801,"+","BECv13","ESSFun2","ESSFun2/m","E0"
"298",6802,"+","BECv13","ESSFun2","ESSFun2/m","E1"
"299",6803,"+","BECv13","ESSFun2","ESSFun2/m","E2"
"300",6804,"+","BECv13","ESSFun2","ESSFun2/m","E3"
"301",6805,"+","BECv13","ESSFun2","ESSFun2/m","E4"
"302",6806,"+","BECv13","ESSFun2","ESSFun2/m","E5"
"303",6807,"+","BECv13","ESSFun2","ESSFun2/m","E6"
"304",6808,"+","BECv13","ESSFun2","ESSFun2/m","E7"
"305",6809,"+","BECv13","ESSFun2","ESSFun2/x","A0"
"306",6810,"+","BECv13","ESSFun2","ESSFun2/x","A1"
"307",6811,"+","BECv13","ESSFun2","ESSFun2/x","A2"
"308",6812,"+","BECv13","ESSFun2","ESSFun2/x","A3"
"309",6813,"+","BECv13","ESSFun2","ESSFun2/x","A4"
"310",6814,"+","BECv13","ESSFun2","ESSFun2/x","A5"
"311",6815,"+","BECv13","ESSFun2","ESSFun2/x","A6"
"312",6816,"+","BECv13","ESSFun2","ESSFun2/x","A7"
"313",6817,"+","BECv13","ESSFun2","ESSFun2/x","B0"
"314",6818,"+","BECv13","ESSFun2","ESSFun2/x","B1"
"315",6819,"+","BECv13","ESSFun2","ESSFun2/x","B2"
"316",6820,"+","BECv13","ESSFun2","ESSFun2/x","B3"
"317",6821,"+","BECv13","ESSFun2","ESSFun2/x","B4"
"318",6822,"+","BECv13","ESSFun2","ESSFun2/x","B5"
"319",6823,"+","BECv13","ESSFun2","ESSFun2/x","B6"
"320",6824,"+","BECv13","ESSFun2","ESSFun2/x","B7"
"321",6825,"+","BECv13","ESSFun2","ESSFun2/x","C0"
"322",6826,"+","BECv13","ESSFun2","ESSFun2/x","C1"
"323",6827,"+","BECv13","ESSFun2","ESSFun2/x","C2"
"324",6828,"+","BECv13","ESSFun2","ESSFun2/x","C3"
"325",6829,"+","BECv13","ESSFun2","ESSFun2/x","C4"
"326",6830,"+","BECv13","ESSFun2","ESSFun2/x","C5"
"327",6831,"+","BECv13","ESSFun2","ESSFun2/x","C6"
"328",6832,"+","BECv13","ESSFun2","ESSFun2/x","C7"
"329",6833,"+","BECv13","ESSFun2","ESSFun2/x","D0"
"330",6834,"+","BECv13","ESSFun2","ESSFun2/x","D1"
"331",6835,"+","BECv13","ESSFun2","ESSFun2/x","D2"
"332",6836,"+","BECv13","ESSFun2","ESSFun2/x","D3"
"333",6837,"+","BECv13","ESSFun2","ESSFun2/x","D4"
"334",6838,"+","BECv13","ESSFun2","ESSFun2/x","D5"
"335",6839,"+","BECv13","ESSFun2","ESSFun2/x","D6"
"336",6840,"+","BECv13","ESSFun2","ESSFun2/x","D7"
"337",6841,"+","BECv13","ESSFun2","ESSFun2/x","E0"
"338",6842,"+","BECv13","ESSFun2","ESSFun2/x","E1"
"339",6843,"+","BECv13","ESSFun2","ESSFun2/x","E2"
"340",6844,"+","BECv13","ESSFun2","ESSFun2/x","E3"
"341",6845,"+","BECv13","ESSFun2","ESSFun2/x","E4"
"342",6846,"+","BECv13","ESSFun2","ESSFun2/x","E5"
"343",6847,"+","BECv13","ESSFun2","ESSFun2/x","E6"
"344",6848,"+","BECv13","ESSFun2","ESSFun2/x","E7"
"345",9722,"+","BECv13","ICHun1","ICHun1/h","A0"
"346",9723,"+","BECv13","ICHun1","ICHun1/h","A1"
"347",9724,"+","BECv13","ICHun1","ICHun1/h","A2"
"348",9725,"+","BECv13","ICHun1","ICHun1/h","A3"
"349",9726,"+","BECv13","ICHun1","ICHun1/h","A4"
"350",9727,"+","BECv13","ICHun1","ICHun1/h","A5"
"351",9728,"+","BECv13","ICHun1","ICHun1/h","A6"
"352",9729,"+","BECv13","ICHun1","ICHun1/h","A7"
"353",9730,"+","BECv13","ICHun1","ICHun1/h","B0"
"354",9731,"+","BECv13","ICHun1","ICHun1/h","B1"
"355",9732,"+","BECv13","ICHun1","ICHun1/h","B2"
"356",9733,"+","BECv13","ICHun1","ICHun1/h","B3"
"357",9734,"+","BECv13","ICHun1","ICHun1/h","B4"
"358",9735,"+","BECv13","ICHun1","ICHun1/h","B5"
"359",9736,"+","BECv13","ICHun1","ICHun1/h","B6"
"360",9737,"+","BECv13","ICHun1","ICHun1/h","B7"
"361",9738,"+","BECv13","ICHun1","ICHun1/h","C0"
"362",9739,"+","BECv13","ICHun1","ICHun1/h","C1"
"363",9740,"+","BECv13","ICHun1","ICHun1/h","C2"
"364",9741,"+","BECv13","ICHun1","ICHun1/h","C3"
"365",9742,"+","BECv13","ICHun1","ICHun1/h","C4"
"366",9743,"+","BECv13","ICHun1","ICHun1/h","C5"
"367",9744,"+","BECv13","ICHun1","ICHun1/h","C6"
"368",9745,"+","BECv13","ICHun1","ICHun1/h","C7"
"369",9746,"+","BECv13","ICHun1","ICHun1/h","D0"
"370",9747,"+","BECv13","ICHun1","ICHun1/h","D1"
"371",9748,"+","BECv13","ICHun1","ICHun1/h","D2"
"372",9749,"+","BECv13","ICHun1","ICHun1/h","D3"
"373",9750,"+","BECv13","ICHun1","ICHun1/h","D4"
"374",9751,"+","BECv13","ICHun1","ICHun1/h","D5"
"375",9752,"+","BECv13","ICHun1","ICHun1/h","D6"
"376",9753,"+","BECv13","ICHun1","ICHun1/h","D7"
"377",9754,"+","BECv13","ICHun1","ICHun1/h","E0"
"378",9755,"+","BECv13","ICHun1","ICHun1/h","E1"
"379",9756,"+","BECv13","ICHun1","ICHun1/h","E2"
"380",9757,"+","BECv13","ICHun1","ICHun1/h","E3"
"381",9758,"+","BECv13","ICHun1","ICHun1/h","E4"
"382",9759,"+","BECv13","ICHun1","ICHun1/h","E5"
"383",9760,"+","BECv13","ICHun1","ICHun1/h","E6"
"384",9761,"+","BECv13","ICHun1","ICHun1/h","E7"
"385",9762,"+","BECv13","ICHun1","ICHun1/m","A0"
"386",9763,"+","BECv13","ICHun1","ICHun1/m","A1"
"387",9764,"+","BECv13","ICHun1","ICHun1/m","A2"
"388",9765,"+","BECv13","ICHun1","ICHun1/m","A3"
"389",9766,"+","BECv13","ICHun1","ICHun1/m","A4"
"390",9767,"+","BECv13","ICHun1","ICHun1/m","A5"
"391",9768,"+","BECv13","ICHun1","ICHun1/m","A6"
"392",9769,"+","BECv13","ICHun1","ICHun1/m","A7"
"393",9770,"+","BECv13","ICHun1","ICHun1/m","B0"
"394",9771,"+","BECv13","ICHun1","ICHun1/m","B1"
"395",9772,"+","BECv13","ICHun1","ICHun1/m","B2"
"396",9773,"+","BECv13","ICHun1","ICHun1/m","B3"
"397",9774,"+","BECv13","ICHun1","ICHun1/m","B4"
"398",9775,"+","BECv13","ICHun1","ICHun1/m","B5"
"399",9776,"+","BECv13","ICHun1","ICHun1/m","B6"
"400",9777,"+","BECv13","ICHun1","ICHun1/m","B7"
"401",9778,"+","BECv13","ICHun1","ICHun1/m","C0"
"402",9779,"+","BECv13","ICHun1","ICHun1/m","C1"
"403",9780,"+","BECv13","ICHun1","ICHun1/m","C2"
"404",9781,"+","BECv13","ICHun1","ICHun1/m","C3"
"405",9782,"+","BECv13","ICHun1","ICHun1/m","C4"
"406",9783,"+","BECv13","ICHun1","ICHun1/m","C5"
"407",9784,"+","BECv13","ICHun1","ICHun1/m","C6"
"408",9785,"+","BECv13","ICHun1","ICHun1/m","C7"
"409",9786,"+","BECv13","ICHun1","ICHun1/m","D0"
"410",9787,"+","BECv13","ICHun1","ICHun1/m","D1"
"411",9788,"+","BECv13","ICHun1","ICHun1/m","D2"
"412",9789,"+","BECv13","ICHun1","ICHun1/m","D3"
"413",9790,"+","BECv13","ICHun1","ICHun1/m","D4"
"414",9791,"+","BECv13","ICHun1","ICHun1/m","D5"
"415",9792,"+","BECv13","ICHun1","ICHun1/m","D6"
"416",9793,"+","BECv13","ICHun1","ICHun1/m","D7"
