"","grp","chng_type","Source","BGC","SS_NoSpace","Edatopic"
"45",15545,"+","BECv13","SBSmz","SBSmz/103","C2"
"46",15546,"+","BECv13","SBSmz","SBSmz/103","D1"
"47",15547,"+","BECv13","SBSmz","SBSmz/103","D2"
"48",15548,"+","BECv13","SBSmz","SBSmz/104","A2"
"49",15549,"+","BECv13","SBSmz","SBSmz/104","A3"
"50",15550,"+","BECv13","SBSmz","SBSmz/104","A4"
"51",15551,"+","BECv13","SBSmz","SBSmz/104","A5"
"52",15552,"+","BECv13","SBSmz","SBSmz/104","B2"
"53",15553,"+","BECv13","SBSmz","SBSmz/104","B3"
"54",15554,"+","BECv13","SBSmz","SBSmz/104","B4"
"55",15555,"+","BECv13","SBSmz","SBSmz/104","B5"
"56",15556,"+","BECv13","SBSmz","SBSmz/110","B5"
"57",15557,"+","BECv13","SBSmz","SBSmz/110","C5"
"58",15558,"+","BECv13","SBSmz","SBSmz/110","D4"
"59",15559,"+","BECv13","SBSmz","SBSmz/110","D5"
"60",15560,"+","BECv13","SBSmz","SBSmz/111","D5"
"61",15561,"+","BECv13","SBSmz","SBSmz/111","D6"
"62",15562,"+","BECv13","SBSmz","SBSmz/111","E4"
"63",15563,"+","BECv13","SBSmz","SBSmz/111","E5"
"64",15564,"+","BECv13","SBSmz","SBSmz/111","E6"
"65",15565,"+","BECv13","SBSmz","SBSmz/112","B5"
"66",15566,"+","BECv13","SBSmz","SBSmz/112","B6"
"67",15567,"+","BECv13","SBSmz","SBSmz/112","C5"
"68",15568,"+","BECv13","SBSmz","SBSmz/112","C6"
"69",15569,"+","BECv13","SBSmz","SBSmz/112","D5"
"70",15570,"+","BECv13","SBSmz","SBSmz/112","D6"
"71",15571,"+","BECv13","SBSmz","SBSmz/113","B6"
"72",15572,"+","BECv13","SBSmz","SBSmz/113","B7"
"73",15573,"+","BECv13","SBSmz","SBSmz/113","C6"
"74",15574,"+","BECv13","SBSmz","SBSmz/113","C7"
"75",15575,"+","BECv13","SBSmz","SBSmz/114","C6"
"76",15576,"+","BECv13","SBSmz","SBSmz/114","C7"
"77",15577,"+","BECv13","SBSmz","SBSmz/114","D6"
"78",15578,"+","BECv13","SBSmz","SBSmz/114","D7"
"79",15579,"+","BECv13","SBSmz","SBSmz/114","E6"
"80",15580,"+","BECv13","SBSmz","SBSmz/114","E7"
"81",15621,"+","BECv13","SBSvc","SBSvc/101","B4"
"82",15622,"+","BECv13","SBSvc","SBSvc/101","B5"
"83",15623,"+","BECv13","SBSvc","SBSvc/101","C4"
"84",15624,"+","BECv13","SBSvc","SBSvc/101","C5"
"85",15625,"+","BECv13","SBSvc","SBSvc/101","D4"
"86",15626,"+","BECv13","SBSvc","SBSvc/101","D5"
"87",15627,"+","BECv13","SBSvc","SBSvc/102","A0"
"88",15628,"+","BECv13","SBSvc","SBSvc/102","A1"
"89",15629,"+","BECv13","SBSvc","SBSvc/102","B0"
"90",15630,"+","BECv13","SBSvc","SBSvc/102","B1"
"91",15631,"+","BECv13","SBSvc","SBSvc/102","C0"
"92",15632,"+","BECv13","SBSvc","SBSvc/102","C1"
"93",15633,"+","BECv13","SBSvc","SBSvc/103","B2"
"94",15634,"+","BECv13","SBSvc","SBSvc/103","B3"
"95",15635,"+","BECv13","SBSvc","SBSvc/103","C2"
"96",15636,"+","BECv13","SBSvc","SBSvc/103","C3"
"97",15637,"+","BECv13","SBSvc","SBSvc/104","A2"
"98",15638,"+","BECv13","SBSvc","SBSvc/104","A3"
"99",15639,"+","BECv13","SBSvc","SBSvc/104","A4"
"100",15640,"+","BECv13","SBSvc","SBSvc/104","B2"
"101",15641,"+","BECv13","SBSvc","SBSvc/104","B3"
"102",15642,"+","BECv13","SBSvc","SBSvc/104","B4"
"103",15643,"+","BECv13","SBSvc","SBSvc/105","B3"
"104",15644,"+","BECv13","SBSvc","SBSvc/105","B4"
"105",15645,"+","BECv13","SBSvc","SBSvc/105","C3"
"106",15646,"+","BECv13","SBSvc","SBSvc/105","C4"
"107",15647,"+","BECv13","SBSvc","SBSvc/105","D3"
"108",15648,"+","BECv13","SBSvc","SBSvc/105","D4"
"109",15649,"+","BECv13","SBSvc","SBSvc/110","B5"
"110",15650,"+","BECv13","SBSvc","SBSvc/110","B6"
"111",15651,"+","BECv13","SBSvc","SBSvc/110","C5"
"112",15652,"+","BECv13","SBSvc","SBSvc/110","C6"
"113",15653,"+","BECv13","SBSvc","SBSvc/110","D5"
"114",15654,"+","BECv13","SBSvc","SBSvc/110","D6"
