"","grp","chng_type","Source","BGC","SS_NoSpace","Edatopic"
"36",579,"-","USA_2020","BGxxx_WY","BGxxx_WY/Gg2","B4"
"37",580,"+","USA_2026","BGxxx_WY","BGxxx_WY/Gg2","C3"
"38",580,"-","USA_2020","BGxxx_WY","BGxxx_WY/Gg2","C3"
"39",581,"+","USA_2026","BGxxx_WY","BGxxx_WY/Gg2","C4"
"40",581,"-","USA_2020","BGxxx_WY","BGxxx_WY/Gg2","C4"
"41",582,"+","USA_2026","BGxxx_WY","BGxxx_WY/Gg2","D3"
"42",582,"-","USA_2020","BGxxx_WY","BGxxx_WY/Gg2","D3"
"43",583,"+","USA_2026","BGxxx_WY","BGxxx_WY/Gg2","D4"
"44",583,"-","USA_2020","BGxxx_WY","BGxxx_WY/Gg2","D4"
"45",584,"+","USA_2026","BGxxx_WY","BGxxx_WY/Ro","A0"
"46",584,"-","Add_2021","BGxxx_WY","BGxxx_WY/Ro","A0"
"47",585,"+","USA_2026","BGxxx_WY","BGxxx_WY/Ro","B0"
"48",585,"-","Add_2021","BGxxx_WY","BGxxx_WY/Ro","B0"
"49",2241,"+","Add_2026","CRFmh_CA","CRFmh_CA/101","B3"
"50",2242,"+","Add_2026","CRFmh_CA","CRFmh_CA/101","B4"
"51",2243,"+","Add_2026","CRFmh_CA","CRFmh_CA/101","C3"
"52",2244,"+","Add_2026","CRFmh_CA","CRFmh_CA/101","C4"
"53",2245,"+","Add_2026","CRFmh_CA","CRFmh_CA/101","D3"
"54",2246,"+","Add_2026","CRFmh_CA","CRFmh_CA/101","D4"
"55",2247,"+","Add_2026","CRFmh_CA","CRFmh_CA/102","A1"
"56",2248,"+","Add_2026","CRFmh_CA","CRFmh_CA/102","B1"
"57",2249,"+","Add_2026","CRFmh_CA","CRFmh_CA/102","C1"
"58",2250,"+","Add_2026","CRFmh_CA","CRFmh_CA/102","D1"
"59",2251,"+","Add_2026","CRFmh_CA","CRFmh_CA/103","A2"
"60",2252,"+","Add_2026","CRFmh_CA","CRFmh_CA/103","B2"
"61",2253,"+","Add_2026","CRFmh_CA","CRFmh_CA/103","C2"
"62",2254,"+","Add_2026","CRFmh_CA","CRFmh_CA/103","D2"
"63",2255,"+","Add_2026","CRFmh_CA","CRFmh_CA/110","B5"
"64",2256,"+","Add_2026","CRFmh_CA","CRFmh_CA/110","C5"
"65",2257,"+","Add_2026","CRFmh_CA","CRFmh_CA/110","D5"
"66",2258,"+","Add_2026","CRFmh_CA","CRFmh_CA/110","E5"
"67",2259,"+","Add_2026","CRFmh_CA","CRFmh_CA/111","B6"
"68",2260,"+","Add_2026","CRFmh_CA","CRFmh_CA/111","C6"
"69",2261,"+","Add_2026","CRFmh_CA","CRFmh_CA/111","D6"
"70",2262,"+","Add_2026","CRFmh_CA","CRFmh_CA/111","E6"
"71",2263,"+","Add_2026","CRFmh_CA","CRFmh_CA/Ro","A0"
"72",2264,"+","Add_2026","CRFmh_CA","CRFmh_CA/Ro","B0"
"73",8466,"+","USA_2026","FGff","FGff/112","B5"
"74",8467,"+","USA_2026","FGff","FGff/112","C5"
"75",8468,"+","USA_2026","FGff","FGff/112","D5"
"76",8469,"+","USA_2026","FGff","FGff/112","E5"
"77",8470,"+","USA_2026","FGff","FGff/113","B6"
"78",8471,"+","USA_2026","FGff","FGff/113","C6"
"79",8472,"+","USA_2026","FGff","FGff/113","D6"
"80",8473,"+","USA_2026","FGff","FGff/113","E6"
"81",12111,"+","USA_2026","MDCHun_NV","MDCHun_NV/111","B6"
"82",12112,"+","USA_2026","MDCHun_NV","MDCHun_NV/111","C6"
"83",12113,"+","USA_2026","MDCHun_NV","MDCHun_NV/111","D6"
"84",12114,"+","USA_2026","MDCHun_NV","MDCHun_NV/111","E6"
"85",13085,"+","USA_2026","MMMdk_NV","MMMdk_NV/101","B3"
"86",13085,"-","Add_2021","MMMdk_NV","MMMdk_NV/101","B3"
"87",13086,"+","USA_2026","MMMdk_NV","MMMdk_NV/101","B4"
"88",13086,"-","Add_2021","MMMdk_NV","MMMdk_NV/101","B4"
"89",13087,"+","USA_2026","MMMdk_NV","MMMdk_NV/101","C3"
"90",13087,"-","Add_2021","MMMdk_NV","MMMdk_NV/101","C3"
"91",13088,"+","USA_2026","MMMdk_NV","MMMdk_NV/101","C4"
"92",13088,"-","Add_2021","MMMdk_NV","MMMdk_NV/101","C4"
"93",13089,"+","USA_2026","MMMdk_NV","MMMdk_NV/101","D3"
"94",13089,"-","Add_2021","MMMdk_NV","MMMdk_NV/101","D3"
"95",13090,"+","USA_2026","MMMdk_NV","MMMdk_NV/101","D4"
"96",13090,"-","Add_2021","MMMdk_NV","MMMdk_NV/101","D4"
"97",13091,"+","USA_2026","MMMdk_NV","MMMdk_NV/102","A1"
"98",13091,"-","Add_2021","MMMdk_NV","MMMdk_NV/102","A1"
"99",13092,"+","USA_2026","MMMdk_NV","MMMdk_NV/102","B1"
"100",13092,"-","Add_2021","MMMdk_NV","MMMdk_NV/102","B1"
"101",13093,"+","USA_2026","MMMdk_NV","MMMdk_NV/102","C1"
"102",13093,"-","Add_2021","MMMdk_NV","MMMdk_NV/102","C1"
"103",13094,"+","USA_2026","MMMdk_NV","MMMdk_NV/102","D1"
"104",13094,"-","Add_2021","MMMdk_NV","MMMdk_NV/102","D1"
"105",13095,"+","USA_2026","MMMdk_NV","MMMdk_NV/103","A2"
"106",13095,"-","Add_2021","MMMdk_NV","MMMdk_NV/103","A2"
"107",13096,"+","USA_2026","MMMdk_NV","MMMdk_NV/103","B2"
"108",13096,"-","Add_2021","MMMdk_NV","MMMdk_NV/103","B2"
"109",13097,"+","USA_2026","MMMdk_NV","MMMdk_NV/103","C2"
"110",13097,"-","Add_2021","MMMdk_NV","MMMdk_NV/103","C2"
"111",13098,"+","USA_2026","MMMdk_NV","MMMdk_NV/103","D2"
"112",13098,"-","Add_2021","MMMdk_NV","MMMdk_NV/103","D2"
"113",13099,"+","USA_2026","MMMdk_NV","MMMdk_NV/110","B5"
"114",13099,"-","Add_2021","MMMdk_NV","MMMdk_NV/110","B5"
"115",13100,"+","USA_2026","MMMdk_NV","MMMdk_NV/110","C5"
"116",13100,"-","Add_2021","MMMdk_NV","MMMdk_NV/110","C5"
"117",13101,"+","USA_2026","MMMdk_NV","MMMdk_NV/110","D5"
"118",13101,"-","Add_2021","MMMdk_NV","MMMdk_NV/110","D5"
"119",13102,"+","USA_2026","MMMdk_NV","MMMdk_NV/110","E5"
"120",13102,"-","Add_2021","MMMdk_NV","MMMdk_NV/110","E5"
"121",13103,"+","USA_2026","MMMdk_NV","MMMdk_NV/111","B6"
"122",13103,"-","Add_2021","MMMdk_NV","MMMdk_NV/111","B6"
"123",13104,"+","USA_2026","MMMdk_NV","MMMdk_NV/111","C6"
"124",13104,"-","Add_2021","MMMdk_NV","MMMdk_NV/111","C6"
"125",13105,"+","USA_2026","MMMdk_NV","MMMdk_NV/111","D6"
"126",13105,"-","Add_2021","MMMdk_NV","MMMdk_NV/111","D6"
"127",13106,"+","USA_2026","MMMdk_NV","MMMdk_NV/111","E6"
"128",13106,"-","Add_2021","MMMdk_NV","MMMdk_NV/111","E6"
"129",13107,"+","USA_2026","MMMdk_NV","MMMdk_NV/Ro","A0"
"130",13107,"-","Add_2021","MMMdk_NV","MMMdk_NV/Ro","A0"
"131",13108,"+","USA_2026","MMMdk_NV","MMMdk_NV/Ro","B0"
"132",13108,"-","Add_2021","MMMdk_NV","MMMdk_NV/Ro","B0"
"133",13109,"+","USA_2026","MSSDun_NV","MSSDun_NV/101","B3"
"134",13110,"+","USA_2026","MSSDun_NV","MSSDun_NV/101","B4"
"135",13111,"+","USA_2026","MSSDun_NV","MSSDun_NV/101","C3"
"136",13112,"+","USA_2026","MSSDun_NV","MSSDun_NV/101","C4"
"137",13113,"+","USA_2026","MSSDun_NV","MSSDun_NV/101","D3"
"138",13114,"+","USA_2026","MSSDun_NV","MSSDun_NV/101","D4"
"139",14145,"+","USA_2026","OWdm_CA","OWdm_CA/101","B3"
"140",14146,"+","USA_2026","OWdm_CA","OWdm_CA/101","B4"
"141",14147,"+","USA_2026","OWdm_CA","OWdm_CA/101","C3"
"142",14148,"+","USA_2026","OWdm_CA","OWdm_CA/101","C4"
"143",14149,"+","USA_2026","OWdm_CA","OWdm_CA/101","D3"
"144",14150,"+","USA_2026","OWdm_CA","OWdm_CA/101","D4"
"145",14151,"+","USA_2026","OWdm_CA","OWdm_CA/102","A1"
"146",14152,"+","USA_2026","OWdm_CA","OWdm_CA/102","B1"
"147",14153,"+","USA_2026","OWdm_CA","OWdm_CA/102","C1"
"148",14154,"+","USA_2026","OWdm_CA","OWdm_CA/102","D1"
"149",14155,"+","USA_2026","OWdm_CA","OWdm_CA/103","A2"
"150",14156,"+","USA_2026","OWdm_CA","OWdm_CA/103","B2"
"151",14157,"+","USA_2026","OWdm_CA","OWdm_CA/103","C2"
"152",14158,"+","USA_2026","OWdm_CA","OWdm_CA/103","D2"
"153",14159,"+","USA_2026","OWdm_CA","OWdm_CA/110","B5"
"154",14160,"+","USA_2026","OWdm_CA","OWdm_CA/110","C5"
"155",14161,"+","USA_2026","OWdm_CA","OWdm_CA/110","D5"
"156",14162,"+","USA_2026","OWdm_CA","OWdm_CA/110","E5"
"157",14163,"+","USA_2026","OWdm_CA","OWdm_CA/111","B6"
"158",14164,"+","USA_2026","OWdm_CA","OWdm_CA/111","C6"
"159",14165,"+","USA_2026","OWdm_CA","OWdm_CA/111","D6"
"160",14166,"+","USA_2026","OWdm_CA","OWdm_CA/111","E6"
"161",14167,"+","USA_2026","OWdm_CA","OWdm_CA/Ro","A0"
"162",14168,"+","USA_2026","OWdm_CA","OWdm_CA/Ro","B0"
"163",14193,"+","USA_2026","OWmm_OR","OWmm_OR/101","B3"
"164",14193,"-","USA_2023","OWmm_OR","OWmm_OR/101","B3"
"165",14194,"+","USA_2026","OWmm_OR","OWmm_OR/101","B4"
"166",14194,"-","USA_2023","OWmm_OR","OWmm_OR/101","B4"
"167",14195,"+","USA_2026","OWmm_OR","OWmm_OR/101","C3"
"168",14195,"-","USA_2023","OWmm_OR","OWmm_OR/101","C3"
"169",14196,"+","USA_2026","OWmm_OR","OWmm_OR/101","C4"
"170",14196,"-","USA_2023","OWmm_OR","OWmm_OR/101","C4"
"171",14197,"+","USA_2026","OWmm_OR","OWmm_OR/101","D3"
"172",14197,"-","USA_2023","OWmm_OR","OWmm_OR/101","D3"
"173",14198,"+","USA_2026","OWmm_OR","OWmm_OR/101","D4"
"174",14198,"-","USA_2023","OWmm_OR","OWmm_OR/101","D4"
"175",14199,"+","USA_2026","OWmm_OR","OWmm_OR/102","A1"
"176",14199,"-","USA_2023","OWmm_OR","OWmm_OR/102","A1"
"177",14200,"+","USA_2026","OWmm_OR","OWmm_OR/102","B1"
"178",14200,"-","USA_2023","OWmm_OR","OWmm_OR/102","B1"
"179",14201,"+","USA_2026","OWmm_OR","OWmm_OR/102","C1"
"180",14201,"-","USA_2023","OWmm_OR","OWmm_OR/102","C1"
"181",14202,"+","USA_2026","OWmm_OR","OWmm_OR/102","D1"
"182",14202,"-","USA_2023","OWmm_OR","OWmm_OR/102","D1"
"183",14203,"+","USA_2026","OWmm_OR","OWmm_OR/103","A2"
"184",14203,"-","USA_2023","OWmm_OR","OWmm_OR/103","A2"
"185",14204,"+","USA_2026","OWmm_OR","OWmm_OR/103","B2"
"186",14204,"-","USA_2023","OWmm_OR","OWmm_OR/103","B2"
"187",14205,"+","USA_2026","OWmm_OR","OWmm_OR/103","C2"
"188",14205,"-","USA_2023","OWmm_OR","OWmm_OR/103","C2"
"189",14206,"+","USA_2026","OWmm_OR","OWmm_OR/103","D2"
"190",14206,"-","USA_2023","OWmm_OR","OWmm_OR/103","D2"
"191",14207,"+","USA_2026","OWmm_OR","OWmm_OR/110","B5"
"192",14207,"-","USA_2023","OWmm_OR","OWmm_OR/110","B5"
"193",14208,"+","USA_2026","OWmm_OR","OWmm_OR/110","C5"
"194",14208,"-","USA_2023","OWmm_OR","OWmm_OR/110","C5"
"195",14209,"+","USA_2026","OWmm_OR","OWmm_OR/110","D5"
"196",14209,"-","USA_2023","OWmm_OR","OWmm_OR/110","D5"
"197",14210,"+","USA_2026","OWmm_OR","OWmm_OR/110","E5"
"198",14210,"-","USA_2023","OWmm_OR","OWmm_OR/110","E5"
"199",14211,"+","USA_2026","OWmm_OR","OWmm_OR/111","B6"
"200",14211,"-","USA_2023","OWmm_OR","OWmm_OR/111","B6"
"201",14212,"+","USA_2026","OWmm_OR","OWmm_OR/111","C6"
"202",14212,"-","USA_2023","OWmm_OR","OWmm_OR/111","C6"
"203",14213,"+","USA_2026","OWmm_OR","OWmm_OR/111","D6"
"204",14213,"-","USA_2023","OWmm_OR","OWmm_OR/111","D6"
"205",14214,"+","USA_2026","OWmm_OR","OWmm_OR/111","E6"
"206",14214,"-","USA_2023","OWmm_OR","OWmm_OR/111","E6"
"207",14215,"+","USA_2026","OWmm_OR","OWmm_OR/Ro","A0"
"208",14215,"-","USA_2023","OWmm_OR","OWmm_OR/Ro","A0"
"209",14216,"+","USA_2026","OWmm_OR","OWmm_OR/Ro","B0"
"210",14216,"-","USA_2023","OWmm_OR","OWmm_OR/Ro","B0"
"211",14241,"+","USA_2026","OWwm_OR","OWwm_OR/101","B3"
"212",14242,"+","USA_2026","OWwm_OR","OWwm_OR/101","B4"
"213",14243,"+","USA_2026","OWwm_OR","OWwm_OR/101","C3"
"214",14244,"+","USA_2026","OWwm_OR","OWwm_OR/101","C4"
"215",14245,"+","USA_2026","OWwm_OR","OWwm_OR/101","D3"
"216",14246,"+","USA_2026","OWwm_OR","OWwm_OR/101","D4"
"217",14247,"+","USA_2026","OWwm_OR","OWwm_OR/102","A1"
"218",14248,"+","USA_2026","OWwm_OR","OWwm_OR/102","B1"
"219",14249,"+","USA_2026","OWwm_OR","OWwm_OR/102","C1"
"220",14250,"+","USA_2026","OWwm_OR","OWwm_OR/102","D1"
"221",14251,"+","USA_2026","OWwm_OR","OWwm_OR/103","A2"
"222",14252,"+","USA_2026","OWwm_OR","OWwm_OR/103","B2"
"223",14253,"+","USA_2026","OWwm_OR","OWwm_OR/103","C2"
"224",14254,"+","USA_2026","OWwm_OR","OWwm_OR/103","D2"
"225",14255,"+","USA_2026","OWwm_OR","OWwm_OR/110","B5"
"226",14256,"+","USA_2026","OWwm_OR","OWwm_OR/110","C5"
"227",14257,"+","USA_2026","OWwm_OR","OWwm_OR/110","D5"
"228",14258,"+","USA_2026","OWwm_OR","OWwm_OR/110","E5"
"229",14259,"+","USA_2026","OWwm_OR","OWwm_OR/111","B6"
"230",14260,"+","USA_2026","OWwm_OR","OWwm_OR/111","C6"
"231",14261,"+","USA_2026","OWwm_OR","OWwm_OR/111","D6"
"232",14262,"+","USA_2026","OWwm_OR","OWwm_OR/111","E6"
"233",14263,"+","USA_2026","OWwm_OR","OWwm_OR/Ro","A0"
"234",14264,"+","USA_2026","OWwm_OR","OWwm_OR/Ro","B0"
"235",14265,"+","USA_2026","OWxm_CA","OWxm_CA/101","B3"
"236",14266,"+","USA_2026","OWxm_CA","OWxm_CA/101","B4"
"237",14267,"+","USA_2026","OWxm_CA","OWxm_CA/101","C3"
"238",14268,"+","USA_2026","OWxm_CA","OWxm_CA/101","C4"
"239",14269,"+","USA_2026","OWxm_CA","OWxm_CA/101","D3"
"240",14270,"+","USA_2026","OWxm_CA","OWxm_CA/101","D4"
"241",14271,"+","USA_2026","OWxm_CA","OWxm_CA/102","A1"
"242",14272,"+","USA_2026","OWxm_CA","OWxm_CA/102","B1"
"243",14273,"+","USA_2026","OWxm_CA","OWxm_CA/102","C1"
"244",14274,"+","USA_2026","OWxm_CA","OWxm_CA/102","D1"
"245",14275,"+","USA_2026","OWxm_CA","OWxm_CA/103","A2"
"246",14276,"+","USA_2026","OWxm_CA","OWxm_CA/103","B2"
"247",14277,"+","USA_2026","OWxm_CA","OWxm_CA/103","C2"
"248",14278,"+","USA_2026","OWxm_CA","OWxm_CA/103","D2"
"249",14279,"+","USA_2026","OWxm_CA","OWxm_CA/110","B5"
"250",14280,"+","USA_2026","OWxm_CA","OWxm_CA/110","C5"
"251",14281,"+","USA_2026","OWxm_CA","OWxm_CA/110","D5"
"252",14282,"+","USA_2026","OWxm_CA","OWxm_CA/110","E5"
"253",14283,"+","USA_2026","OWxm_CA","OWxm_CA/111","B6"
"254",14284,"+","USA_2026","OWxm_CA","OWxm_CA/111","C6"
"255",14285,"+","USA_2026","OWxm_CA","OWxm_CA/111","D6"
"256",14286,"+","USA_2026","OWxm_CA","OWxm_CA/111","E6"
"257",14287,"+","USA_2026","OWxm_CA","OWxm_CA/Ro","A0"
"258",14288,"+","USA_2026","OWxm_CA","OWxm_CA/Ro","B0"
"259",14289,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/101","B3"
"260",14290,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/101","B4"
"261",14291,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/101","C3"
"262",14292,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/101","C4"
"263",14293,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/101","D3"
"264",14294,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/101","D4"
"265",14295,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/103","A2"
"266",14296,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/103","B2"
"267",14297,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/103","C2"
"268",14298,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/103","D2"
"269",14299,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/110","B5"
"270",14300,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/110","C5"
"271",14301,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/110","D5"
"272",14302,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/110","E5"
"273",14303,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/111","B6"
"274",14304,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/111","C6"
"275",14305,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/111","D6"
"276",14306,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/111","E6"
"277",14307,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/Gg","A1"
"278",14308,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/Gg","B1"
"279",14309,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/Gg","C1"
"280",14310,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/Gg","D1"
"281",14311,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/Ro","A0"
"282",14312,"+","USA_2026","PPJWmw_UT","PPJWmw_UT/Ro","B0"
