Region_review,zone,BGC,SS_NoSpace,SpecialCode,spp,expert,expert_updated,expert_initials
KBR,ICH,ICHmw2,ICHmw2/103,,Pw,3,,
KBR,ICH,ICHmw2,ICHmw2/103,,Py,3,,
KBR,ICH,ICHmw2,ICHmw2/104,IN,At,2,,
KBR,ICH,ICHmw2,ICHmw2/104,IN,Bl,3,,
KBR,ICH,ICHmw2,ICHmw2/104,IN,Cw,1,,
KBR,ICH,ICHmw2,ICHmw2/104,IN,Ep,2,,
KBR,ICH,ICHmw2,ICHmw2/104,IN,Fd,1,,
KBR,ICH,ICHmw2,ICHmw2/104,IN,Hw,2,,
KBR,ICH,ICHmw2,ICHmw2/104,IN,Lw,2,,
KBR,ICH,ICHmw2,ICHmw2/104,IN,Pl,3,,
KBR,ICH,ICHmw2,ICHmw2/104,IN,Pw,2,,
KBR,ICH,ICHmw2,ICHmw2/104,IN,Py,3,,
KBR,ICH,ICHmw2,ICHmw2/104,IN,Sx,3,,
KBR,ICH,ICHmw2,ICHmw2/110,,Ac,2,,
KBR,ICH,ICHmw2,ICHmw2/110,,At,3,,
KBR,ICH,ICHmw2,ICHmw2/110,,Bl,3,,
KBR,ICH,ICHmw2,ICHmw2/110,,Cw,1,,
KBR,ICH,ICHmw2,ICHmw2/110,,Ep,2,,
KBR,ICH,ICHmw2,ICHmw2/110,,Fd,3,,
KBR,ICH,ICHmw2,ICHmw2/110,,Hw,1,,
KBR,ICH,ICHmw2,ICHmw2/110,,Lw,3,,
KBR,ICH,ICHmw2,ICHmw2/110,,Pw,3,,
KBR,ICH,ICHmw2,ICHmw2/110,,Sx,2,,
KBR,ICH,ICHmw2,ICHmw2/111,,Ac,2,,
KBR,ICH,ICHmw2,ICHmw2/111,,At,3,,
KBR,ICH,ICHmw2,ICHmw2/111,,Bl,3,,
KBR,ICH,ICHmw2,ICHmw2/111,,Cw,1,,
KBR,ICH,ICHmw2,ICHmw2/111,,Ep,3,,
KBR,ICH,ICHmw2,ICHmw2/111,,Hw,1,,
KBR,ICH,ICHmw2,ICHmw2/111,,Sx,2,,
KBR,ICH,ICHmw2,ICHmw2/112,CA,Ac,2,,
KBR,ICH,ICHmw2,ICHmw2/112,CA,At,4,,
KBR,ICH,ICHmw2,ICHmw2/112,CA,Bl,1,,
KBR,ICH,ICHmw2,ICHmw2/112,CA,Cw,3,,
KBR,ICH,ICHmw2,ICHmw2/112,CA,Ep,4,,
KBR,ICH,ICHmw2,ICHmw2/112,CA,Hw,2,,
KBR,ICH,ICHmw2,ICHmw2/112,CA,Sx,1,,
KBR,ICH,ICHmw2,ICHmw2/113,,Ac,2,,
KBR,ICH,ICHmw2,ICHmw2/113,,Bl,3,,
KBR,ICH,ICHmw2,ICHmw2/113,,Cw,1,,
KBR,ICH,ICHmw2,ICHmw2/113,,Hw,1,,
KBR,ICH,ICHmw2,ICHmw2/113,,Sx,2,,
KBR,ICH,ICHmw2,ICHmw2/114,,Ac,2,,
KBR,ICH,ICHmw2,ICHmw2/114,,Bl,3,,
KBR,ICH,ICHmw2,ICHmw2/114,,Cw,1,,
KBR,ICH,ICHmw2,ICHmw2/114,,Hw,1,,
KBR,ICH,ICHmw2,ICHmw2/114,,Sx,2,,
KBR,ICH,ICHmw3,ICHmw3/01,,Ac,3,,
KBR,ICH,ICHmw4,ICHmw4/101,,Ac,3,,
KBR,ICH,ICHmw4,ICHmw4/101,,At,3,,
KBR,ICH,ICHmw4,ICHmw4/101,,Bg,3,,
KBR,ICH,ICHmw4,ICHmw4/101,,Bl,2,3,DJM
KBR,ICH,ICHmw4,ICHmw4/101,,Cw,1,,
KBR,ICH,ICHmw4,ICHmw4/101,,Ep,2,,
KBR,ICH,ICHmw4,ICHmw4/101,,Fd,2,,
KBR,ICH,ICHmw4,ICHmw4/101,,Hw,1,,
KBR,ICH,ICHmw4,ICHmw4/101,,Lw,2,,
KBR,ICH,ICHmw4,ICHmw4/101,,Pl,2,,
KBR,ICH,ICHmw4,ICHmw4/101,,Pw,2,,
KBR,ICH,ICHmw4,ICHmw4/101,,Sx,2,3,DJM
KBR,ICH,ICHmw4,ICHmw4/102,,At,,3,DJM
KBR,ICH,ICHmw4,ICHmw4/102,,Bg,4,,
KBR,ICH,ICHmw4,ICHmw4/102,,Bl,4,,
KBR,ICH,ICHmw4,ICHmw4/102,,Cw,4,3,DJM
KBR,ICH,ICHmw4,ICHmw4/102,,Ep,4,,
KBR,ICH,ICHmw4,ICHmw4/102,,Fd,1,2,DJM-low prod
KBR,ICH,ICHmw4,ICHmw4/102,,Hw,4,,
KBR,ICH,ICHmw4,ICHmw4/102,,Lw,2,3,DJM
KBR,ICH,ICHmw4,ICHmw4/102,,Pl,1,2,DJM
KBR,ICH,ICHmw4,ICHmw4/102,,Pw,4,,
KBR,ICH,ICHmw4,ICHmw4/102,,Py,3,,
KBR,ICH,ICHmw4,ICHmw4/103,,At,2,,
KBR,ICH,ICHmw4,ICHmw4/103,,Bg,4,3,DJM
KBR,ICH,ICHmw4,ICHmw4/103,,Bl,3,,
KBR,ICH,ICHmw4,ICHmw4/103,,Cw,3,,
KBR,ICH,ICHmw4,ICHmw4/103,,Ep,2,,
KBR,ICH,ICHmw4,ICHmw4/103,,Fd,1,,
KBR,ICH,ICHmw4,ICHmw4/103,,Hw,4,,
KBR,ICH,ICHmw4,ICHmw4/103,,Lw,2,,
KBR,ICH,ICHmw4,ICHmw4/103,,Pl,2,,
KBR,ICH,ICHmw4,ICHmw4/103,,Pw,3,,
KBR,ICH,ICHmw4,ICHmw4/103,,Py,3,4,DJM
KBR,ICH,ICHmw4,ICHmw4/104,,At,2,,
KBR,ICH,ICHmw4,ICHmw4/104,,Bg,3,,
KBR,ICH,ICHmw4,ICHmw4/104,,Bl,3,,
KBR,ICH,ICHmw4,ICHmw4/104,,Cw,1,,
KBR,ICH,ICHmw4,ICHmw4/104,,Ep,2,,
KBR,ICH,ICHmw4,ICHmw4/104,,Fd,1,,
KBR,ICH,ICHmw4,ICHmw4/104,,Hw,2,,
KBR,ICH,ICHmw4,ICHmw4/104,,Lw,1,,
KBR,ICH,ICHmw4,ICHmw4/104,,Pl,2,,
KBR,ICH,ICHmw4,ICHmw4/104,,Pw,2,,
KBR,ICH,ICHmw4,ICHmw4/104,,Py,3,,
KBR,ICH,ICHmw4,ICHmw4/104,,Sx,3,,
KBR,ICH,ICHmw4,ICHmw4/110,,Ac,2,,
KBR,ICH,ICHmw4,ICHmw4/110,,At,3,,
KBR,ICH,ICHmw4,ICHmw4/110,,Bg,3,,
KBR,ICH,ICHmw4,ICHmw4/110,,Bl,2,3,DJM
KBR,ICH,ICHmw4,ICHmw4/110,,Cw,1,,
KBR,ICH,ICHmw4,ICHmw4/110,,Ep,2,,
KBR,ICH,ICHmw4,ICHmw4/110,,Fd,3,,
KBR,ICH,ICHmw4,ICHmw4/110,,Hw,1,,
KBR,ICH,ICHmw4,ICHmw4/110,,Lw,3,,
KBR,ICH,ICHmw4,ICHmw4/110,,Pw,3,,
KBR,ICH,ICHmw4,ICHmw4/110,,Sx,2,3,DJM
KBR,ICH,ICHmw4,ICHmw4/111,CA,Ac,3,,
KBR,ICH,ICHmw4,ICHmw4/111,CA,At,4,,
KBR,ICH,ICHmw4,ICHmw4/111,CA,Bg,4,,
KBR,ICH,ICHmw4,ICHmw4/111,CA,Bl,1,,
KBR,ICH,ICHmw4,ICHmw4/111,CA,Cw,2,,
KBR,ICH,ICHmw4,ICHmw4/111,CA,Ep,4,,
KBR,ICH,ICHmw4,ICHmw4/111,CA,Fd,,4,DJM
KBR,ICH,ICHmw4,ICHmw4/111,CA,Hw,2,,
KBR,ICH,ICHmw4,ICHmw4/111,CA,Lw,4,,
KBR,ICH,ICHmw4,ICHmw4/111,CA,Pw,4,,
KBR,ICH,ICHmw4,ICHmw4/111,CA,Sx,1,,
KBR,ICH,ICHmw4,ICHmw4/112,,Ac,2,,
KBR,ICH,ICHmw4,ICHmw4/112,,At,3,,
KBR,ICH,ICHmw4,ICHmw4/112,,Bg,4,,
KBR,ICH,ICHmw4,ICHmw4/112,,Bl,2,3,DJM
KBR,ICH,ICHmw4,ICHmw4/112,,Cw,1,,
KBR,ICH,ICHmw4,ICHmw4/112,,Ep,3,,
KBR,ICH,ICHmw4,ICHmw4/112,,Hw,1,,
KBR,ICH,ICHmw4,ICHmw4/112,,Lw,,4,DJM
KBR,ICH,ICHmw4,ICHmw4/112,,Fd,,4,DJM
KBR,ICH,ICHmw4,ICHmw4/112,,Sx,2,3,DJM
KBR,ICH,ICHmw4,ICHmw4/113,CA,Ac,2,3,DJM
KBR,ICH,ICHmw4,ICHmw4/113,CA,At,3,,
KBR,ICH,ICHmw4,ICHmw4/113,CA,Bl,1,,
KBR,ICH,ICHmw4,ICHmw4/113,CA,Cw,2,,
KBR,ICH,ICHmw4,ICHmw4/113,CA,Ep,3,,
KBR,ICH,ICHmw4,ICHmw4/113,CA,Hw,2,,
KBR,ICH,ICHmw4,ICHmw4/113,CA,Pw,4,,
KBR,ICH,ICHmw4,ICHmw4/113,CA,Sx,1,,
KBR,ICH,ICHmw4,ICHmw4/114,,Ac,2,3,DJM
KBR,ICH,ICHmw4,ICHmw4/114,,At,4,,
KBR,ICH,ICHmw4,ICHmw4/114,,Bl,2,,
KBR,ICH,ICHmw4,ICHmw4/114,,Cw,2,,
KBR,ICH,ICHmw4,ICHmw4/114,,Ep,4,,
KBR,ICH,ICHmw4,ICHmw4/114,,Hw,2,,
KBR,ICH,ICHmw4,ICHmw4/114,,Sx,1,,
KBR,ICH,ICHmw5,ICHmw5/101,,Ac,3,,
KBR,ICH,ICHmw5,ICHmw5/101,,At,2,,
KBR,ICH,ICHmw5,ICHmw5/101,,Bg,3,,
KBR,ICH,ICHmw5,ICHmw5/101,,Bl,2,,
KBR,ICH,ICHmw5,ICHmw5/101,,Cw,1,,
KBR,ICH,ICHmw5,ICHmw5/101,,Ep,2,,
KBR,ICH,ICHmw5,ICHmw5/101,,Fd,2,,
KBR,ICH,ICHmw5,ICHmw5/101,,Hw,1,,
KBR,ICH,ICHmw5,ICHmw5/101,,Lw,2,,
KBR,ICH,ICHmw5,ICHmw5/101,,Pl,2,3,DJM
KBR,ICH,ICHmw5,ICHmw5/101,,Pw,2,3,DJM
KBR,ICH,ICHmw5,ICHmw5/101,,Sx,2,,
KBR,ICH,ICHmw5,ICHmw5/102,,At,3,,
KBR,ICH,ICHmw5,ICHmw5/102,,Cw,3,,
KBR,ICH,ICHmw5,ICHmw5/102,,Ep,3,,
KBR,ICH,ICHmw5,ICHmw5/102,,Fd,1,2,DJM-productivity
KBR,ICH,ICHmw5,ICHmw5/102,,Hw,4,,
KBR,ICH,ICHmw5,ICHmw5/102,,Lw,2,,
KBR,ICH,ICHmw5,ICHmw5/102,,Pl,2,,
KBR,ICH,ICHmw5,ICHmw5/102,,Pw,4,,
KBR,ICH,ICHmw5,ICHmw5/102,,Py,3,4,DJM
KBR,ICH,ICHmw5,ICHmw5/103,,At,2,,
KBR,ICH,ICHmw5,ICHmw5/103,,Cw,3,,
KBR,ICH,ICHmw5,ICHmw5/103,,Ep,2,,
KBR,ICH,ICHmw5,ICHmw5/103,,Fd,1,,
KBR,ICH,ICHmw5,ICHmw5/103,,Hw,4,,
KBR,ICH,ICHmw5,ICHmw5/103,,Lw,2,3,DJM
KBR,ICH,ICHmw5,ICHmw5/103,,Pl,2,3,DJM
KBR,ICH,ICHmw5,ICHmw5/103,,Pw,3,,
KBR,ICH,ICHmw5,ICHmw5/103,,Py,3,,
KBR,ICH,ICHmw5,ICHmw5/104,,Ac,,3,DJM
KBR,ICH,ICHmw5,ICHmw5/104,,At,2,,
KBR,ICH,ICHmw5,ICHmw5/104,,Bg,3,,
KBR,ICH,ICHmw5,ICHmw5/104,,Bl,2,,
KBR,ICH,ICHmw5,ICHmw5/104,,Cw,2,,
KBR,ICH,ICHmw5,ICHmw5/104,,Ep,2,,
KBR,ICH,ICHmw5,ICHmw5/104,,Fd,1,,
KBR,ICH,ICHmw5,ICHmw5/104,,Hw,3,,
KBR,ICH,ICHmw5,ICHmw5/104,,Lw,1,,
KBR,ICH,ICHmw5,ICHmw5/104,,Pl,2,,
KBR,ICH,ICHmw5,ICHmw5/104,,Pw,2,,
KBR,ICH,ICHmw5,ICHmw5/104,,Py,3,4,DJM
KBR,ICH,ICHmw5,ICHmw5/104,,Sx,2,,
KBR,ICH,ICHmw5,ICHmw5/110,,Ac,2,,
KBR,ICH,ICHmw5,ICHmw5/110,,At,2,,
KBR,ICH,ICHmw5,ICHmw5/110,,Bg,4,,
KBR,ICH,ICHmw5,ICHmw5/110,,Bl,2,,
KBR,ICH,ICHmw5,ICHmw5/110,,Cw,1,,
KBR,ICH,ICHmw5,ICHmw5/110,,Ep,2,,
KBR,ICH,ICHmw5,ICHmw5/110,,Fd,2,3,DJM
KBR,ICH,ICHmw5,ICHmw5/110,,Hw,1,,
KBR,ICH,ICHmw5,ICHmw5/110,,Lw,2,3,DJM
KBR,ICH,ICHmw5,ICHmw5/110,,Pl,2,3,DJM
KBR,ICH,ICHmw5,ICHmw5/110,,Pw,3,,
KBR,ICH,ICHmw5,ICHmw5/110,,Sx,2,,
KBR,ICH,ICHmw5,ICHmw5/111,,Ac,2,,
KBR,ICH,ICHmw5,ICHmw5/111,,At,3,,
KBR,ICH,ICHmw5,ICHmw5/111,,Bl,2,3,DJM
KBR,ICH,ICHmw5,ICHmw5/111,,Cw,1,,
KBR,ICH,ICHmw5,ICHmw5/111,,Ep,3,,
KBR,ICH,ICHmw5,ICHmw5/111,,Fd,3,,
KBR,ICH,ICHmw5,ICHmw5/111,,Hw,1,,
KBR,ICH,ICHmw5,ICHmw5/111,,Lw,3,,
KBR,ICH,ICHmw5,ICHmw5/111,,Pw,3,,
KBR,ICH,ICHmw5,ICHmw5/111,,Sx,2,,
KBR,ICH,ICHmw5,ICHmw5/112,CA,Ac,2,,
KBR,ICH,ICHmw5,ICHmw5/112,CA,At,3,,
KBR,ICH,ICHmw5,ICHmw5/112,CA,Bl,2,,
KBR,ICH,ICHmw5,ICHmw5/112,CA,Cw,2,,
KBR,ICH,ICHmw5,ICHmw5/112,CA,Ep,3,,
KBR,ICH,ICHmw5,ICHmw5/112,CA,Fd,4,,
KBR,ICH,ICHmw5,ICHmw5/112,CA,Hw,2,,
KBR,ICH,ICHmw5,ICHmw5/112,CA,Lw,4,,
KBR,ICH,ICHmw5,ICHmw5/112,CA,Pw,4,,
KBR,ICH,ICHmw5,ICHmw5/112,CA,Sx,1,,
KBR,ICH,ICHmw5,ICHmw5/113,Ws10,Ac,2,,
KBR,ICH,ICHmw5,ICHmw5/113,Ws10,At,2,,
KBR,ICH,ICHmw5,ICHmw5/113,Ws10,Bl,2,,
KBR,ICH,ICHmw5,ICHmw5/113,Ws10,Cw,1,,
KBR,ICH,ICHmw5,ICHmw5/113,Ws10,Ep,2,,
KBR,ICH,ICHmw5,ICHmw5/113,Ws10,Fd,,4,DJM
KBR,ICH,ICHmw5,ICHmw5/113,Ws10,Hw,2,,
KBR,ICH,ICHmw5,ICHmw5/113,Ws10,Pw,4,,
KBR,ICH,ICHmw5,ICHmw5/113,Ws10,Sx,2,,
KBR,ICH,ICHxm1,ICHxm1/101,,At,2,3,DJM
KBR,ICH,ICHxm1,ICHxm1/101,,Cw,2,,
KBR,ICH,ICHxm1,ICHxm1/101,,Ep,1,2,DJM
KBR,ICH,ICHxm1,ICHxm1/101,,Fd,1,,
KBR,ICH,ICHxm1,ICHxm1/101,,Lw,2,,
KBR,ICH,ICHxm1,ICHxm1/101,,Pl,2,,
KBR,ICH,ICHxm1,ICHxm1/102,,Fd,3,2,DJM-dominant spp
KBR,ICH,ICHxm1,ICHxm1/102,,Py,2,,
KBR,ICH,ICHxm1,ICHxm1/103,,At,,3,DJM
KBR,ICH,ICHxm1,ICHxm1/103,,Ep,,4,DJM
KBR,ICH,ICHxm1,ICHxm1/103,,Fd,2,1,DJM
KBR,ICH,ICHxm1,ICHxm1/103,,Lw,4,,
KBR,ICH,ICHxm1,ICHxm1/103,,Pl,,4,DJM
KBR,ICH,ICHxm1,ICHxm1/103,,Py,2,,
KBR,ICH,ICHxm1,ICHxm1/104,,At,,3,DJM
KBR,ICH,ICHxm1,ICHxm1/104,,Cw,,3,DJM
KBR,ICH,ICHxm1,ICHxm1/104,,Fd,1,,
KBR,ICH,ICHxm1,ICHxm1/104,,Lw,2,,
KBR,ICH,ICHxm1,ICHxm1/104,,Pl,3,,
KBR,ICH,ICHxm1,ICHxm1/104.1,,Fd,1,,
KBR,ICH,ICHxm1,ICHxm1/104.1,,Lw,2,,
KBR,ICH,ICHxm1,ICHxm1/104.1,,Pl,3,,
KBR,ICH,ICHxm1,ICHxm1/104.2,,At,,3,DJM
KBR,ICH,ICHxm1,ICHxm1/104.2,,Cw,,3,DJM
KBR,ICH,ICHxm1,ICHxm1/104.2,,Fd,1,,
KBR,ICH,ICHxm1,ICHxm1/104.2,,Lw,2,,
KBR,ICH,ICHxm1,ICHxm1/104.2,,Pl,3,,
KBR,ICH,ICHxm1,ICHxm1/110,,Ac,,3,DJM
KBR,ICH,ICHxm1,ICHxm1/110,,At,,3,DJM
KBR,ICH,ICHxm1,ICHxm1/110,,Bl,,4,DJM
KBR,ICH,ICHxm1,ICHxm1/110,,Hw,,4,DJM
KBR,ICH,ICHxm1,ICHxm1/110,,Cw,1,,
KBR,ICH,ICHxm1,ICHxm1/110,,Ep,1,2,DJM
KBR,ICH,ICHxm1,ICHxm1/110,,Fd,1,,
KBR,ICH,ICHxm1,ICHxm1/110,,Lw,2,,
KBR,ICH,ICHxm1,ICHxm1/110,,Pl,3,,
KBR,ICH,ICHxm1,ICHxm1/110,,Sx,2,,
KBR,ICH,ICHxm1,ICHxm1/111,,Ac,4,3,DJM
KBR,ICH,ICHxm1,ICHxm1/111,,At,,3,DJM
KBR,ICH,ICHxm1,ICHxm1/111,,Bl,,4,DJM
KBR,ICH,ICHxm1,ICHxm1/111,,Cw,1,,
KBR,ICH,ICHxm1,ICHxm1/111,,Ep,2,,
KBR,ICH,ICHxm1,ICHxm1/111,,Fd,3,,
KBR,ICH,ICHxm1,ICHxm1/111,,Lw,4,,
KBR,ICH,ICHxm1,ICHxm1/111,,Sx,2,,
KBR,ICH,ICHxm1,ICHxm1/112,,Ac,,2,DJM
KBR,ICH,ICHxm1,ICHxm1/112,,At,,4,DJM
KBR,ICH,ICHxm1,ICHxm1/112,,Cw,2,,
KBR,ICH,ICHxm1,ICHxm1/112,,Ep,2,,
KBR,ICH,ICHxm1,ICHxm1/112,,Fd,3,,
KBR,ICH,ICHxm1,ICHxm1/112,,Sx,2,,
KBR,ICH,ICHxw,ICHxw/101,,At,2,3,DJM
KBR,ICH,ICHxw,ICHxw/101,,Bg,2,,
KBR,ICH,ICHxw,ICHxw/101,,Cw,2,,Lower b/c productivity
KBR,ICH,ICHxw,ICHxw/101,,Ep,2,,
KBR,ICH,ICHxw,ICHxw/101,,Fd,1,,
KBR,ICH,ICHxw,ICHxw/101,,Hw,3,,
KBR,ICH,ICHxw,ICHxw/101,,Lw,2,,
KBR,ICH,ICHxw,ICHxw/101,,Pl,3,2,DJM
KBR,ICH,ICHxw,ICHxw/101,,Pw,2,,
KBR,ICH,ICHxw,ICHxw/101,,Py,3,,
KBR,ICH,ICHxw,ICHxw/102,Rock,At,,3,DJM
KBR,ICH,ICHxw,ICHxw/102,Rock,Ep,3,,
KBR,ICH,ICHxw,ICHxw/102,Rock,Fd,1,,
KBR,ICH,ICHxw,ICHxw/102,Rock,Py,1,,
KBR,ICH,ICHxw,ICHxw/103,IN,At,2,,
KBR,ICH,ICHxw,ICHxw/103,IN,Bg,4,,
KBR,ICH,ICHxw,ICHxw/103,IN,Ep,2,,
KBR,ICH,ICHxw,ICHxw/103,IN,Fd,1,,
KBR,ICH,ICHxw,ICHxw/103,IN,Lw,2,,
KBR,ICH,ICHxw,ICHxw/103,IN,Pl,2,,
KBR,ICH,ICHxw,ICHxw/103,IN,Py,1,,
KBR,ICH,ICHxw,ICHxw/104,,At,2,,
KBR,ICH,ICHxw,ICHxw/104,,Bg,3,,
KBR,ICH,ICHxw,ICHxw/104,,Cw,3,,
KBR,ICH,ICHxw,ICHxw/104,,Ep,2,,
KBR,ICH,ICHxw,ICHxw/104,,Fd,1,,
KBR,ICH,ICHxw,ICHxw/104,,Lw,2,,
KBR,ICH,ICHxw,ICHxw/104,,Pl,2,,
KBR,ICH,ICHxw,ICHxw/104,,Pw,3,,
KBR,ICH,ICHxw,ICHxw/104,,Py,2,,
KBR,ICH,ICHxw,ICHxw/110,,Ac,2,,
KBR,ICH,ICHxw,ICHxw/110,,At,2,,
KBR,ICH,ICHxw,ICHxw/110,,Bg,2,,
KBR,ICH,ICHxw,ICHxw/110,,Cw,1,,
KBR,ICH,ICHxw,ICHxw/110,,Ep,2,,
KBR,ICH,ICHxw,ICHxw/110,,Fd,2,,
KBR,ICH,ICHxw,ICHxw/110,,Hw,1,,
KBR,ICH,ICHxw,ICHxw/110,,Lw,2,,
KBR,ICH,ICHxw,ICHxw/110,,Pw,2,,
KBR,ICH,ICHxw,ICHxw/110,,Sx,3,4,DJM
KBR,ICH,ICHxw,ICHxw/111,,Ac,2,,
KBR,ICH,ICHxw,ICHxw/111,,At,3,,
KBR,ICH,ICHxw,ICHxw/111,,Bg,2,,
KBR,ICH,ICHxw,ICHxw/111,,Cw,1,,
KBR,ICH,ICHxw,ICHxw/111,,Ep,2,,
KBR,ICH,ICHxw,ICHxw/111,,Fd,2,,
KBR,ICH,ICHxw,ICHxw/111,,Hw,1,,
KBR,ICH,ICHxw,ICHxw/111,,Lw,2,,
KBR,ICH,ICHxw,ICHxw/111,,Pw,2,,
KBR,ICH,ICHxw,ICHxw/111,,Sx,3,,
KBR,ICH,ICHxw,ICHxw/112,,Ac,1,2,"DJM-Fh, not Fm"
KBR,ICH,ICHxw,ICHxw/112,,At,2,3,DJM
KBR,ICH,ICHxw,ICHxw/112,,Cw,1,,
KBR,ICH,ICHxw,ICHxw/112,,Ep,4,3,DJM
KBR,ICH,ICHxw,ICHxw/112,,Hw,1,,
KBR,ICH,ICHxw,ICHxw/112,,Pw,3,,
KBR,ICH,ICHxw,ICHxw/112,,Sx,1,,
KBR,ICH,ICHxw,ICHxw/113,,Ac,2,,
KBR,ICH,ICHxw,ICHxw/113,,At,2,3,DJM
KBR,ICH,ICHxw,ICHxw/113,,Cw,1,,
KBR,ICH,ICHxw,ICHxw/113,,Ep,2,3,DJM
KBR,ICH,ICHxw,ICHxw/113,,Hw,1,,
KBR,ICH,ICHxw,ICHxw/113,,Pw,4,,
KBR,ICH,ICHxw,ICHxw/113,,Sx,1,,
