bgc,ss_nospace,sppsplit,feasible,spp,newfeas,mod,FEASFEB2025,outrange
CWHms5,CWHms5/Fm51.1,Mb,3,Mb,3,BG,3,FALSE
CWHms5,CWHms5/Fm51.1,Sxs,,Ss,3,BG,3,FALSE
CWHms5,CWHms5/Fm51.1,Sxw,,Sx,3,BGx,3,FALSE
CWHms5,CWHms5/Wb50.2,Plc,2,Pl,2,BG,2,FALSE
CWHms5,CWHms5/Wb50.2,Cw,3,Cw,3,BG,3,FALSE
CWHms5,CWHms5/Wb50.2,Hw,3,Hw,3,BG,3,FALSE
CWHms5,CWHms5/Wm,X,,X,,VC,,FALSE
CWHms5,CWHms5/Ws56.1,Ba,,Ba,2,BG,2,FALSE
CWHms5,CWHms5/Ws56.1,Cw,2,Cw,2,BG,2,FALSE
CWHms5,CWHms5/Ws56.1,Act,3,Ac,3,BG,3,FALSE
CWHms5,CWHms5/Ws56.1,Dr,3,Dr,3,BG,3,FALSE
CWHms5,CWHms5/Ws56.1,Ep,3,Ep,3,BG,3,FALSE
CWHms5,CWHms5/Ws56.1,Hm,,Hm,3,BGx,3,FALSE
CWHms5,CWHms5/Ws56.1,Hw,3,Hw,3,BG,3,FALSE
CWHms5,CWHms5/Ws56.1,Pw,3,Pw,3,BG,3,FALSE
CWHms5,CWHms5/Ws56.1,Ss,4,Ss,3,BG,3,FALSE
CWHms5,CWHms5/Ws56.1,Sxl,4,Ss,3,BG,3,FALSE
CWHms5,CWHms5/Ws56.1,Sxw,,Sx,3,BG,3,FALSE
CWHms5,CWHms5/Ws56.1,Yc,2,Yc,4,BGx,5,FALSE
CWHms5,CWHms5/Ws56.1,Mb,5,Mb,5,BG,5,FALSE
CWHvh1,CWHvh1/101,Cw,1,Cw,1,AB,1,FALSE
CWHvh1,CWHvh1/101,Hw,1,Hw,1,AB,1,FALSE
CWHvh1,CWHvh1/101,Ba,2,Ba,2,AB,2,FALSE
CWHvh1,CWHvh1/101,Plc,2,Pl,2,AB,2,FALSE
CWHvh1,CWHvh1/101,Yc,2,Yc,2,AB,2,FALSE
CWHvh1,CWHvh1/101,Dr,3,Dr,3,AB,3,FALSE
CWHvh1,CWHvh1/101,Ss,3,Ss,3,AB,3,FALSE
CWHvh1,CWHvh1/101,Mb,5,Mb,5,AB,5,FALSE
CWHvh1,CWHvh1/102,Plc,2,Pl,2,AB,2,FALSE
CWHvh1,CWHvh1/102,Cw,3,Cw,3,AB,3,FALSE
CWHvh1,CWHvh1/102,Hw,3,Hw,3,AB,3,FALSE
CWHvh1,CWHvh1/102,Yc,3,Yc,3,AB,3,FALSE
CWHvh1,CWHvh1/102,Dr,5,Dr,5,AB,5,FALSE
CWHvh1,CWHvh1/103,Hw,1,Hw,1,AB,1,FALSE
CWHvh1,CWHvh1/103,Cw,2,Cw,2,AB,2,FALSE
CWHvh1,CWHvh1/103,Plc,2,Pl,2,AB,2,FALSE
CWHvh1,CWHvh1/103,Yc,2,Yc,2,AB,2,FALSE
CWHvh1,CWHvh1/103,Ba,,Ba,3,Abx,3,FALSE
CWHvh1,CWHvh1/103,Dr,3,Dr,3,AB,3,FALSE
CWHvh1,CWHvh1/103,Ss,,Ss,3,ABx,4,FALSE
CWHvh1,CWHvh1/103,Mb,5,Mb,5,AB,5,FALSE
CWHvh1,CWHvh1/104,Hw,1,Hw,1,AB,1,FALSE
CWHvh1,CWHvh1/104,Cw,1,Cw,1,AB,2,FALSE
CWHvh1,CWHvh1/104,Ba,2,Ba,2,AB,2,FALSE
CWHvh1,CWHvh1/104,Ss,3,Ss,2,AB,3,FALSE
CWHvh1,CWHvh1/104,Yc,3,Yc,2,AB,3,FALSE
CWHvh1,CWHvh1/104,Dr,3,Dr,3,AB,3,FALSE
CWHvh1,CWHvh1/104,Mb,5,Mb,5,AB,5,FALSE
CWHvh1,CWHvh1/105,Ba,1,Ba,1,ABx,1,FALSE
CWHvh1,CWHvh1/105,Cw,1,Cw,1,AB,1,FALSE
CWHvh1,CWHvh1/105,Hw,1,Hw,1,AB,1,FALSE
CWHvh1,CWHvh1/105,Ss,1,Ss,1,AB,2,FALSE
CWHvh1,CWHvh1/105,Dr,2,Dr,2,AB,2,FALSE
CWHvh1,CWHvh1/105,Yc,2,Yc,2,AB,3,FALSE
CWHvh1,CWHvh1/105,Mb,5,Mb,5,AB,5,FALSE
CWHvh1,CWHvh1/110,Ba,1,Ba,1,AB,1,FALSE
CWHvh1,CWHvh1/110,Cw,1,Cw,1,AB,1,FALSE
CWHvh1,CWHvh1/110,Hw,1,Hw,1,AB,1,FALSE
CWHvh1,CWHvh1/110,Ss,1,Ss,1,AB,1,FALSE
CWHvh1,CWHvh1/110,Dr,2,Dr,2,AB,2,FALSE
CWHvh1,CWHvh1/110,Yc,2,Yc,2,AB,2,FALSE
CWHvh1,CWHvh1/110,Mb,5,Mb,5,AB,5,FALSE
CWHvh1,CWHvh1/111,Ba,1,Ba,1,ABx,1,FALSE
CWHvh1,CWHvh1/111,Cw,1,Cw,1,AB,1,FALSE
CWHvh1,CWHvh1/111,Dr,1,Dr,1,AB,1,FALSE
CWHvh1,CWHvh1/111,Ss,1,Ss,1,AB,1,FALSE
CWHvh1,CWHvh1/111,Hw,2,Hw,2,AB,2,FALSE
CWHvh1,CWHvh1/111,Mb,3,Mb,3,AB?,3,FALSE
CWHvh1,CWHvh1/112,Cw,2,Cw,2,AB,2,FALSE
CWHvh1,CWHvh1/112,Hw,2,Hw,2,AB,2,FALSE
CWHvh1,CWHvh1/112,Plc,2,Pl,2,AB,2,FALSE
CWHvh1,CWHvh1/112,Yc,2,Yc,2,AB,2,FALSE
CWHvh1,CWHvh1/112,Ba,,Ba,3,ABx,3,FALSE
CWHvh1,CWHvh1/112,Dr,3,Dr,3,AB,3,FALSE
CWHvh1,CWHvh1/112,Ss,3,Ss,3,AB,3,FALSE
CWHvh1,CWHvh1/120,Plc,2,Pl,2,AB,2,FALSE
CWHvh1,CWHvh1/120,Ss,1,Ss,2,AB,2,FALSE
CWHvh1,CWHvh1/120,Cw,3,Cw,3,AB,3,FALSE
CWHvh1,CWHvh1/120,Dr,3,Dr,3,AB,3,FALSE
CWHvh1,CWHvh1/120,Hw,3,Hw,3,AB,3,FALSE
CWHvh1,CWHvh1/120.1,Plc,2,Pl,2,AB,2,FALSE
CWHvh1,CWHvh1/120.1,Ss,1,Ss,2,AB,2,FALSE
CWHvh1,CWHvh1/120.1,Cw,3,Cw,3,AB,3,FALSE
CWHvh1,CWHvh1/120.1,Dr,3,Dr,3,AB,3,FALSE
CWHvh1,CWHvh1/120.1,Hw,3,Hw,3,AB,3,FALSE
CWHvh1,CWHvh1/120.2,Dr,2,Dr,2,AB,2,FALSE
CWHvh1,CWHvh1/120.2,Plc,2,Pl,2,AB,2,FALSE
CWHvh1,CWHvh1/120.2,Ss,1,Ss,2,AB,2,FALSE
CWHvh1,CWHvh1/120.2,Cw,3,Cw,3,AB,3,FALSE
CWHvh1,CWHvh1/120.2,Hw,3,Hw,3,AB,3,FALSE
CWHvh1,CWHvh1/121,Dr,2,Dr,2,AB,2,FALSE
CWHvh1,CWHvh1/121,Plc,,Pl,2,ABx,2,FALSE
CWHvh1,CWHvh1/121,Ss,1,Ss,2,AB,2,FALSE
CWHvh1,CWHvh1/121,Cw,2,Cw,3,AB,3,FALSE
CWHvh1,CWHvh1/121,Hw,3,Hw,3,AB,3,FALSE
CWHvh1,CWHvh1/Bb,X,,X,,VC,,FALSE
CWHvh1,CWHvh1/Br,X,,X,,VC,,FALSE
CWHvh1,CWHvh1/Em,X,,X,,VC,,FALSE
CWHvh1,CWHvh1/Fl51,Dr,1,Dr,1,AB,1,FALSE
CWHvh1,CWHvh1/Fl51,Mb,5,Mb,2,ABx,3,FALSE
CWHvh1,CWHvh1/Fm52,Dr,1,Dr,1,AB,1,FALSE
CWHvh1,CWHvh1/Fm52,Ss,1,Ss,1,AB,1,FALSE
CWHvh1,CWHvh1/Fm52,Mb,3,Mb,1,ABx,2,FALSE
CWHvh1,CWHvh1/Fm52,Ba,2,Ba,2,AB,2,FALSE
CWHvh1,CWHvh1/Fm52,Cw,2,Cw,2,AB,2,FALSE
CWHvh1,CWHvh1/Fm52,Hw,2,Hw,2,AB,2,FALSE
CWHvh1,CWHvh1/Wb53,Plc,1,Pl,2,ABx,2,FALSE
CWHvh1,CWHvh1/Wb53,Yc,2,Yc,2,AB,2,FALSE
CWHvh1,CWHvh1/Wb53,Cw,3,Cw,3,AB,3,FALSE
CWHvh1,CWHvh1/Wb53,Hw,3,Hw,3,AB,3,FALSE
CWHvh1,CWHvh1/Wf,X,,X,,VC,,FALSE
CWHvh1,CWHvh1/Wm,X,,X,,VC,,FALSE
CWHvh1,CWHvh1/Ws54,Cw,1,Cw,1,AB,1,FALSE
CWHvh1,CWHvh1/Ws54,Dr,2,Dr,2,AB,2,FALSE
CWHvh1,CWHvh1/Ws54,Ss,2,Ss,2,AB,2,FALSE
CWHvh1,CWHvh1/Ws54,Yc,2,Yc,2,AB,2,FALSE
CWHvh1,CWHvh1/Ws54,Hw,3,Hw,3,AB,3,FALSE
CWHvh1,CWHvh1/Ws54,Plc,3,Pl,3,AB,3,FALSE
CWHvh1,CWHvh1/Ws54,Mb,5,Mb,5,AB,5,FALSE
CWHvh1,CWHvh1/Ws56,Cw,,Cw,1,ABx,1,FALSE
CWHvh1,CWHvh1/Ws56,Ss,,Ss,2,ABx,1,FALSE
CWHvh1,CWHvh1/Ws56,Dr,,Dr,2,ABx,2,FALSE
CWHvh1,CWHvh1/Ws56,Yc,,Yc,2,ABx,2,FALSE
CWHvh1,CWHvh1/Ws56,Hw,,Hw,3,ABx,3,FALSE
CWHvh1,CWHvh1/Ws56,Plc,,Pl,3,ABx,3,FALSE
CWHvh1,CWHvh1/Ws56,Mb,,Mb,5,ABx,5,FALSE
CWHvh1,CWHvh1/Ws58,Yc,,Yc,1,AB,1,FALSE
CWHvh1,CWHvh1/Ws58,Cw,,Cw,2,AB,2,FALSE
CWHvh1,CWHvh1/Ws58,Dr,,Dr,2,AB,2,FALSE
CWHvh1,CWHvh1/Ws58,Plc,,Pl,2,AB,2,FALSE
CWHvh1,CWHvh1/Ws58,Hw,,Hw,3,AB,3,FALSE
CWHvh1,CWHvh1/Ws58,Ss,,Ss,3,AB,3,FALSE
CWHvh1,CWHvh1/Ws60,Dr,,Dr,2,ABx,2,FALSE
CWHvh1,CWHvh1/Ws60,Ss,1,Ss,2,AB,2,FALSE
CWHvh1,CWHvh1/Ws60,Up,,Up,,,2,FALSE
CWHvh1,CWHvh1/Ws60,Cw,3,Cw,3,AB,3,FALSE
CWHvh2,CWHvh2/101,Cw,1,Cw,1,AB,1,FALSE
CWHvh2,CWHvh2/101,Hw,1,Hw,1,AB,1,FALSE
CWHvh2,CWHvh2/101,Yc,2,Yc,1,AB,1,FALSE
CWHvh2,CWHvh2/101,Plc,2,Pl,2,AB,2,FALSE
CWHvh2,CWHvh2/101,Ba,3,Ba,3,AB,3,FALSE
CWHvh2,CWHvh2/101,Dr,3,Dr,3,AB,3,FALSE
CWHvh2,CWHvh2/101,Ss,5,Ss,3,AB?,3,FALSE
CWHvh2,CWHvh2/102,Plc,2,Pl,2,AB,2,FALSE
CWHvh2,CWHvh2/102,Cw,2,Cw,3,AB,3,FALSE
CWHvh2,CWHvh2/102,Hw,3,Hw,3,AB,3,FALSE
CWHvh2,CWHvh2/102,Yc,2,Yc,3,AB,3,FALSE
CWHvh2,CWHvh2/102,Dr,3,Dr,3,AB,4,FALSE
CWHvh2,CWHvh2/103,Cw,1,Cw,1,AB,1,FALSE
CWHvh2,CWHvh2/103,Hw,1,Hw,1,AB,1,FALSE
CWHvh2,CWHvh2/103,Plc,1,Pl,1,AB,1,FALSE
CWHvh2,CWHvh2/103,Yc,3,Yc,2,AB,2,FALSE
CWHvh2,CWHvh2/103,Ba,,Ba,3,ABx,3,FALSE
CWHvh2,CWHvh2/103,Dr,3,Dr,3,AB,3,FALSE
CWHvh2,CWHvh2/103,Ss,5,Ss,3,AB,3,FALSE
CWHvh2,CWHvh2/104,Cw,1,Cw,1,AB,1,FALSE
CWHvh2,CWHvh2/104,Hw,1,Hw,1,AB,1,FALSE
CWHvh2,CWHvh2/104,Ba,1,Ba,2,AB,2,FALSE
CWHvh2,CWHvh2/104,Dr,2,Dr,2,AB,2,FALSE
CWHvh2,CWHvh2/104,Ss,1,Ss,2,AB,2,FALSE
CWHvh2,CWHvh2/104,Yc,3,Yc,3,AB,3,FALSE
CWHvh2,CWHvh2/105,Ba,1,Ba,1,ABx,1,FALSE
CWHvh2,CWHvh2/105,Cw,1,Cw,1,AB,1,FALSE
CWHvh2,CWHvh2/105,Hw,1,Hw,1,AB,1,FALSE
CWHvh2,CWHvh2/105,Ss,1,Ss,1,AB,1,FALSE
CWHvh2,CWHvh2/105,Dr,2,Dr,2,AB,2,FALSE
CWHvh2,CWHvh2/105,Yc,3,Yc,3,AB,3,FALSE
CWHvh2,CWHvh2/110,Ba,1,Ba,1,AB,1,FALSE
CWHvh2,CWHvh2/110,Cw,1,Cw,1,AB,1,FALSE
CWHvh2,CWHvh2/110,Hw,1,Hw,1,AB,1,FALSE
CWHvh2,CWHvh2/110,Ss,1,Ss,1,AB,1,FALSE
CWHvh2,CWHvh2/110,Dr,2,Dr,2,AB,2,FALSE
CWHvh2,CWHvh2/110,Yc,3,Yc,3,AB,3,FALSE
CWHvh2,CWHvh2/111,Ba,1,Ba,1,AB,1,FALSE
CWHvh2,CWHvh2/111,Cw,1,Cw,1,AB,1,FALSE
CWHvh2,CWHvh2/111,Ss,1,Ss,1,AB,1,FALSE
CWHvh2,CWHvh2/111,Dr,2,Dr,2,AB,2,FALSE
CWHvh2,CWHvh2/111,Hw,2,Hw,2,AB,2,FALSE
CWHvh2,CWHvh2/111,Yc,3,Yc,3,AB,3,FALSE
CWHvh2,CWHvh2/112,Cw,1,Cw,1,AB,1,FALSE
CWHvh2,CWHvh2/112,Ss,1,Ss,1,AB,1,FALSE
CWHvh2,CWHvh2/112,Dr,2,Dr,2,AB?,1,FALSE
CWHvh2,CWHvh2/112,Ba,2,Ba,2,AB,2,FALSE
CWHvh2,CWHvh2/112,Hw,2,Hw,2,AB,2,FALSE
CWHvh2,CWHvh2/113,Cw,2,Cw,2,AB,2,FALSE
CWHvh2,CWHvh2/113,Hw,2,Hw,2,AB,2,FALSE
CWHvh2,CWHvh2/113,Plc,2,Pl,2,AB,2,FALSE
CWHvh2,CWHvh2/113,Yc,3,Yc,2,AB,2,FALSE
CWHvh2,CWHvh2/113,Dr,3,Dr,3,AB,3,FALSE
CWHvh2,CWHvh2/113,Hm,3,Hm,3,AB,3,FALSE
CWHvh2,CWHvh2/120,Ss,2,Ss,2,AB,2,FALSE
CWHvh2,CWHvh2/120,Cw,3,Cw,3,AB,3,FALSE
CWHvh2,CWHvh2/120,Dr,3,Dr,3,AB,3,FALSE
CWHvh2,CWHvh2/120,Hw,3,Hw,3,AB,3,FALSE
CWHvh2,CWHvh2/120,Plc,3,Pl,3,AB,3,FALSE
CWHvh2,CWHvh2/120.1,Ss,2,Ss,2,AB,2,FALSE
CWHvh2,CWHvh2/120.1,Cw,3,Cw,3,AB,3,FALSE
CWHvh2,CWHvh2/120.1,Dr,3,Dr,3,AB,3,FALSE
CWHvh2,CWHvh2/120.1,Hw,3,Hw,3,AB,3,FALSE
CWHvh2,CWHvh2/120.1,Plc,3,Pl,3,AB,3,FALSE
CWHvh2,CWHvh2/120.2,Ss,2,Ss,2,AB,2,FALSE
CWHvh2,CWHvh2/120.2,Cw,3,Cw,3,AB,3,FALSE
CWHvh2,CWHvh2/120.2,Dr,3,Dr,3,AB,3,FALSE
CWHvh2,CWHvh2/120.2,Hw,3,Hw,3,AB,3,FALSE
CWHvh2,CWHvh2/120.2,Plc,3,Pl,3,AB,3,FALSE
CWHvh2,CWHvh2/Bb,X,,X,,VC,,FALSE
CWHvh2,CWHvh2/Br,X,,X,,VC,,FALSE
CWHvh2,CWHvh2/Em,X,,X,,VC,,FALSE
CWHvh2,CWHvh2/Fl51,Dr,1,Dr,1,AB,1,FALSE
CWHvh2,CWHvh2/Fm52,Dr,1,Dr,1,AB,1,FALSE
CWHvh2,CWHvh2/Fm52,Ss,1,Ss,1,AB,1,FALSE
CWHvh2,CWHvh2/Fm52,Ba,2,Ba,2,AB,2,FALSE
CWHvh2,CWHvh2/Fm52,Cw,2,Cw,2,AB,2,FALSE
CWHvh2,CWHvh2/Fm52,Hw,3,Hw,3,AB,3,FALSE
CWHvh2,CWHvh2/Wb53,Plc,2,Pl,2,ABx,2,FALSE
CWHvh2,CWHvh2/Wb53,Yc,3,Yc,2,AB,2,FALSE
CWHvh2,CWHvh2/Wb53,Cw,3,Cw,3,AB,3,FALSE
CWHvh2,CWHvh2/Wb53,Hw,3,Hw,3,AB,3,FALSE
CWHvh2,CWHvh2/Wf,X,,X,,VC,,FALSE
CWHvh2,CWHvh2/Wm,X,,X,,VC,,FALSE
CWHvh2,CWHvh2/Ws54,Cw,1,Cw,1,AB,1,FALSE
CWHvh2,CWHvh2/Ws54,Ss,2,Ss,2,AB,2,FALSE
CWHvh2,CWHvh2/Ws54,Yc,3,Yc,2,AB,2,FALSE
CWHvh2,CWHvh2/Ws54,Ba,3,Ba,3,AB,3,FALSE
CWHvh2,CWHvh2/Ws54,Dr,3,Dr,3,AB,3,FALSE
CWHvh2,CWHvh2/Ws54,Hm,3,Hm,3,AB,3,FALSE
CWHvh2,CWHvh2/Ws54,Hw,3,Hw,3,AB,3,FALSE
CWHvh2,CWHvh2/Ws54,Plc,3,Pl,3,AB,3,FALSE
CWHvh2,CWHvh2/Ws56,Cw,,Cw,1,ABx,1,FALSE
CWHvh2,CWHvh2/Ws56,Ss,,Ss,2,ABx,2,FALSE
CWHvh2,CWHvh2/Ws56,Yc,,Yc,2,ABx,2,FALSE
CWHvh2,CWHvh2/Ws56,Ba,,Ba,3,ABx,3,FALSE
CWHvh2,CWHvh2/Ws56,Dr,,Dr,3,ABx,3,FALSE
CWHvh2,CWHvh2/Ws56,Hm,,Hm,3,ABx,3,FALSE
CWHvh2,CWHvh2/Ws56,Hw,,Hw,3,ABx,3,FALSE
CWHvh2,CWHvh2/Ws56,Plc,,Pl,3,ABx,3,FALSE
CWHvh2,CWHvh2/Ws58,Cw,,Cw,2,,2,
CWHvh2,CWHvh2/Ws58,Dr,,Dr,2,,2,
CWHvh2,CWHvh2/Ws58,Plc,,Pl,2,,2,
CWHvh2,CWHvh2/Ws58,Yc,,Yc,2,,2,
CWHvh2,CWHvh2/Ws58,Hw,,Hw,3,,3,
CWHvh2,CWHvh2/Ws58,Ss,,Ss,3,,3,
CWHvh2,CWHvh2/Ws60,Ss,2,Ss,2,AB,2,FALSE
CWHvh2,CWHvh2/Ws60,Up,,Up,,,2,
CWHvh2,CWHvh2/Ws60,Cw,3,Cw,3,AB,3,FALSE
CWHvh2,CWHvh2/Ws60,Dr,3,Dr,3,AB,3,FALSE
CWHvh2,CWHvh2/Ws60,Act,,Ac,5,ABx,5,FALSE
CWHvm1,CWHvm1/101,Ba,1,Ba,1,AB,1,FALSE
CWHvm1,CWHvm1/101,Cw,1,Cw,1,AB,1,FALSE
CWHvm1,CWHvm1/101,Hw,1,Hw,1,AB,1,FALSE
CWHvm1,CWHvm1/101,Dr,2,Dr,2,AB,2,FALSE
CWHvm1,CWHvm1/101,Fdc,2,Fd,2,AB,2,FALSE
CWHvm1,CWHvm1/101,Act,3,Ac,3,AB,3,FALSE
CWHvm1,CWHvm1/101,Mb,3,Mb,3,AB,3,FALSE
CWHvm1,CWHvm1/101,Plc,3,Pl,3,AB,3,FALSE
CWHvm1,CWHvm1/101,Ss,3,Ss,3,AB,4,FALSE
CWHvm1,CWHvm1/102,Plc,2,Pl,2,Abx,2,FALSE
CWHvm1,CWHvm1/102,Cw,3,Cw,3,AB,3,FALSE
CWHvm1,CWHvm1/102,Fdc,2,Fd,3,AB,3,FALSE
CWHvm1,CWHvm1/102,Hw,3,Hw,3,AB,3,FALSE
CWHvm1,CWHvm1/102,Yc,3,Yc,3,AB,4,FALSE
CWHvm1,CWHvm1/103,Hw,1,Hw,1,AB,1,FALSE
CWHvm1,CWHvm1/103,Cw,2,Cw,2,AB,2,FALSE
CWHvm1,CWHvm1/103,Fdc,2,Fd,2,AB,2,FALSE
CWHvm1,CWHvm1/103,Plc,2,Pl,2,AB,2,FALSE
CWHvm1,CWHvm1/103,Act,3,Ac,3,AB,3,FALSE
CWHvm1,CWHvm1/103,Ba,,Ba,3,AB,3,FALSE
CWHvm1,CWHvm1/103,Dr,3,Dr,3,AB,3,FALSE
CWHvm1,CWHvm1/103,Mb,3,Mb,3,AB,3,FALSE
CWHvm1,CWHvm1/104,Hw,1,Hw,1,AB,1,FALSE
CWHvm1,CWHvm1/104,Cw,2,Cw,2,AB,2,FALSE
CWHvm1,CWHvm1/104,Fdc,2,Fd,2,AB,2,FALSE
CWHvm1,CWHvm1/104,Plc,2,Pl,2,AB,2,FALSE
CWHvm1,CWHvm1/104,Act,3,Ac,3,AB,3,FALSE
CWHvm1,CWHvm1/104,Ba,,Ba,3,AB,3,FALSE
CWHvm1,CWHvm1/104,Dr,3,Dr,3,AB,3,FALSE
CWHvm1,CWHvm1/104,Mb,3,Mb,3,AB,3,FALSE
CWHvm1,CWHvm1/105,Hw,1,Hw,1,ABx,1,FALSE
CWHvm1,CWHvm1/105,Ba,3,Ba,2,ABx,2,FALSE
CWHvm1,CWHvm1/105,Cw,2,Cw,2,AB,2,FALSE
CWHvm1,CWHvm1/105,Dr,2,Dr,2,AB,2,FALSE
CWHvm1,CWHvm1/105,Fdc,2,Fd,2,AB,2,FALSE
CWHvm1,CWHvm1/105,Act,3,Ac,3,AB,3,FALSE
CWHvm1,CWHvm1/105,Mb,3,Mb,3,AB,3,FALSE
CWHvm1,CWHvm1/105,Pw,3,Pw,3,AB,3,FALSE
CWHvm1,CWHvm1/105,Ss,2,Ss,3,ABx,4,FALSE
CWHvm1,CWHvm1/110,Ba,1,Ba,1,AB,1,FALSE
CWHvm1,CWHvm1/110,Cw,1,Cw,1,AB,1,FALSE
CWHvm1,CWHvm1/110,Hw,2,Hw,2,AB,1,FALSE
CWHvm1,CWHvm1/110,Act,2,Ac,2,AB,2,FALSE
CWHvm1,CWHvm1/110,Dr,2,Dr,2,AB,2,FALSE
CWHvm1,CWHvm1/110,Fdc,2,Fd,2,AB,2,FALSE
CWHvm1,CWHvm1/110,Mb,2,Mb,2,AB,2,FALSE
CWHvm1,CWHvm1/110,Pw,3,Pw,3,AB,3,FALSE
CWHvm1,CWHvm1/110,Ss,2,Ss,2,AB,4,FALSE
CWHvm1,CWHvm1/111,Ba,1,Ba,1,AB,1,FALSE
CWHvm1,CWHvm1/111,Cw,1,Cw,1,AB,1,FALSE
CWHvm1,CWHvm1/111,Hw,1,Hw,1,AB,1,FALSE
CWHvm1,CWHvm1/111,Dr,2,Dr,2,AB,2,FALSE
CWHvm1,CWHvm1/111,Act,3,Ac,3,AB,3,FALSE
CWHvm1,CWHvm1/111,Mb,3,Mb,3,AB,3,FALSE
CWHvm1,CWHvm1/111,Ss,3,Ss,3,AB,4,FALSE
CWHvm1,CWHvm1/111,Yc,3,Yc,5,ABx,5,FALSE
CWHvm1,CWHvm1/111.1,Ba,1,Ba,1,AB,1,FALSE
CWHvm1,CWHvm1/111.1,Cw,1,Cw,1,AB,1,FALSE
CWHvm1,CWHvm1/111.1,Hw,1,Hw,1,AB,1,FALSE
CWHvm1,CWHvm1/111.1,Dr,2,Dr,2,AB,2,FALSE
CWHvm1,CWHvm1/111.1,Act,3,Ac,3,AB,3,FALSE
CWHvm1,CWHvm1/111.1,Mb,3,Mb,3,AB,3,FALSE
CWHvm1,CWHvm1/111.1,Ss,3,Ss,3,AB,4,FALSE
CWHvm1,CWHvm1/111.1,Yc,3,Yc,5,ABx,5,FALSE
CWHvm1,CWHvm1/111.2,Cw,1,Cw,1,AB,1,FALSE
CWHvm1,CWHvm1/111.2,Hw,1,Hw,1,AB,1,FALSE
CWHvm1,CWHvm1/111.2,Ba,1,Ba,2,ABx,2,FALSE
CWHvm1,CWHvm1/111.2,Dr,2,Dr,2,AB,2,FALSE
CWHvm1,CWHvm1/111.2,Act,3,Ac,3,AB,3,FALSE
CWHvm1,CWHvm1/111.2,Mb,3,Mb,3,AB,3,FALSE
CWHvm1,CWHvm1/111.2,Ss,3,Ss,3,AB,4,FALSE
CWHvm1,CWHvm1/111.2,Yc,3,Yc,5,ABx,5,FALSE
CWHvm1,CWHvm1/112,Ba,1,Ba,1,AB,1,FALSE
CWHvm1,CWHvm1/112,Cw,1,Cw,1,AB,1,FALSE
CWHvm1,CWHvm1/112,Act,2,Ac,2,AB,2,FALSE
CWHvm1,CWHvm1/112,Dr,2,Dr,2,AB,2,FALSE
CWHvm1,CWHvm1/112,Hw,2,Hw,2,AB,2,FALSE
CWHvm1,CWHvm1/112,Mb,2,Mb,2,AB,2,FALSE
CWHvm1,CWHvm1/112,Ss,2,Ss,2,AB,4,FALSE
CWHvm1,CWHvm1/112,Fdc,4,Fd,4,AB,4,FALSE
CWHvm1,CWHvm1/112.1,Ba,1,Ba,1,AB,1,FALSE
CWHvm1,CWHvm1/112.1,Cw,1,Cw,1,AB,1,FALSE
CWHvm1,CWHvm1/112.1,Act,2,Ac,2,AB,2,FALSE
CWHvm1,CWHvm1/112.1,Dr,2,Dr,2,AB,2,FALSE
CWHvm1,CWHvm1/112.1,Hw,2,Hw,2,AB,2,FALSE
CWHvm1,CWHvm1/112.1,Mb,2,Mb,2,AB,2,FALSE
CWHvm1,CWHvm1/112.1,Ss,2,Ss,2,AB,4,FALSE
CWHvm1,CWHvm1/112.1,Fdc,4,Fd,4,AB,5,FALSE
CWHvm1,CWHvm1/112.2,Ba,1,Ba,1,AB,1,FALSE
CWHvm1,CWHvm1/112.2,Cw,1,Cw,1,AB,1,FALSE
CWHvm1,CWHvm1/112.2,Act,2,Ac,2,AB,2,FALSE
CWHvm1,CWHvm1/112.2,Dr,2,Dr,2,AB,2,FALSE
CWHvm1,CWHvm1/112.2,Hw,2,Hw,2,AB,2,FALSE
CWHvm1,CWHvm1/112.2,Mb,,Mb,,,3,FALSE
CWHvm1,CWHvm1/112.2,Ss,2,Ss,2,AB,4,FALSE
CWHvm1,CWHvm1/113,Cw,,Cw,,,2,FALSE
CWHvm1,CWHvm1/113,Hw,,Hw,,,2,FALSE
CWHvm1,CWHvm1/113,Hm,,Hm,,,3,FALSE
CWHvm1,CWHvm1/113,Yc,,Yc,,,3,FALSE
CWHvm1,CWHvm1/114,Act,1,Ac,1,AB,1,FALSE
CWHvm1,CWHvm1/114,Ba,1,Ba,1,AB,1,FALSE
CWHvm1,CWHvm1/114,Cw,1,Cw,1,AB,1,FALSE
CWHvm1,CWHvm1/114,Dr,1,Dr,1,AB,1,FALSE
CWHvm1,CWHvm1/114,Mb,3,Mb,1,ABx,1,FALSE
CWHvm1,CWHvm1/114,Ss,1,Ss,1,AB,1,FALSE
CWHvm1,CWHvm1/114,Hw,1,Hw,2,AB,2,FALSE
CWHvm1,CWHvm1/Fl50,Act,,Act,2,,2,FALSE
CWHvm1,CWHvm1/Fl50,Dr,,Dr,2,,2,FALSE
CWHvm1,CWHvm1/Fl50,Mb,,Mb,3,,3,FALSE
CWHvm1,CWHvm1/Fl51,Dr,,Dr,1,,1,FALSE
CWHvm1,CWHvm1/Fl51,Act,,Act,2,,2,FALSE
CWHvm1,CWHvm1/Fl51,Mb,,Mb,3,,3,FALSE
CWHvm1,CWHvm1/Fm50,Act,1,Ac,1,AB,1,FALSE
