bgc,ss_nospace,sppsplit,feasible,spp,newfeas,mod,FEASFEB2025,outrange
CWHdm1,CWHdm1/Wsxx,Ac,1,Ac,2,DVM,2,FALSE
CWHdm1,CWHdm1/Wsxx,Mb,2,Mb,2,DVM,2,FALSE
CWHdm1,CWHdm1/Wsxx,At,,At,3,DVM,3,FALSE
CWHdm1,CWHdm1/Wsxx,Bg,3,Bg,3,DVM,3,FALSE
CWHdm1,CWHdm1/Wsxx,Fdc,,Fd,3,DVM,3,FALSE
CWHdm1,CWHdm1/Wsxx,Hw,,Hw,3,DVM,3,FALSE
CWHdm1,CWHdm1/Wsxx,Kc,,Kc,3,DVM,3,FALSE
CWHdm1,CWHdm1/Wsxx,Pw,,Pw,3,DVM,3,FALSE
CWHdm1,CWHdm1/Wsxx,Ss,,Ss,3,DVM,3,FALSE
CWHdm1,CWHdm1/Wsxx,Up,,Up,3,DVM,3,FALSE
CWHdm1,CWHdm1/Wsxx,Wt,,Wt,3,DVM,3,FALSE
CWHdm1,CWHdm1/Wsxx,Ep,3,Ep,5,DVM,5,FALSE
CWHdm2,CWHdm2/101,Fdc,1,Fd,1,DVM,1,FALSE
CWHdm2,CWHdm2/101,Hw,1,Hw,1,DVM,1,FALSE
CWHdm2,CWHdm2/101,Cw,2,Cw,2,DVM,2,FALSE
CWHdm2,CWHdm2/101,Dr,2,Dr,2,DVM,2,FALSE
CWHdm2,CWHdm2/101,Mb,2,Mb,2,DVM,2,FALSE
CWHdm2,CWHdm2/101,Ac,3,Ac,3,DVM,3,FALSE
CWHdm2,CWHdm2/101,Bg,,Bg,3,DVM,3,FALSE
CWHdm2,CWHdm2/101,Ep,3,Ep,3,DVM,3,FALSE
CWHdm2,CWHdm2/101,Gp,,Gp,3,DVM,3,FALSE
CWHdm2,CWHdm2/101,Kc,,Kc,3,DVM,3,FALSE
CWHdm2,CWHdm2/101,Pw,3,Pw,3,DVM,3,FALSE
CWHdm2,CWHdm2/101,Ra,5,Ra,5,DVM,5,FALSE
CWHdm2,CWHdm2/101a,Fdc,1,Fd,1,DVM,1,FALSE
CWHdm2,CWHdm2/101a,Hw,1,Hw,1,DVM,1,FALSE
CWHdm2,CWHdm2/101a,Cw,2,Cw,2,DVM,2,FALSE
CWHdm2,CWHdm2/101a,Dr,2,Dr,2,DVM,2,FALSE
CWHdm2,CWHdm2/101a,Mb,2,Mb,2,DVM,2,FALSE
CWHdm2,CWHdm2/101a,Ac,3,Ac,3,DVM,3,FALSE
CWHdm2,CWHdm2/101a,Bg,,Bg,3,DVM,3,FALSE
CWHdm2,CWHdm2/101a,Ep,3,Ep,3,DVM,3,FALSE
CWHdm2,CWHdm2/101a,Gp,,Gp,3,DVM,3,FALSE
CWHdm2,CWHdm2/101a,Kc,,Kc,3,DVM,3,FALSE
CWHdm2,CWHdm2/101a,Pw,3,Pw,3,DVM,3,FALSE
CWHdm2,CWHdm2/101a,Ra,5,Ra,5,DVM,5,FALSE
CWHdm2,CWHdm2/101b,Fdc,1,Fd,1,DVM,1,FALSE
CWHdm2,CWHdm2/101b,Hw,1,Hw,1,DVM,1,FALSE
CWHdm2,CWHdm2/101b,Cw,2,Cw,2,DVM,2,FALSE
CWHdm2,CWHdm2/101b,Dr,2,Dr,2,DVM,2,FALSE
CWHdm2,CWHdm2/101b,Mb,2,Mb,2,DVM,2,FALSE
CWHdm2,CWHdm2/101b,Ac,3,Ac,3,DVM,3,FALSE
CWHdm2,CWHdm2/101b,Ep,3,Ep,3,DVM,3,FALSE
CWHdm2,CWHdm2/101b,Pw,3,Pw,3,DVM,3,FALSE
CWHdm2,CWHdm2/101b,Ra,5,Ra,5,DVM,5,FALSE
CWHdm2,CWHdm2/102,Fdc,3,Fd,2,DVM,2,FALSE
CWHdm2,CWHdm2/102,Plc,3,Pl,2,DVM,2,FALSE
CWHdm2,CWHdm2/102,Pw,,Pw,3,DVM,3,FALSE
CWHdm2,CWHdm2/102,Ra,3,Ra,3,DVM,3,FALSE
CWHdm2,CWHdm2/102,Qg,5,Qg,5,DVM,5,FALSE
CWHdm2,CWHdm2/103,Fdc,3,Fd,2,DVM,2,FALSE
CWHdm2,CWHdm2/103,Plc,3,Pl,2,DVM,2,FALSE
CWHdm2,CWHdm2/103,Hw,,Hw,3,DVM,3,FALSE
CWHdm2,CWHdm2/103,Pw,,Pw,3,DVM,3,FALSE
CWHdm2,CWHdm2/103,Ra,3,Ra,3,DVM,3,FALSE
CWHdm2,CWHdm2/103,Qg,5,Qg,5,DVM,5,FALSE
CWHdm2,CWHdm2/104,Fdc,1,Fd,1,DVM,1,FALSE
CWHdm2,CWHdm2/104,Hw,2,Hw,2,DVM,2,FALSE
CWHdm2,CWHdm2/104,Mb,2,Mb,2,DVM,2,FALSE
CWHdm2,CWHdm2/104,Plc,2,Pl,2,DVM,2,FALSE
CWHdm2,CWHdm2/104,Ac,3,Ac,3,DVM,3,FALSE
CWHdm2,CWHdm2/104,Cw,3,Cw,3,DVM,3,FALSE
CWHdm2,CWHdm2/104,Dr,3,Dr,3,DVM,3,FALSE
CWHdm2,CWHdm2/104,Ep,3,Ep,3,,3,FALSE
CWHdm2,CWHdm2/104,Gp,,Gp,3,DVM,3,FALSE
CWHdm2,CWHdm2/104,Lw,3,Lw,3,,3,FALSE
CWHdm2,CWHdm2/104,Pw,3,Pw,3,DVM,3,FALSE
CWHdm2,CWHdm2/104,Ra,5,Ra,5,DVM,5,FALSE
CWHdm2,CWHdm2/105,Fdc,1,Fd,1,DVM,1,FALSE
CWHdm2,CWHdm2/105,Cw,3,Cw,2,DVM,2,FALSE
CWHdm2,CWHdm2/105,Hw,3,Hw,2,DVM,2,FALSE
CWHdm2,CWHdm2/105,Mb,2,Mb,2,DVM,2,FALSE
CWHdm2,CWHdm2/105,Ac,3,Ac,3,DVM,3,FALSE
CWHdm2,CWHdm2/105,Dr,3,Dr,3,DVM,3,FALSE
CWHdm2,CWHdm2/105,Ep,3,Ep,3,,3,FALSE
CWHdm2,CWHdm2/105,Gp,,Gp,3,DVM,3,FALSE
CWHdm2,CWHdm2/105,Lw,3,Lw,3,,3,FALSE
CWHdm2,CWHdm2/105,Pw,3,Pw,3,DVM,3,FALSE
CWHdm2,CWHdm2/110,Dr,1,Dr,1,DVM,1,FALSE
CWHdm2,CWHdm2/110,Fdc,2,Fd,1,DVM,1,FALSE
CWHdm2,CWHdm2/110,Hw,2,Hw,1,DVM,1,FALSE
CWHdm2,CWHdm2/110,Ac,2,Ac,2,DVM,2,FALSE
CWHdm2,CWHdm2/110,Bg,2,Bg,2,DVM,2,FALSE
CWHdm2,CWHdm2/110,Cw,2,Cw,2,DVM,2,FALSE
CWHdm2,CWHdm2/110,Mb,2,Mb,2,DVM,2,FALSE
CWHdm2,CWHdm2/110,Pw,2,Pw,2,DVM,2,FALSE
CWHdm2,CWHdm2/110,Ep,1,Ep,3,,3,FALSE
CWHdm2,CWHdm2/110,Gp,,Gp,3,DVM,3,FALSE
CWHdm2,CWHdm2/110,Kc,,Kc,3,DVM,3,FALSE
CWHdm2,CWHdm2/110,Tw,,Tw,3,DVM,3,FALSE
CWHdm2,CWHdm2/111,Cw,1,Cw,1,DVM,1,FALSE
CWHdm2,CWHdm2/111,Hw,1,Hw,1,DVM,1,FALSE
CWHdm2,CWHdm2/111,Dr,2,Dr,2,DVM,2,FALSE
CWHdm2,CWHdm2/111,Fdc,2,Fd,2,DVM,2,FALSE
CWHdm2,CWHdm2/111,Mb,2,Mb,2,DVM,2,FALSE
CWHdm2,CWHdm2/111,Ac,3,Ac,3,DVM,3,FALSE
CWHdm2,CWHdm2/111,Bg,3,Bg,3,,3,FALSE
CWHdm2,CWHdm2/111,Ep,3,Ep,3,,3,FALSE
CWHdm2,CWHdm2/111,Kc,,Kc,3,DVM,3,FALSE
CWHdm2,CWHdm2/111,Pw,3,Pw,3,DVM,3,FALSE
CWHdm2,CWHdm2/111,Tw,,Tw,3,DVM,3,FALSE
CWHdm2,CWHdm2/112,Cw,1,Cw,1,DVM,1,FALSE
CWHdm2,CWHdm2/112,Hw,2,Hw,1,DVM,1,FALSE
CWHdm2,CWHdm2/112,Mb,2,Mb,1,DVM,1,FALSE
CWHdm2,CWHdm2/112,Ac,1,Ac,2,DVM,2,FALSE
CWHdm2,CWHdm2/112,Bg,1,Bg,2,DVM,2,FALSE
CWHdm2,CWHdm2/112,Dr,2,Dr,2,DVM,2,FALSE
CWHdm2,CWHdm2/112,Fdc,2,Fd,2,DVM,2,FALSE
CWHdm2,CWHdm2/112,Pw,2,Pw,2,DVM,2,FALSE
CWHdm2,CWHdm2/112,Ep,3,Ep,3,,3,FALSE
CWHdm2,CWHdm2/112,Gp,,Gp,3,DVM,3,FALSE
CWHdm2,CWHdm2/112.1,Cw,1,Cw,1,DVM,1,FALSE
CWHdm2,CWHdm2/112.1,Hw,2,Hw,1,DVM,1,FALSE
CWHdm2,CWHdm2/112.1,Mb,2,Mb,1,DVM,1,FALSE
CWHdm2,CWHdm2/112.1,Ac,1,Ac,2,DVM,2,FALSE
CWHdm2,CWHdm2/112.1,Bg,1,Bg,2,DVM,2,FALSE
CWHdm2,CWHdm2/112.1,Dr,2,Dr,2,DVM,2,FALSE
CWHdm2,CWHdm2/112.1,Fdc,2,Fd,2,DVM,2,FALSE
CWHdm2,CWHdm2/112.1,Pw,2,Pw,2,DVM,2,FALSE
CWHdm2,CWHdm2/112.1,Ep,3,Ep,3,,3,FALSE
CWHdm2,CWHdm2/112.1,Gp,,Gp,3,DVM,3,FALSE
CWHdm2,CWHdm2/112.2,Cw,1,Cw,1,DVM,1,FALSE
CWHdm2,CWHdm2/112.2,Hw,2,Hw,1,DVM,1,FALSE
CWHdm2,CWHdm2/112.2,Mb,2,Mb,1,DVM,1,FALSE
CWHdm2,CWHdm2/112.2,Ac,1,Ac,2,DVM,2,FALSE
CWHdm2,CWHdm2/112.2,Bg,1,Bg,2,DVM,2,FALSE
CWHdm2,CWHdm2/112.2,Dr,2,Dr,2,DVM,2,FALSE
CWHdm2,CWHdm2/112.2,Pw,2,Pw,2,DVM,2,FALSE
CWHdm2,CWHdm2/112.2,Ep,3,Ep,3,,3,FALSE
CWHdm2,CWHdm2/112.2,Fdc,2,Fd,3,DVM,3,FALSE
CWHdm2,CWHdm2/112.2,Gp,,Gp,3,DVM,3,FALSE
CWHdm2,CWHdm2/113,Cw,1,Cw,1,DVM,1,FALSE
CWHdm2,CWHdm2/113,Dr,1,Dr,1,DVM,1,FALSE
CWHdm2,CWHdm2/113,Ac,1,Ac,2,DVM,2,FALSE
CWHdm2,CWHdm2/113,Fdc,,Fd,2,DVM,2,FALSE
CWHdm2,CWHdm2/113,Mb,2,Mb,2,DVM,2,FALSE
CWHdm2,CWHdm2/113,Ss,2,Ss,2,DVM,2,FALSE
CWHdm2,CWHdm2/113,Bg,1,Bg,3,DVM,3,FALSE
CWHdm2,CWHdm2/113,Ep,3,Ep,3,,3,FALSE
CWHdm2,CWHdm2/113,Hw,3,Hw,3,DVM,3,FALSE
CWHdm2,CWHdm2/113,Kc,,Kc,3,DVM,3,FALSE
CWHdm2,CWHdm2/113,Tw,,Tw,3,DVM,3,FALSE
CWHdm2,CWHdm2/Fl51,Dr,1,Dr,1,DVM,1,FALSE
CWHdm2,CWHdm2/Fl51,Ac,2,Ac,2,DVM,2,FALSE
CWHdm2,CWHdm2/Fl51,Ep,3,Ep,3,,3,FALSE
CWHdm2,CWHdm2/Fl51,Mb,3,Mb,3,DVM,3,FALSE
CWHdm2,CWHdm2/Fl51,Ws,,Ws,3,DVM,3,FALSE
CWHdm2,CWHdm2/Fl51,Wt,,Wt,3,DVM,3,FALSE
CWHdm2,CWHdm2/Fm51,Ac,1,Ac,1,DVM,1,FALSE
CWHdm2,CWHdm2/Fm51,Dr,1,Dr,1,DVM,1,FALSE
CWHdm2,CWHdm2/Fm51,Cw,2,Cw,2,DVM,2,FALSE
CWHdm2,CWHdm2/Fm51,Mb,2,Mb,2,DVM,2,FALSE
,CWHdm2/Fm51,,,Wp,2,,2,
,CWHdm2/Fm51,,,Wt,2,,2,
CWHdm2,CWHdm2/Fm51,Bg,2,Bg,3,DVM,2,FALSE
CWHdm2,CWHdm2/Fm51,Hw,3,Hw,3,DVM,3,FALSE
CWHdm2,CWHdm2/Fm51,Kc,,Kc,3,DVM,3,FALSE
CWHdm2,CWHdm2/Fm51,Ss,,Ss,3,DVM,3,FALSE
CWHdm2,CWHdm2/Fm51,Ep,3,Ep,3,,5,FALSE
,CWHdm2/Fm52,,,Dr,1,,1,
,CWHdm2/Fm52,,,Mb,1,,1,
,CWHdm2/Fm52,,,Ac,2,,2,
,CWHdm2/Fm52,,,Bg,2,,2,
,CWHdm2/Fm52,,,Cw,2,,2,
,CWHdm2/Fm52,,,Hw,2,,2,
,CWHdm2/Fm52,,,Gp,3,,3,
,CWHdm2/Fm52,,,Kc,3,,3,
,CWHdm2/Fm52,,,Ss,3,,3,
,CWHdm2/Fm52,,,Ep,5,,5,
CWHdm2,CWHdm2/Ro,X,,X,,VC,,FALSE
CWHdm2,CWHdm2/Wb55,Plc,1,Pl,1,DVM,1,FALSE
CWHdm2,CWHdm2/Wb55,Hw,,Hw,2,DVM,2,FALSE
CWHdm2,CWHdm2/Wb55,Cw,3,Cw,3,DVM,3,FALSE
CWHdm2,CWHdm2/Ws,Ac,1,Ac,1,DVM,1,FALSE
CWHdm2,CWHdm2/Ws,Cw,1,Cw,1,DVM,1,FALSE
CWHdm2,CWHdm2/Ws,Dr,1,Dr,1,DVM,1,FALSE
CWHdm2,CWHdm2/Ws,Ep,3,Ep,3,,3,FALSE
CWHdm2,CWHdm2/Ws,Hw,,Hw,3,DVM,3,FALSE
CWHdm2,CWHdm2/Ws,Up,,Up,3,DVM,3,FALSE
CWHdm2,CWHdm2/Ws,Mb,5,Mb,5,DVM,5,FALSE
CWHdm2,CWHdm2/Ws57,Cw,1,Cw,1,DVM,1,FALSE
CWHdm2,CWHdm2/Ws57,Dr,3,Dr,1,DVM,1,FALSE
CWHdm2,CWHdm2/Ws57,Hw,3,Hw,2,DVM,2,FALSE
CWHdm2,CWHdm2/Ws57,Ac,3,Ac,3,,3,FALSE
CWHdm2,CWHdm2/Ws57,Ep,3,Ep,3,,3,FALSE
CWHdm2,CWHdm2/Ws57,Mb,2,Mb,3,DVM,3,FALSE
CWHdm2,CWHdm2/Ws57,Pw,3,Pw,3,DVM,3,FALSE
CWHdm2,CWHdm2/Ws57,Ss,3,Ss,3,DVM,3,FALSE
CWHdm3,CWHdm3/101,Fdc,1,Fd,1,DVM,1,FALSE
CWHdm3,CWHdm3/101,Cw,2,Cw,2,DVM,2,FALSE
CWHdm3,CWHdm3/101,Dr,2,Dr,2,DVM,2,FALSE
CWHdm3,CWHdm3/101,Hw,2,Hw,2,DVM,2,FALSE
CWHdm3,CWHdm3/101,Mb,2,Mb,2,DVM,2,FALSE
CWHdm3,CWHdm3/101,Ac,3,Ac,3,DVM,3,FALSE
CWHdm3,CWHdm3/101,Ep,3,Ep,3,DVM,3,FALSE
CWHdm3,CWHdm3/101,Gp,,Gp,3,DVM,3,FALSE
CWHdm3,CWHdm3/101,Kc,,Kc,3,DVM,3,FALSE
CWHdm3,CWHdm3/101,Mv,,Mv,3,DVM,3,FALSE
CWHdm3,CWHdm3/101,Pw,3,Pw,3,DVM,3,FALSE
CWHdm3,CWHdm3/101,Tw,,Tw,3,DVM,3,FALSE
CWHdm3,CWHdm3/101,Ra,5,Ra,5,DVM,5,FALSE
CWHdm3,CWHdm3/102,Fdc,3,Fd,2,DVM,2,FALSE
CWHdm3,CWHdm3/102,Plc,3,Pl,2,DVM,2,FALSE
CWHdm3,CWHdm3/102,Cw,3,Cw,3,DVM,3,FALSE
CWHdm3,CWHdm3/102,Hw,,Hw,3,DVM,3,FALSE
CWHdm3,CWHdm3/102,Ra,3,Ra,3,,3,FALSE
CWHdm3,CWHdm3/102,Mb,5,Mb,5,DVM,5,FALSE
CWHdm3,CWHdm3/102,Qg,5,Qg,5,DVM,5,FALSE
CWHdm3,CWHdm3/103,Fdc,1,Fd,1,DVM,1,FALSE
CWHdm3,CWHdm3/103,Cw,2,Cw,2,DVM,2,FALSE
CWHdm3,CWHdm3/103,Hw,2,Hw,2,DVM,2,FALSE
CWHdm3,CWHdm3/103,Dr,3,Dr,3,DVM,3,FALSE
CWHdm3,CWHdm3/103,Ep,3,Ep,3,DVM,3,FALSE
CWHdm3,CWHdm3/103,Gp,,Gp,3,DVM,3,FALSE
CWHdm3,CWHdm3/103,Kc,,Kc,3,DVM,3,FALSE
CWHdm3,CWHdm3/103,Lw,3,Lw,3,,3,FALSE
CWHdm3,CWHdm3/103,Mb,3,Mb,3,DVM,3,FALSE
CWHdm3,CWHdm3/103,Mv,,Mv,3,DVM,3,FALSE
CWHdm3,CWHdm3/103,Plc,3,Pl,3,DVM,3,FALSE
CWHdm3,CWHdm3/103,Pw,,Pw,3,DVM,3,FALSE
CWHdm3,CWHdm3/103,Ra,3,Ra,3,DVM,3,FALSE
CWHdm3,CWHdm3/103,Tw,,Tw,3,DVM,3,FALSE
CWHdm3,CWHdm3/103,Vb,,Vb,3,DVM,3,FALSE
CWHdm3,CWHdm3/103,Ac,4,Ac,4,DVM,4,FALSE
CWHdm3,CWHdm3/104,Fdc,1,Fd,1,DVM,1,FALSE
CWHdm3,CWHdm3/104,Cw,2,Cw,2,DVM,2,FALSE
CWHdm3,CWHdm3/104,Dr,2,Dr,2,DVM,2,FALSE
CWHdm3,CWHdm3/104,Hw,,Hw,2,DVM,2,FALSE
CWHdm3,CWHdm3/104,Mb,2,Mb,2,DVM,2,FALSE
CWHdm3,CWHdm3/104,Ep,3,Ep,3,DVM,3,FALSE
CWHdm3,CWHdm3/104,Gp,,Gp,3,DVM,3,FALSE
CWHdm3,CWHdm3/104,Kc,,Kc,3,DVM,3,FALSE
CWHdm3,CWHdm3/104,Lw,3,Lw,3,,3,FALSE
CWHdm3,CWHdm3/104,Mv,,Mv,3,DVM,3,FALSE
CWHdm3,CWHdm3/104,Pw,3,Pw,3,,3,FALSE
CWHdm3,CWHdm3/104,Ac,4,Ac,4,DVM,4,FALSE
CWHdm3,CWHdm3/104,Qg,5,Qg,5,DVM,5,FALSE
CWHdm3,CWHdm3/104,Ra,5,Ra,5,DVM,5,FALSE
CWHdm3,CWHdm3/110,Cw,1,Cw,1,DVM,1,FALSE
CWHdm3,CWHdm3/110,Fdc,1,Fd,1,DVM,1,FALSE
CWHdm3,CWHdm3/110,Dr,2,Dr,2,DVM,2,FALSE
CWHdm3,CWHdm3/110,Hw,2,Hw,2,DVM,2,FALSE
CWHdm3,CWHdm3/110,Mb,2,Mb,2,DVM,2,FALSE
CWHdm3,CWHdm3/110,Mv,,Mv,2,DVM,2,FALSE
CWHdm3,CWHdm3/110,Ac,2,Ac,3,DVM,3,FALSE
CWHdm3,CWHdm3/110,Bg,3,Bg,3,DVM,3,FALSE
CWHdm3,CWHdm3/110,Ep,3,Ep,3,DVM,3,FALSE
CWHdm3,CWHdm3/110,Gp,,Gp,3,DVM,3,FALSE
CWHdm3,CWHdm3/110,Kc,,Kc,3,DVM,3,FALSE
CWHdm3,CWHdm3/110,Pw,3,Pw,3,,3,FALSE
CWHdm3,CWHdm3/110,Tw,,Tw,3,DVM,3,FALSE
CWHdm3,CWHdm3/111,Cw,1,Cw,1,DVM,1,FALSE
CWHdm3,CWHdm3/111,Hw,1,Hw,1,DVM,1,FALSE
CWHdm3,CWHdm3/111,Ac,2,Ac,2,DVM,2,FALSE
CWHdm3,CWHdm3/111,Dr,2,Dr,2,DVM,2,FALSE
CWHdm3,CWHdm3/111,Fdc,2,Fd,2,DVM,2,FALSE
CWHdm3,CWHdm3/111,Ep,3,Ep,3,DVM,3,FALSE
CWHdm3,CWHdm3/111,Mb,3,Mb,3,DVM,3,FALSE
CWHdm3,CWHdm3/111,Mv,,Mv,3,DVM,3,FALSE
CWHdm3,CWHdm3/112,Cw,1,Cw,1,DVM,1,FALSE
CWHdm3,CWHdm3/112,Hw,1,Hw,1,DVM,1,FALSE
CWHdm3,CWHdm3/112,Ac,1,Ac,2,DVM,2,FALSE
CWHdm3,CWHdm3/112,Dr,2,Dr,2,DVM,2,FALSE
CWHdm3,CWHdm3/112,Fdc,2,Fd,2,DVM,2,FALSE
CWHdm3,CWHdm3/112,Mb,2,Mb,2,DVM,2,FALSE
CWHdm3,CWHdm3/112,Mv,,Mv,2,DVM,2,FALSE
CWHdm3,CWHdm3/112,Bg,1,Bg,3,DVM,3,FALSE
CWHdm3,CWHdm3/112,Ep,3,Ep,3,DVM,3,FALSE
CWHdm3,CWHdm3/112,Gp,,Gp,3,DVM,3,FALSE
CWHdm3,CWHdm3/112,Kc,,Kc,3,DVM,3,FALSE
CWHdm3,CWHdm3/112,Pw,3,Pw,3,,3,FALSE
CWHdm3,CWHdm3/112,Tw,,Tw,3,DVM,3,FALSE
CWHdm3,CWHdm3/112,Vb,,Vb,3,DVM,3,FALSE
CWHdm3,CWHdm3/113,Ac,1,Ac,1,DVM,1,FALSE
CWHdm3,CWHdm3/113,Cw,1,Cw,1,DVM,1,FALSE
CWHdm3,CWHdm3/113,Dr,1,Dr,1,DVM,1,FALSE
CWHdm3,CWHdm3/113,Mb,2,Mb,1,DVM,1,FALSE
CWHdm3,CWHdm3/113,Bg,1,Bg,2,DVM,2,FALSE
CWHdm3,CWHdm3/113,Mv,,Mv,2,DVM,2,FALSE
CWHdm3,CWHdm3/113,Ss,2,Ss,2,DVM,2,FALSE
CWHdm3,CWHdm3/113,Ep,3,Ep,3,DVM,3,FALSE
CWHdm3,CWHdm3/113,Hw,2,Hw,3,DVM,3,FALSE
CWHdm3,CWHdm3/113,Kc,,Kc,3,DVM,3,FALSE
CWHdm3,CWHdm3/Fl50,Ac,2,Ac,1,DVM,1,FALSE
CWHdm3,CWHdm3/Fl50,Wt,,Wt,1,DVM,1,FALSE
CWHdm3,CWHdm3/Fl50,Dr,1,Dr,2,DVM,2,FALSE
CWHdm3,CWHdm3/Fl50,Ep,3,Ep,3,DVM,3,FALSE
CWHdm3,CWHdm3/Fl50,Mb,3,Mb,3,DVM,3,FALSE
CWHdm3,CWHdm3/Fl51,Dr,,Dr,,,1,
CWHdm3,CWHdm3/Fl51,Ac,,Ac,,,2,
CWHdm3,CWHdm3/Fl51,Ep,,Ep,,,3,
CWHdm3,CWHdm3/Fl51,Mb,,Mb,,,3,
CWHdm3,CWHdm3/Fl51,Ws,,Ws,,,3,
CWHdm3,CWHdm3/Fl51,Wt,,Wt,,,3,
CWHdm3,CWHdm3/Fm51,Ac,1,Ac,1,DVM,1,FALSE
CWHdm3,CWHdm3/Fm51,Cw,1,Cw,1,DVM,1,FALSE
CWHdm3,CWHdm3/Fm51,Dr,1,Dr,1,DVM,1,FALSE
CWHdm3,CWHdm3/Fm51,Mb,2,Mb,2,DVM,2,FALSE
CWHdm3,CWHdm3/Fm51,Bg,2,Bg,3,DVM,3,FALSE
CWHdm3,CWHdm3/Fm51,Ep,3,Ep,3,DVM,3,FALSE
CWHdm3,CWHdm3/Fm51,Ss,3,Ss,3,DVM,3,FALSE
CWHdm3,CWHdm3/Fm51,Wt,,Wt,3,DVM,3,FALSE
CWHdm3,CWHdm3/Ro,X,,X,,VC,,FALSE
CWHdm3,CWHdm3/Wb55,Hw,,Hw,2,DVM,2,FALSE
CWHdm3,CWHdm3/Wb55,Plc,2,Pl,2,DVM,2,FALSE
CWHdm3,CWHdm3/Wb55,Cw,3,Cw,3,DVM,3,FALSE
CWHdm3,CWHdm3/Ws56,Cw,1,Cw,1,DVM,1,FALSE
CWHdm3,CWHdm3/Ws56,Dr,2,Dr,2,DVM,2,FALSE
CWHdm3,CWHdm3/Ws56,Hw,2,Hw,2,DVM,2,FALSE
CWHdm3,CWHdm3/Ws56,Ac,3,Ac,3,DVM,3,FALSE
CWHdm3,CWHdm3/Ws56,Ep,3,Ep,3,DVM,3,FALSE
CWHdm3,CWHdm3/Ws56,Mb,3,Mb,3,DVM,3,FALSE
CWHdm3,CWHdm3/Ws56,Pw,3,Pw,3,,3,FALSE
CWHdm3,CWHdm3/Ws56,Ss,3,Ss,3,DVM,3,FALSE
CWHds1,CWHds1/101,Fdc,1,Fd,1,BG,1,FALSE
CWHds1,CWHds1/101,Cw,2,Cw,2,BG,2,FALSE
CWHds1,CWHds1/101,Hw,2,Hw,2,BG,2,FALSE
CWHds1,CWHds1/101,Act,3,Ac,2,BG,3,FALSE
CWHds1,CWHds1/101,Mb,2,Mb,2,BG,3,FALSE
CWHds1,CWHds1/101,Plc,2,Pl,2,BG,3,FALSE
CWHds1,CWHds1/101,Bg,3,Bg,3,BG,3,FALSE
CWHds1,CWHds1/101,Dr,3,Dr,3,BG,3,FALSE
CWHds1,CWHds1/101,Ep,3,Ep,3,BG,3,FALSE
CWHds1,CWHds1/101,Lw,3,Lw,3,BG,3,TRUE
CWHds1,CWHds1/101,Pw,3,Pw,3,BG,3,FALSE
CWHds1,CWHds1/101,Sxw,,Sx,3,BGx,3,FALSE
CWHds1,CWHds1/101,Pyc,4,Py,4,BG,4,TRUE
CWHds1,CWHds1/101a,Fdc,1,Fd,1,BG,1,FALSE
CWHds1,CWHds1/101a,Cw,2,Cw,2,BG,2,FALSE
CWHds1,CWHds1/101a,Hw,2,Hw,2,BG,2,FALSE
CWHds1,CWHds1/101a,Act,3,Ac,2,BG,3,FALSE
CWHds1,CWHds1/101a,Mb,2,Mb,2,BG,3,FALSE
CWHds1,CWHds1/101a,Plc,2,Pl,2,BG,3,FALSE
CWHds1,CWHds1/101a,Bg,3,Bg,3,BG,3,FALSE
CWHds1,CWHds1/101a,Dr,3,Dr,3,BG,3,FALSE
CWHds1,CWHds1/101a,Ep,3,Ep,3,BG,3,FALSE
CWHds1,CWHds1/101a,Pw,3,Pw,3,BG,3,FALSE
CWHds1,CWHds1/101a,Sxw,,Sx,3,BGx,3,FALSE
CWHds1,CWHds1/101a,Lw,3,Lw,3,BG,3,TRUE
CWHds1,CWHds1/101a,Pyc,4,Py,4,BG,4,TRUE
CWHds1,CWHds1/101b,Fdc,1,Fd,1,BG,1,FALSE
CWHds1,CWHds1/101b,Plc,2,Pl,3,BG,2,FALSE
CWHds1,CWHds1/101b,Cw,3,Cw,3,BG,3,FALSE
CWHds1,CWHds1/101b,Hw,3,Hw,3,BG,3,FALSE
CWHds1,CWHds1/101b,Mb,3,Mb,3,BG,3,FALSE
CWHds1,CWHds1/101b,Pw,3,Pw,3,BG,3,FALSE
CWHds1,CWHds1/101b,Pyc,3,Py,3,BG,3,TRUE
CWHds1,CWHds1/101b,Ep,3,Ep,3,BG,4,FALSE
CWHds1,CWHds1/101b,Dr,5,Dr,5,BG,4,FALSE
CWHds1,CWHds1/101b,Act,5,Ac,3 or 4?,BGx,4,FALSE
CWHds1,CWHds1/102,Fdc,2,Fd,3,BG,2,FALSE
CWHds1,CWHds1/102,Plc,2,Pl,3,BG,2,FALSE
CWHds1,CWHds1/102,Cw,,Cw,3,BGx,3,FALSE
CWHds1,CWHds1/102,Hw,,Hw,3,BGx,3,FALSE
CWHds1,CWHds1/102,Ep,,Ep,,,4,
CWHds1,CWHds1/102,Pw,,Pw,,,4,
CWHds1,CWHds1/103,Fdc,,Fd,1,BG,1,FALSE
CWHds1,CWHds1/103,Plc,,Pl,2,BGx,2,FALSE
CWHds1,CWHds1/103,Cw,,Cw,,,4,
CWHds1,CWHds1/103,Ep,,Ep,,,4,
CWHds1,CWHds1/103,Hw,,Hw,,,4,
CWHds1,CWHds1/103,Mb,,Mb,,,4,
CWHds1,CWHds1/103,Pw,,Pw,,,4,
