bgc,ss_nospace,spp,newsuit,mod,outrange
PPxh2,PPxh2/111,Fd,1,MR,FALSE
PPxh2,PPxh2/111,Py,3,MR,FALSE
ESSFdc3,ESSFdc3/01,Se,1,MR,FALSE
ESSFdc3,ESSFdc3/01,Bl,1,MR,FALSE
ESSFdc3,ESSFdc3/01,Pl,2,MR,FALSE
ESSFdc3,ESSFdc3/02,Pl,2,MR,FALSE
ESSFdc3,ESSFdc3/02,Bl,3,MR,FALSE
ESSFdc3,ESSFdc3/02,Se,3,MR,FALSE
ESSFdc3,ESSFdc3/03,Pl,1,MR,FALSE
ESSFdc3,ESSFdc3/03,Se,1,MR,FALSE
ESSFdc3,ESSFdc3/03,Bl,1,MR,FALSE
ESSFdc3,ESSFdc3/05,Se,1,MR,FALSE
ESSFdc3,ESSFdc3/05,Bl,1,MR,FALSE
ESSFdc3,ESSFdc3/05,Pl,2,MR,FALSE
ESSFdc3,ESSFdc3/06,Se,1,MR,FALSE
ESSFdc3,ESSFdc3/06,Bl,1,MR,FALSE
ESSFdc3,ESSFdc3/06,Pl,3,MR,FALSE
ESSFdc3,ESSFdc3/07,Se,1,MR,FALSE
ESSFdc3,ESSFdc3/07,Bl,1,MR,FALSE
ESSFdc3,ESSFdc3/07,Pl,3,MR,FALSE
ESSFdc3,ESSFdc3/08,Se,2,MR,FALSE
ESSFdc3,ESSFdc3/08,Bl,2,MR,FALSE
ESSFdc3,ESSFdc3/09,X,NA,MR,FALSE
ESSFdh2,ESSFdh2/01,Sx,1,MR,FALSE
ESSFdh2,ESSFdh2/01,Bl,1,MR,FALSE
ESSFdh2,ESSFdh2/01,Ba,2,MR,FALSE
ESSFdh2,ESSFdh2/01,Pw,2,MR,FALSE
ESSFdh2,ESSFdh2/01,Hw,3,MR,FALSE
ESSFdh2,ESSFdh2/01,Cw,3,MR,FALSE
ESSFdh2,ESSFdh2/02,Bl,2,MR,FALSE
ESSFdh2,ESSFdh2/02,Sx,2,MR,FALSE
ESSFdh2,ESSFdh2/02,Pl,2,MR,FALSE
ESSFdh2,ESSFdh2/02,Pw,2,MR,FALSE
ESSFdh2,ESSFdh2/02,Fd,3,MR,FALSE
ESSFdh2,ESSFdh2/02,Lw,3,MR,TRUE
ESSFdh2,ESSFdh2/03,Pl,2,MR,FALSE
ESSFdh2,ESSFdh2/03,Fd,2,MR,FALSE
ESSFdh2,ESSFdh2/03,Pw,2,MR,FALSE
ESSFdh2,ESSFdh2/03,Lw,2,MR,TRUE
ESSFdh2,ESSFdh2/03,Sx,3,MR,FALSE
ESSFdh2,ESSFdh2/03,Bl,3,MR,FALSE
ESSFdh2,ESSFdh2/03,At,3,MR,FALSE
ESSFdh2,ESSFdh2/04,Sx,1,MR,FALSE
ESSFdh2,ESSFdh2/04,Bl,1,MR,FALSE
ESSFdh2,ESSFdh2/04,Fd,2,MR,FALSE
ESSFdh2,ESSFdh2/04,Pl,2,MR,FALSE
ESSFdh2,ESSFdh2/04,Pw,2,MR,FALSE
ESSFdh2,ESSFdh2/04,Lw,2,MR,TRUE
ESSFdh2,ESSFdh2/04,Cw,3,MR,FALSE
ESSFdh2,ESSFdh2/04,Hw,3,MR,FALSE
ESSFdh2,ESSFdh2/05,Sx,1,MR,FALSE
ESSFdh2,ESSFdh2/05,Bl,1,MR,FALSE
ESSFdh2,ESSFdh2/05,Ba,2,MR,FALSE
ESSFdh2,ESSFdh2/05,Pw,2,MR,FALSE
ESSFdh2,ESSFdh2/05,Hw,3,MR,FALSE
ESSFdh2,ESSFdh2/05,Cw,3,MR,FALSE
ESSFdh2,ESSFdh2/06,Bl,1,MR,FALSE
ESSFdh2,ESSFdh2/06,Sx,1,MR,FALSE
ESSFdh2,ESSFdh2/06,Ba,2,MR,FALSE
ESSFdh2,ESSFdh2/06,Hw,3,MR,FALSE
ESSFdh2,ESSFdh2/06,Cw,3,MR,FALSE
ESSFdh2,ESSFdh2/07,Bl,1,MR,FALSE
ESSFdh2,ESSFdh2/07,Sx,1,MR,FALSE
ESSFdh2,ESSFdh2/07,Ba,2,MR,FALSE
ESSFdh2,ESSFdh2/07,Cw,2,MR,FALSE
ESSFdh2,ESSFdh2/07,Pw,2,MR,FALSE
ESSFdh2,ESSFdh2/07,Hw,3,MR,FALSE
ESSFdh2,ESSFdh2/07,Fd,3,MR,FALSE
ESSFdh2,ESSFdh2/08,Sx,2,MR,FALSE
ESSFdh2,ESSFdh2/08,Bl,2,MR,FALSE
ESSFdh2,ESSFdh2/08,Pl,2,MR,FALSE
ESSFdh2,ESSFdh2/08,Hw,3,MR,FALSE
ESSFdh2,ESSFdh2/08,Cw,3,MR,FALSE
ESSFdv1,ESSFdv1/01,Se,1,MR,FALSE
ESSFdv1,ESSFdv1/01,Bl,1,MR,FALSE
ESSFdv1,ESSFdv1/01,Pl,1,MR,FALSE
ESSFdv1,ESSFdv1/01,Pa,1,MR,FALSE
ESSFdv1,ESSFdv1/02,Pl,2,MR,FALSE
ESSFdv1,ESSFdv1/02,Pa,3,MR,FALSE
ESSFdv1,ESSFdv1/02,Bl,3,MR,FALSE
ESSFdv1,ESSFdv1/02,Se,3,MR,FALSE
ESSFdv1,ESSFdv1/03,Pl,1,MR,FALSE
ESSFdv1,ESSFdv1/03,Pa,1,MR,FALSE
ESSFdv1,ESSFdv1/03,Fd,2,MR,FALSE
ESSFdv1,ESSFdv1/03,Lw,2,MR,TRUE
ESSFdv1,ESSFdv1/03,Bl,3,MR,FALSE
ESSFdv1,ESSFdv1/03,Sx,3,MR,FALSE
ESSFdv1,ESSFdv1/04,Bl,1,MR,FALSE
ESSFdv1,ESSFdv1/04,Se,1,MR,FALSE
ESSFdv1,ESSFdv1/04,Pa,1,MR,FALSE
ESSFdv1,ESSFdv1/04,Pl,1,MR,FALSE
ESSFdv1,ESSFdv1/04,Fd,3,MR,FALSE
ESSFdv1,ESSFdv1/04,Lw,3,MR,TRUE
ESSFdv1,ESSFdv1/04,At,3,MR,FALSE
ESSFdv1,ESSFdv1/05,Se,1,MR,FALSE
ESSFdv1,ESSFdv1/05,Bl,1,MR,FALSE
ESSFdv1,ESSFdv1/05,Pa,2,MR,FALSE
ESSFdv1,ESSFdv1/06,Se,2,MR,FALSE
ESSFdv1,ESSFdv1/06,Bl,2,MR,FALSE
ESSFdv1,ESSFdv1/06,Pl,3,MR,FALSE
ESSFdv2,ESSFdv2/01,Se,1,MR,FALSE
ESSFdv2,ESSFdv2/01,Bl,1,MR,FALSE
ESSFdv2,ESSFdv2/01,Pl,2,MR,FALSE
ESSFdv2,ESSFdv2/01,Pa,2,MR,FALSE
ESSFdv2,ESSFdv2/02,Pl,2,MR,FALSE
ESSFdv2,ESSFdv2/02,Pa,2,MR,FALSE
ESSFdv2,ESSFdv2/02,Se,3,MR,FALSE
ESSFdv2,ESSFdv2/02,Bl,3,MR,FALSE
ESSFdv2,ESSFdv2/03,Pl,1,MR,FALSE
ESSFdv2,ESSFdv2/03,Pa,1,MR,FALSE
ESSFdv2,ESSFdv2/03,Bl,2,MR,FALSE
ESSFdv2,ESSFdv2/03,Se,2,MR,FALSE
ESSFdv2,ESSFdv2/04,Pl,1,MR,FALSE
ESSFdv2,ESSFdv2/04,Pa,1,MR,FALSE
ESSFdv2,ESSFdv2/04,Bl,1,MR,FALSE
ESSFdv2,ESSFdv2/04,Se,2,MR,FALSE
ESSFdv2,ESSFdv2/05,Se,1,MR,FALSE
ESSFdv2,ESSFdv2/05,Bl,1,MR,FALSE
ESSFdv2,ESSFdv2/05,Pa,2,MR,FALSE
ESSFdv2,ESSFdv2/05,Pl,2,MR,FALSE
ESSFdv2,ESSFdv2/06,Se,2,MR,FALSE
ESSFdv2,ESSFdv2/06,Bl,2,MR,FALSE
ESSFdv2,ESSFdv2/06,Pl,3,MR,FALSE
ESSFmw2,ESSFmw2/01,Se,1,MR,FALSE
ESSFmw2,ESSFmw2/01,Bl,1,MR,FALSE
ESSFmw2,ESSFmw2/01,Ba,1,MR,FALSE
ESSFmw2,ESSFmw2/01,Hm,2,MR,FALSE
ESSFmw2,ESSFmw2/01,Hw,3,MR,FALSE
ESSFmw2,ESSFmw2/01,Pw,3,MR,FALSE
ESSFmw2,ESSFmw2/01,Pl,3,MR,FALSE
ESSFmw2,ESSFmw2/01,Cw,4,MR,FALSE
ESSFmw2,ESSFmw2/01,Fd,4,MR,FALSE
ESSFmw2,ESSFmw2/02,Pl,3,MR,FALSE
ESSFmw2,ESSFmw2/02,Pa,3,MR,FALSE
ESSFmw2,ESSFmw2/02,Bl,3,MR,FALSE
ESSFmw2,ESSFmw2/02,Se,4,MR,FALSE
ESSFmw2,ESSFmw2/03,Bl,1,MR,FALSE
ESSFmw2,ESSFmw2/03,Se,1,MR,FALSE
ESSFmw2,ESSFmw2/03,Pl,2,MR,FALSE
ESSFmw2,ESSFmw2/03,Fd,3,MR,FALSE
ESSFmw2,ESSFmw2/03,Lw,3,MR,TRUE
ESSFmw2,ESSFmw2/03,Ba,3,MR,FALSE
ESSFmw2,ESSFmw2/04,Bl,1,MR,FALSE
ESSFmw2,ESSFmw2/04,Se,1,MR,FALSE
ESSFmw2,ESSFmw2/04,Pa,1,MR,FALSE
ESSFmw2,ESSFmw2/04,Pl,2,MR,FALSE
ESSFmw2,ESSFmw2/04,Ba,3,MR,FALSE
ESSFmw2,ESSFmw2/05,Se,1,MR,FALSE
ESSFmw2,ESSFmw2/05,Bl,1,MR,FALSE
ESSFmw2,ESSFmw2/05,Ba,1,MR,FALSE
ESSFmw2,ESSFmw2/05,Hm,2,MR,FALSE
ESSFmw2,ESSFmw2/05,Hw,3,MR,FALSE
ESSFmw2,ESSFmw2/05,Pw,3,MR,FALSE
ESSFmw2,ESSFmw2/05,Cw,3,MR,FALSE
ESSFmw2,ESSFmw2/05,Fd,3,MR,FALSE
ESSFmw2,ESSFmw2/05,Lw,3,MR,TRUE
ESSFmw2,ESSFmw2/05,Pl,3,MR,FALSE
ESSFmw2,ESSFmw2/06,Se,1,MR,FALSE
ESSFmw2,ESSFmw2/06,Bl,1,MR,FALSE
ESSFmw2,ESSFmw2/06,Hm,2,MR,FALSE
ESSFmw2,ESSFmw2/06,Ba,3,MR,FALSE
ESSFmw2,ESSFmw2/06,Hw,3,MR,FALSE
ESSFmw2,ESSFmw2/07,Se,1,MR,FALSE
ESSFmw2,ESSFmw2/07,Bl,1,MR,FALSE
ESSFmw2,ESSFmw2/07,Ba,1,MR,FALSE
ESSFmw2,ESSFmw2/07,Hm,2,MR,FALSE
ESSFmw2,ESSFmw2/07,Hw,3,MR,FALSE
ESSFmw2,ESSFmw2/07,Cw,3,MR,FALSE
ESSFmw2,ESSFmw2/08,Bl,1,MR,FALSE
ESSFmw2,ESSFmw2/08,Se,1,MR,FALSE
ESSFmw2,ESSFmw2/08,Pl,2,MR,FALSE
ESSFmw2,ESSFmw2/08,Ba,2,MR,FALSE
ESSFmw2,ESSFmw2/08,Pw,3,MR,FALSE
ESSFwc2,ESSFwc2/01,Bl,1,MR,FALSE
ESSFwc2,ESSFwc2/01,Se,1,MR,FALSE
ESSFwc2,ESSFwc2/02,Se,3,MR,FALSE
ESSFwc2,ESSFwc2/02,Bl,3,MR,FALSE
ESSFwc2,ESSFwc2/02,Pl,3,MR,FALSE
ESSFwc2,ESSFwc2/03,Bl,1,MR,FALSE
ESSFwc2,ESSFwc2/03,Se,1,MR,FALSE
ESSFwc2,ESSFwc2/03,Pl,2,MR,FALSE
ESSFwc2,ESSFwc2/04,Bl,1,MR,FALSE
ESSFwc2,ESSFwc2/04,Se,1,MR,FALSE
ESSFwc2,ESSFwc2/04,Pl,2,MR,FALSE
ESSFwc2,ESSFwc2/05,Bl,1,MR,FALSE
ESSFwc2,ESSFwc2/05,Se,1,MR,FALSE
ESSFwc2,ESSFwc2/05,Pl,2,MR,FALSE
ESSFwc2,ESSFwc2/06,Bl,1,MR,FALSE
ESSFwc2,ESSFwc2/06,Se,1,MR,FALSE
ESSFwc2,ESSFwc2/06,Pl,3,MR,FALSE
ESSFwc2,ESSFwc2/07,Bl,1,MR,FALSE
ESSFwc2,ESSFwc2/07,Se,1,MR,FALSE
ESSFwc2,ESSFwc2/08,Bl,1,MR,FALSE
ESSFwc2,ESSFwc2/08,Se,2,MR,FALSE
ESSFwc2,ESSFwc2/09,Pl,1,MR,FALSE
ESSFwc2,ESSFwc2/09,Bl,1,MR,FALSE
ESSFwc2,ESSFwc2/09,Se,2,MR,FALSE
ESSFwc2,ESSFwc2/10,X,NA,MR,FALSE
ESSFxc3,ESSFxc3/01,Bl,1,MR,FALSE
ESSFxc3,ESSFxc3/01,Se,1,MR,FALSE
ESSFxc3,ESSFxc3/01,Pl,1,MR,FALSE
ESSFxc3,ESSFxc3/02,Pl,3,MR,FALSE
ESSFxc3,ESSFxc3/02,Pa,3,MR,FALSE
ESSFxc3,ESSFxc3/02,Bl,3,MR,FALSE
ESSFxc3,ESSFxc3/02,Se,4,MR,FALSE
ESSFxc3,ESSFxc3/02,Fd,4,MR,FALSE
ESSFxc3,ESSFxc3/02,Lw,4,MR,TRUE
ESSFxc3,ESSFxc3/03,X,NA,MR,FALSE
ESSFxc3,ESSFxc3/04,X,NA,MR,FALSE
ESSFxc3,ESSFxc3/05,Pl,1,MR,FALSE
ESSFxc3,ESSFxc3/05,Pa,1,MR,FALSE
ESSFxc3,ESSFxc3/05,Bl,2,MR,FALSE
ESSFxc3,ESSFxc3/05,Se,2,MR,FALSE
ESSFxc3,ESSFxc3/05,Fd,3,MR,FALSE
ESSFxc3,ESSFxc3/05,Lw,3,MR,TRUE
ESSFxc3,ESSFxc3/06,Bl,1,MR,FALSE
ESSFxc3,ESSFxc3/06,Se,1,MR,FALSE
ESSFxc3,ESSFxc3/06,Pl,1,MR,FALSE
ESSFxc3,ESSFxc3/06,Pa,2,MR,FALSE
ESSFxc3,ESSFxc3/07,Pl,1,MR,FALSE
ESSFxc3,ESSFxc3/07,Se,1,MR,FALSE
ESSFxc3,ESSFxc3/07,Bl,1,MR,FALSE
ESSFxc3,ESSFxc3/08,Bl,2,MR,FALSE
ESSFxc3,ESSFxc3/08,Pl,2,MR,FALSE
ESSFxc3,ESSFxc3/08,Se,2,MR,FALSE
ESSFxc3,ESSFxc3/09,X,NA,MR,FALSE
ESSFxc3,ESSFxc3/10,X,NA,MR,FALSE
ICHdw3,ICHdw3/01,Fd,1,MR,FALSE
ICHdw3,ICHdw3/01,Cw,1,MR,FALSE
ICHdw3,ICHdw3/01,Hw,1,MR,FALSE
ICHdw3,ICHdw3/01,Lw,1,MR,TRUE
ICHdw3,ICHdw3/01,Sx,2,MR,FALSE
ICHdw3,ICHdw3/01,Pw,2,MR,FALSE
ICHdw3,ICHdw3/01,Pl,2,MR,FALSE
ICHdw3,ICHdw3/01,At,2,MR,FALSE
ICHdw3,ICHdw3/01,Ep,2,MR,FALSE
ICHdw3,ICHdw3/01,Bl,3,MR,FALSE
ICHdw3,ICHdw3/02,Fd,3,MR,FALSE
ICHdw3,ICHdw3/02,Pl,3,MR,FALSE
ICHdw3,ICHdw3/02,Py,4,MR,FALSE
ICHdw3,ICHdw3/02,Cw,4,MR,FALSE
ICHdw3,ICHdw3/02,Pw,4,MR,FALSE
ICHdw3,ICHdw3/03,Fd,1,MR,FALSE
ICHdw3,ICHdw3/03,Pl,1,MR,FALSE
ICHdw3,ICHdw3/03,Pw,1,MR,FALSE
ICHdw3,ICHdw3/03,Lw,1,MR,TRUE
ICHdw3,ICHdw3/03,Ep,2,MR,FALSE
ICHdw3,ICHdw3/03,At,2,MR,FALSE
ICHdw3,ICHdw3/03,Py,3,MR,FALSE
ICHdw3,ICHdw3/03,Cw,4,MR,FALSE
ICHdw3,ICHdw3/03,Sx,4,MR,FALSE
ICHdw3,ICHdw3/04,Fd,1,MR,FALSE
ICHdw3,ICHdw3/04,Pl,1,MR,FALSE
ICHdw3,ICHdw3/04,Pw,1,MR,FALSE
ICHdw3,ICHdw3/04,Lw,1,MR,TRUE
ICHdw3,ICHdw3/04,Cw,2,MR,FALSE
ICHdw3,ICHdw3/04,Sx,2,MR,FALSE
ICHdw3,ICHdw3/04,Ep,2,MR,FALSE
ICHdw3,ICHdw3/04,At,3,MR,FALSE
ICHdw3,ICHdw3/04,Hw,4,MR,FALSE
ICHdw3,ICHdw3/05,Fd,1,MR,FALSE
ICHdw3,ICHdw3/05,Cw,1,MR,FALSE
ICHdw3,ICHdw3/05,Pl,1,MR,FALSE
ICHdw3,ICHdw3/05,Pw,1,MR,FALSE
ICHdw3,ICHdw3/05,Lw,1,MR,TRUE
ICHdw3,ICHdw3/05,Ep,1,MR,FALSE
ICHdw3,ICHdw3/05,At,2,MR,FALSE
ICHdw3,ICHdw3/05,Sx,2,MR,FALSE
ICHdw3,ICHdw3/05,Hw,2,MR,FALSE
ICHdw3,ICHdw3/06,Cw,1,MR,FALSE
ICHdw3,ICHdw3/06,Hw,1,MR,FALSE
ICHdw3,ICHdw3/06,Sx,2,MR,FALSE
ICHdw3,ICHdw3/06,Pw,2,MR,FALSE
ICHdw3,ICHdw3/06,Bl,3,MR,FALSE
ICHdw3,ICHdw3/06,Ac,3,MR,FALSE
ICHdw3,ICHdw3/06,At,3,MR,FALSE
ICHdw3,ICHdw3/06,Fd,3,MR,FALSE
ICHdw3,ICHdw3/06,Ep,3,MR,FALSE
ICHdw3,ICHdw3/06,Lw,3,MR,TRUE
ICHdw3,ICHdw3/06,Ac,3,MR,FALSE
ICHdw3,ICHdw3/07,Cw,1,MR,FALSE
ICHdw3,ICHdw3/07,Sx,1,MR,FALSE
ICHdw3,ICHdw3/07,Hw,2,MR,FALSE
ICHdw3,ICHdw3/07,Fd,2,MR,FALSE
ICHdw3,ICHdw3/07,Lw,2,MR,TRUE
ICHdw3,ICHdw3/07,Bl,3,MR,FALSE
ICHdw3,ICHdw3/07,Pw,3,MR,FALSE
ICHdw3,ICHdw3/07,Hw,3,MR,FALSE
ICHdw3,ICHdw3/07,Ep,3,MR,FALSE
ICHdw3,ICHdw3/07,At,3,MR,FALSE
ICHdw3,ICHdw3/07,Ac,3,MR,FALSE
ICHdw3,ICHdw3/08,Cw,2,MR,FALSE
ICHdw3,ICHdw3/08,Hw,2,MR,FALSE
ICHdw3,ICHdw3/08,Bl,3,MR,FALSE
ICHdw3,ICHdw3/08,Sx,3,MR,FALSE
ICHdw3,ICHdw3/09,X,NA,MR,FALSE
ICHmk2,ICHmk2/01,Cw,1,MR,FALSE
ICHmk2,ICHmk2/01,Sx,1,MR,FALSE
ICHmk2,ICHmk2/01,Bl,1,MR,FALSE
ICHmk2,ICHmk2/01,Fd,2,MR,FALSE
ICHmk2,ICHmk2/01,Pl,2,MR,FALSE
ICHmk2,ICHmk2/01,Lw,2,MR,TRUE
ICHmk2,ICHmk2/01,Ep,2,MR,FALSE
ICHmk2,ICHmk2/01,At,2,MR,FALSE
ICHmk2,ICHmk2/01,Ac,3,MR,FALSE
ICHmk2,ICHmk2/02,Fd,3,MR,FALSE
ICHmk2,ICHmk2/02,Pl,3,MR,FALSE
ICHmk2,ICHmk2/02,Bl,4,MR,FALSE
ICHmk2,ICHmk2/02,Sx,4,MR,FALSE
ICHmk2,ICHmk2/02,Lw,4,MR,TRUE
ICHmk2,ICHmk2/03,Fd,1,MR,FALSE
ICHmk2,ICHmk2/03,Pl,1,MR,FALSE
ICHmk2,ICHmk2/03,Lw,1,MR,TRUE
ICHmk2,ICHmk2/03,At,2,MR,FALSE
ICHmk2,ICHmk2/03,Bl,2,MR,FALSE
ICHmk2,ICHmk2/03,Sx,2,MR,FALSE
ICHmk2,ICHmk2/03,Ep,2,MR,FALSE
ICHmk2,ICHmk2/04,Fd,1,MR,FALSE
ICHmk2,ICHmk2/04,Pl,1,MR,FALSE
ICHmk2,ICHmk2/04,Lw,1,MR,TRUE
ICHmk2,ICHmk2/04,Bl,2,MR,FALSE
ICHmk2,ICHmk2/04,Sx,2,MR,FALSE
ICHmk2,ICHmk2/04,Cw,2,MR,FALSE
ICHmk2,ICHmk2/04,At,2,MR,FALSE
ICHmk2,ICHmk2/04,Ep,2,MR,FALSE
ICHmk2,ICHmk2/05,Sx,1,MR,FALSE
ICHmk2,ICHmk2/05,Cw,1,MR,FALSE
ICHmk2,ICHmk2/05,Fd,2,MR,FALSE
ICHmk2,ICHmk2/05,Bl,2,MR,FALSE
ICHmk2,ICHmk2/05,Lw,2,MR,TRUE
ICHmk2,ICHmk2/05,Pl,2,MR,FALSE
ICHmk2,ICHmk2/05,At,2,MR,FALSE
ICHmk2,ICHmk2/05,Ep,2,MR,FALSE
ICHmk2,ICHmk2/05,Ac,3,MR,FALSE
ICHmk2,ICHmk2/06,Sx,2,MR,FALSE
ICHmk2,ICHmk2/06,Cw,2,MR,FALSE
ICHmk2,ICHmk2/06,Pl,2,MR,FALSE
ICHmk2,ICHmk2/06,Bl,2,MR,FALSE
ICHmk2,ICHmk2/06,At,2,MR,FALSE
ICHmk2,ICHmk2/06,Ep,2,MR,FALSE
ICHmk2,ICHmk2/06,Ac,3,MR,FALSE
ICHmw3,ICHmw3/01,Cw,1,MR,FALSE
ICHmw3,ICHmw3/01,Hw,1,MR,FALSE
ICHmw3,ICHmw3/01,Fd,1,MR,FALSE
ICHmw3,ICHmw3/01,Lw,1,MR,TRUE
ICHmw3,ICHmw3/01,Sx,2,MR,FALSE
ICHmw3,ICHmw3/01,Pw,2,MR,FALSE
ICHmw3,ICHmw3/01,Bl,3,MR,FALSE
ICHmw3,ICHmw3/01,Pl,3,MR,FALSE
ICHmw3,ICHmw3/01,At,3,MR,FALSE
ICHmw3,ICHmw3/01,Ep,3,MR,FALSE
ICHmw3,ICHmw3/02,Fd,3,MR,FALSE
ICHmw3,ICHmw3/02,Pl,3,MR,FALSE
ICHmw3,ICHmw3/02,Lw,3,MR,TRUE
ICHmw3,ICHmw3/02,Py,4,MR,FALSE
ICHmw3,ICHmw3/03,Fd,1,MR,FALSE
ICHmw3,ICHmw3/03,Pl,1,MR,FALSE
ICHmw3,ICHmw3/03,Cw,3,MR,FALSE
ICHmw3,ICHmw3/03,Sx,3,MR,FALSE
ICHmw3,ICHmw3/03,Py,3,MR,FALSE
ICHmw3,ICHmw3/03,Ep,4,MR,FALSE
ICHmw3,ICHmw3/03,At,4,MR,FALSE
ICHmw3,ICHmw3/04,Fd,1,MR,FALSE
ICHmw3,ICHmw3/04,Cw,1,MR,FALSE
ICHmw3,ICHmw3/04,Pl,1,MR,FALSE
ICHmw3,ICHmw3/04,Lw,1,MR,TRUE
ICHmw3,ICHmw3/04,Pw,2,MR,FALSE
ICHmw3,ICHmw3/04,At,2,MR,FALSE
ICHmw3,ICHmw3/04,Ep,2,MR,FALSE
ICHmw3,ICHmw3/04,Sx,3,MR,FALSE
ICHmw3,ICHmw3/05,Fd,1,MR,FALSE
ICHmw3,ICHmw3/05,Cw,1,MR,FALSE
ICHmw3,ICHmw3/05,Pl,1,MR,FALSE
ICHmw3,ICHmw3/05,Lw,1,MR,TRUE
ICHmw3,ICHmw3/05,Pw,2,MR,FALSE
ICHmw3,ICHmw3/05,At,2,MR,FALSE
ICHmw3,ICHmw3/05,Ep,2,MR,FALSE
ICHmw3,ICHmw3/05,Sx,3,MR,FALSE
ICHmw3,ICHmw3/06,Cw,1,MR,FALSE
ICHmw3,ICHmw3/06,Hw,1,MR,FALSE
ICHmw3,ICHmw3/06,Fd,2,MR,FALSE
ICHmw3,ICHmw3/06,Lw,2,MR,TRUE
ICHmw3,ICHmw3/06,Ep,2,MR,FALSE
ICHmw3,ICHmw3/06,At,2,MR,FALSE
ICHmw3,ICHmw3/06,Sx,3,MR,FALSE
ICHmw3,ICHmw3/06,Bl,3,MR,FALSE
ICHmw3,ICHmw3/07,Cw,1,MR,FALSE
ICHmw3,ICHmw3/07,Sx,1,MR,FALSE
ICHmw3,ICHmw3/07,Hw,2,MR,FALSE
ICHmw3,ICHmw3/07,Fd,2,MR,FALSE
ICHmw3,ICHmw3/07,Lw,2,MR,TRUE
ICHmw3,ICHmw3/07,Ep,2,MR,FALSE
ICHmw3,ICHmw3/07,At,2,MR,FALSE
ICHmw3,ICHmw3/07,Ac,3,MR,FALSE
ICHmw3,ICHmw3/07,Bl,3,MR,FALSE
ICHmw3,ICHmw3/07,Pw,3,MR,FALSE
ICHmw3,ICHmw3/08,Cw,1,MR,FALSE
ICHmw3,ICHmw3/08,Sx,1,MR,FALSE
ICHmw3,ICHmw3/08,Bl,2,MR,FALSE
ICHmw3,ICHmw3/08,Hw,2,MR,FALSE
ICHmw3,ICHmw3/08,Ac,2,MR,FALSE
ICHmw3,ICHmw3/08,At,2,MR,FALSE
ICHmw3,ICHmw3/08,Ep,2,MR,FALSE
ICHvk1,ICHvk1/01,Cw,1,MR,FALSE
ICHvk1,ICHvk1/01,Hw,1,MR,FALSE
ICHvk1,ICHvk1/01,Sx,2,MR,FALSE
ICHvk1,ICHvk1/01,Bl,3,MR,FALSE
ICHvk1,ICHvk1/01,Pw,3,MR,FALSE
ICHvk1,ICHvk1/02,Cw,3,MR,FALSE
ICHvk1,ICHvk1/02,Hw,3,MR,FALSE
ICHvk1,ICHvk1/02,Fd,3,MR,FALSE
ICHvk1,ICHvk1/02,Sx,4,MR,FALSE
ICHvk1,ICHvk1/02,Bl,4,MR,FALSE
ICHvk1,ICHvk1/03,Cw,1,MR,FALSE
ICHvk1,ICHvk1/03,Hw,1,MR,FALSE
ICHvk1,ICHvk1/03,Sx,2,MR,FALSE
ICHvk1,ICHvk1/03,Bl,2,MR,FALSE
ICHvk1,ICHvk1/03,Fd,3,MR,FALSE
ICHvk1,ICHvk1/03,Pw,3,MR,FALSE
ICHvk1,ICHvk1/03,At,3,MR,FALSE
ICHvk1,ICHvk1/03,Ep,3,MR,FALSE
ICHvk1,ICHvk1/04,Cw,1,MR,FALSE
ICHvk1,ICHvk1/04,Hw,1,MR,FALSE
ICHvk1,ICHvk1/04,Sx,2,MR,FALSE
ICHvk1,ICHvk1/04,Bl,2,MR,FALSE
ICHvk1,ICHvk1/04,Pw,3,MR,FALSE
ICHvk1,ICHvk1/04,At,3,MR,FALSE
ICHvk1,ICHvk1/04,Ep,3,MR,FALSE
ICHvk1,ICHvk1/05,Bl,1,MR,FALSE
ICHvk1,ICHvk1/05,Sx,1,MR,FALSE
ICHvk1,ICHvk1/05,Cw,2,MR,FALSE
ICHvk1,ICHvk1/05,Hw,2,MR,FALSE
ICHvk1,ICHvk1/05,Ep,3,MR,FALSE
ICHvk1,ICHvk1/05,At,3,MR,FALSE
ICHvk1,ICHvk1/05,Ac,3,MR,FALSE
ICHvk1,ICHvk1/06,Cw,2,MR,FALSE
ICHvk1,ICHvk1/06,Hw,2,MR,FALSE
ICHvk1,ICHvk1/06,Sx,2,MR,FALSE
ICHvk1,ICHvk1/06,Bl,3,MR,FALSE
ICHvk1,ICHvk1/06,Ac,3,MR,FALSE
ICHvk1,ICHvk1/06,At,3,MR,FALSE
ICHvk1,ICHvk1/06,Ep,3,MR,FALSE
ICHwk1,ICHwk1/01,Cw,1,MR,FALSE
ICHwk1,ICHwk1/01,Hw,1,MR,FALSE
ICHwk1,ICHwk1/01,Fd,2,MR,FALSE
ICHwk1,ICHwk1/01,Pw,2,MR,FALSE
ICHwk1,ICHwk1/01,Bl,3,MR,FALSE
ICHwk1,ICHwk1/01,Lw,3,MR,TRUE
ICHwk1,ICHwk1/01,Sx,3,MR,FALSE
ICHwk1,ICHwk1/01,At,3,MR,FALSE
ICHwk1,ICHwk1/01,Ep,3,MR,FALSE
ICHwk1,ICHwk1/02,Pl,3,MR,FALSE
ICHwk1,ICHwk1/02,Cw,3,MR,FALSE
ICHwk1,ICHwk1/02,Pw,3,MR,FALSE
