"","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","expert_update","mod","outrange"
"8700","ICHmw2","ICHmw2/111","Pw",5,"Pw",5,NA,NA,FALSE
"8701","ICHmw2","ICHmw2/111","Sxw",2,"Sx",2,NA,NA,FALSE
"8702","ICHmw2","ICHmw2/112","Act",2,"Ac",2,NA,NA,FALSE
"8703","ICHmw2","ICHmw2/112","Bl",1,"Bl",1,NA,NA,FALSE
"8704","ICHmw2","ICHmw2/112","Cw",3,"Cw",3,NA,NA,FALSE
"8705","ICHmw2","ICHmw2/112","Hw",2,"Hw",2,NA,NA,FALSE
"8706","ICHmw2","ICHmw2/112","Sxw",1,"Sx",1,NA,NA,FALSE
"8707","ICHmw2","ICHmw2/113","Act",2,"Ac",2,NA,NA,FALSE
"8708","ICHmw2","ICHmw2/113","Bl",3,"Bl",3,NA,NA,FALSE
"8709","ICHmw2","ICHmw2/113","Cw",1,"Cw",1,NA,NA,FALSE
"8710","ICHmw2","ICHmw2/113","Hw",1,"Hw",1,NA,NA,FALSE
"8711","ICHmw2","ICHmw2/113","Sxw",2,"Sx",2,NA,NA,FALSE
"8712","ICHmw2","ICHmw2/114","Act",2,"Ac",2,NA,NA,FALSE
"8713","ICHmw2","ICHmw2/114","Bl",3,"Bl",3,NA,NA,FALSE
"8714","ICHmw2","ICHmw2/114","Cw",1,"Cw",1,NA,NA,FALSE
"8715","ICHmw2","ICHmw2/114","Hw",1,"Hw",1,NA,NA,FALSE
"8716","ICHmw2","ICHmw2/114","Sxw",2,"Sx",2,NA,NA,FALSE
"8807","ICHmw4","ICHmw4/101","Act",3,"Ac",3,NA,NA,FALSE
"8808","ICHmw4","ICHmw4/101","At",3,"At",3,NA,NA,FALSE
"8809","ICHmw4","ICHmw4/101","Bg",3,"Bg",3,NA,NA,FALSE
"8810","ICHmw4","ICHmw4/101","Bl",2,"Bl",2,NA,NA,FALSE
"8811","ICHmw4","ICHmw4/101","Cw",1,"Cw",1,NA,NA,FALSE
"8812","ICHmw4","ICHmw4/101","Ep",2,"Ep",2,NA,NA,FALSE
"8813","ICHmw4","ICHmw4/101","Fdi",2,"Fd",2,NA,NA,FALSE
"8814","ICHmw4","ICHmw4/101","Hw",1,"Hw",1,NA,NA,FALSE
"8815","ICHmw4","ICHmw4/101","Lw",2,"Lw",2,NA,NA,FALSE
"8816","ICHmw4","ICHmw4/101","Pli",2,"Pl",2,NA,NA,FALSE
"8817","ICHmw4","ICHmw4/101","Pw",2,"Pw",2,NA,NA,FALSE
"8818","ICHmw4","ICHmw4/101","Sxw",2,"Sx",2,NA,NA,FALSE
"8819","ICHmw4","ICHmw4/102","Fdi",1,"Fd",1,NA,NA,FALSE
"8820","ICHmw4","ICHmw4/102","Lw",2,"Lw",2,NA,NA,FALSE
"8821","ICHmw4","ICHmw4/102","Pli",1,"Pl",1,NA,NA,FALSE
"8822","ICHmw4","ICHmw4/102","Pyi",4,"Py",4,NA,NA,FALSE
"8823","ICHmw4","ICHmw4/103","At",2,"At",2,NA,NA,FALSE
"8824","ICHmw4","ICHmw4/103","Bl",3,"Bl",3,NA,NA,FALSE
"8825","ICHmw4","ICHmw4/103","Cw",3,"Cw",3,NA,NA,FALSE
"8826","ICHmw4","ICHmw4/103","Ep",2,"Ep",2,NA,NA,FALSE
"8827","ICHmw4","ICHmw4/103","Fdi",1,"Fd",1,NA,NA,FALSE
"8828","ICHmw4","ICHmw4/103","Lw",2,"Lw",2,NA,NA,FALSE
"8829","ICHmw4","ICHmw4/103","Pli",2,"Pl",2,NA,NA,FALSE
"8830","ICHmw4","ICHmw4/103","Pw",3,"Pw",3,NA,NA,FALSE
"8831","ICHmw4","ICHmw4/103","Pyi",4,"Py",4,NA,NA,FALSE
"8832","ICHmw4","ICHmw4/104","At",2,"At",2,NA,NA,FALSE
"8833","ICHmw4","ICHmw4/104","Bg",3,"Bg",3,NA,NA,FALSE
"8834","ICHmw4","ICHmw4/104","Bl",3,"Bl",3,NA,NA,FALSE
"8835","ICHmw4","ICHmw4/104","Cw",1,"Cw",1,NA,NA,FALSE
"8836","ICHmw4","ICHmw4/104","Ep",2,"Ep",2,NA,NA,FALSE
"8837","ICHmw4","ICHmw4/104","Fdi",1,"Fd",1,NA,NA,FALSE
"8838","ICHmw4","ICHmw4/104","Hw",2,"Hw",2,NA,NA,FALSE
"8839","ICHmw4","ICHmw4/104","Lw",1,"Lw",1,NA,NA,FALSE
"8840","ICHmw4","ICHmw4/104","Pli",2,"Pl",2,NA,NA,FALSE
"8841","ICHmw4","ICHmw4/104","Pw",2,"Pw",2,NA,NA,FALSE
"8842","ICHmw4","ICHmw4/104","Pyi",4,"Py",4,NA,NA,FALSE
"8843","ICHmw4","ICHmw4/104","Sxw",3,"Sx",3,NA,NA,FALSE
"8844","ICHmw4","ICHmw4/110","Act",2,"Ac",2,NA,NA,FALSE
"8845","ICHmw4","ICHmw4/110","At",3,"At",3,NA,NA,FALSE
"8846","ICHmw4","ICHmw4/110","Bg",3,"Bg",3,NA,NA,FALSE
"8847","ICHmw4","ICHmw4/110","Bl",2,"Bl",2,NA,NA,FALSE
"8848","ICHmw4","ICHmw4/110","Cw",1,"Cw",1,NA,NA,FALSE
"8849","ICHmw4","ICHmw4/110","Ep",2,"Ep",2,NA,NA,FALSE
"8850","ICHmw4","ICHmw4/110","Fdi",3,"Fd",3,NA,NA,FALSE
"8851","ICHmw4","ICHmw4/110","Hw",1,"Hw",1,NA,NA,FALSE
"8852","ICHmw4","ICHmw4/110","Lw",3,"Lw",3,NA,NA,FALSE
"8853","ICHmw4","ICHmw4/110","Pw",3,"Pw",3,NA,NA,FALSE
"8854","ICHmw4","ICHmw4/110","Sxw",2,"Sx",2,NA,NA,FALSE
"8855","ICHmw4","ICHmw4/111","Act",3,"Ac",3,NA,NA,FALSE
"8856","ICHmw4","ICHmw4/111","Bl",1,"Bl",1,NA,NA,FALSE
"8857","ICHmw4","ICHmw4/111","Cw",2,"Cw",2,NA,NA,FALSE
"8858","ICHmw4","ICHmw4/111","Hw",2,"Hw",2,NA,NA,FALSE
"8859","ICHmw4","ICHmw4/111","Sxw",1,"Sx",1,NA,NA,FALSE
"8860","ICHmw4","ICHmw4/112","Act",2,"Ac",2,NA,NA,FALSE
"8861","ICHmw4","ICHmw4/112","At",3,"At",3,NA,NA,FALSE
"8862","ICHmw4","ICHmw4/112","Bl",2,"Bl",2,NA,NA,FALSE
"8863","ICHmw4","ICHmw4/112","Cw",1,"Cw",1,NA,NA,FALSE
"8864","ICHmw4","ICHmw4/112","Ep",3,"Ep",3,NA,NA,FALSE
"8865","ICHmw4","ICHmw4/112","Fdi",5,"Fd",5,NA,NA,FALSE
"8866","ICHmw4","ICHmw4/112","Hw",1,"Hw",1,NA,NA,FALSE
"8867","ICHmw4","ICHmw4/112","Lw",5,"Lw",5,NA,NA,FALSE
"8868","ICHmw4","ICHmw4/112","Pw",5,"Pw",5,NA,NA,FALSE
"8869","ICHmw4","ICHmw4/112","Sxw",2,"Sx",2,NA,NA,FALSE
"8870","ICHmw4","ICHmw4/113","Act",2,"Ac",2,NA,NA,FALSE
"8871","ICHmw4","ICHmw4/113","At",3,"At",3,NA,NA,FALSE
"8872","ICHmw4","ICHmw4/113","Bl",1,"Bl",1,NA,NA,FALSE
"8873","ICHmw4","ICHmw4/113","Cw",2,"Cw",2,NA,NA,FALSE
"8874","ICHmw4","ICHmw4/113","Ep",3,"Ep",3,NA,NA,FALSE
"8875","ICHmw4","ICHmw4/113","Hw",2,"Hw",2,NA,NA,FALSE
"8876","ICHmw4","ICHmw4/113","Sxw",1,"Sx",1,NA,NA,FALSE
"8877","ICHmw4","ICHmw4/114","Act",2,"Ac",2,NA,NA,FALSE
"8878","ICHmw4","ICHmw4/114","At",5,"At",5,NA,NA,FALSE
"8879","ICHmw4","ICHmw4/114","Bl",2,"Bl",2,NA,NA,FALSE
"8880","ICHmw4","ICHmw4/114","Cw",2,"Cw",2,NA,NA,FALSE
"8881","ICHmw4","ICHmw4/114","Ep",5,"Ep",5,NA,NA,FALSE
"8882","ICHmw4","ICHmw4/114","Hw",2,"Hw",2,NA,NA,FALSE
"8883","ICHmw4","ICHmw4/114","Sxw",1,"Sx",1,NA,NA,FALSE
"8892","ICHmw5","ICHmw5/101","Act",3,"Ac",3,NA,NA,FALSE
"8893","ICHmw5","ICHmw5/101","At",2,"At",2,NA,NA,FALSE
"8894","ICHmw5","ICHmw5/101","Bg",4,"Bg",4,NA,NA,FALSE
"8895","ICHmw5","ICHmw5/101","Bl",2,"Bl",2,NA,NA,FALSE
"8896","ICHmw5","ICHmw5/101","Cw",1,"Cw",1,NA,NA,FALSE
"8897","ICHmw5","ICHmw5/101","Ep",2,"Ep",2,NA,NA,FALSE
"8898","ICHmw5","ICHmw5/101","Fdi",2,"Fd",2,NA,NA,FALSE
"8899","ICHmw5","ICHmw5/101","Hw",1,"Hw",1,NA,NA,FALSE
"8900","ICHmw5","ICHmw5/101","Lw",2,"Lw",2,NA,NA,FALSE
"8901","ICHmw5","ICHmw5/101","Pli",2,"Pl",2,NA,NA,FALSE
"8902","ICHmw5","ICHmw5/101","Pw",2,"Pw",2,NA,NA,FALSE
"8903","ICHmw5","ICHmw5/101","Sxw",2,"Sx",2,NA,NA,FALSE
"8904","ICHmw5","ICHmw5/102","At",3,"At",3,NA,NA,FALSE
"8905","ICHmw5","ICHmw5/102","Cw",3,"Cw",3,NA,NA,FALSE
"8906","ICHmw5","ICHmw5/102","Ep",3,"Ep",3,NA,NA,FALSE
"8907","ICHmw5","ICHmw5/102","Fdi",1,"Fd",1,NA,NA,FALSE
"8908","ICHmw5","ICHmw5/102","Lw",2,"Lw",2,NA,NA,FALSE
"8909","ICHmw5","ICHmw5/102","Pli",2,"Pl",2,NA,NA,FALSE
"8910","ICHmw5","ICHmw5/102","Pyi",3,"Py",3,NA,NA,FALSE
"8911","ICHmw5","ICHmw5/103","At",2,"At",2,NA,NA,FALSE
"8912","ICHmw5","ICHmw5/103","Cw",3,"Cw",3,NA,NA,FALSE
"8913","ICHmw5","ICHmw5/103","Ep",2,"Ep",2,NA,NA,FALSE
"8914","ICHmw5","ICHmw5/103","Fdi",1,"Fd",1,NA,NA,FALSE
"8915","ICHmw5","ICHmw5/103","Lw",2,"Lw",2,NA,NA,FALSE
"8916","ICHmw5","ICHmw5/103","Pli",2,"Pl",2,NA,NA,FALSE
"8917","ICHmw5","ICHmw5/103","Pw",3,"Pw",3,NA,NA,FALSE
"8918","ICHmw5","ICHmw5/103","Pyi",3,"Py",3,NA,NA,FALSE
"8919","ICHmw5","ICHmw5/104","At",2,"At",2,NA,NA,FALSE
"8920","ICHmw5","ICHmw5/104","Bg",4,"Bg",4,NA,NA,FALSE
"8921","ICHmw5","ICHmw5/104","Bl",2,"Bl",2,NA,NA,FALSE
"8922","ICHmw5","ICHmw5/104","Cw",2,"Cw",2,NA,NA,FALSE
"8923","ICHmw5","ICHmw5/104","Ep",2,"Ep",2,NA,NA,FALSE
"8924","ICHmw5","ICHmw5/104","Fdi",1,"Fd",1,NA,NA,FALSE
"8925","ICHmw5","ICHmw5/104","Hw",3,"Hw",3,NA,NA,FALSE
"8926","ICHmw5","ICHmw5/104","Lw",1,"Lw",1,NA,NA,FALSE
"8927","ICHmw5","ICHmw5/104","Pli",2,"Pl",2,NA,NA,FALSE
"8928","ICHmw5","ICHmw5/104","Pw",2,"Pw",2,NA,NA,FALSE
"8929","ICHmw5","ICHmw5/104","Pyi",3,"Py",3,NA,NA,FALSE
"8930","ICHmw5","ICHmw5/104","Sxw",2,"Sx",2,NA,NA,FALSE
"8931","ICHmw5","ICHmw5/110","Act",2,"Ac",2,NA,NA,FALSE
"8932","ICHmw5","ICHmw5/110","At",2,"At",2,NA,NA,FALSE
"8933","ICHmw5","ICHmw5/110","Bl",2,"Bl",2,NA,NA,FALSE
"8934","ICHmw5","ICHmw5/110","Cw",1,"Cw",1,NA,NA,FALSE
"8935","ICHmw5","ICHmw5/110","Ep",2,"Ep",2,NA,NA,FALSE
"8936","ICHmw5","ICHmw5/110","Fdi",2,"Fd",2,NA,NA,FALSE
"8937","ICHmw5","ICHmw5/110","Hw",1,"Hw",1,NA,NA,FALSE
"8938","ICHmw5","ICHmw5/110","Lw",2,"Lw",2,NA,NA,FALSE
"8939","ICHmw5","ICHmw5/110","Pli",2,"Pl",2,NA,NA,FALSE
"8940","ICHmw5","ICHmw5/110","Pw",3,"Pw",3,NA,NA,FALSE
"8941","ICHmw5","ICHmw5/110","Sxw",2,"Sx",2,NA,NA,FALSE
"8942","ICHmw5","ICHmw5/111","Act",2,"Ac",2,NA,NA,FALSE
"8943","ICHmw5","ICHmw5/111","At",3,"At",3,NA,NA,FALSE
"8944","ICHmw5","ICHmw5/111","Bl",2,"Bl",2,NA,NA,FALSE
"8945","ICHmw5","ICHmw5/111","Cw",1,"Cw",1,NA,NA,FALSE
"8946","ICHmw5","ICHmw5/111","Ep",3,"Ep",3,NA,NA,FALSE
"8947","ICHmw5","ICHmw5/111","Fdi",3,"Fd",3,NA,NA,FALSE
"8948","ICHmw5","ICHmw5/111","Hw",1,"Hw",1,NA,NA,FALSE
"8949","ICHmw5","ICHmw5/111","Lw",3,"Lw",3,NA,NA,FALSE
"8950","ICHmw5","ICHmw5/111","Pw",3,"Pw",3,NA,NA,FALSE
"8951","ICHmw5","ICHmw5/111","Sxw",2,"Sx",2,NA,NA,FALSE
"8952","ICHmw5","ICHmw5/112","Act",2,"Ac",2,NA,NA,FALSE
"8953","ICHmw5","ICHmw5/112","At",3,"At",3,NA,NA,FALSE
"8954","ICHmw5","ICHmw5/112","Bl",2,"Bl",2,NA,NA,FALSE
"8955","ICHmw5","ICHmw5/112","Cw",2,"Cw",2,NA,NA,FALSE
"8956","ICHmw5","ICHmw5/112","Ep",3,"Ep",3,NA,NA,FALSE
"8957","ICHmw5","ICHmw5/112","Hw",2,"Hw",2,NA,NA,FALSE
"8958","ICHmw5","ICHmw5/112","Sxw",1,"Sx",1,NA,NA,FALSE
"8959","ICHmw5","ICHmw5/113","Act",2,"Ac",2,NA,NA,FALSE
"8960","ICHmw5","ICHmw5/113","At",2,"At",2,NA,NA,FALSE
"8961","ICHmw5","ICHmw5/113","Bl",2,"Bl",2,NA,NA,FALSE
"8962","ICHmw5","ICHmw5/113","Cw",1,"Cw",1,NA,NA,FALSE
"8963","ICHmw5","ICHmw5/113","Ep",2,"Ep",2,NA,NA,FALSE
"8964","ICHmw5","ICHmw5/113","Hw",2,"Hw",2,NA,NA,FALSE
"8965","ICHmw5","ICHmw5/113","Sxw",2,"Sx",2,NA,NA,FALSE
"9102","ICHvk1","ICHvk1/01","Act",3,"Ac",3,NA,NA,FALSE
"9103","ICHvk1","ICHvk1/01","At",3,"At",3,NA,NA,FALSE
"9104","ICHvk1","ICHvk1/01","Bl",2,"Bl",2,NA,NA,FALSE
"9105","ICHvk1","ICHvk1/01","Cw",2,"Cw",2,NA,NA,FALSE
"9106","ICHvk1","ICHvk1/01","Ep",3,"Ep",3,NA,NA,FALSE
"9107","ICHvk1","ICHvk1/01","Fdi",3,"Fd",3,NA,NA,FALSE
"9108","ICHvk1","ICHvk1/01","Hw",1,"Hw",1,NA,NA,FALSE
"9109","ICHvk1","ICHvk1/01","Pw",3,"Pw",3,NA,NA,FALSE
"9110","ICHvk1","ICHvk1/01","Sxw",1,"Sx",1,NA,NA,FALSE
"9111","ICHvk1","ICHvk1/02","Act",3,"Ac",3,NA,NA,FALSE
"9112","ICHvk1","ICHvk1/02","At",3,"At",3,NA,NA,FALSE
"9113","ICHvk1","ICHvk1/02","Bl",2,"Bl",2,NA,NA,FALSE
"9114","ICHvk1","ICHvk1/02","Cw",1,"Cw",1,NA,NA,FALSE
"9115","ICHvk1","ICHvk1/02","Ep",3,"Ep",3,NA,NA,FALSE
"9116","ICHvk1","ICHvk1/02","Fdi",2,"Fd",2,NA,NA,FALSE
"9117","ICHvk1","ICHvk1/02","Hw",1,"Hw",1,NA,NA,FALSE
"9118","ICHvk1","ICHvk1/02","Lw",3,"Lw",3,NA,NA,TRUE
"9119","ICHvk1","ICHvk1/02","Pli",4,"Pl",4,NA,NA,FALSE
"9120","ICHvk1","ICHvk1/02","Pw",3,"Pw",3,NA,NA,FALSE
"9121","ICHvk1","ICHvk1/02","Sxw",2,"Sx",2,NA,NA,FALSE
"9122","ICHvk1","ICHvk1/03","Act",3,"Ac",3,NA,NA,FALSE
"9123","ICHvk1","ICHvk1/03","At",3,"At",3,NA,NA,FALSE
"9124","ICHvk1","ICHvk1/03","Bl",2,"Bl",2,NA,NA,FALSE
"9125","ICHvk1","ICHvk1/03","Cw",1,"Cw",1,NA,NA,FALSE
"9126","ICHvk1","ICHvk1/03","Ep",3,"Ep",3,NA,NA,FALSE
"9127","ICHvk1","ICHvk1/03","Fdi",3,"Fd",3,NA,NA,FALSE
"9128","ICHvk1","ICHvk1/03","Hw",1,"Hw",1,NA,NA,FALSE
"9129","ICHvk1","ICHvk1/03","Lw",3,"Lw",3,NA,NA,TRUE
"9130","ICHvk1","ICHvk1/03","Pli",4,"Pl",4,NA,NA,FALSE
"9131","ICHvk1","ICHvk1/03","Pw",3,"Pw",3,NA,NA,FALSE
"9132","ICHvk1","ICHvk1/03","Sxw",2,"Sx",2,NA,NA,FALSE
"9133","ICHvk1","ICHvk1/04","Act",3,"Ac",3,NA,NA,FALSE
"9134","ICHvk1","ICHvk1/04","At",3,"At",3,NA,NA,FALSE
"9135","ICHvk1","ICHvk1/04","Bl",2,"Bl",2,NA,NA,FALSE
"9136","ICHvk1","ICHvk1/04","Cw",1,"Cw",1,NA,NA,FALSE
"9137","ICHvk1","ICHvk1/04","Ep",3,"Ep",3,NA,NA,FALSE
"9138","ICHvk1","ICHvk1/04","Fdi",3,"Fd",3,NA,NA,FALSE
"9139","ICHvk1","ICHvk1/04","Hw",1,"Hw",1,NA,NA,FALSE
"9140","ICHvk1","ICHvk1/04","Lw",3,"Lw",3,NA,NA,TRUE
"9141","ICHvk1","ICHvk1/04","Pw",3,"Pw",3,NA,NA,FALSE
"9142","ICHvk1","ICHvk1/04","Sxw",1,"Sx",1,NA,NA,FALSE
"9143","ICHvk1","ICHvk1/05","Act",2,"Ac",2,NA,NA,FALSE
"9144","ICHvk1","ICHvk1/05","At",3,"At",3,NA,NA,FALSE
"9145","ICHvk1","ICHvk1/05","Bl",2,"Bl",2,NA,NA,FALSE
"9146","ICHvk1","ICHvk1/05","Cw",1,"Cw",1,NA,NA,FALSE
"9147","ICHvk1","ICHvk1/05","Ep",3,"Ep",3,NA,NA,FALSE
"9148","ICHvk1","ICHvk1/05","Hw",2,"Hw",2,NA,NA,FALSE
"9149","ICHvk1","ICHvk1/05","Pw",3,"Pw",3,NA,NA,FALSE
"9150","ICHvk1","ICHvk1/05","Sxw",1,"Sx",1,NA,NA,FALSE
"9151","ICHvk1","ICHvk1/06","Act",3,"Ac",3,NA,NA,FALSE
"9152","ICHvk1","ICHvk1/06","At",3,"At",3,NA,NA,FALSE
"9153","ICHvk1","ICHvk1/06","Bl",2,"Bl",2,NA,NA,FALSE
"9154","ICHvk1","ICHvk1/06","Cw",1,"Cw",1,NA,NA,FALSE
"9155","ICHvk1","ICHvk1/06","Ep",3,"Ep",3,NA,NA,FALSE
"9156","ICHvk1","ICHvk1/06","Hw",2,"Hw",2,NA,NA,FALSE
"9157","ICHvk1","ICHvk1/06","Pli",4,"Pl",4,NA,NA,FALSE
"9158","ICHvk1","ICHvk1/06","Pw",3,"Pw",3,NA,NA,FALSE
"9159","ICHvk1","ICHvk1/06","Sxw",1,"Sx",1,NA,NA,FALSE
"9261","ICHwk1","ICHwk1/01","Act",3,"Ac",3,NA,NA,FALSE
"9262","ICHwk1","ICHwk1/01","At",2,"At",2,NA,NA,FALSE
"9263","ICHwk1","ICHwk1/01","Bl",2,"Bl",2,NA,NA,FALSE
"9264","ICHwk1","ICHwk1/01","Cw",1,"Cw",1,NA,NA,FALSE
"9265","ICHwk1","ICHwk1/01","Ep",2,"Ep",2,NA,NA,FALSE
"9266","ICHwk1","ICHwk1/01","Fdi",2,"Fd",2,NA,NA,FALSE
"9267","ICHwk1","ICHwk1/01","Hw",1,"Hw",1,NA,NA,FALSE
"9268","ICHwk1","ICHwk1/01","Lw",3,"Lw",3,NA,NA,TRUE
"9269","ICHwk1","ICHwk1/01","Pli",4,"Pl",4,NA,NA,FALSE
"9270","ICHwk1","ICHwk1/01","Pw",3,"Pw",3,NA,NA,FALSE
"9271","ICHwk1","ICHwk1/01","Sxw",1,"Sx",1,NA,NA,FALSE
"9272","ICHwk1","ICHwk1/02","Bl",3,"Bl",3,NA,NA,FALSE
"9273","ICHwk1","ICHwk1/02","Cw",3,"Cw",3,NA,NA,FALSE
"9274","ICHwk1","ICHwk1/02","Fdi",1,"Fd",1,NA,NA,FALSE
"9275","ICHwk1","ICHwk1/02","Hw",3,"Hw",3,NA,NA,FALSE
"9276","ICHwk1","ICHwk1/02","Pli",1,"Pl",1,NA,NA,FALSE
"9277","ICHwk1","ICHwk1/02","Pw",3,"Pw",3,NA,NA,FALSE
"9278","ICHwk1","ICHwk1/02","Sxw",3,"Sx",3,NA,NA,FALSE
"9279","ICHwk1","ICHwk1/03","Bl",3,"Bl",3,NA,NA,FALSE
"9280","ICHwk1","ICHwk1/03","Cw",2,"Cw",2,NA,NA,FALSE
"9281","ICHwk1","ICHwk1/03","Fdi",1,"Fd",1,NA,NA,FALSE
"9282","ICHwk1","ICHwk1/03","Hw",2,"Hw",2,NA,NA,FALSE
"9283","ICHwk1","ICHwk1/03","Lw",2,"Lw",2,NA,NA,TRUE
"9284","ICHwk1","ICHwk1/03","Pli",4,"Pl",4,NA,NA,FALSE
"9285","ICHwk1","ICHwk1/03","Pw",3,"Pw",3,NA,NA,FALSE
"9286","ICHwk1","ICHwk1/03","Sxw",3,"Sx",3,NA,NA,FALSE
"9287","ICHwk1","ICHwk1/04","Act",3,"Ac",3,NA,NA,FALSE
"9288","ICHwk1","ICHwk1/04","At",2,"At",2,NA,NA,FALSE
"9289","ICHwk1","ICHwk1/04","Bl",3,"Bl",3,NA,NA,FALSE
"9290","ICHwk1","ICHwk1/04","Cw",2,"Cw",2,NA,NA,FALSE
"9291","ICHwk1","ICHwk1/04","Ep",2,"Ep",2,NA,NA,FALSE
"9292","ICHwk1","ICHwk1/04","Fdi",2,"Fd",2,NA,NA,FALSE
"9293","ICHwk1","ICHwk1/04","Hw",1,"Hw",1,NA,NA,FALSE
"9294","ICHwk1","ICHwk1/04","Lw",2,"Lw",2,NA,NA,TRUE
"9295","ICHwk1","ICHwk1/04","Pli",4,"Pl",4,NA,NA,FALSE
"9296","ICHwk1","ICHwk1/04","Pw",3,"Pw",3,NA,NA,FALSE
"9297","ICHwk1","ICHwk1/04","Sxw",2,"Sx",2,NA,NA,FALSE
"9298","ICHwk1","ICHwk1/05","Act",2,"Ac",2,NA,NA,FALSE
"9299","ICHwk1","ICHwk1/05","At",3,"At",3,NA,NA,FALSE
"9300","ICHwk1","ICHwk1/05","Bl",2,"Bl",2,NA,NA,FALSE
"9301","ICHwk1","ICHwk1/05","Cw",1,"Cw",1,NA,NA,FALSE
"9302","ICHwk1","ICHwk1/05","Ep",2,"Ep",2,NA,NA,FALSE
"9303","ICHwk1","ICHwk1/05","Fdi",2,"Fd",2,NA,NA,FALSE
"9304","ICHwk1","ICHwk1/05","Hw",1,"Hw",1,NA,NA,FALSE
"9305","ICHwk1","ICHwk1/05","Lw",3,"Lw",3,NA,NA,TRUE
"9306","ICHwk1","ICHwk1/05","Pli",3,"Pl",3,NA,NA,FALSE
"9307","ICHwk1","ICHwk1/05","Pw",3,"Pw",3,NA,NA,FALSE
"9308","ICHwk1","ICHwk1/05","Sxw",1,"Sx",1,NA,NA,FALSE
"9309","ICHwk1","ICHwk1/06","Act",2,"Ac",2,NA,NA,FALSE
"9310","ICHwk1","ICHwk1/06","At",3,"At",3,NA,NA,FALSE
"9311","ICHwk1","ICHwk1/06","Bl",2,"Bl",2,NA,NA,FALSE
"9312","ICHwk1","ICHwk1/06","Cw",1,"Cw",1,NA,NA,FALSE
"9313","ICHwk1","ICHwk1/06","Ep",3,"Ep",3,NA,NA,FALSE
"9314","ICHwk1","ICHwk1/06","Hw",2,"Hw",2,NA,NA,FALSE
"9315","ICHwk1","ICHwk1/06","Pli",3,"Pl",3,NA,NA,FALSE
"9316","ICHwk1","ICHwk1/06","Pw",3,"Pw",3,NA,NA,FALSE
"9317","ICHwk1","ICHwk1/06","Sxw",1,"Sx",1,NA,NA,FALSE
"9318","ICHwk1","ICHwk1/07","Act",2,"Ac",2,NA,NA,FALSE
"9319","ICHwk1","ICHwk1/07","At",3,"At",3,NA,NA,FALSE
"9320","ICHwk1","ICHwk1/07","Bl",2,"Bl",2,NA,NA,FALSE
"9321","ICHwk1","ICHwk1/07","Cw",1,"Cw",1,NA,NA,FALSE
"9322","ICHwk1","ICHwk1/07","Ep",3,"Ep",3,NA,NA,FALSE
"9323","ICHwk1","ICHwk1/07","Hw",2,"Hw",2,NA,NA,FALSE
"9324","ICHwk1","ICHwk1/07","Pli",4,"Pl",4,NA,NA,FALSE
"9325","ICHwk1","ICHwk1/07","Pw",3,"Pw",3,NA,NA,FALSE
"9326","ICHwk1","ICHwk1/07","Sxw",1,"Sx",1,NA,NA,FALSE
"9327","ICHwk1","ICHwk1/08","Act",3,"Ac",3,NA,NA,FALSE
"9328","ICHwk1","ICHwk1/08","At",3,"At",3,NA,NA,FALSE
"9329","ICHwk1","ICHwk1/08","Bl",2,"Bl",2,NA,NA,FALSE
"9330","ICHwk1","ICHwk1/08","Cw",1,"Cw",1,NA,NA,FALSE
"9331","ICHwk1","ICHwk1/08","Ep",3,"Ep",3,NA,NA,FALSE
"9332","ICHwk1","ICHwk1/08","Hw",1,"Hw",1,NA,NA,FALSE
"9333","ICHwk1","ICHwk1/08","Pli",4,"Pl",4,NA,NA,FALSE
"9334","ICHwk1","ICHwk1/08","Sxw",1,"Sx",1,NA,NA,FALSE
"9620","ICHxm1","ICHxm1/101","At",NA,"At",2,NA,NA,FALSE
"9621","ICHxm1","ICHxm1/101","Cw",2,"Cw",2,NA,NA,FALSE
"9622","ICHxm1","ICHxm1/101","Ep",1,"Ep",1,NA,NA,FALSE
"9623","ICHxm1","ICHxm1/101","Fdi",1,"Fd",1,NA,NA,FALSE
"9624","ICHxm1","ICHxm1/101","Lw",2,"Lw",2,NA,NA,FALSE
"9625","ICHxm1","ICHxm1/101","Pli",2,"Pl",2,NA,NA,FALSE
"9626","ICHxm1","ICHxm1/102","Fdi",3,"Fd",3,NA,NA,FALSE
"9627","ICHxm1","ICHxm1/102","Pyi",2,"Py",2,NA,NA,FALSE
"9628","ICHxm1","ICHxm1/103","Fdi",2,"Fd",2,NA,NA,FALSE
"9629","ICHxm1","ICHxm1/103","Pyi",2,"Py",2,NA,NA,FALSE
"9630","ICHxm1","ICHxm1/104","Fdi",1,"Fd",1,NA,NA,FALSE
"9631","ICHxm1","ICHxm1/104","Lw",2,"Lw",2,NA,NA,FALSE
"9632","ICHxm1","ICHxm1/104","Pli",3,"Pl",3,NA,NA,FALSE
"9633","ICHxm1","ICHxm1/104.1","Fdi",1,"Fd",1,NA,NA,FALSE
"9634","ICHxm1","ICHxm1/104.1","Lw",2,"Lw",2,NA,NA,FALSE
"9635","ICHxm1","ICHxm1/104.1","Pli",3,"Pl",3,NA,NA,FALSE
"9636","ICHxm1","ICHxm1/104.2","Fdi",1,"Fd",1,NA,NA,FALSE
"9637","ICHxm1","ICHxm1/104.2","Lw",2,"Lw",2,NA,NA,FALSE
