bgc,ss_nospace,sppsplit,suitability,spp,newsuit,mod,outrange,Zone,Note,Comments
IDFdk5,IDFdk5/110,Sxw,1,Sx,1,cd,FALSE,IDF,NA, 
IDFdk5,IDFdk5/111,Sxw,1,Sx,2,cd,FALSE,IDF,NA,limited establishment on poorly drained sites
IDFxk,IDFxk/112,Act,3,Ac,3,cd,FALSE,IDF,NA,drought will limit establishment
IDFxk,IDFxk/113,Act,3,Ac,2,cd,FALSE,IDF,NA,limited establishment on poorly drained sites
IDFxk,IDFxk/110,At,3,At,4,cd,FALSE,IDF,NA,drought will limit establishment
IDFxk,IDFxk/111,At,1,At,2,cd,FALSE,IDF,NA,productivity limited in this BGC unit
IDFxk,IDFxk/112,At,3,At,2,cd,FALSE,IDF,NA, 
IDFxk,IDFxk/113,At,3,At,3,cd,FALSE,IDF,NA,limited establishment on poorly drained sites
IDFxk,IDFxk/111,Ep,3,Ep,3,cd,FALSE,IDF,NA, 
IDFxk,IDFxk/112,Ep,2,Ep,2,cd,FALSE,IDF,NA, 
IDFxk,IDFxk/113,Ep,3,Ep,3,cd,FALSE,IDF,NA,will not tolerate poorly drained soils
IDFxk,IDFxk/101,Fdi,1,Fd,2,cd,FALSE,IDF,NA,productivity limited in this BGC unit
IDFxk,IDFxk/102,Fdi,2,Fd,3,cd,FALSE,IDF,NA,drought limits establishment
IDFxk,IDFxk/102a,Fdi,2,Fd,3,cd,FALSE,IDF,NA,drought limits establishment
IDFxk,IDFxk/102b,Fdi,2,Fd,3,cd,FALSE,IDF,NA,drought limits establishment
IDFxk,IDFxk/103,Fdi,1,Fd,2,cd,FALSE,IDF,NA,productivity limited in this BGC unit
IDFxk,IDFxk/110,Fdi,1,Fd,1,cd,FALSE,IDF,NA, 
IDFxk,IDFxk/111,Fdi,3,Fd,2,cd,FALSE,IDF,NA, 
IDFxk,IDFxk/112,Fdi,2,Fd,1,cd,FALSE,IDF,NA, 
IDFxk,IDFxk/102,Pf,3,Pf,2,cd,FALSE,IDF,NA, 
IDFxk,IDFxk/102a,Pf,3,Pf,2,cd,FALSE,IDF,NA, 
IDFxk,IDFxk/102b,Pf,3,Pf,2,cd,FALSE,IDF,NA, 
IDFxk,IDFxk/103,Pf,3,Pf,3,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFxk,IDFxk/103,Pli,3,Pl,3,cd,FALSE,IDF,NA,drought limits establishment
IDFxk,IDFxk/111,Pli,3,Pl,2,cd,FALSE,IDF,NA, 
IDFxk,IDFxk/112,Pli,5,Pl,4,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFxk,IDFxk/101,Pyi,3,Py,3,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFxk,IDFxk/102,Pyi,3,Py,3,cd,FALSE,IDF,NA,restricted to southern extent of this BGC unit
IDFxk,IDFxk/102a,Pyi,3,Py,3,cd,FALSE,IDF,NA,restricted to southern extent of this BGC unit
IDFxk,IDFxk/102b,Pyi,3,Py,3,cd,FALSE,IDF,NA,restricted to southern extent of this BGC unit
IDFxk,IDFxk/103,Pyi,3,Py,3,cd,FALSE,IDF,NA,restricted to southern extent of this BGC unit
IDFxk,IDFxk/110,Pyi,5,Py,5,cd,FALSE,IDF,NA, 
IDFxk,IDFxk/111,Sxw,2,Sx,2,cd,FALSE,IDF,NA, 
IDFxk,IDFxk/112,Sxw,1,Sx,2,cd,FALSE,IDF,NA,frost may limit establishment
IDFxk,IDFxk/113,Sxw,2,Sx,2,cd,FALSE,IDF,NA,saturated soils will limit establishment
IDFxx2,IDFxx2/111,Act,3,Ac,3,cd,FALSE,IDF,NA,drought limits establishment
IDFxx2,IDFxx2/112,Act,2,Ac,2,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/112a,Act,2,Ac,1,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/112b,Act,2,Ac,3,cd,FALSE,IDF,NA,poorly aerated soils will restrict establishment
IDFxx2,IDFxx2/110,At,3,At,3,cd,FALSE,IDF,NA,drought will restrict establishment
IDFxx2,IDFxx2/111,At,2,At,2,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/112,At,2,At,3,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/112a,At,2,At,1,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/112b,At,2,At,3,cd,FALSE,IDF,NA,poorly aerated soils will restrict establishment
IDFxx2,IDFxx2/111,Ep,3,Ep,2,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/112,Ep,3,Ep,3,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/112a,Ep,3,Ep,2,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/112b,Ep,3,Ep,4,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/101,Fdi,1,Fd,1,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/102,Fdi,2,Fd,2,cd,FALSE,IDF,NA,drought may limit establishment
IDFxx2,IDFxx2/103,Fdi,2,Fd,1,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/104,Fdi,2,Fd,1,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/110,Fdi,1,Fd,1,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/111,Fdi,1,Fd,2,cd,FALSE,IDF,NA,frost may limit establishment
IDFxx2,IDFxx2/110,Lw,3,Lw,3,cd,FALSE,IDF,NA,shaded cool conditions limit establishment
IDFxx2,IDFxx2/111,Lw,1,Lw,1,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/101,Pli,3,Pl,3,cd,FALSE,IDF,imputed,drought will limit establishment
IDFxx2,IDFxx2/111,Pli,3,Pl,2,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/101,Pyi,1,Py,1,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/102,Pyi,2,Py,2,cd,FALSE,IDF,NA,drought may limit establishment
IDFxx2,IDFxx2/103,Pyi,1,Py,1,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/104,Pyi,1,Py,1,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/110,Pyi,3,Py,3,cd,FALSE,IDF,NA,shaded cool conditions limit establishment
IDFxx2,IDFxx2/111,Pyi,3,Py,3,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFxx2,IDFxx2/111,Sxw,1,Sx,1,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/112,Sxw,1,Sx,2,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/112a,Sxw,1,Sx,1,cd,FALSE,IDF,NA, 
IDFxx2,IDFxx2/112b,Sxw,1,Sx,2,cd,FALSE,IDF,NA,poorly aerated soils will reduce establishment
MSdw,MSdw/101,Act,3,Ac,3,cd,FALSE,MS,NA,restricted to areas adjacent to stream channells
MSdw,MSdw/110,Act,2,Ac,2,cd,FALSE,MS,NA,drought may limit establishment
MSdw,MSdw/111,Act,2,Ac,1,cd,FALSE,MS,NA, 
MSdw,MSdw/112,Act,5,Ac,5,cd,FALSE,MS,NA,poorly aerated soils prevent establishment
MSdw,MSdw/102,At,3,At,3,cd,FALSE,MS,NA,drought will limit establishment
MSdw,MSdw/103,At,3,At,2,cd,FALSE,MS,NA,drought may limit establishment
MSdw,MSdw/104,At,3,At,1,cd,FALSE,MS,NA, 
MSdw,MSdw/110,At,2,At,1,cd,FALSE,MS,NA, 
MSdw,MSdw/111,At,3,At,5,cd,FALSE,MS,NA,poorly aerated soils prevent establishment
MSdw,MSdw/112,At,5,At,5,cd,FALSE,MS,NA,poorly aerated soils prevent establishment
MSdw,MSdw/101,Bl,2,Bl,1,cd,FALSE,MS,NA, 
MSdw,MSdw/103,Bl,3,Bl,3,cd,FALSE,MS,NA,drought will limit establishment
MSdw,MSdw/104,Bl,3,Bl,3,cd,FALSE,MS,NA,drought will limit establishment
MSdw,MSdw/110,Bl,2,Bl,1,cd,FALSE,MS,NA, 
MSdw,MSdw/111,Bl,2,Bl,2,cd,FALSE,MS,NA, 
MSdw,MSdw/112,Bl,3,Bl,3,cd,FALSE,MS,NA,poorly aerated soils limit establishment
MSdw,MSdw/110,Cw,3,Cw,3,cd,FALSE,MS,NA,frost will limit establishment
MSdw,MSdw/101,Ep,2,Ep,2,cd,FALSE,MS,NA,drought may limit establishment
MSdw,MSdw/102,Ep,3,Ep,3,cd,FALSE,MS,NA,drought will limit establishment
MSdw,MSdw/103,Ep,3,Ep,3,cd,FALSE,MS,NA,drought will limit establishment
MSdw,MSdw/104,Ep,3,Ep,2,cd,FALSE,MS,NA,drought may limit establishment
MSdw,MSdw/110,Ep,2,Ep,1,cd,FALSE,MS,NA, 
MSdw,MSdw/111,Ep,3,Ep,3,cd,FALSE,MS,NA,poortly aerated soils limit establishment
MSdw,MSdw/112,Ep,3,Ep,3,cd,FALSE,MS,NA,poortly aerated soils limit establishment
MSdw,MSdw/101,Fdi,2,Fd,1,cd,FALSE,MS,NA, 
MSdw,MSdw/102,Fdi,2,Fd,2,cd,FALSE,MS,NA,drought may limit establishment
MSdw,MSdw/103,Fdi,1,Fd,1,cd,FALSE,MS,NA, 
MSdw,MSdw/104,Fdi,2,Fd,1,cd,FALSE,MS,NA, 
MSdw,MSdw/110,Fdi,2,Fd,2,cd,FALSE,MS,NA,frost may limit establishment
MSdw,MSdw/101,Hw,3,Hw,3,cd,FALSE,MS,imputed,restricted to areas near ICH
MSdw,MSdw/111,Lw,3,Lw,3,cd,FALSE,MS,imputed,at edges of this site unit only
MSdw,MSdw/102,Lw,3,Lw,3,cd,FALSE,MS,imputed, 
MSdw,MSdw/103,Lw,2,Lw,1,cd,FALSE,MS,NA, 
MSdw,MSdw/104,Lw,2,Lw,1,cd,FALSE,MS,NA, 
MSdw,MSdw/110,Lw,2,Lw,2,cd,FALSE,MS,NA,frost may limit establishment
MSdw,MSdw/101,Lw,1,Lw,1,cd,TRUE,MS,NA, 
MSdw,MSdw/104,Pa,4,Pa,4,cd,FALSE,MS,imputed,may occur at higher elevations on more open sites
MSdw,MSdw/102,Pf,3,Pf,3,cd,FALSE,MS,NA, 
MSdw,MSdw/103,Pf,3,Pf,3,cd,FALSE,MS,NA, 
MSdw,MSdw/111,Pli,2,Pl,2,cd,FALSE,MS,imputed, 
MSdw,MSdw/101,Pli,3,Pl,1,cd,FALSE,MS,NA, 
MSdw,MSdw/102,Pli,3,Pl,2,cd,FALSE,MS,NA,drought may limit establishment
MSdw,MSdw/103,Pli,2,Pl,1,cd,FALSE,MS,NA, 
MSdw,MSdw/104,Pli,1,Pl,1,cd,FALSE,MS,NA, 
MSdw,MSdw/110,Pli,2,Pl,1,cd,FALSE,MS,NA, 
MSdw,MSdw/112,Pli,3,Pl,3,cd,FALSE,MS,NA,generally outcompeted on these sites
MSdw,MSdw/102,Pyi,4,Py,5,cd,FALSE,MS,NA, 
MSdw,MSdw/103,Pyi,4,Py,5,cd,FALSE,MS,NA, 
MSdw,MSdw/101,Sxw,1,Sx,1,cd,FALSE,MS,NA, 
MSdw,MSdw/103,Sxw,3,Sx,3,cd,FALSE,MS,NA,drought will limit establishment
MSdw,MSdw/104,Sxw,3,Sx,2,cd,FALSE,MS,NA,drought may limit establishment
MSdw,MSdw/110,Sxw,1,Sx,1,cd,FALSE,MS,NA, 
MSdw,MSdw/111,Sxw,2,Sx,2,cd,FALSE,MS,NA,saturated soils may limit establishment
MSdw,MSdw/112,Sxw,2,Sx,3,NA,FALSE,MS,NA,poorly aerated soils will limit establishment
