"","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"115","ESSFvc","ESSFvc/01","Hw",NA,"Hw",2,"inputed",NA
"116","BWBSmk","BWBSmk/101","Cw",NA,"Cw",2,"inputed",NA
"117","BWBSmk","BWBSmk/101","Hw",NA,"Hw",1,"inputed",NA
"118","IDFdw","IDFdw/101","Sx",NA,"Sx",3,"inputed",NA
"119","BWBSmw","BWBSmw/104","Bl",NA,"Bl",3,"inputed",NA
"120","BWBSwk1","BWBSwk1/110","Bl",NA,"Bl",2,"inputed",NA
"121","SBSwk1","SBSwk1/01","Hw",NA,"Hw",3,"inputed",NA
"122","BWBSwk1","BWBSwk1/111","Ep",NA,"Ep",2,"inputed",NA
"123","BWBSwk1","BWBSwk1/111","Bl",NA,"Bl",1,"inputed",NA
"124","MSdm1","MSdm1/101","Cw",NA,"Cw",3,"inputed",NA
"125","BWBSmk","BWBSmk/110","Fdi",NA,"Fd",2,"inputed",NA
"126","CWHvm1","CWHvm1/103","Bl",NA,"Bl",1,"inputed",NA
"127","CWHvm3","CWHvm3/103","Bl",NA,"Bl",1,"inputed",NA
"128","CWHvm2","CWHvm2/111.1","Tw",NA,"Tw",3,"inputed",NA
"129","CWHms3","CWHms3/111","Hm",NA,"Hm",2,"inputed",NA
"130","CWHms5","CWHms5/111","Hm",NA,"Hm",2,"inputed",NA
"131","CWHms3","CWHms3/101","Bl",NA,"Bl",2,"inputed",NA
"132","IDFdk3","IDFdk3/06","Sx",NA,"Sx",4,"inputed",NA
"133","ESSFwm2","ESSFwm2/101","Cw",NA,"Cw",4,"inputed",NA
"134","ICHdw1","ICHdw1/104","Tw",NA,"Tw",3,"inputed",NA
"135","CWHdm2","CWHdm2/112.1","Ss",NA,"Ss",3,"inputed",NA
"136","CWHvm1","CWHvm1/112.1","Hm",NA,"Hm",2,"inputed",NA
"137","CWHvm3","CWHvm3/112.1","Hm",NA,"Hm",2,"inputed",NA
"138","CWHvm1","CWHvm1/110","Hm",NA,"Hm",2,"inputed",NA
"139","CWHvm3","CWHvm3/110","Hm",NA,"Hm",2,"inputed",NA
"140","CWHvm3","CWHvm3/103","Hm",NA,"Hm",2,"inputed",NA
"141","CWHvm1","CWHvm1/105","Hm",NA,"Hm",2,"inputed",NA
"142","CWHvm3","CWHvm3/104","Hm",NA,"Hm",2,"inputed",NA
"143","CWHdm3","CWHdm3/103","Ba",NA,"Ba",4,"inputed",NA
"144","CWHvh3","CWHvh3/114","Ba",NA,"Ba",2,"inputed",NA
"145","CWHvh2","CWHvh2/105","Hm",NA,"Hm",2,"inputed",NA
"146","CWHvh3","CWHvh3/106","Hm",NA,"Hm",2,"inputed",NA
"147","MSdm2","MSdm2/101","Cw",NA,"Cw",3,"inputed",NA
"148","ICHxm1","ICHxm1/104.1","Cw",NA,"Cw",3,"inputed",NA
"149","ESSFdc2","ESSFdc2/101","Fdi",NA,"Fd",3,"inputed",NA
"150","CWHvm1","CWHvm1/102","Hm",NA,"Hm",3,"inputed",NA
"151","CWHvm1","CWHvm1/103","Tw",NA,"Tw",3,"inputed",NA
"152","CWHvh1","CWHvh1/103","Fdc",NA,"Fd",3,"inputed",NA
"153","ESSFmm3","ESSFmm3/103","Hw",NA,"Hw",3,"inputed",NA
"154","ESSFdk2","ESSFdk2/103","Cw",NA,"Cw",3,"inputed",NA
"155","ESSFdk2","ESSFdk2/103","Hw",NA,"Hw",3,"inputed",NA
"156","CWHws3","CWHws3/101","Ss",NA,"Ss",2,"inputed",NA
"157","MHmm1","MHmm1/102","Plc",NA,"Pl",2,"inputed",NA
"158","CWHvm1","CWHvm1/111.1","Hm",NA,"Hm",2,"inputed",NA
"159","CWHvm3","CWHvm3/111.1","Hm",NA,"Hm",2,"inputed",NA
"160","CWHws3","CWHws3/Fm50","Hw",NA,"Hw",1,"inputed",NA
"161","CWHws3","CWHws3/111","Fdc",NA,"Fd",3,"inputed",NA
"162","CWHvm3","CWHvm3/102","Hm",NA,"Hm",3,"inputed",NA
"163","CWHvm2","CWHvm2/102","Ba",NA,"Ba",3,"inputed",NA
"164","CWHvm4","CWHvm4/102","Ba",NA,"Ba",3,"inputed",NA
"165","CWHvh2","CWHvh2/Ws60","Hw",NA,"Hw",1,"inputed",NA
"166","CWHvh2","CWHvh2/Ws58","Ba",NA,"Ba",2,"inputed",NA
"167","CWHvh2","CWHvh2/Ws60","Ba",NA,"Ba",2,"inputed",NA
"168","CWHvh3","CWHvh3/116","Ba",NA,"Ba",2,"inputed",NA
"169","CWHvm1","CWHvm1/Fl51","Yc",NA,"Yc",1,"inputed",NA
"170","CWHvm3","CWHvm3/Fl51","Yc",NA,"Yc",1,"inputed",NA
"171","CWHvm1","CWHvm1/Fl51","Hw",NA,"Hw",1,"inputed",NA
"172","CWHvm3","CWHvm3/Fl51","Hw",NA,"Hw",1,"inputed",NA
"173","CWHvm1","CWHvm1/Fl51","Cw",NA,"Cw",2,"inputed",NA
"174","CWHvm3","CWHvm3/Fl51","Cw",NA,"Cw",2,"inputed",NA
"175","CWHvh2","CWHvh2/103","Hm",NA,"Hm",2,"inputed",NA
"176","CWHvh2","CWHvh2/112","Yc",NA,"Yc",1,"inputed",NA
"177","CWHvh3","CWHvh3/112","Yc",NA,"Yc",1,"inputed",NA
"178","CWHvh2","CWHvh2/112","Hm",NA,"Hm",3,"inputed",NA
"179","CWHvh3","CWHvh3/112","Hm",NA,"Hm",3,"inputed",NA
"180","CWHvm1","CWHvm1/Ws54","Yc",NA,"Yc",2,"inputed",NA
"181","CWHvm1","CWHvm1/Ws56","Yc",NA,"Yc",2,"inputed",NA
"182","CWHvm3","CWHvm3/Ws54","Yc",NA,"Yc",2,"inputed",NA
"183","CWHvm3","CWHvm3/Ws56","Yc",NA,"Yc",2,"inputed",NA
"184","CWHvh3","CWHvh3/117","Hm",NA,"Hm",2,"inputed",NA
"185","ESSFwc2","ESSFwc2/05","Pw",NA,"Pw",4,"inputed",NA
"186","SBPSxc","SBPSxc/05","Hw",NA,"Hw",1,"inputed",NA
"187","CWHvm1","CWHvm1/113","Pw",NA,"Pw",3,"inputed",NA
"188","ESSFmmp","ESSFmmp/00","Pa",NA,"Pa",3,"inputed",NA
"189","ESSFmmp","ESSFmmp/00","Sx",NA,"Sx",3,"inputed",NA
"190","ESSFmvp","ESSFmvp/00","Sx",NA,"Sx",3,"inputed",NA
"191","MSdw","MSdw/101","Hw",NA,"Hw",3,"inputed",NA
"192","MSdk","MSdk/101","Hw",NA,"Hw",3,"inputed",NA
"193","ICHmw4","ICHmw4/102","Cw",NA,"Cw",3,"inputed",NA
"194","ESSFwm3","ESSFwm3/101","Cw",NA,"Cw",3,"inputed",NA
"195","ICHmw2","ICHmw2/101","Tw",NA,"Tw",3,"inputed",NA
"196","ICHmw4","ICHmw4/103","Sx",NA,"Sx",3,"inputed",NA
"197","ESSFmm3","ESSFmm3/110","Hw",NA,"Hw",3,"inputed",NA
"198","IDFdk5","IDFdk5/101","Bl",NA,"Bl",3,"inputed",NA
"199","ESSFdk2","ESSFdk2/111","Cw",NA,"Cw",3,"inputed",NA
"200","ESSFdk2","ESSFdk2/111","Hw",NA,"Hw",4,"inputed",NA
"201","ESSFdk2","ESSFdk2/111","Pli",NA,"Pl",2,"inputed",NA
"202","CWHws2","CWHws2/101","Fdc",NA,"Fd",2,"inputed",NA
"203","CWHws2","CWHws2/110","Fdc",NA,"Fd",2,"inputed",NA
"204","CWHds2","CWHds2/101","Hm",NA,"Hm",2,"inputed",NA
"205","CWHds2","CWHds2/101","Ba",NA,"Ba",2,"inputed",NA
"206","CWHws2","CWHws2/101","Yc",NA,"Yc",2,"inputed",NA
"207","CWHds1","CWHds1/101","Yc",NA,"Yc",2,"inputed",NA
"208","CWHds1","CWHds1/101a","Yc",NA,"Yc",2,"inputed",NA
"209","CWHms3","CWHms3/110","Hm",NA,"Hm",2,"inputed",NA
"210","CWHms5","CWHms5/110","Hm",NA,"Hm",2,"inputed",NA
"211","CWHms5","CWHms5/103.1","Hm",NA,"Hm",2,"inputed",NA
"212","CWHms4","CWHms4/105","Yc",NA,"Yc",2,"inputed",NA
"213","CWHms3","CWHms3/112","Hm",NA,"Hm",3,"inputed",NA
"214","CWHms4","CWHms4/112","Hm",NA,"Hm",2,"inputed",NA
"215","CWHms5","CWHms5/112","Hm",NA,"Hm",3,"inputed",NA
"216","ESSFmm3","ESSFmm3/101","Pa",NA,"Pa",3,"inputed",NA
"217","ESSFmm3","ESSFmm3/110","Pli",NA,"Pl",3,"inputed",NA
"218","CWHms3","CWHms3/101","Pw",NA,"Pw",3,"inputed",NA
"219","CWHdm2","CWHdm2/103","Cw",NA,"Cw",3,"inputed",NA
"220","CWHvm1","CWHvm1/110","Tw",NA,"Tw",3,"inputed",NA
"221","ESSFxc1","ESSFxc1/110","Fdi",NA,"Fd",3,"inputed",NA
"222","ESSFxc2","ESSFxc2/111","Pli",NA,"Pl",3,"inputed",NA
"223","CWHwm","CWHwm/Fm50","Bl",NA,"Bl",2,"inputed",NA
"224","ESSFmm1","ESSFmm1/04","Hw",NA,"Hw",3,"inputed",NA
"225","CWHms5","CWHms5/103.2","Bg",NA,"Bg",3,"inputed",NA
"226","CWHms5","CWHms5/103.2","Mv",NA,"Mv",3,"inputed",NA
"227","CWHxs","CWHxs/101.2","Ba",NA,"Ba",4,"inputed",NA
"228","CWHws2","CWHws2/102","Ac",NA,"Ac",4,"inputed",NA
"229","CWHws2","CWHws2/102","At",NA,"At",4,"inputed",NA
"230","CWHws2","CWHws2/101","At",NA,"At",3,"inputed",NA
"231","CWHws2","CWHws2/110","Plc",NA,"Pl",4,"inputed",NA
"232","ICHvc","ICHvc/02","Ac",NA,"Ac",4,"inputed",NA
"233","ICHmc1","ICHmc1/02","Ep",NA,"Ep",3,"inputed",NA
"234","CWHws2","CWHws2/102","Sx",NA,"Sx",3,"inputed",NA
"235","ICHmc1","ICHmc1/02","Ac",NA,"Ac",4,"inputed",NA
"236","ICHmc1","ICHmc1/02","Cw",NA,"Cw",3,"inputed",NA
"237","BWBSdk","BWBSdk/104","Ac",NA,"Ac",3,"inputed",NA
"238","MSdk","MSdk/103","Cw",NA,"Cw",3,"inputed",NA
"239","CWHwh2","CWHwh2/101a","Tw",NA,"Tw",3,"inputed",NA
"240","CWHvh3","CWHvh3/101a","Tw",NA,"Tw",3,"inputed",NA
"241","CWHvh3","CWHvh3/115","Tw",NA,"Tw",3,"inputed",NA
"242","CWHvm1","CWHvm1/101","Pw",NA,"Pw",3,"inputed",NA
"243","CWHvm1","CWHvm1/111","Pw",NA,"Pw",3,"inputed",NA
"244","CWHvm3","CWHvm3/101","Pw",NA,"Pw",3,"inputed",NA
"245","CWHvm3","CWHvm3/111","Pw",NA,"Pw",3,"inputed",NA
"246","CWHvm3","CWHvm3/111.2","Pw",NA,"Pw",3,"inputed",NA
"247","CWHvm2","CWHvm2/101","Bl",NA,"Bl",3,"inputed",NA
"248","CWHvm1","CWHvm1/110","Mv",NA,"Mv",3,"inputed",NA
"249","ICHmw5","ICHmw5/103","Tw",NA,"Tw",4,"inputed",NA
"250","CWHdm2","CWHdm2/112.1","Ba",NA,"Ba",3,"inputed",NA
"251","CWHdm2","CWHdm2/102","Cw",NA,"Cw",3,"inputed",NA
"252","CWHdm2","CWHdm2/111","Ba",NA,"Ba",2,"inputed",NA
"253","CWHdm2","CWHdm2/110","Ss",NA,"Ss",2,"inputed",NA
"254","CWHdm2","CWHdm2/112.2","Ss",NA,"Ss",1,"inputed",NA
"255","CWHdm2","CWHdm2/101","Ss",NA,"Ss",3,"inputed",NA
"256","CWHdm2","CWHdm2/104","Ba",NA,"Ba",3,"inputed",NA
"257","CWHvm2","CWHvm2/101","Tw",NA,"Tw",3,"inputed",NA
"258","CWHvm1","CWHvm1/112.2","Fdc",NA,"Fd",3,"inputed",NA
"259","CWHvm1","CWHvm1/102","Ba",NA,"Ba",3,"inputed",NA
"260","ICHmk1","ICHmk1/112","Tw",NA,"Tw",3,"inputed",NA
"261","ESSFmh","ESSFmh/104","Hw",NA,"Hw",3,"inputed",NA
"262","ESSFdc1","ESSFdc1/101","Lw",NA,"Lw",3,"inputed",NA
"263","ESSFdc1","ESSFdc1/110","Lw",NA,"Lw",3,"inputed",NA
"264","ICHmk3","ICHmk3/07","Fdi",NA,"Fd",3,"inputed",NA
"265","MHmm2","MHmm2/113","Bl",NA,"Bl",1,"inputed",NA
"266","MHmm2","MHmm2/112","Fdc",NA,"Fd",2,"inputed",NA
"267","MSxk1","MSxk1/103","Sx",NA,"Sx",3,"inputed",NA
"268","IDFdk2","IDFdk2/103","At",NA,"At",3,"inputed",NA
"269","IDFdk1","IDFdk1/105","Sx",NA,"Sx",3,"inputed",NA
"270","IDFdk1","IDFdk1/103","At",NA,"At",3,"inputed",NA
"271","MSdk","MSdk/102","Sx",NA,"Sx",3,"inputed",NA
"272","ESSFdkw","ESSFdkw/101","Pa",NA,"Pa",3,"inputed",NA
"273","CDFmm","CDFmm/Ws53","Fdi",NA,"Fd",3,"inputed",NA
"274","CDFmm","CDFmm/105","Tw",NA,"Tw",3,"inputed",NA
"275","ICHmw4","ICHmw4/103","Tw",NA,"Tw",4,"inputed",NA
"276","ICHmk2","ICHmk2/06","Fdi",NA,"Fd",2,"inputed",NA
"277","SBSmm","SBSmm/04","At",NA,"At",3,"inputed",NA
"278","ESSFwc2","ESSFwc2/05","Hw",NA,"Hw",3,"inputed",NA
"279","CWHvh3","CWHvh3/Wb53","Hw",NA,"Hw",3,"inputed",NA
"280","CWHws3","CWHws3/102","Hm",NA,"Hm",3,"inputed",NA
"281","MHwh","MHwh/101a","Hm",NA,"Hm",1,"inputed",NA
"282","MHwh","MHwh/101a","Ss",NA,"Ss",2,"inputed",NA
"283","MHwh","MHwh/101b","Hw",NA,"Hw",1,"inputed",NA
"284","MHwh","MHwh/101b","Ss",NA,"Ss",2,"inputed",NA
"285","MHwh","MHwh/101b","Yc",NA,"Yc",1,"inputed",NA
"286","MHwh","MHwh/101b","Hm",NA,"Hm",1,"inputed",NA
"287","CWHvh1","CWHvh1/104","Fdc",NA,"Fd",1,"inputed",NA
"288","SWBmk","SWBmk/01","Sb",NA,"Sb",3,"inputed",NA
"289","CWHwh1","CWHwh1/118","Hm",NA,"Hm",2,"inputed",NA
"290","CWHwh1","CWHwh1/115","Tw",NA,"Tw",3,"inputed",NA
"291","CWHwh1","CWHwh1/118","Tw",NA,"Tw",3,"inputed",NA
"292","IDFxx2","IDFxx2/101","Pli",NA,"Pl",3,"inputed",NA
"293","MSdm2","MSdm2/110","Fdi",NA,"Fd",3,"inputed",NA
"294","ICHwk1","ICHwk1/04","Tw",NA,"Tw",3,"inputed",NA
"295","IDFdh","IDFdh/101","Sx",NA,"Sx",3,"inputed",NA
"296","CWHvh3","CWHvh3/115","Hm",NA,"Hm",3,"inputed",NA
"297","CWHvh3","CWHvh3/114","Hm",NA,"Hm",3,"inputed",NA
"298","MHwh","MHwh/102","Hw",NA,"Hw",3,"inputed",NA
"299","CWHvh3","CWHvh3/103.2","Ss",NA,"Ss",1,"inputed",NA
"300","CWHvh3","CWHvh3/105","Hm",NA,"Hm",3,"inputed",NA
"301","MHwh","MHwh/101a","Yc",NA,"Yc",2,"inputed",NA
"302","CWHvh3","CWHvh3/103.1","Hw",NA,"Hw",1,"inputed",NA
"303","CWHvh3","CWHvh3/103.1","Ss",NA,"Ss",2,"inputed",NA
"304","CWHvm1","CWHvm1/Fl51","Hm",NA,"Hm",2,"inputed",NA
"305","CWHvm3","CWHvm3/Fl51","Hm",NA,"Hm",2,"inputed",NA
"306","CWHvm1","CWHvm1/Fl51","Tw",NA,"Tw",3,"inputed",NA
"307","CWHvm3","CWHvm3/Fl51","Tw",NA,"Tw",3,"inputed",NA
"308","CWHvm1","CWHvm1/Fl51","Plc",NA,"Pl",2,"inputed",NA
"309","CWHvm3","CWHvm3/Fl51","Plc",NA,"Pl",2,"inputed",NA
"310","CWHvm1","CWHvm1/Wb51","Ba",NA,"Ba",2,"inputed",NA
"311","CWHvm1","CWHvm1/Wb55","Ba",NA,"Ba",2,"inputed",NA
"312","CWHvm3","CWHvm3/Wb51","Ba",NA,"Ba",2,"inputed",NA
"313","CWHvm3","CWHvm3/Wb53","Ba",NA,"Ba",2,"inputed",NA
"314","CWHvm1","CWHvm1/105","Yc",NA,"Yc",2,"inputed",NA
"315","CWHvm3","CWHvm3/104","Yc",NA,"Yc",2,"inputed",NA
"316","CWHvh2","CWHvh2/110","Hm",NA,"Hm",2,"inputed",NA
"317","CWHvh3","CWHvh3/110","Hm",NA,"Hm",2,"inputed",NA
"318","MHvh","MHvh/102","Hw",NA,"Hw",3,"inputed",NA
"319","CWHvm2","CWHvm2/112","Dr",NA,"Dr",2,"inputed",NA
"320","CWHvm2","CWHvm2/112.2","Dr",NA,"Dr",2,"inputed",NA
"321","CWHvm4","CWHvm4/112","Dr",NA,"Dr",2,"inputed",NA
"322","CWHvm1","CWHvm1/113","Plc",NA,"Pl",2,"inputed",NA
"323","CWHvh3","CWHvh3/105","Ba",NA,"Ba",2,"inputed",NA
"324","CWHvh2","CWHvh2/101","Tw",NA,"Tw",3,"inputed",NA
"325","CWHvh2","CWHvh2/102","Hm",NA,"Hm",3,"inputed",NA
"326","CWHvh2","CWHvh2/Wb53","Hm",NA,"Hm",3,"inputed",NA
"327","CWHvh3","CWHvh3/Wb53","Hm",NA,"Hm",3,"inputed",NA
"328","CWHvh2","CWHvh2/113","Ba",NA,"Ba",3,"inputed",NA
"329","CWHvh2","CWHvh2/113","Tw",NA,"Tw",4,"inputed",NA
"330","IDFdk5","IDFdk5/103","Pli",NA,"Pl",3,"inputed",NA
"331","ESSFdkp","ESSFdkp/00","Sx",NA,"Sx",3,"inputed",NA
"332","MSdw","MSdw/101","Pa",NA,"Pa",4,"inputed",NA
"333","ICHmc2","ICHmc2/04","Ss",NA,"Ss",3,"inputed",NA
"334","ICHmc1","ICHmc1/03","Ss",NA,"Ss",4,"inputed",NA
"335","ICHvc","ICHvc/06","Hw",NA,"Hw",3,"inputed",NA
"336","CWHwm","CWHwm/Fm50","Yc",NA,"Yc",2,"inputed",NA
"337","MHmm1","MHmm1/111","Ac",NA,"Ac",1,"inputed",NA
"338","CWHwm","CWHwm/101b","Yc",NA,"Yc",1,"inputed",NA
"339","ESSFwm3","ESSFwm3/104","Pa",NA,"Pa",3,"inputed",NA
