bgc,ss_nospace,sppsplit,suitability,spp,newsuit,mod,outrange,Zone,Note
ICHmc1a,ICHmc1a/03,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmc2,ICHmc2/02,At,3,At,,,FALSE,ICH,NA
ICHmc2,ICHmc2/05,At,2,At,,,FALSE,ICH,NA
ICHmc2,ICHmc2/01,Ba,5,Ba,,,FALSE,ICH,NA
ICHmc2,ICHmc2/02,Ba,5,Ba,,,FALSE,ICH,NA
ICHmc2,ICHmc2/01,Ep,2,Ep,,,FALSE,ICH,NA
ICHmc2,ICHmc2/02,Ep,3,Ep,,,FALSE,ICH,NA
ICHmc2,ICHmc2/05,Ep,1,Ep,,,FALSE,ICH,NA
ICHmc2,ICHmc2/04,Ss,3,Ss,,,FALSE,ICH,imputed
ICHmc2,ICHmc2/05,Ss,2,Ss,,,FALSE,ICH,imputed
ICHmc2,ICHmc2/02,Ss,3,Ss,,,FALSE,ICH,imputed
ICHmk1,ICHmk1/101,Act,3,Ac,,,FALSE,ICH,NA
ICHmk1,ICHmk1/110,Act,2,Ac,,,FALSE,ICH,NA
ICHmk1,ICHmk1/111,Act,2,Ac,,,FALSE,ICH,NA
ICHmk1,ICHmk1/112,Act,2,Ac,,,FALSE,ICH,NA
ICHmk1,ICHmk1/101,At,2,At,,,FALSE,ICH,NA
ICHmk1,ICHmk1/103,At,3,At,,,FALSE,ICH,NA
ICHmk1,ICHmk1/104,At,2,At,,,FALSE,ICH,NA
ICHmk1,ICHmk1/105,At,2,At,,,FALSE,ICH,NA
ICHmk1,ICHmk1/110,At,2,At,,,FALSE,ICH,NA
ICHmk1,ICHmk1/111,At,2,At,,,FALSE,ICH,NA
ICHmk1,ICHmk1/112,At,3,At,,,FALSE,ICH,NA
ICHmk1,ICHmk1/101,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/102,Bl,3,Bl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/103,Bl,3,Bl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/104,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/105,Bl,3,Bl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/110,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/111,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/112,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/101,Cw,1,Cw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/103,Cw,3,Cw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/104,Cw,3,Cw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/105,Cw,2,Cw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/110,Cw,1,Cw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/111,Cw,1,Cw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/112,Cw,2,Cw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/101,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk1,ICHmk1/103,Ep,3,Ep,,,FALSE,ICH,NA
ICHmk1,ICHmk1/104,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk1,ICHmk1/105,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk1,ICHmk1/110,Ep,3,Ep,,,FALSE,ICH,NA
ICHmk1,ICHmk1/111,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk1,ICHmk1/112,Ep,3,Ep,,,FALSE,ICH,NA
ICHmk1,ICHmk1/101,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmk1,ICHmk1/102,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmk1,ICHmk1/103,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmk1,ICHmk1/104,Fdi,2,Fd,,,FALSE,ICH,NA
ICHmk1,ICHmk1/105,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmk1,ICHmk1/110,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmk1,ICHmk1/111,Fdi,2,Fd,,,FALSE,ICH,NA
ICHmk1,ICHmk1/112,Fdi,5,Fd,,,FALSE,ICH,NA
ICHmk1,ICHmk1/101,Lw,1,Lw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/103,Lw,2,Lw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/104,Lw,2,Lw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/105,Lw,1,Lw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/110,Lw,2,Lw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/111,Lw,2,Lw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/112,Lw,5,Lw,,,FALSE,ICH,NA
ICHmk1,ICHmk1/101,Pli,2,Pl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/102,Pli,2,Pl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/103,Pli,2,Pl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/104,Pli,1,Pl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/105,Pli,1,Pl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/110,Pli,2,Pl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/111,Pli,2,Pl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/112,Pli,3,Pl,,,FALSE,ICH,NA
ICHmk1,ICHmk1/101,Pyi,4,Py,,,FALSE,ICH,NA
ICHmk1,ICHmk1/102,Pyi,3,Py,,,FALSE,ICH,NA
ICHmk1,ICHmk1/103,Pyi,4,Py,,,FALSE,ICH,NA
ICHmk1,ICHmk1/104,Pyi,4,Py,,,FALSE,ICH,NA
ICHmk1,ICHmk1/101,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmk1,ICHmk1/102,Sxw,3,Sx,,,FALSE,ICH,NA
ICHmk1,ICHmk1/103,Sxw,3,Sx,,,FALSE,ICH,NA
ICHmk1,ICHmk1/104,Sxw,2,Sx,,,FALSE,ICH,NA
ICHmk1,ICHmk1/105,Sxw,2,Sx,,,FALSE,ICH,NA
ICHmk1,ICHmk1/110,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmk1,ICHmk1/111,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmk1,ICHmk1/112,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmk1,ICHmk1/112,Tw,3,Tw,,,FALSE,ICH,imputed
ICHmk2,ICHmk2/06,Fdi,2,Fd,,,FALSE,ICH,imputed
ICHmk3,ICHmk3/01,Lw,3,Lw,,,TRUE,ICH,NA
ICHmk3,ICHmk3/03,Lw,3,Lw,,,TRUE,ICH,NA
ICHmk3,ICHmk3/04,Lw,3,Lw,,,TRUE,ICH,NA
ICHmk4,ICHmk4/101,Act,3,Ac,,,FALSE,ICH,NA
ICHmk4,ICHmk4/110,Act,2,Ac,,,FALSE,ICH,NA
ICHmk4,ICHmk4/111,Act,2,Ac,,,FALSE,ICH,NA
ICHmk4,ICHmk4/112,Act,2,Ac,,,FALSE,ICH,NA
ICHmk4,ICHmk4/101,At,2,At,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102,At,3,At,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102a,At,3,At,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102b,At,3,At,,,FALSE,ICH,NA
ICHmk4,ICHmk4/103,At,2,At,,,FALSE,ICH,NA
ICHmk4,ICHmk4/110,At,2,At,,,FALSE,ICH,NA
ICHmk4,ICHmk4/111,At,3,At,,,FALSE,ICH,NA
ICHmk4,ICHmk4/112,At,2,At,,,FALSE,ICH,NA
ICHmk4,ICHmk4/101,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk4,ICHmk4/103,Bl,3,Bl,,,FALSE,ICH,NA
ICHmk4,ICHmk4/110,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk4,ICHmk4/111,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk4,ICHmk4/112,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk4,ICHmk4/101,Cw,1,Cw,,,FALSE,ICH,NA
ICHmk4,ICHmk4/110,Cw,1,Cw,,,FALSE,ICH,NA
ICHmk4,ICHmk4/111,Cw,1,Cw,,,FALSE,ICH,NA
ICHmk4,ICHmk4/112,Cw,2,Cw,,,FALSE,ICH,NA
ICHmk4,ICHmk4/101,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102,Ep,3,Ep,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102a,Ep,3,Ep,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102b,Ep,3,Ep,,,FALSE,ICH,NA
ICHmk4,ICHmk4/103,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk4,ICHmk4/110,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk4,ICHmk4/111,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk4,ICHmk4/112,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk4,ICHmk4/101,Fdi,2,Fd,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102,Fdi,2,Fd,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102a,Fdi,2,Fd,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102b,Fdi,2,Fd,,,FALSE,ICH,NA
ICHmk4,ICHmk4/103,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmk4,ICHmk4/110,Fdi,3,Fd,,,FALSE,ICH,NA
ICHmk4,ICHmk4/101,Hw,3,Hw,,,FALSE,ICH,imputed
ICHmk4,ICHmk4/101,Lw,2,Lw,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102,Lw,3,Lw,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102a,Lw,3,Lw,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102b,Lw,3,Lw,,,FALSE,ICH,NA
ICHmk4,ICHmk4/103,Lw,2,Lw,,,FALSE,ICH,NA
ICHmk4,ICHmk4/110,Lw,3,Lw,,,FALSE,ICH,NA
ICHmk4,ICHmk4/110,Pli,3,Pl,,,FALSE,ICH,imputed
ICHmk4,ICHmk4/101,Pli,3,Pl,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102,Pli,3,Pl,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102a,Pli,3,Pl,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102b,Pli,3,Pl,,,FALSE,ICH,NA
ICHmk4,ICHmk4/103,Pli,2,Pl,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102,Pyi,4,Py,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102a,Pyi,4,Py,,,FALSE,ICH,NA
ICHmk4,ICHmk4/102b,Pyi,4,Py,,,FALSE,ICH,NA
ICHmk4,ICHmk4/101,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmk4,ICHmk4/103,Sxw,2,Sx,,,FALSE,ICH,NA
ICHmk4,ICHmk4/110,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmk4,ICHmk4/111,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmk4,ICHmk4/112,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmk4,ICHmk4/101,Tw,3,Tw,,,FALSE,ICH,imputed
ICHmk5,ICHmk5/101,Act,3,Ac,,,FALSE,ICH,NA
ICHmk5,ICHmk5/110,Act,2,Ac,,,FALSE,ICH,NA
ICHmk5,ICHmk5/111,Act,2,Ac,,,FALSE,ICH,NA
ICHmk5,ICHmk5/112,Act,2,Ac,,,FALSE,ICH,NA
ICHmk5,ICHmk5/101,At,2,At,,,FALSE,ICH,NA
ICHmk5,ICHmk5/102,At,3,At,,,FALSE,ICH,NA
ICHmk5,ICHmk5/103,At,2,At,,,FALSE,ICH,NA
ICHmk5,ICHmk5/104,At,2,At,,,FALSE,ICH,NA
ICHmk5,ICHmk5/110,At,2,At,,,FALSE,ICH,NA
ICHmk5,ICHmk5/111,At,2,At,,,FALSE,ICH,NA
ICHmk5,ICHmk5/112,At,3,At,,,FALSE,ICH,NA
ICHmk5,ICHmk5/101,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk5,ICHmk5/104,Bl,3,Bl,,,FALSE,ICH,NA
ICHmk5,ICHmk5/110,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk5,ICHmk5/111,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk5,ICHmk5/112,Bl,2,Bl,,,FALSE,ICH,NA
ICHmk5,ICHmk5/101,Cw,2,Cw,,,FALSE,ICH,NA
ICHmk5,ICHmk5/110,Cw,1,Cw,,,FALSE,ICH,NA
ICHmk5,ICHmk5/112,Cw,2,Cw,,,FALSE,ICH,NA
ICHmk5,ICHmk5/101,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk5,ICHmk5/102,Ep,3,Ep,,,FALSE,ICH,NA
ICHmk5,ICHmk5/103,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk5,ICHmk5/104,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk5,ICHmk5/110,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk5,ICHmk5/111,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk5,ICHmk5/112,Ep,2,Ep,,,FALSE,ICH,NA
ICHmk5,ICHmk5/101,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmk5,ICHmk5/102,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmk5,ICHmk5/103,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmk5,ICHmk5/104,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmk5,ICHmk5/110,Fdi,2,Fd,,,FALSE,ICH,NA
ICHmk5,ICHmk5/111,Fdi,2,Fd,,,FALSE,ICH,NA
ICHmk5,ICHmk5/101,Lw,3,Lw,,,TRUE,ICH,NA
ICHmk5,ICHmk5/103,Lw,3,Lw,,,TRUE,ICH,NA
ICHmk5,ICHmk5/104,Lw,3,Lw,,,TRUE,ICH,NA
ICHmk5,ICHmk5/110,Lw,3,Lw,,,TRUE,ICH,NA
ICHmk5,ICHmk5/102,Pf,3,Pf,,,FALSE,ICH,NA
ICHmk5,ICHmk5/101,Pli,2,Pl,,,FALSE,ICH,NA
ICHmk5,ICHmk5/102,Pli,3,Pl,,,FALSE,ICH,NA
ICHmk5,ICHmk5/103,Pli,2,Pl,,,FALSE,ICH,NA
ICHmk5,ICHmk5/104,Pli,2,Pl,,,FALSE,ICH,NA
ICHmk5,ICHmk5/101,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmk5,ICHmk5/104,Sxw,2,Sx,,,FALSE,ICH,NA
ICHmk5,ICHmk5/110,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmk5,ICHmk5/111,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmk5,ICHmk5/112,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmm,ICHmm/02,Ac,3,Ac,,,FALSE,ICH,imputed
ICHmm,ICHmm/01,Lw,3,Lw,,,TRUE,ICH,NA
ICHmw1,ICHmw1/05,Act,2,Ac,,,FALSE,ICH,NA
ICHmw1,ICHmw1/06,Act,2,Ac,,,FALSE,ICH,NA
ICHmw1,ICHmw1/07,Act,2,Ac,,,FALSE,ICH,NA
ICHmw1,ICHmw1/01,At,2,At,,,FALSE,ICH,NA
ICHmw1,ICHmw1/02,At,3,At,,,FALSE,ICH,NA
ICHmw1,ICHmw1/03,At,3,At,,,FALSE,ICH,NA
ICHmw1,ICHmw1/04,At,3,At,,,FALSE,ICH,NA
ICHmw1,ICHmw1/05,At,3,At,,,FALSE,ICH,NA
ICHmw1,ICHmw1/06,At,3,At,,,FALSE,ICH,NA
ICHmw1,ICHmw1/07,At,3,At,,,FALSE,ICH,NA
ICHmw1,ICHmw1/01,Bl,3,Bl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/02,Bl,3,Bl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/03,Bl,2,Bl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/04,Bl,3,Bl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/05,Bl,2,Bl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/06,Bl,1,Bl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/07,Bl,2,Bl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/01,Cw,2,Cw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/02,Cw,3,Cw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/03,Cw,3,Cw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/04,Cw,3,Cw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/05,Cw,1,Cw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/06,Cw,1,Cw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/07,Cw,1,Cw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/01,Ep,2,Ep,,,FALSE,ICH,NA
ICHmw1,ICHmw1/02,Ep,3,Ep,,,FALSE,ICH,NA
ICHmw1,ICHmw1/03,Ep,3,Ep,,,FALSE,ICH,NA
ICHmw1,ICHmw1/04,Ep,2,Ep,,,FALSE,ICH,NA
ICHmw1,ICHmw1/05,Ep,2,Ep,,,FALSE,ICH,NA
ICHmw1,ICHmw1/06,Ep,2,Ep,,,FALSE,ICH,NA
ICHmw1,ICHmw1/07,Ep,2,Ep,,,FALSE,ICH,NA
ICHmw1,ICHmw1/01,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmw1,ICHmw1/02,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmw1,ICHmw1/03,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmw1,ICHmw1/04,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmw1,ICHmw1/05,Fdi,1,Fd,,,FALSE,ICH,NA
ICHmw1,ICHmw1/06,Fdi,2,Fd,,,FALSE,ICH,NA
ICHmw1,ICHmw1/07,Fdi,2,Fd,,,FALSE,ICH,NA
ICHmw1,ICHmw1/01,Hw,3,Hw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/02,Hw,3,Hw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/03,Hw,3,Hw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/04,Hw,3,Hw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/05,Hw,1,Hw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/06,Hw,1,Hw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/07,Hw,1,Hw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/01,Lw,3,Lw,,,TRUE,ICH,NA
ICHmw1,ICHmw1/02,Lw,3,Lw,,,TRUE,ICH,NA
ICHmw1,ICHmw1/03,Lw,3,Lw,,,TRUE,ICH,NA
ICHmw1,ICHmw1/04,Lw,3,Lw,,,TRUE,ICH,NA
ICHmw1,ICHmw1/06,Lw,3,Lw,,,TRUE,ICH,NA
ICHmw1,ICHmw1/04,Pa,3,Pa,,,FALSE,ICH,NA
ICHmw1,ICHmw1/01,Pli,1,Pl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/02,Pli,2,Pl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/03,Pli,1,Pl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/04,Pli,1,Pl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/05,Pli,2,Pl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/06,Pli,2,Pl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/07,Pli,2,Pl,,,FALSE,ICH,NA
ICHmw1,ICHmw1/01,Pw,2,Pw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/02,Pw,2,Pw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/03,Pw,2,Pw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/04,Pw,2,Pw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/05,Pw,2,Pw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/06,Pw,2,Pw,,,FALSE,ICH,NA
ICHmw1,ICHmw1/01,Sxw,2,Sx,,,FALSE,ICH,NA
ICHmw1,ICHmw1/02,Sxw,3,Sx,,,FALSE,ICH,NA
ICHmw1,ICHmw1/03,Sxw,2,Sx,,,FALSE,ICH,NA
ICHmw1,ICHmw1/04,Sxw,3,Sx,,,FALSE,ICH,NA
ICHmw1,ICHmw1/05,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmw1,ICHmw1/06,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmw1,ICHmw1/07,Sxw,1,Sx,,,FALSE,ICH,NA
ICHmw2,ICHmw2/101,Act,3,Ac,,,FALSE,ICH,NA
ICHmw2,ICHmw2/111,Fdi,5,Fd,,,FALSE,ICH,NA
ICHmw2,ICHmw2/111,Lw,5,Lw,,,FALSE,ICH,NA
ICHmw2,ICHmw2/101,Pli,3,Pl,,,FALSE,ICH,imputed
ICHmw2,ICHmw2/111,Pw,5,Pw,,,FALSE,ICH,NA
ICHmw2,ICHmw2/103,Sx,4,Sx,,,FALSE,ICH,imputed
ICHmw2,ICHmw2/110,Tw,3,Tw,,,FALSE,ICH,imputed
ICHmw2,ICHmw2/101,Tw,3,Tw,,,FALSE,ICH,imputed
ICHmw3,ICHmw3/01,Ac,3,Ac,,,FALSE,ICH,imputed
ICHmw3,ICHmw3/09,Pli,4,Pl,,,FALSE,ICH,NA
ICHmw3,ICHmw3/03,Pw,3,Pw,,,FALSE,ICH,NA
ICHmw4,ICHmw4/103,Bg,3,Bg,,,FALSE,ICH,imputed
ICHmw4,ICHmw4/102,Cw,3,Cw,,,FALSE,ICH,imputed
ICHmw4,ICHmw4/112,Pw,5,Pw,,,FALSE,ICH,NA
ICHmw4,ICHmw4/103,Sx,3,Sx,,,FALSE,ICH,imputed
ICHmw5,ICHmw5/101,Pa,3,Pa,,,FALSE,ICH,imputed
ICHmw5,ICHmw5/103,Tw,4,Tw,,,FALSE,ICH,imputed
ICHvc,ICHvc/02,Ac,4,Ac,,,FALSE,ICH,imputed
ICHvc,ICHvc/01,At,3,At,,,FALSE,ICH,NA
ICHvc,ICHvc/01.1,At,3,At,,,FALSE,ICH,NA
ICHvc,ICHvc/01.2,At,3,At,,,FALSE,ICH,NA
ICHvc,ICHvc/02,At,3,At,,,FALSE,ICH,NA
ICHvc,ICHvc/02.1,At,3,At,,,FALSE,ICH,NA
ICHvc,ICHvc/02.2,At,3,At,,,FALSE,ICH,NA
ICHvc,ICHvc/03,At,3,At,,,FALSE,ICH,NA
ICHvc,ICHvc/03a,At,3,At,,,FALSE,ICH,NA
ICHvc,ICHvc/03b,At,3,At,,,FALSE,ICH,NA
ICHvc,ICHvc/04,At,3,At,,,FALSE,ICH,NA
ICHvc,ICHvc/05,At,3,At,,,FALSE,ICH,NA
ICHvc,ICHvc/06,At,3,At,,,FALSE,ICH,NA
ICHvc,ICHvc/01,Ep,3,Ep,,,FALSE,ICH,NA
ICHvc,ICHvc/01.1,Ep,2,Ep,,,FALSE,ICH,NA
ICHvc,ICHvc/01.2,Ep,3,Ep,,,FALSE,ICH,NA
ICHvc,ICHvc/02,Ep,3,Ep,,,FALSE,ICH,NA
ICHvc,ICHvc/02.1,Ep,3,Ep,,,FALSE,ICH,NA
ICHvc,ICHvc/02.2,Ep,3,Ep,,,FALSE,ICH,NA
ICHvc,ICHvc/03,Ep,3,Ep,,,FALSE,ICH,NA
ICHvc,ICHvc/03a,Ep,3,Ep,,,FALSE,ICH,NA
ICHvc,ICHvc/03b,Ep,3,Ep,,,FALSE,ICH,NA
ICHvc,ICHvc/04,Ep,3,Ep,,,FALSE,ICH,NA
ICHvc,ICHvc/06,Ep,3,Ep,,,FALSE,ICH,NA
ICHvk1,ICHvk1/01,Act,3,Ac,,,FALSE,ICH,NA
ICHvk1,ICHvk1/02,Act,3,Ac,,,FALSE,ICH,NA
ICHvk1,ICHvk1/03,Act,3,Ac,,,FALSE,ICH,NA
ICHvk1,ICHvk1/04,Act,3,Ac,,,FALSE,ICH,NA
ICHvk1,ICHvk1/01,At,3,At,,,FALSE,ICH,NA
ICHvk1,ICHvk1/02,At,3,At,,,FALSE,ICH,NA
ICHvk1,ICHvk1/01,Ep,3,Ep,,,FALSE,ICH,NA
ICHvk1,ICHvk1/02,Ep,3,Ep,,,FALSE,ICH,NA
ICHvk1,ICHvk1/01,Fdi,3,Fd,,,FALSE,ICH,NA
ICHvk1,ICHvk1/04,Fdi,3,Fd,,,FALSE,ICH,NA
ICHvk1,ICHvk1/02,Lw,3,Lw,,,TRUE,ICH,NA
ICHvk1,ICHvk1/03,Lw,3,Lw,,,TRUE,ICH,NA
ICHvk1,ICHvk1/04,Lw,3,Lw,,,TRUE,ICH,NA
ICHvk1,ICHvk1/02,Pli,4,Pl,,,FALSE,ICH,NA
ICHvk1,ICHvk1/03,Pli,4,Pl,,,FALSE,ICH,NA
ICHvk1,ICHvk1/06,Pli,4,Pl,,,FALSE,ICH,NA
ICHvk1,ICHvk1/02,Pw,3,Pw,,,FALSE,ICH,NA
ICHvk1,ICHvk1/05,Pw,3,Pw,,,FALSE,ICH,NA
ICHvk1,ICHvk1/06,Pw,3,Pw,,,FALSE,ICH,NA
ICHvk1,ICHvk1/04,Tw,3,Tw,,,FALSE,ICH,imputed
ICHvk2,ICHvk2/01,Act,3,Ac,,,FALSE,ICH,NA
ICHvk2,ICHvk2/04,Act,3,Ac,,,FALSE,ICH,NA
ICHvk2,ICHvk2/05,Act,1,Ac,,,FALSE,ICH,NA
ICHvk2,ICHvk2/06,Act,3,Ac,,,FALSE,ICH,NA
ICHvk2,ICHvk2/01,At,3,At,,,FALSE,ICH,NA
ICHvk2,ICHvk2/03,At,3,At,,,FALSE,ICH,NA
ICHvk2,ICHvk2/04,At,3,At,,,FALSE,ICH,NA
ICHvk2,ICHvk2/01,Bl,2,Bl,,,FALSE,ICH,NA
ICHvk2,ICHvk2/03,Bl,2,Bl,,,FALSE,ICH,NA
ICHvk2,ICHvk2/04,Bl,1,Bl,,,FALSE,ICH,NA
ICHvk2,ICHvk2/05,Bl,2,Bl,,,FALSE,ICH,NA
ICHvk2,ICHvk2/06,Bl,3,Bl,,,FALSE,ICH,NA
ICHvk2,ICHvk2/01,Cw,2,Cw,,,FALSE,ICH,NA
ICHvk2,ICHvk2/02,Cw,3,Cw,,,FALSE,ICH,NA
ICHvk2,ICHvk2/03,Cw,3,Cw,,,FALSE,ICH,NA
ICHvk2,ICHvk2/04,Cw,2,Cw,,,FALSE,ICH,NA
ICHvk2,ICHvk2/05,Cw,2,Cw,,,FALSE,ICH,NA
ICHvk2,ICHvk2/06,Cw,3,Cw,,,FALSE,ICH,NA
ICHvk2,ICHvk2/01,Ep,3,Ep,,,FALSE,ICH,NA
ICHvk2,ICHvk2/03,Ep,3,Ep,,,FALSE,ICH,NA
ICHvk2,ICHvk2/04,Ep,3,Ep,,,FALSE,ICH,NA
ICHvk2,ICHvk2/05,Ep,3,Ep,,,FALSE,ICH,NA
ICHvk2,ICHvk2/01,Fdi,3,Fd,,,FALSE,ICH,NA
ICHvk2,ICHvk2/02,Fdi,2,Fd,,,FALSE,ICH,NA
ICHvk2,ICHvk2/03,Fdi,2,Fd,,,FALSE,ICH,NA
ICHvk2,ICHvk2/04,Fdi,3,Fd,,,FALSE,ICH,NA
ICHvk2,ICHvk2/01,Hw,1,Hw,,,FALSE,ICH,NA
ICHvk2,ICHvk2/02,Hw,2,Hw,,,FALSE,ICH,NA
ICHvk2,ICHvk2/03,Hw,2,Hw,,,FALSE,ICH,NA
ICHvk2,ICHvk2/04,Hw,1,Hw,,,FALSE,ICH,NA
ICHvk2,ICHvk2/05,Hw,3,Hw,,,FALSE,ICH,NA
