"","X","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange","Region"
"836",13951,"ESSFmw1","ESSFmw1/103","Pa",NA,"Pa",3,"inputed",NA,"TO"
"837",13952,"CWHvm4","CWHvm4/111","Plc",NA,"Pl",3,"inputed",NA,"Coast"
"838",13953,"MHms","MHms/101","Sx",NA,"Sx",2,"inputed",NA,"Coast"
"839",13954,"ESSFmm1","ESSFmm1/01","Hw",NA,"Hw",3,"inputed",NA,"OM"
"840",13955,"ICHmc2","ICHmc2/05","Ss",NA,"Ss",2,"inputed",NA,"SKE"
"841",13956,"MHmm1","MHmm1/111","Plc",NA,"Pl",3,"inputed",NA,"Coast"
"842",13957,"MHmm2","MHmm2/101a","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"843",13958,"MHmm1","MHmm1/101a","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"844",13959,"CWHvm4","CWHvm4/113","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"845",13960,"CWHms5","CWHms5/103.1","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"846",13961,"MHmm2","MHmm2/102","Pa",NA,"Pa",3,"inputed",NA,"Coast"
"847",13962,"MHmm2","MHmm2/101","Pa",NA,"Pa",3,"inputed",NA,"Coast"
"848",13963,"MHmm2","MHmm2/101a","Pa",NA,"Pa",3,"inputed",NA,"Coast"
"849",13964,"MHmm2","MHmm2/101b","Pa",NA,"Pa",3,"inputed",NA,"Coast"
"850",13965,"MHmm2","MHmm2/103","Pa",NA,"Pa",3,"inputed",NA,"Coast"
"851",13966,"CWHws3","CWHws3/103","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"852",13967,"ESSFdc3","ESSFdc3/02","Fdi",NA,"Fd",3,"inputed",NA,"TO"
"853",13968,"ESSFxc3","ESSFxc3/04","Sx",NA,"Sx",3,"inputed",NA,"SKE"
"854",13969,"MSxk3","MSxk3/03","Pa",NA,"Pa",3,"inputed",NA,"CAR"
"855",13970,"ESSFxc3","ESSFxc3/03","Bl",NA,"Bl",3,"inputed",NA,"SKE"
"856",13971,"ESSFxc3","ESSFxc3/03","Pa",NA,"Pa",2,"inputed",NA,"SKE"
"857",13972,"ESSFxc3","ESSFxc3/03","Pli",NA,"Pl",2,"inputed",NA,"SKE"
"858",13973,"ESSFmkw","ESSFmkw/102","Ba",NA,"Ba",2,"inputed",NA,"CAR"
"859",13974,"MHmm1","MHmm1/103","Bl",NA,"Bl",2,"inputed",NA,"Coast"
"860",13975,"ESSFxvw","ESSFxvw/01","Sx",NA,"Sx",3,"inputed",NA,"CAR"
"861",13976,"ESSFxv2","ESSFxv2/02","Sx",NA,"Sx",3,"inputed",NA,"CAR"
"862",13977,"IDFdc","IDFdc/04","Sx",NA,"Sx",2,"inputed",NA,"TO"
"863",13978,"IDFdc","IDFdc/02","Pli",NA,"Pl",3,"inputed",NA,"TO"
"864",13979,"IDFdk1","IDFdk1/104","Sx",NA,"Sx",3,"inputed",NA,"TO"
"865",13980,"CWHvm2","CWHvm2/110","Dr",NA,"Dr",4,"inputed",NA,"Coast"
"866",13981,"MHmm1","MHmm1/101","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"867",13982,"MHmm1","MHmm1/101b","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"868",13983,"CWHvh2","CWHvh2/110","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"869",13984,"CWHwh1","CWHwh1/101a","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"870",13985,"CWHwh1","CWHwh1/101","Plc",NA,"Pl",3,"inputed",NA,"Coast"
"871",13986,"CWHwh1","CWHwh1/110b","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"872",13987,"CWHwh2","CWHwh2/111","Plc",NA,"Pl",2,"inputed",NA,"Coast"
"873",13988,"CWHdm3","CWHdm3/104","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"874",13989,"IDFxm","IDFxm/03","At",NA,"At",3,"inputed",NA,"CAR"
"875",13990,"CWHvm1","CWHvm1/104","Pw",NA,"Pw",3,"inputed",NA,"Coast"
"876",13991,"CWHws2","CWHws2/102","Yc",NA,"Yc",1,"inputed",NA,"Coast"
"877",13992,"ICHwk2","ICHwk2/02","Ep",NA,"Ep",3,"inputed",NA,"CAR"
"878",13993,"ICHwk2","ICHwk2/04","Tw",NA,"Tw",3,"inputed",NA,"CAR"
"879",13994,"MHvh","MHvh/111","Bl",NA,"Bl",3,"inputed",NA,"Coast"
"880",13995,"CWHws2","CWHws2/110","Tw",NA,"Tw",4,"inputed",NA,"Coast"
"881",13996,"CWHxs","CWHxs/110","Mv",NA,"Mv",1,"inputed",NA,"Coast"
"882",13997,"CWHdm2","CWHdm2/111","Ss",NA,"Ss",3,"inputed",NA,"Coast"
"883",13998,"CWHms5","CWHms5/103.1","Bg",NA,"Bg",2,"inputed",NA,"Coast"
"884",13999,"ESSFmkw","ESSFmkw/101","Ba",NA,"Ba",3,"inputed",NA,"CAR"
"885",14000,"ICHdk","ICHdk/04","Ac",NA,"Ac",4,"inputed",NA,"CAR"
"886",14001,"ESSFwc3","ESSFwc3/03","Ac",NA,"Ac",3,"inputed",NA,"OM/CAR"
"887",14002,"ESSFwc3","ESSFwc3/03","Pli",NA,"Pl",3,"inputed",NA,"OM/CAR"
"888",14003,"ESSFwc3","ESSFwc3/02","Ac",NA,"Ac",4,"inputed",NA,"OM/CAR"
"889",14004,"CWHvm2","CWHvm2/105","Tw",NA,"Tw",3,"inputed",NA,"Coast"
"890",14005,"CWHvm1","CWHvm1/110","Ep",NA,"Ep",2,"inputed",NA,"Coast"
"891",14006,"CWHvm3","CWHvm3/110","Ep",NA,"Ep",2,"inputed",NA,"Coast"
"892",14007,"ICHmc2","ICHmc2/02","Ss",NA,"Ss",3,"inputed",NA,"SKE"
"893",14008,"MSdm3","MSdm3/01","Ac",NA,"Ac",3,"inputed",NA,"TO"
"894",14009,"MSdm3","MSdm3/01","At",NA,"At",2,"inputed",NA,"TO"
"895",14010,"CWHms4","CWHms4/104","Plc",NA,"Pl",2,"inputed",NA,"Coast"
"896",14011,"SBSdh2","SBSdh2/01","Sb",NA,"Sb",2,"inputed",NA,"OM"
"897",14012,"SBSdh2","SBSdh2/06","Sb",NA,"Sb",2,"inputed",NA,"OM"
"898",14013,"CMAunp","CMAunp/00","Hw",NA,"Hw",1,"inputed",NA,"Coast"
"899",14014,"CMAunp","CMAunp/00","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"900",14015,"CMAunp","CMAunp/00","Pa",NA,"Pa",3,"inputed",NA,"Coast"
"901",14016,"ESSFxcp","ESSFxcp/00","Pa",NA,"Pa",3,"inputed",NA,"SKE"
"902",14017,"ESSFxcp","ESSFxcp/00","Sx",NA,"Sx",4,"inputed",NA,"SKE"
"903",14018,"IMAunp","IMAunp/00","Bl",NA,"Bl",2,"inputed",NA,"SKE"
"904",14019,"IMAunp","IMAunp/00","Pa",NA,"Pa",3,"inputed",NA,"SKE"
"905",14020,"ESSFmwp","ESSFmwp/00","La",NA,"La",2,"inputed",NA,"TO"
"906",14021,"MHmmp","MHmmp/m","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"907",14022,"ESSFun","ESSFun/m","Plc",NA,"Pl",3,"inputed",NA,"Coast"
"908",14023,"ESSFun","ESSFun/m","Sx",NA,"Sx",3,"inputed",NA,"Coast"
"909",14024,"ESSFun","ESSFun/h","Ss",NA,"Ss",2,"inputed",NA,"Coast"
"910",14025,"ESSFun","ESSFun/h","Sx",NA,"Sx",3,"inputed",NA,"Coast"
"911",14026,"MHmmp","MHmmp/h","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"912",14027,"MHmmp","MHmmp/h","Bl",NA,"Bl",1,"inputed",NA,"Coast"
"913",14028,"ESSFun","ESSFun/x","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"914",14029,"ESSFun","ESSFun/x","Plc",NA,"Pl",3,"inputed",NA,"Coast"
"915",15602,"MSdw","MSdw/112","Sxw",2,"Sx",3,NA,FALSE,"KB"
