"","X","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange","Region"
"280",8933,"IDFxx1","IDFxx1/103","Fdi",5,"Fd",5,NA,FALSE,"TO"
"281",8934,"IDFxx1","IDFxx1/103","Pyi",2,"Py",2,NA,FALSE,"TO"
"282",8935,"IDFxx1","IDFxx1/104","Fdi",3,"Fd",3,NA,FALSE,"TO"
"283",8936,"IDFxx1","IDFxx1/104","Pyi",1,"Py",1,NA,FALSE,"TO"
"284",8937,"IDFxx1","IDFxx1/110","Fdi",1,"Fd",1,NA,FALSE,"TO"
"285",8938,"IDFxx1","IDFxx1/110","Pyi",2,"Py",2,NA,FALSE,"TO"
"286",8939,"IDFxx1","IDFxx1/111","At",2,"At",2,NA,FALSE,"TO"
"287",8940,"IDFxx1","IDFxx1/111","Ep",2,"Ep",2,NA,FALSE,"TO"
"288",8941,"IDFxx1","IDFxx1/111","Fdi",5,"Fd",5,NA,FALSE,"TO"
"289",8942,"IDFxx1","IDFxx1/111","Lw",2,"Lw",2,NA,FALSE,"TO"
"290",8943,"IDFxx1","IDFxx1/111","Pyi",2,"Py",2,NA,FALSE,"TO"
"291",9987,"MSdc2","MSdc2/01","Bl",2,"Bl",2,NA,FALSE,"CAR"
"292",9988,"MSdc2","MSdc2/01","Fdi",2,"Fd",2,NA,FALSE,"CAR"
"293",9989,"MSdc2","MSdc2/01","Pa",3,"Pa",3,NA,FALSE,"CAR"
"294",9990,"MSdc2","MSdc2/01","Pli",1,"Pl",1,NA,FALSE,"CAR"
"295",9991,"MSdc2","MSdc2/01","Sxw",1,"Sx",1,NA,FALSE,"CAR"
"296",9992,"MSdc2","MSdc2/02","Bl",3,"Bl",3,NA,FALSE,"CAR"
"297",9993,"MSdc2","MSdc2/02","Fdi",2,"Fd",2,NA,FALSE,"CAR"
"298",9994,"MSdc2","MSdc2/02","Pa",3,"Pa",3,NA,FALSE,"CAR"
"299",9995,"MSdc2","MSdc2/02","Pli",2,"Pl",2,NA,FALSE,"CAR"
"300",9996,"MSdc2","MSdc2/03","Bl",2,"Bl",2,NA,FALSE,"CAR"
"301",9997,"MSdc2","MSdc2/03","Fdi",1,"Fd",1,NA,FALSE,"CAR"
"302",9998,"MSdc2","MSdc2/03","Pa",3,"Pa",3,NA,FALSE,"CAR"
"303",9999,"MSdc2","MSdc2/03","Pli",1,"Pl",1,NA,FALSE,"CAR"
"304",10000,"MSdc2","MSdc2/04","Bl",2,"Bl",2,NA,FALSE,"CAR"
"305",10001,"MSdc2","MSdc2/04","Pa",3,"Pa",3,NA,FALSE,"CAR"
"306",10002,"MSdc2","MSdc2/04","Pli",1,"Pl",1,NA,FALSE,"CAR"
"307",10003,"MSdc2","MSdc2/04","Sxw",2,"Sx",2,NA,FALSE,"CAR"
"308",10004,"MSdc2","MSdc2/05","Bl",1,"Bl",1,NA,FALSE,"CAR"
"309",10005,"MSdc2","MSdc2/05","Pli",1,"Pl",1,NA,FALSE,"CAR"
"310",10006,"MSdc2","MSdc2/05","Sxw",1,"Sx",1,NA,FALSE,"CAR"
"311",10007,"MSdc2","MSdc2/06","Bl",1,"Bl",1,NA,FALSE,"CAR"
"312",10008,"MSdc2","MSdc2/06","Pli",1,"Pl",1,NA,FALSE,"CAR"
"313",10009,"MSdc2","MSdc2/06","Sxw",1,"Sx",1,NA,FALSE,"CAR"
"314",10010,"MSdc2","MSdc2/07","Bl",1,"Bl",1,NA,FALSE,"CAR"
"315",10011,"MSdc2","MSdc2/07","Pli",2,"Pl",2,NA,FALSE,"CAR"
"316",10012,"MSdc2","MSdc2/07","Sxw",1,"Sx",1,NA,FALSE,"CAR"
"317",10013,"MSdc2","MSdc2/08","Bl",2,"Bl",2,NA,FALSE,"CAR"
"318",10014,"MSdc2","MSdc2/08","Pli",2,"Pl",2,NA,FALSE,"CAR"
"319",10015,"MSdc2","MSdc2/08","Sxw",1,"Sx",1,NA,FALSE,"CAR"
"320",10201,"MSdv","MSdv/01","Bl",2,"Bl",2,NA,FALSE,"CAR"
"321",10202,"MSdv","MSdv/01","Pli",1,"Pl",1,NA,FALSE,"CAR"
"322",10203,"MSdv","MSdv/01","Sxw",1,"Sx",1,NA,FALSE,"CAR"
"323",10205,"MSdv","MSdv/02","Pli",2,"Pl",2,NA,FALSE,"CAR"
"324",10210,"MSdv","MSdv/03","Bl",3,"Bl",3,NA,FALSE,"CAR"
"325",10211,"MSdv","MSdv/03","Pli",1,"Pl",1,NA,FALSE,"CAR"
"326",10212,"MSdv","MSdv/03","Sxw",3,"Sx",3,NA,FALSE,"CAR"
"327",10213,"MSdv","MSdv/04","Bl",3,"Bl",3,NA,FALSE,"CAR"
"328",10214,"MSdv","MSdv/04","Pli",1,"Pl",1,NA,FALSE,"CAR"
"329",10215,"MSdv","MSdv/04","Sxw",3,"Sx",3,NA,FALSE,"CAR"
"330",10216,"MSdv","MSdv/05","Bl",3,"Bl",3,NA,FALSE,"CAR"
"331",10217,"MSdv","MSdv/05","Pli",1,"Pl",1,NA,FALSE,"CAR"
"332",10218,"MSdv","MSdv/05","Sxw",3,"Sx",3,NA,FALSE,"CAR"
"333",10219,"MSdv","MSdv/06","Bl",2,"Bl",2,NA,FALSE,"CAR"
"334",10220,"MSdv","MSdv/06","Pli",1,"Pl",1,NA,FALSE,"CAR"
"335",10221,"MSdv","MSdv/06","Sxw",2,"Sx",2,NA,FALSE,"CAR"
"336",10222,"MSdv","MSdv/07","Bl",2,"Bl",2,NA,FALSE,"CAR"
"337",10223,"MSdv","MSdv/07","Pli",1,"Pl",1,NA,FALSE,"CAR"
"338",10224,"MSdv","MSdv/07","Sxw",1,"Sx",1,NA,FALSE,"CAR"
"339",10225,"MSdv","MSdv/08","Bl",2,"Bl",2,NA,FALSE,"CAR"
"340",10226,"MSdv","MSdv/08","Pli",2,"Pl",2,NA,FALSE,"CAR"
"341",10227,"MSdv","MSdv/08","Sxw",1,"Sx",1,NA,FALSE,"CAR"
"342",10228,"MSdv","MSdv/09","Bl",2,"Bl",2,NA,FALSE,"CAR"
"343",10229,"MSdv","MSdv/09","Pli",2,"Pl",2,NA,FALSE,"CAR"
"344",10230,"MSdv","MSdv/09","Sxw",1,"Sx",1,NA,FALSE,"CAR"
"345",10446,"MSxv","MSxv/01","Lw",5,"Lw",5,NA,TRUE,"CAR"
"346",10852,"SBPSmk","SBPSmk/01","Lw",3,"Lw",3,NA,TRUE,"CAR"
"347",10901,"SBPSxc","SBPSxc/02","Fdi",5,"Fd",5,NA,FALSE,"CAR"
"348",10904,"SBPSxc","SBPSxc/02a","Fdi",5,"Fd",5,NA,FALSE,"CAR"
"349",10907,"SBPSxc","SBPSxc/02b","Fdi",5,"Fd",5,NA,FALSE,"CAR"
"350",10910,"SBPSxc","SBPSxc/02c","Fdi",5,"Fd",5,NA,FALSE,"CAR"
"351",10962,"SBSdh2","SBSdh2/01","At",3,"At",3,NA,FALSE,"OM"
"352",10963,"SBSdh2","SBSdh2/01","Bl",2,"Bl",2,NA,FALSE,"OM"
"353",10964,"SBSdh2","SBSdh2/01","Ep",3,"Ep",3,NA,FALSE,"OM"
"354",10965,"SBSdh2","SBSdh2/01","Fdi",3,"Fd",3,NA,FALSE,"OM"
"355",10966,"SBSdh2","SBSdh2/01","Pli",1,"Pl",1,NA,FALSE,"OM"
"356",10967,"SBSdh2","SBSdh2/01","Sxw",1,"Sx",1,NA,FALSE,"OM"
"357",10968,"SBSdh2","SBSdh2/02","Pli",2,"Pl",2,NA,FALSE,"OM"
"358",10969,"SBSdh2","SBSdh2/02","Sxw",3,"Sx",3,NA,FALSE,"OM"
"359",10970,"SBSdh2","SBSdh2/03","Fdi",3,"Fd",3,NA,FALSE,"OM"
"360",10971,"SBSdh2","SBSdh2/03","Pli",1,"Pl",1,NA,FALSE,"OM"
"361",10972,"SBSdh2","SBSdh2/03","Pw",3,"Pw",3,NA,FALSE,"OM"
"362",10973,"SBSdh2","SBSdh2/04","Fdi",3,"Fd",3,NA,FALSE,"OM"
"363",10974,"SBSdh2","SBSdh2/04","Pli",1,"Pl",1,NA,FALSE,"OM"
"364",10975,"SBSdh2","SBSdh2/04","Sxw",2,"Sx",2,NA,FALSE,"OM"
"365",10976,"SBSdh2","SBSdh2/05","At",3,"At",3,NA,FALSE,"OM"
"366",10977,"SBSdh2","SBSdh2/05","Pli",1,"Pl",1,NA,FALSE,"OM"
"367",10978,"SBSdh2","SBSdh2/05","Sb",3,"Sb",3,NA,FALSE,"OM"
"368",10979,"SBSdh2","SBSdh2/05","Sxw",3,"Sx",3,NA,FALSE,"OM"
"369",10980,"SBSdh2","SBSdh2/06","At",2,"At",2,NA,FALSE,"OM"
"370",10981,"SBSdh2","SBSdh2/06","Bl",2,"Bl",2,NA,FALSE,"OM"
"371",10982,"SBSdh2","SBSdh2/06","Ep",3,"Ep",3,NA,FALSE,"OM"
"372",10983,"SBSdh2","SBSdh2/06","Fdi",3,"Fd",3,NA,FALSE,"OM"
"373",10984,"SBSdh2","SBSdh2/06","Pli",1,"Pl",1,NA,FALSE,"OM"
"374",10985,"SBSdh2","SBSdh2/06","Sxw",1,"Sx",1,NA,FALSE,"OM"
"375",10986,"SBSdh2","SBSdh2/07","Act",2,"Ac",2,NA,FALSE,"OM"
"376",10987,"SBSdh2","SBSdh2/07","At",2,"At",2,NA,FALSE,"OM"
"377",10988,"SBSdh2","SBSdh2/07","Bl",2,"Bl",2,NA,FALSE,"OM"
"378",10989,"SBSdh2","SBSdh2/07","Ep",3,"Ep",3,NA,FALSE,"OM"
"379",10990,"SBSdh2","SBSdh2/07","Fdi",5,"Fd",5,NA,FALSE,"OM"
"380",10991,"SBSdh2","SBSdh2/07","Pli",3,"Pl",3,NA,FALSE,"OM"
"381",10992,"SBSdh2","SBSdh2/07","Sxw",1,"Sx",1,NA,FALSE,"OM"
"382",10993,"SBSdh2","SBSdh2/08","Pli",3,"Pl",3,NA,FALSE,"OM"
"383",10994,"SBSdh2","SBSdh2/08","Sb",1,"Sb",1,NA,FALSE,"OM"
"384",10995,"SBSdh2","SBSdh2/08","Sxw",1,"Sx",1,NA,FALSE,"OM"
"385",11771,"SBSun","SBSun/h","Bl",1,"Bl",1,NA,FALSE,"SKE"
"386",11772,"SBSun","SBSun/m","Bl",1,"Bl",1,NA,FALSE,"SKE"
"387",11773,"SBSun","SBSun/x","Bl",1,"Bl",1,NA,FALSE,"SKE"
"388",12108,"SWBvk","SWBvk/h","Sw",3,"Sx",3,NA,FALSE,"SKE"
"389",12109,"SWBvk","SWBvk/m","Sw",2,"Sx",2,NA,FALSE,"SKE"
"390",12110,"SWBvk","SWBvk/x","Sw",2,"Sx",2,NA,FALSE,"SKE"
"391",12131,"BGxh2","BGxh1/Fm01","Act",1,"Ac",1,NA,FALSE,"TO"
"392",12132,"BGxh2","BGxh1/Fm01","At",2,"At",2,NA,FALSE,"TO"
"393",12133,"BGxh2","BGxh1/Fm01","Ep",2,"Ep",2,NA,FALSE,"TO"
"394",12134,"BGxh2","BGxh1/Fm01","Fdi",3,"Fd",3,NA,FALSE,"TO"
"395",12135,"BGxh2","BGxh1/Fm01","Pyi",3,"Py",3,NA,FALSE,"TO"
"396",12136,"BGxh2","BGxh1/Fm06","Act",1,"Ac",1,NA,FALSE,"TO"
"397",12137,"BGxh2","BGxh1/Fm06","At",2,"At",2,NA,FALSE,"TO"
"398",12138,"BGxh2","BGxh1/Fm06","Ep",2,"Ep",2,NA,FALSE,"TO"
"399",12139,"BGxh2","BGxh1/Fm06","Fdi",3,"Fd",3,NA,FALSE,"TO"
"400",12140,"BGxh2","BGxh1/Fm06","Pyi",3,"Py",3,NA,FALSE,"TO"
"401",12146,"BGxh2","BGxh2/Fm01","Act",1,"Ac",1,NA,FALSE,"TO"
"402",12147,"BGxh2","BGxh2/Fm01","At",2,"At",2,NA,FALSE,"TO"
"403",12148,"BGxh2","BGxh2/Fm01","Ep",2,"Ep",2,NA,FALSE,"TO"
"404",12149,"BGxh2","BGxh2/Fm01","Fdi",3,"Fd",3,NA,FALSE,"TO"
"405",12150,"BGxh2","BGxh2/Fm01","Pyi",3,"Py",3,NA,FALSE,"TO"
"406",12151,"PPxh2","BGxh2/Fm05","Act",1,"Ac",1,NA,FALSE,"TO"
"407",12152,"PPxh2","BGxh2/Fm05","At",2,"At",2,NA,FALSE,"TO"
"408",12153,"PPxh2","BGxh2/Fm05","Ep",2,"Ep",2,NA,FALSE,"TO"
"409",12154,"PPxh2","BGxh2/Fm05","Fdi",3,"Fd",3,NA,FALSE,"TO"
"410",12155,"PPxh2","BGxh2/Fm05","Pyi",3,"Py",3,NA,FALSE,"TO"
"411",12156,"BGxh2","BGxh2/Fm06","Act",1,"Ac",1,NA,FALSE,"TO"
"412",12157,"BGxh2","BGxh2/Fm06","At",2,"At",2,NA,FALSE,"TO"
"413",12158,"BGxh2","BGxh2/Fm06","Ep",2,"Ep",2,NA,FALSE,"TO"
"414",12159,"BGxh2","BGxh2/Fm06","Fdi",3,"Fd",3,NA,FALSE,"TO"
"415",12160,"BGxh2","BGxh2/Fm06","Pyi",3,"Py",3,NA,FALSE,"TO"
"416",12169,"BGxw1","BGxw1/Fm01","Act",1,"Ac",1,NA,FALSE,"TO"
"417",12170,"BGxw1","BGxw1/Fm01","At",2,"At",2,NA,FALSE,"TO"
"418",12171,"BGxw1","BGxw1/Fm01","Ep",2,"Ep",2,NA,FALSE,"TO"
"419",12172,"BGxw1","BGxw1/Fm01","Fdi",3,"Fd",3,NA,FALSE,"TO"
"420",12173,"BGxw1","BGxw1/Fm01","Pyi",3,"Py",3,NA,FALSE,"TO"
"421",12174,"BGxw1","BGxw1/Fm05","Act",1,"Ac",1,NA,FALSE,"TO"
"422",12175,"BGxw1","BGxw1/Fm05","At",2,"At",2,NA,FALSE,"TO"
"423",12176,"BGxw1","BGxw1/Fm05","Ep",2,"Ep",2,NA,FALSE,"TO"
"424",12177,"BGxw1","BGxw1/Fm05","Fdi",3,"Fd",3,NA,FALSE,"TO"
"425",12178,"BGxw1","BGxw1/Fm05","Pyi",3,"Py",3,NA,FALSE,"TO"
"426",12202,"ESSFdc2","ESSFdc2/112","Pli",2,"Pl",2,NA,FALSE,"TO"
"427",12379,"ESSFmw2","ESSFmw2/06","Pli",3,"Pl",3,NA,FALSE,"TO"
"428",12386,"ESSFmw2","ESSFmw2/07","Pli",3,"Pl",3,NA,FALSE,"TO"
"429",12422,"ESSFxc1","ESSFxc1/102","Fdi",3,"Fd",3,NA,FALSE,"SHE"
"430",12448,"ESSFxc1","ESSFxc1/Ws08","Sx",NA,"Sx",4,NA,FALSE,"SHE"
"431",12449,"ESSFxc1","ESSFxc1/Ws08","Bl",NA,"Bl",4,NA,FALSE,"SHE"
"432",12450,"ESSFxc1","ESSFxc1/Ws12","Sx",NA,"Sx",4,NA,FALSE,"SHE"
"433",12451,"ESSFxc1","ESSFxc1/Ws12","Bl",NA,"Bl",4,NA,FALSE,"SHE"
"434",12471,"ESSFxc2","ESSFxc2/Ws08","Sx",NA,"Sx",4,NA,FALSE,"SKE"
"435",12472,"ESSFxc2","ESSFxc2/Ws08","Bl",NA,"Bl",4,NA,FALSE,"SKE"
"436",12501,"ESSFxc3","ESSFxc3/10","Bl",NA,"Bl",4,NA,FALSE,"SKE"
"437",12502,"ESSFxc3","ESSFxc3/10","Se",NA,"Sx",4,NA,FALSE,"SKE"
"438",12515,"ICHdw3","ICHdw3/02","Lw",3,"Lw",3,NA,TRUE,"TO"
"439",12568,"ICHdw3","ICHdw3/08","At",3,"At",3,NA,FALSE,"TO"
"440",12571,"ICHdw3","ICHdw3/08","Ep",3,"Ep",3,NA,FALSE,"TO"
"441",12828,"IDFdk1","IDFdk1/Fm02","Act",1,"Ac",1,NA,FALSE,"TO"
"442",12829,"IDFdk1","IDFdk1/Fm02","At",2,"At",2,NA,FALSE,"TO"
"443",12830,"IDFdk1","IDFdk1/Fm02","Ep",2,"Ep",2,NA,FALSE,"TO"
"444",12831,"IDFdk1","IDFdk1/Fm02","Fdi",3,"Fd",3,NA,FALSE,"TO"
"445",12832,"IDFdk1","IDFdk1/Fm02","Pli",3,"Pl",3,NA,FALSE,"TO"
"446",12833,"IDFdk1","IDFdk1/Fm02","Sxw",2,"Sx",2,NA,FALSE,"TO"
"447",12834,"IDFdk1","IDFdk1/Fm05","Act",1,"Ac",1,NA,FALSE,"TO"
"448",12835,"IDFdk1","IDFdk1/Fm05","At",2,"At",2,NA,FALSE,"TO"
"449",12836,"IDFdk1","IDFdk1/Fm05","Ep",2,"Ep",2,NA,FALSE,"TO"
"450",12837,"IDFdk1","IDFdk1/Fm05","Fdi",2,"Fd",2,NA,FALSE,"TO"
"451",12838,"IDFdk1","IDFdk1/Fm05","Pli",3,"Pl",3,NA,FALSE,"TO"
"452",12839,"IDFdk1","IDFdk1/Fm05","Sxw",2,"Sx",2,NA,FALSE,"TO"
"453",12878,"IDFdk2","IDFdk2/Fm02","Act",1,"Ac",1,NA,FALSE,"TO"
"454",12879,"IDFdk2","IDFdk2/Fm02","At",2,"At",2,NA,FALSE,"TO"
"455",12880,"IDFdk2","IDFdk2/Fm02","Ep",2,"Ep",2,NA,FALSE,"TO"
"456",12881,"IDFdk2","IDFdk2/Fm02","Fdi",3,"Fd",3,NA,FALSE,"TO"
"457",12882,"IDFdk2","IDFdk2/Fm02","Pli",3,"Pl",3,NA,FALSE,"TO"
"458",12883,"IDFdk2","IDFdk2/Fm02","Sxw",2,"Sx",2,NA,FALSE,"TO"
"459",12916,"IDFmw2","IDFmw2/05","At",3,"At",3,NA,FALSE,"TO"
"460",12917,"IDFmw2","IDFmw2/05","Bl",3,"Bl",3,NA,FALSE,"TO"
"461",12921,"IDFmw2","IDFmw2/05","Sxw",2,"Sx",2,NA,FALSE,"TO"
"462",12961,"IDFxh1","IDFxh1/111","Cw",2,"Cw",2,NA,FALSE,"TO"
"463",12962,"IDFxh1","IDFxh1/111","Fdi",1,"Fd",1,NA,FALSE,"TO"
"464",12963,"IDFxh1","IDFxh1/111","Sxw",2,"Sx",2,NA,FALSE,"TO"
"465",12981,"IDFxh1","IDFxh1/Fm01","Act",1,"Ac",1,NA,FALSE,"TO"
"466",12982,"IDFxh1","IDFxh1/Fm01","At",2,"At",2,NA,FALSE,"TO"
"467",12983,"IDFxh1","IDFxh1/Fm01","Cw",3,"Cw",3,NA,FALSE,"TO"
"468",12984,"IDFxh1","IDFxh1/Fm01","Ep",2,"Ep",2,NA,FALSE,"TO"
"469",12985,"IDFxh1","IDFxh1/Fm01","Fdi",3,"Fd",3,NA,FALSE,"TO"
"470",12986,"IDFxh1","IDFxh1/Fm01","Pyi",3,"Py",3,NA,FALSE,"TO"
"471",12987,"IDFxh1","IDFxh1/Fm01","Sxw",3,"Sx",3,NA,FALSE,"TO"
"472",12988,"IDFxh1","IDFxh1/Fm05","Act",1,"Ac",1,NA,FALSE,"TO"
"473",12989,"IDFxh1","IDFxh1/Fm05","At",2,"At",2,NA,FALSE,"TO"
"474",12990,"IDFxh1","IDFxh1/Fm05","Cw",3,"Cw",3,NA,FALSE,"TO"
"475",12991,"IDFxh1","IDFxh1/Fm05","Ep",2,"Ep",2,NA,FALSE,"TO"
"476",12992,"IDFxh1","IDFxh1/Fm05","Fdi",3,"Fd",3,NA,FALSE,"TO"
"477",12993,"IDFxh1","IDFxh1/Fm05","Pyi",3,"Py",3,NA,FALSE,"TO"
"478",12994,"IDFxh1","IDFxh1/Fm05","Sxw",3,"Sx",3,NA,FALSE,"TO"
"479",13005,"IDFxh2","IDFxh2/110","Pyi",2,"Py",2,NA,FALSE,"TO"
"480",13022,"IDFxh2","IDFxh2/Fm01","Act",1,"Ac",1,NA,FALSE,"TO"
"481",13023,"IDFxh2","IDFxh2/Fm01","At",2,"At",2,NA,FALSE,"TO"
"482",13024,"IDFxh2","IDFxh2/Fm01","Ep",2,"Ep",2,NA,FALSE,"TO"
"483",13025,"IDFxh2","IDFxh2/Fm01","Fdi",3,"Fd",3,NA,FALSE,"TO"
"484",13026,"IDFxh2","IDFxh2/Fm01","Sxw",2,"Sx",2,NA,FALSE,"TO"
"485",13027,"IDFxh2","IDFxh2/Fm02","Act",1,"Ac",1,NA,FALSE,"TO"
"486",13028,"IDFxh2","IDFxh2/Fm02","At",2,"At",2,NA,FALSE,"TO"
"487",13029,"IDFxh2","IDFxh2/Fm02","Ep",2,"Ep",2,NA,FALSE,"TO"
"488",13030,"IDFxh2","IDFxh2/Fm02","Fdi",3,"Fd",3,NA,FALSE,"TO"
"489",13031,"IDFxh2","IDFxh2/Fm02","Sxw",2,"Sx",2,NA,FALSE,"TO"
"490",13032,"IDFxh2","IDFxh2/Fm05","Act",1,"Ac",1,NA,FALSE,"TO"
"491",13033,"IDFxh2","IDFxh2/Fm05","At",2,"At",2,NA,FALSE,"TO"
"492",13034,"IDFxh2","IDFxh2/Fm05","Cw",3,"Cw",3,NA,FALSE,"TO"
"493",13035,"IDFxh2","IDFxh2/Fm05","Ep",2,"Ep",2,NA,FALSE,"TO"
"494",13036,"IDFxh2","IDFxh2/Fm05","Fdi",2,"Fd",2,NA,FALSE,"TO"
"495",13070,"MSdc3","MSdc3/03","Bl",3,"Bl",3,NA,FALSE,"TO"
"496",13076,"MSdc3","MSdc3/03","Sxw",3,"Sx",3,NA,FALSE,"TO"
"497",13087,"MSdm2","MSdm2/102","Pyi",3,"Py",3,NA,FALSE,"TO"
"498",13124,"MSdm3","MSdm3/03","Bl",3,"Bl",3,NA,FALSE,"TO"
"499",13151,"MSxk1","MSxk1/101a","Fdi",3,"Fd",3,NA,FALSE,"TO"
"500",13152,"MSxk1","MSxk1/101a","Lw",3,"Lw",3,NA,TRUE,"TO"
"501",13153,"MSxk1","MSxk1/101a","Pli",1,"Pl",1,NA,FALSE,"TO"
"502",13154,"MSxk1","MSxk1/101b","Bl",3,"Bl",3,NA,FALSE,"TO"
"503",13155,"MSxk1","MSxk1/101b","Pli",1,"Pl",1,NA,FALSE,"TO"
"504",13262,"PPxh1","PPxh1/Fm01","Act",1,"Ac",1,NA,FALSE,"TO"
"505",13263,"PPxh1","PPxh1/Fm01","At",2,"At",2,NA,FALSE,"TO"
"506",13264,"PPxh1","PPxh1/Fm01","Ep",2,"Ep",2,NA,FALSE,"TO"
"507",13265,"PPxh1","PPxh1/Fm01","Fdi",3,"Fd",3,NA,FALSE,"TO"
"508",13266,"PPxh1","PPxh1/Fm01","Pyi",3,"Py",3,NA,FALSE,"TO"
"509",13267,"PPxh1","PPxh1/Fm05","Act",1,"Ac",1,NA,FALSE,"TO"
"510",13268,"PPxh1","PPxh1/Fm05","At",2,"At",2,NA,FALSE,"TO"
"511",13269,"PPxh1","PPxh1/Fm05","Ep",2,"Ep",2,NA,FALSE,"TO"
"512",13270,"PPxh1","PPxh1/Fm05","Fdi",3,"Fd",3,NA,FALSE,"TO"
"513",13271,"PPxh1","PPxh1/Fm05","Pyi",3,"Py",3,NA,FALSE,"TO"
"514",13272,"PPxh1","PPxh1/Fm06","Act",1,"Ac",1,NA,FALSE,"TO"
"515",13273,"PPxh1","PPxh1/Fm06","At",2,"At",2,NA,FALSE,"TO"
"516",13274,"PPxh1","PPxh1/Fm06","Ep",2,"Ep",2,NA,FALSE,"TO"
"517",13275,"PPxh1","PPxh1/Fm06","Fdi",3,"Fd",3,NA,FALSE,"TO"
"518",13276,"PPxh1","PPxh1/Fm06","Pyi",3,"Py",3,NA,FALSE,"TO"
"519",13292,"PPxh2","PPxh2/Fm01","Act",1,"Ac",1,NA,FALSE,"TO"
"520",13293,"PPxh2","PPxh2/Fm01","At",2,"At",2,NA,FALSE,"TO"
"521",13294,"PPxh2","PPxh2/Fm01","Ep",2,"Ep",2,NA,FALSE,"TO"
"522",13295,"PPxh2","PPxh2/Fm01","Fdi",3,"Fd",3,NA,FALSE,"TO"
"523",13296,"PPxh2","PPxh2/Fm01","Pyi",3,"Py",3,NA,FALSE,"TO"
"524",13297,"PPxh2","PPxh2/Fm01","Sxw",3,"Sx",3,NA,FALSE,"TO"
"525",13298,"PPxh2","PPxh2/Fm05","Act",1,"Ac",1,NA,FALSE,"TO"
"526",13299,"PPxh2","PPxh2/Fm05","At",2,"At",2,NA,FALSE,"TO"
"527",13300,"PPxh2","PPxh2/Fm05","Cw",3,"Cw",3,NA,FALSE,"TO"
"528",13301,"PPxh2","PPxh2/Fm05","Ep",2,"Ep",2,NA,FALSE,"TO"
"529",13302,"PPxh2","PPxh2/Fm05","Fdi",2,"Fd",2,NA,FALSE,"TO"
"530",13303,"PPxh2","PPxh2/Fm05","Pyi",3,"Py",3,NA,FALSE,"TO"
"531",13304,"PPxh2","PPxh2/Fm05","Sxw",3,"Sx",3,NA,FALSE,"TO"
"532",13348,"SBSmm","SBSmm/08","Bl",2,"Bl",2,NA,FALSE,"TO"
"533",13648,"ESSFdc2","ESSFdc2/101","At",NA,"At",3,"inputed",NA,"TO"
"534",13649,"MSdm2","MSdm2/104","At",NA,"At",3,"inputed",NA,"TO"
"535",13650,"IDFdk1","IDFdk1/111","Fdi",NA,"Fd",2,"inputed",NA,"TO"
"536",13651,"MSdm2","MSdm2/101","Ac",NA,"Ac",3,"inputed",NA,"TO"
"537",13652,"MSdm2","MSdm2/105","Fdi",NA,"Fd",3,"inputed",NA,"TO"
"538",13653,"IDFdk2","IDFdk2/110","Pli",NA,"Pl",3,"inputed",NA,"TO"
"539",13654,"MSdm2","MSdm2/101","At",NA,"At",4,"inputed",NA,"TO"
"540",13655,"IDFdk2","IDFdk2/101","Ac",NA,"Ac",4,"inputed",NA,"TO"
"541",13656,"MSdm3","MSdm3/05","At",NA,"At",3,"inputed",NA,"TO"
"542",13657,"ESSFdc3","ESSFdc3/05","Fdi",NA,"Fd",3,"inputed",NA,"TO"
"543",13658,"CWHvm1","CWHvm1/103","Hm",NA,"Hm",2,"inputed",NA,"Coast"
"544",13659,"CWHvm1","CWHvm1/103","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"545",13660,"CWHvm1","CWHvm1/113","Ba",NA,"Ba",3,"inputed",NA,"Coast"
"546",13661,"CWHvh3","CWHvh3/101","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"547",13662,"CWHvh3","CWHvh3/110","Ba",NA,"Ba",1,"inputed",NA,"Coast"
"548",13663,"CWHds1","CWHds1/101","Mv",NA,"Mv",3,"inputed",NA,"Coast"
"549",13664,"CWHds1","CWHds1/101a","Mv",NA,"Mv",3,"inputed",NA,"Coast"
"550",13665,"CWHds1","CWHds1/101","Bl",NA,"Bl",2,"inputed",NA,"Coast"
"551",13666,"CWHds1","CWHds1/101a","Bl",NA,"Bl",2,"inputed",NA,"Coast"
"552",13667,"CWHds1","CWHds1/101","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"553",13668,"CWHds1","CWHds1/101a","Hm",NA,"Hm",3,"inputed",NA,"Coast"
"554",13669,"CWHds1","CWHds1/101","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"555",13670,"CWHds1","CWHds1/101a","Ba",NA,"Ba",2,"inputed",NA,"Coast"
"556",13671,"CWHms3","CWHms3/103","Bl",NA,"Bl",2,"inputed",NA,"Coast"
"557",13672,"CWHms5","CWHms5/101.2","Yc",NA,"Yc",2,"inputed",NA,"Coast"
"558",13673,"CWHms3","CWHms3/103","Yc",NA,"Yc",3,"inputed",NA,"Coast"
"559",13674,"CWHms5","CWHms5/103","Yc",NA,"Yc",3,"inputed",NA,"Coast"
"560",13675,"CWHms5","CWHms5/103.1","Yc",NA,"Yc",3,"inputed",NA,"Coast"
"561",13676,"CWHms5","CWHms5/103.2","Yc",NA,"Yc",3,"inputed",NA,"Coast"
