"","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange","Zone","Note"
"5257","ICHmw1","ICHmw1/07","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"5258","ICHmw1","ICHmw1/07","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5259","ICHmw1","ICHmw1/07","Fdi",2,"Fd",2,NA,FALSE,"ICH",NA
"5260","ICHmw1","ICHmw1/07","Hw",1,"Hw",1,NA,FALSE,"ICH",NA
"5261","ICHmw1","ICHmw1/07","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5262","ICHmw1","ICHmw1/07","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5263","ICHmw2","ICHmw2/101","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"5315","ICHmw2","ICHmw2/111","Fdi",5,"Fd",5,NA,FALSE,"ICH",NA
"5317","ICHmw2","ICHmw2/111","Lw",5,"Lw",5,NA,FALSE,"ICH",NA
"5318","ICHmw2","ICHmw2/111","Pw",5,"Pw",5,NA,FALSE,"ICH",NA
"5403","ICHmw4","ICHmw4/112","Pw",5,"Pw",5,NA,FALSE,"ICH",NA
"5504","ICHvc","ICHvc/01","At",3,"At",3,NA,FALSE,"ICH",NA
"5506","ICHvc","ICHvc/01","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5511","ICHvc","ICHvc/01.1","At",3,"At",3,NA,FALSE,"ICH",NA
"5513","ICHvc","ICHvc/01.1","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5518","ICHvc","ICHvc/01.2","At",3,"At",3,NA,FALSE,"ICH",NA
"5520","ICHvc","ICHvc/01.2","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5524","ICHvc","ICHvc/02","At",3,"At",3,NA,FALSE,"ICH",NA
"5526","ICHvc","ICHvc/02","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5531","ICHvc","ICHvc/02.1","At",3,"At",3,NA,FALSE,"ICH",NA
"5533","ICHvc","ICHvc/02.1","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5538","ICHvc","ICHvc/02.2","At",3,"At",3,NA,FALSE,"ICH",NA
"5540","ICHvc","ICHvc/02.2","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5546","ICHvc","ICHvc/03","At",3,"At",3,NA,FALSE,"ICH",NA
"5548","ICHvc","ICHvc/03","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5552","ICHvc","ICHvc/03a","At",3,"At",3,NA,FALSE,"ICH",NA
"5554","ICHvc","ICHvc/03a","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5558","ICHvc","ICHvc/03b","At",3,"At",3,NA,FALSE,"ICH",NA
"5560","ICHvc","ICHvc/03b","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5564","ICHvc","ICHvc/04","At",3,"At",3,NA,FALSE,"ICH",NA
"5566","ICHvc","ICHvc/04","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5569","ICHvc","ICHvc/05","At",3,"At",3,NA,FALSE,"ICH",NA
"5573","ICHvc","ICHvc/06","At",3,"At",3,NA,FALSE,"ICH",NA
"5575","ICHvc","ICHvc/06","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5577","ICHvk2","ICHvk2/01","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"5578","ICHvk2","ICHvk2/01","At",3,"At",3,NA,FALSE,"ICH",NA
"5579","ICHvk2","ICHvk2/01","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5580","ICHvk2","ICHvk2/01","Cw",2,"Cw",2,NA,FALSE,"ICH",NA
"5581","ICHvk2","ICHvk2/01","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5582","ICHvk2","ICHvk2/01","Fdi",3,"Fd",3,NA,FALSE,"ICH",NA
"5583","ICHvk2","ICHvk2/01","Hw",1,"Hw",1,NA,FALSE,"ICH",NA
"5584","ICHvk2","ICHvk2/01","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5585","ICHvk2","ICHvk2/01","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5586","ICHvk2","ICHvk2/01","Pw",4,"Pw",4,NA,FALSE,"ICH",NA
"5587","ICHvk2","ICHvk2/01","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5588","ICHvk2","ICHvk2/02","Cw",3,"Cw",3,NA,FALSE,"ICH",NA
"5589","ICHvk2","ICHvk2/02","Fdi",2,"Fd",2,NA,FALSE,"ICH",NA
"5590","ICHvk2","ICHvk2/02","Hw",2,"Hw",2,NA,FALSE,"ICH",NA
"5591","ICHvk2","ICHvk2/02","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"5592","ICHvk2","ICHvk2/02","Sxw",3,"Sx",3,NA,FALSE,"ICH",NA
"5593","ICHvk2","ICHvk2/03","At",3,"At",3,NA,FALSE,"ICH",NA
"5594","ICHvk2","ICHvk2/03","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5595","ICHvk2","ICHvk2/03","Cw",3,"Cw",3,NA,FALSE,"ICH",NA
"5596","ICHvk2","ICHvk2/03","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5597","ICHvk2","ICHvk2/03","Fdi",2,"Fd",2,NA,FALSE,"ICH",NA
"5598","ICHvk2","ICHvk2/03","Hw",2,"Hw",2,NA,FALSE,"ICH",NA
"5599","ICHvk2","ICHvk2/03","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5600","ICHvk2","ICHvk2/03","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5601","ICHvk2","ICHvk2/03","Sxw",3,"Sx",3,NA,FALSE,"ICH",NA
"5602","ICHvk2","ICHvk2/04","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"5603","ICHvk2","ICHvk2/04","At",3,"At",3,NA,FALSE,"ICH",NA
"5604","ICHvk2","ICHvk2/04","Bl",1,"Bl",1,NA,FALSE,"ICH",NA
"5605","ICHvk2","ICHvk2/04","Cw",2,"Cw",2,NA,FALSE,"ICH",NA
"5606","ICHvk2","ICHvk2/04","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5607","ICHvk2","ICHvk2/04","Fdi",3,"Fd",3,NA,FALSE,"ICH",NA
"5608","ICHvk2","ICHvk2/04","Hw",1,"Hw",1,NA,FALSE,"ICH",NA
"5609","ICHvk2","ICHvk2/04","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5610","ICHvk2","ICHvk2/04","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5611","ICHvk2","ICHvk2/04","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5612","ICHvk2","ICHvk2/05","Act",1,"Ac",1,NA,FALSE,"ICH",NA
"5613","ICHvk2","ICHvk2/05","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5614","ICHvk2","ICHvk2/05","Cw",2,"Cw",2,NA,FALSE,"ICH",NA
"5615","ICHvk2","ICHvk2/05","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5616","ICHvk2","ICHvk2/05","Hw",3,"Hw",3,NA,FALSE,"ICH",NA
"5617","ICHvk2","ICHvk2/05","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5618","ICHvk2","ICHvk2/05","Sxw",2,"Sx",2,NA,FALSE,"ICH",NA
"5619","ICHvk2","ICHvk2/06","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"5620","ICHvk2","ICHvk2/06","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"5621","ICHvk2","ICHvk2/06","Cw",3,"Cw",3,NA,FALSE,"ICH",NA
"5622","ICHvk2","ICHvk2/06","Hw",2,"Hw",2,NA,FALSE,"ICH",NA
"5623","ICHvk2","ICHvk2/06","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"5624","ICHvk2","ICHvk2/06","Sxw",2,"Sx",2,NA,FALSE,"ICH",NA
"5625","ICHvk2","ICHvk2/07","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"5626","ICHvk2","ICHvk2/07","Sb",2,"Sb",2,NA,FALSE,"ICH",NA
"5627","ICHvk2","ICHvk2/07","Sxw",3,"Sx",3,NA,FALSE,"ICH",NA
"5628","ICHwc","ICHwc/01","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"5629","ICHwc","ICHwc/01","At",2,"At",2,NA,FALSE,"ICH",NA
"5630","ICHwc","ICHwc/01","Bl",1,"Bl",1,NA,FALSE,"ICH",NA
"5631","ICHwc","ICHwc/01","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5632","ICHwc","ICHwc/01","Hw",1,"Hw",1,NA,FALSE,"ICH",NA
"5633","ICHwc","ICHwc/01","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5634","ICHwc","ICHwc/01","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5635","ICHwc","ICHwc/02","At",3,"At",3,NA,FALSE,"ICH",NA
"5636","ICHwc","ICHwc/02","Bl",3,"Bl",3,NA,FALSE,"ICH",NA
"5637","ICHwc","ICHwc/02","Hw",3,"Hw",3,NA,FALSE,"ICH",NA
"5638","ICHwc","ICHwc/02","Pli",2,"Pl",2,NA,FALSE,"ICH",NA
"5639","ICHwc","ICHwc/03","At",2,"At",2,NA,FALSE,"ICH",NA
"5640","ICHwc","ICHwc/03","Bl",1,"Bl",1,NA,FALSE,"ICH",NA
"5641","ICHwc","ICHwc/03","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"5642","ICHwc","ICHwc/03","Hw",1,"Hw",1,NA,FALSE,"ICH",NA
"5643","ICHwc","ICHwc/03","Pli",1,"Pl",1,NA,FALSE,"ICH",NA
"5644","ICHwc","ICHwc/03","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5645","ICHwc","ICHwc/04","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"5646","ICHwc","ICHwc/04","At",3,"At",3,NA,FALSE,"ICH",NA
"5647","ICHwc","ICHwc/04","Bl",1,"Bl",1,NA,FALSE,"ICH",NA
"5648","ICHwc","ICHwc/04","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5649","ICHwc","ICHwc/04","Hw",2,"Hw",2,NA,FALSE,"ICH",NA
"5650","ICHwc","ICHwc/04","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"5651","ICHwc","ICHwc/04","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5652","ICHwc","ICHwc/05","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"5653","ICHwc","ICHwc/05","At",3,"At",3,NA,FALSE,"ICH",NA
"5654","ICHwc","ICHwc/05","Bl",1,"Bl",1,NA,FALSE,"ICH",NA
"5655","ICHwc","ICHwc/05","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5656","ICHwc","ICHwc/05","Hw",2,"Hw",2,NA,FALSE,"ICH",NA
"5657","ICHwc","ICHwc/05","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"5658","ICHwc","ICHwc/05","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5659","ICHwc","ICHwc/06","Act",1,"Ac",1,NA,FALSE,"ICH",NA
"5660","ICHwc","ICHwc/06","At",3,"At",3,NA,FALSE,"ICH",NA
"5661","ICHwc","ICHwc/06","Bl",1,"Bl",1,NA,FALSE,"ICH",NA
"5662","ICHwc","ICHwc/06","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5663","ICHwc","ICHwc/06","Hw",3,"Hw",3,NA,FALSE,"ICH",NA
"5664","ICHwc","ICHwc/06","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"5665","ICHwc","ICHwc/06","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5666","ICHwc","ICHwc/07","Bl",2,"Bl",2,NA,FALSE,"ICH",NA
"5667","ICHwc","ICHwc/07","Hw",3,"Hw",3,NA,FALSE,"ICH",NA
"5668","ICHwc","ICHwc/07","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"5669","ICHwc","ICHwc/07","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5670","ICHwc","ICHwc/08","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"5671","ICHwc","ICHwc/08","At",3,"At",3,NA,FALSE,"ICH",NA
"5672","ICHwc","ICHwc/08","Bl",1,"Bl",1,NA,FALSE,"ICH",NA
"5673","ICHwc","ICHwc/08","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"5674","ICHwc","ICHwc/08","Hw",3,"Hw",3,NA,FALSE,"ICH",NA
"5675","ICHwc","ICHwc/08","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"5684","ICHwk2","ICHwk2/01","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5693","ICHwk2","ICHwk2/01a","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5704","ICHwk2","ICHwk2/01b","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5726","ICHwk2","ICHwk2/04","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5732","ICHwk2","ICHwk2/05","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"5770","ICHwk3","ICHwk3/01","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"6018","ICHxwa","ICHxwa/101","At",2,"At",2,NA,FALSE,"ICH",NA
"6019","ICHxwa","ICHxwa/101","Bg",2,"Bg",2,NA,FALSE,"ICH",NA
"6020","ICHxwa","ICHxwa/101","Cw",2,"Cw",2,NA,FALSE,"ICH",NA
"6021","ICHxwa","ICHxwa/101","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"6022","ICHxwa","ICHxwa/101","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"6023","ICHxwa","ICHxwa/101","Hw",3,"Hw",3,NA,FALSE,"ICH",NA
"6024","ICHxwa","ICHxwa/101","Lw",2,"Lw",2,NA,FALSE,"ICH",NA
"6025","ICHxwa","ICHxwa/101","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"6026","ICHxwa","ICHxwa/101","Pw",2,"Pw",2,NA,FALSE,"ICH",NA
"6027","ICHxwa","ICHxwa/101","Pyi",3,"Py",3,NA,FALSE,"ICH",NA
"6028","ICHxwa","ICHxwa/102","At",3,"At",3,NA,FALSE,"ICH",NA
"6029","ICHxwa","ICHxwa/102","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"6030","ICHxwa","ICHxwa/102","Fdi",3,"Fd",3,NA,FALSE,"ICH",NA
"6031","ICHxwa","ICHxwa/102","Pyi",2,"Py",2,NA,FALSE,"ICH",NA
"6032","ICHxwa","ICHxwa/103","At",3,"At",3,NA,FALSE,"ICH",NA
"6033","ICHxwa","ICHxwa/103","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"6034","ICHxwa","ICHxwa/103","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"6035","ICHxwa","ICHxwa/103","Lw",3,"Lw",3,NA,FALSE,"ICH",NA
"6036","ICHxwa","ICHxwa/103","Pyi",1,"Py",1,NA,FALSE,"ICH",NA
"6037","ICHxwa","ICHxwa/104","At",3,"At",3,NA,FALSE,"ICH",NA
"6038","ICHxwa","ICHxwa/104","Bg",3,"Bg",3,NA,FALSE,"ICH",NA
"6039","ICHxwa","ICHxwa/104","Cw",3,"Cw",3,NA,FALSE,"ICH",NA
"6040","ICHxwa","ICHxwa/104","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"6041","ICHxwa","ICHxwa/104","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"6042","ICHxwa","ICHxwa/104","Lw",2,"Lw",2,NA,FALSE,"ICH",NA
"6043","ICHxwa","ICHxwa/104","Pli",3,"Pl",3,NA,FALSE,"ICH",NA
"6044","ICHxwa","ICHxwa/104","Pw",3,"Pw",3,NA,FALSE,"ICH",NA
"6045","ICHxwa","ICHxwa/104","Pyi",2,"Py",2,NA,FALSE,"ICH",NA
"6046","ICHxwa","ICHxwa/110","Act",3,"Ac",3,NA,FALSE,"ICH",NA
"6047","ICHxwa","ICHxwa/110","At",2,"At",2,NA,FALSE,"ICH",NA
"6048","ICHxwa","ICHxwa/110","Bg",2,"Bg",2,NA,FALSE,"ICH",NA
"6049","ICHxwa","ICHxwa/110","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"6050","ICHxwa","ICHxwa/110","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"6051","ICHxwa","ICHxwa/110","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"6052","ICHxwa","ICHxwa/110","Hw",2,"Hw",2,NA,FALSE,"ICH",NA
"6053","ICHxwa","ICHxwa/110","Lw",1,"Lw",1,NA,FALSE,"ICH",NA
"6054","ICHxwa","ICHxwa/110","Pw",2,"Pw",2,NA,FALSE,"ICH",NA
"6055","ICHxwa","ICHxwa/110","Sxw",3,"Sx",3,NA,FALSE,"ICH",NA
"6056","ICHxwa","ICHxwa/111","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"6057","ICHxwa","ICHxwa/111","At",3,"At",3,NA,FALSE,"ICH",NA
"6058","ICHxwa","ICHxwa/111","Bg",2,"Bg",2,NA,FALSE,"ICH",NA
"6059","ICHxwa","ICHxwa/111","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"6060","ICHxwa","ICHxwa/111","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"6061","ICHxwa","ICHxwa/111","Fdi",1,"Fd",1,NA,FALSE,"ICH",NA
"6062","ICHxwa","ICHxwa/111","Hw",2,"Hw",2,NA,FALSE,"ICH",NA
"6063","ICHxwa","ICHxwa/111","Lw",1,"Lw",1,NA,FALSE,"ICH",NA
"6064","ICHxwa","ICHxwa/111","Pw",2,"Pw",2,NA,FALSE,"ICH",NA
"6065","ICHxwa","ICHxwa/111","Sxw",3,"Sx",3,NA,FALSE,"ICH",NA
"6066","ICHxwa","ICHxwa/112","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"6067","ICHxwa","ICHxwa/112","At",3,"At",3,NA,FALSE,"ICH",NA
"6068","ICHxwa","ICHxwa/112","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"6069","ICHxwa","ICHxwa/112","Hw",1,"Hw",1,NA,FALSE,"ICH",NA
"6070","ICHxwa","ICHxwa/112","Pw",2,"Pw",2,NA,FALSE,"ICH",NA
"6071","ICHxwa","ICHxwa/112","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"6072","ICHxwa","ICHxwa/113","Act",2,"Ac",2,NA,FALSE,"ICH",NA
"6073","ICHxwa","ICHxwa/113","At",3,"At",3,NA,FALSE,"ICH",NA
"6074","ICHxwa","ICHxwa/113","Cw",1,"Cw",1,NA,FALSE,"ICH",NA
"6075","ICHxwa","ICHxwa/113","Ep",3,"Ep",3,NA,FALSE,"ICH",NA
"6076","ICHxwa","ICHxwa/113","Hw",1,"Hw",1,NA,FALSE,"ICH",NA
"6077","ICHxwa","ICHxwa/113","Pw",2,"Pw",2,NA,FALSE,"ICH",NA
"6078","ICHxwa","ICHxwa/113","Sxw",1,"Sx",1,NA,FALSE,"ICH",NA
"6080","IDFdh","IDFdh/101","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6081","IDFdh","IDFdh/101","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6082","IDFdh","IDFdh/101","Lw",1,"Lw",1,NA,FALSE,"IDF",NA
"6083","IDFdh","IDFdh/101","Pyi",2,"Py",2,NA,FALSE,"IDF",NA
"6084","IDFdh","IDFdh/102","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6085","IDFdh","IDFdh/102","Pyi",1,"Py",1,NA,FALSE,"IDF",NA
"6086","IDFdh","IDFdh/103","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6087","IDFdh","IDFdh/103","Pyi",1,"Py",1,NA,FALSE,"IDF",NA
"6088","IDFdh","IDFdh/104","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6089","IDFdh","IDFdh/104","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6090","IDFdh","IDFdh/104","Pyi",1,"Py",1,NA,FALSE,"IDF",NA
"6091","IDFdh","IDFdh/110","At",2,"At",2,NA,FALSE,"IDF",NA
"6092","IDFdh","IDFdh/110","Cw",2,"Cw",2,NA,FALSE,"IDF",NA
"6093","IDFdh","IDFdh/110","Ep",2,"Ep",2,NA,FALSE,"IDF",NA
"6094","IDFdh","IDFdh/110","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6095","IDFdh","IDFdh/110","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6096","IDFdh","IDFdh/110","Pli",2,"Pl",2,NA,FALSE,"IDF",NA
"6097","IDFdh","IDFdh/110","Pyi",1,"Py",1,NA,FALSE,"IDF",NA
"6098","IDFdh","IDFdh/110","Sxw",2,"Sx",2,NA,FALSE,"IDF",NA
"6099","IDFdh","IDFdh/111","Cw",2,"Cw",2,NA,FALSE,"IDF",NA
"6100","IDFdh","IDFdh/111","Ep",2,"Ep",2,NA,FALSE,"IDF",NA
"6101","IDFdh","IDFdh/111","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6102","IDFdh","IDFdh/111","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6103","IDFdh","IDFdh/111","Pyi",5,"Py",5,NA,FALSE,"IDF",NA
"6104","IDFdh","IDFdh/111","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6111","IDFdk3","IDFdk3/01","Lw",3,"Lw",3,NA,TRUE,"IDF",NA
"6148","IDFdk4","IDFdk4/01","Lw",3,"Lw",3,NA,TRUE,"IDF",NA
"6150","IDFdk4","IDFdk4/01","Sxw",5,"Sx",5,NA,FALSE,"IDF",NA
"6183","IDFdk5","IDFdk5/101","Ep",2,"Ep",2,NA,FALSE,"IDF",NA
"6184","IDFdk5","IDFdk5/101","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6185","IDFdk5","IDFdk5/101","Lw",3,"Lw",3,NA,TRUE,"IDF",NA
"6186","IDFdk5","IDFdk5/101","Pli",2,"Pl",2,NA,FALSE,"IDF",NA
"6187","IDFdk5","IDFdk5/102","At",5,"At",5,NA,FALSE,"IDF",NA
"6188","IDFdk5","IDFdk5/102","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6189","IDFdk5","IDFdk5/102","Pli",3,"Pl",3,NA,FALSE,"IDF",NA
"6190","IDFdk5","IDFdk5/102","Pyi",4,"Py",4,NA,FALSE,"IDF",NA
"6191","IDFdk5","IDFdk5/103","At",5,"At",5,NA,FALSE,"IDF",NA
"6192","IDFdk5","IDFdk5/103","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6193","IDFdk5","IDFdk5/103","Pyi",4,"Py",4,NA,FALSE,"IDF",NA
"6194","IDFdk5","IDFdk5/104","At",2,"At",2,NA,FALSE,"IDF",NA
"6195","IDFdk5","IDFdk5/104","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6196","IDFdk5","IDFdk5/104","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6197","IDFdk5","IDFdk5/104","Lw",3,"Lw",3,NA,TRUE,"IDF",NA
"6198","IDFdk5","IDFdk5/104","Pli",2,"Pl",2,NA,FALSE,"IDF",NA
"6199","IDFdk5","IDFdk5/104","Pyi",4,"Py",4,NA,FALSE,"IDF",NA
"6200","IDFdk5","IDFdk5/110","Act",2,"Ac",2,NA,FALSE,"IDF",NA
"6201","IDFdk5","IDFdk5/110","At",1,"At",1,NA,FALSE,"IDF",NA
"6202","IDFdk5","IDFdk5/110","Ep",1,"Ep",1,NA,FALSE,"IDF",NA
"6203","IDFdk5","IDFdk5/110","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6204","IDFdk5","IDFdk5/110","Lw",3,"Lw",3,NA,TRUE,"IDF",NA
"6205","IDFdk5","IDFdk5/110","Pli",3,"Pl",3,NA,FALSE,"IDF",NA
"6206","IDFdk5","IDFdk5/110","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6207","IDFdk5","IDFdk5/111","Act",2,"Ac",2,NA,FALSE,"IDF",NA
"6208","IDFdk5","IDFdk5/111","At",2,"At",2,NA,FALSE,"IDF",NA
"6209","IDFdk5","IDFdk5/111","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6210","IDFdk5","IDFdk5/111","Pli",3,"Pl",3,NA,FALSE,"IDF",NA
"6211","IDFdk5","IDFdk5/111","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6216","IDFdm1","IDFdm1/101","At",2,"At",2,NA,FALSE,"IDF",NA
"6217","IDFdm1","IDFdm1/101","Ep",3,"Ep",3,NA,FALSE,"IDF",NA
"6218","IDFdm1","IDFdm1/101","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6219","IDFdm1","IDFdm1/101","Lw",1,"Lw",1,NA,FALSE,"IDF",NA
"6220","IDFdm1","IDFdm1/101","Pli",2,"Pl",2,NA,FALSE,"IDF",NA
"6221","IDFdm1","IDFdm1/101","Pyi",3,"Py",3,NA,FALSE,"IDF",NA
"6222","IDFdm1","IDFdm1/102","Fdi",2,"Fd",2,NA,FALSE,"IDF",NA
"6223","IDFdm1","IDFdm1/102","Pli",3,"Pl",3,NA,FALSE,"IDF",NA
"6224","IDFdm1","IDFdm1/102","Pyi",3,"Py",3,NA,FALSE,"IDF",NA
"6225","IDFdm1","IDFdm1/103","At",3,"At",3,NA,FALSE,"IDF",NA
"6226","IDFdm1","IDFdm1/103","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6227","IDFdm1","IDFdm1/103","Lw",3,"Lw",3,NA,FALSE,"IDF",NA
"6228","IDFdm1","IDFdm1/103","Pli",3,"Pl",3,NA,FALSE,"IDF",NA
"6229","IDFdm1","IDFdm1/103","Pyi",1,"Py",1,NA,FALSE,"IDF",NA
"6230","IDFdm1","IDFdm1/104","At",3,"At",3,NA,FALSE,"IDF",NA
"6231","IDFdm1","IDFdm1/104","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6232","IDFdm1","IDFdm1/104","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6233","IDFdm1","IDFdm1/104","Pli",2,"Pl",2,NA,FALSE,"IDF",NA
"6234","IDFdm1","IDFdm1/104","Pyi",2,"Py",2,NA,FALSE,"IDF",NA
"6235","IDFdm1","IDFdm1/110","At",3,"At",3,NA,FALSE,"IDF",NA
"6236","IDFdm1","IDFdm1/110","Cw",3,"Cw",3,NA,FALSE,"IDF",NA
"6237","IDFdm1","IDFdm1/110","Ep",2,"Ep",2,NA,FALSE,"IDF",NA
"6238","IDFdm1","IDFdm1/110","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6239","IDFdm1","IDFdm1/110","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6240","IDFdm1","IDFdm1/110","Pli",2,"Pl",2,NA,FALSE,"IDF",NA
"6241","IDFdm1","IDFdm1/110","Pyi",5,"Py",5,NA,FALSE,"IDF",NA
"6242","IDFdm1","IDFdm1/110","Sxw",1,"Sx",1,NA,FALSE,"IDF",NA
"6243","IDFdm1","IDFdm1/110.1","At",3,"At",3,NA,FALSE,"IDF",NA
"6244","IDFdm1","IDFdm1/110.1","Cw",3,"Cw",3,NA,FALSE,"IDF",NA
"6245","IDFdm1","IDFdm1/110.1","Ep",2,"Ep",2,NA,FALSE,"IDF",NA
"6246","IDFdm1","IDFdm1/110.1","Fdi",1,"Fd",1,NA,FALSE,"IDF",NA
"6247","IDFdm1","IDFdm1/110.1","Lw",2,"Lw",2,NA,FALSE,"IDF",NA
"6248","IDFdm1","IDFdm1/110.1","Pli",2,"Pl",2,NA,FALSE,"IDF",NA
