"","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange","Zone","Note"
"3937","ESSFwh1","ESSFwh1/110","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"3950","ESSFwh2","ESSFwh2/101","Act",3,"Ac",3,NA,FALSE,"ESSF",NA
"3951","ESSFwh2","ESSFwh2/101","At",3,"At",3,NA,FALSE,"ESSF",NA
"3952","ESSFwh2","ESSFwh2/101","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"3953","ESSFwh2","ESSFwh2/101","Cw",3,"Cw",3,NA,FALSE,"ESSF",NA
"3954","ESSFwh2","ESSFwh2/101","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"3955","ESSFwh2","ESSFwh2/101","Hw",2,"Hw",2,NA,FALSE,"ESSF",NA
"3956","ESSFwh2","ESSFwh2/101","Lw",3,"Lw",3,NA,FALSE,"ESSF",NA
"3957","ESSFwh2","ESSFwh2/101","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"3958","ESSFwh2","ESSFwh2/101","Pw",3,"Pw",3,NA,FALSE,"ESSF",NA
"3959","ESSFwh2","ESSFwh2/101","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"3960","ESSFwh2","ESSFwh2/102","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"3961","ESSFwh2","ESSFwh2/102","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"3962","ESSFwh2","ESSFwh2/102","Hw",3,"Hw",3,NA,FALSE,"ESSF",NA
"3963","ESSFwh2","ESSFwh2/102","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"3964","ESSFwh2","ESSFwh2/102","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"3965","ESSFwh2","ESSFwh2/102","Pw",5,"Pw",5,NA,FALSE,"ESSF",NA
"3966","ESSFwh2","ESSFwh2/102","Se",3,"Sx",3,NA,FALSE,"ESSF",NA
"3967","ESSFwh2","ESSFwh2/103","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"3968","ESSFwh2","ESSFwh2/103","Fdi",2,"Fd",2,NA,FALSE,"ESSF",NA
"3969","ESSFwh2","ESSFwh2/103","Hw",3,"Hw",3,NA,FALSE,"ESSF",NA
"3970","ESSFwh2","ESSFwh2/103","Lw",3,"Lw",3,NA,FALSE,"ESSF",NA
"3971","ESSFwh2","ESSFwh2/103","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"3972","ESSFwh2","ESSFwh2/103","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"3973","ESSFwh2","ESSFwh2/103","Pw",3,"Pw",3,NA,FALSE,"ESSF",NA
"3974","ESSFwh2","ESSFwh2/103","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"3975","ESSFwh2","ESSFwh2/104","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"3976","ESSFwh2","ESSFwh2/104","Cw",3,"Cw",3,NA,FALSE,"ESSF",NA
"3977","ESSFwh2","ESSFwh2/104","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"3978","ESSFwh2","ESSFwh2/104","Hw",3,"Hw",3,NA,FALSE,"ESSF",NA
"3979","ESSFwh2","ESSFwh2/104","Lw",3,"Lw",3,NA,FALSE,"ESSF",NA
"3980","ESSFwh2","ESSFwh2/104","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"3981","ESSFwh2","ESSFwh2/104","Pw",3,"Pw",3,NA,FALSE,"ESSF",NA
"3982","ESSFwh2","ESSFwh2/104","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"3983","ESSFwh2","ESSFwh2/110","Act",2,"Ac",2,NA,FALSE,"ESSF",NA
"3984","ESSFwh2","ESSFwh2/110","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"3985","ESSFwh2","ESSFwh2/110","Cw",3,"Cw",3,NA,FALSE,"ESSF",NA
"3986","ESSFwh2","ESSFwh2/110","Hw",3,"Hw",3,NA,FALSE,"ESSF",NA
"3987","ESSFwh2","ESSFwh2/110","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"3988","ESSFwh2","ESSFwh2/111","Act",2,"Ac",2,NA,FALSE,"ESSF",NA
"3989","ESSFwh2","ESSFwh2/111","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"3990","ESSFwh2","ESSFwh2/111","Cw",3,"Cw",3,NA,FALSE,"ESSF",NA
"3991","ESSFwh2","ESSFwh2/111","Hw",3,"Hw",3,NA,FALSE,"ESSF",NA
"3992","ESSFwh2","ESSFwh2/111","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4002","ESSFwh3","ESSFwh3/101","Act",3,"Ac",3,NA,FALSE,"ESSF",NA
"4003","ESSFwh3","ESSFwh3/101","At",3,"At",3,NA,FALSE,"ESSF",NA
"4004","ESSFwh3","ESSFwh3/101","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4005","ESSFwh3","ESSFwh3/101","Cw",3,"Cw",3,NA,FALSE,"ESSF",NA
"4006","ESSFwh3","ESSFwh3/101","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"4007","ESSFwh3","ESSFwh3/101","Hw",2,"Hw",2,NA,FALSE,"ESSF",NA
"4008","ESSFwh3","ESSFwh3/101","Lw",3,"Lw",3,NA,FALSE,"ESSF",NA
"4009","ESSFwh3","ESSFwh3/101","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4010","ESSFwh3","ESSFwh3/101","Pw",3,"Pw",3,NA,FALSE,"ESSF",NA
"4011","ESSFwh3","ESSFwh3/101","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4012","ESSFwh3","ESSFwh3/102","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4013","ESSFwh3","ESSFwh3/102","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"4014","ESSFwh3","ESSFwh3/102","Lw",3,"Lw",3,NA,FALSE,"ESSF",NA
"4015","ESSFwh3","ESSFwh3/102","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4016","ESSFwh3","ESSFwh3/102","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4017","ESSFwh3","ESSFwh3/102","Se",3,"Sx",3,NA,FALSE,"ESSF",NA
"4018","ESSFwh3","ESSFwh3/103","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4019","ESSFwh3","ESSFwh3/103","Fdi",2,"Fd",2,NA,FALSE,"ESSF",NA
"4020","ESSFwh3","ESSFwh3/103","Hw",3,"Hw",3,NA,FALSE,"ESSF",NA
"4021","ESSFwh3","ESSFwh3/103","Lw",2,"Lw",2,NA,FALSE,"ESSF",NA
"4022","ESSFwh3","ESSFwh3/103","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4023","ESSFwh3","ESSFwh3/103","Pli",1,"Pl",1,NA,FALSE,"ESSF",NA
"4024","ESSFwh3","ESSFwh3/103","Pw",3,"Pw",3,NA,FALSE,"ESSF",NA
"4025","ESSFwh3","ESSFwh3/103","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4026","ESSFwh3","ESSFwh3/104","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4027","ESSFwh3","ESSFwh3/104","Cw",3,"Cw",3,NA,FALSE,"ESSF",NA
"4028","ESSFwh3","ESSFwh3/104","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"4029","ESSFwh3","ESSFwh3/104","Hw",3,"Hw",3,NA,FALSE,"ESSF",NA
"4030","ESSFwh3","ESSFwh3/104","Lw",3,"Lw",3,NA,FALSE,"ESSF",NA
"4031","ESSFwh3","ESSFwh3/104","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4032","ESSFwh3","ESSFwh3/104","Pw",3,"Pw",3,NA,FALSE,"ESSF",NA
"4033","ESSFwh3","ESSFwh3/104","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4034","ESSFwh3","ESSFwh3/110","Act",2,"Ac",2,NA,FALSE,"ESSF",NA
"4035","ESSFwh3","ESSFwh3/110","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4036","ESSFwh3","ESSFwh3/110","Cw",3,"Cw",3,NA,FALSE,"ESSF",NA
"4037","ESSFwh3","ESSFwh3/110","Hw",2,"Hw",2,NA,FALSE,"ESSF",NA
"4038","ESSFwh3","ESSFwh3/110","Pli",5,"Pl",5,NA,FALSE,"ESSF",NA
"4039","ESSFwh3","ESSFwh3/110","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4040","ESSFwh3","ESSFwh3/111","Act",2,"Ac",2,NA,FALSE,"ESSF",NA
"4041","ESSFwh3","ESSFwh3/111","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4042","ESSFwh3","ESSFwh3/111","Cw",3,"Cw",3,NA,FALSE,"ESSF",NA
"4043","ESSFwh3","ESSFwh3/111","Hw",1,"Hw",1,NA,FALSE,"ESSF",NA
"4044","ESSFwh3","ESSFwh3/111","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4058","ESSFwk1","ESSFwk1/01","Lw",3,"Lw",3,NA,TRUE,"ESSF",NA
"4066","ESSFwk1","ESSFwk1/03","Lw",3,"Lw",3,NA,TRUE,"ESSF",NA
"4093","ESSFwm1","ESSFwm1/101","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4094","ESSFwm1","ESSFwm1/101","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4095","ESSFwm1","ESSFwm1/101","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4096","ESSFwm1","ESSFwm1/102","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4097","ESSFwm1","ESSFwm1/102","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"4098","ESSFwm1","ESSFwm1/102","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4099","ESSFwm1","ESSFwm1/102","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4100","ESSFwm1","ESSFwm1/102","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4101","ESSFwm1","ESSFwm1/103","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4102","ESSFwm1","ESSFwm1/103","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"4103","ESSFwm1","ESSFwm1/103","Lw",5,"Lw",5,NA,FALSE,"ESSF",NA
"4104","ESSFwm1","ESSFwm1/103","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4105","ESSFwm1","ESSFwm1/103","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4106","ESSFwm1","ESSFwm1/103","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4107","ESSFwm1","ESSFwm1/104","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4108","ESSFwm1","ESSFwm1/104","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4109","ESSFwm1","ESSFwm1/104","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4110","ESSFwm1","ESSFwm1/110","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4111","ESSFwm1","ESSFwm1/110","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4112","ESSFwm1","ESSFwm1/111","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4113","ESSFwm1","ESSFwm1/111","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4114","ESSFwm1","ESSFwm1/112","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4115","ESSFwm1","ESSFwm1/112","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4116","ESSFwm2","ESSFwm2/101","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4117","ESSFwm2","ESSFwm2/101","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4118","ESSFwm2","ESSFwm2/101","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4119","ESSFwm2","ESSFwm2/102","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4120","ESSFwm2","ESSFwm2/102","Fdi",5,"Fd",5,NA,FALSE,"ESSF",NA
"4121","ESSFwm2","ESSFwm2/102","La",3,"La",3,NA,FALSE,"ESSF",NA
"4122","ESSFwm2","ESSFwm2/102","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4123","ESSFwm2","ESSFwm2/102","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4124","ESSFwm2","ESSFwm2/102","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4125","ESSFwm2","ESSFwm2/103","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4126","ESSFwm2","ESSFwm2/103","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4127","ESSFwm2","ESSFwm2/103","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4128","ESSFwm2","ESSFwm2/103","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4129","ESSFwm2","ESSFwm2/104","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4130","ESSFwm2","ESSFwm2/104","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4131","ESSFwm2","ESSFwm2/104","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4132","ESSFwm2","ESSFwm2/104","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4133","ESSFwm2","ESSFwm2/110","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4134","ESSFwm2","ESSFwm2/110","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4135","ESSFwm2","ESSFwm2/111","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4136","ESSFwm2","ESSFwm2/111","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4143","ESSFwm3","ESSFwm3/101","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4144","ESSFwm3","ESSFwm3/101","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4145","ESSFwm3","ESSFwm3/101","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4146","ESSFwm3","ESSFwm3/102","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4147","ESSFwm3","ESSFwm3/102","La",3,"La",3,NA,FALSE,"ESSF",NA
"4148","ESSFwm3","ESSFwm3/102","Pa",2,"Pa",2,NA,FALSE,"ESSF",NA
"4149","ESSFwm3","ESSFwm3/102","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4150","ESSFwm3","ESSFwm3/102","Se",3,"Sx",3,NA,FALSE,"ESSF",NA
"4151","ESSFwm3","ESSFwm3/103","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4152","ESSFwm3","ESSFwm3/103","Pa",2,"Pa",2,NA,FALSE,"ESSF",NA
"4153","ESSFwm3","ESSFwm3/103","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4154","ESSFwm3","ESSFwm3/103","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4155","ESSFwm3","ESSFwm3/104","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4156","ESSFwm3","ESSFwm3/104","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4157","ESSFwm3","ESSFwm3/104","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4158","ESSFwm3","ESSFwm3/105","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4159","ESSFwm3","ESSFwm3/105","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4160","ESSFwm3","ESSFwm3/105","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4161","ESSFwm3","ESSFwm3/110","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4162","ESSFwm3","ESSFwm3/110","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4163","ESSFwm3","ESSFwm3/111","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4164","ESSFwm3","ESSFwm3/111","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4165","ESSFwm3","ESSFwm3/112","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4166","ESSFwm3","ESSFwm3/112","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4167","ESSFwm3","ESSFwm3/112a","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4168","ESSFwm3","ESSFwm3/112a","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4169","ESSFwm3","ESSFwm3/112b","Bl",3,"Bl",3,NA,FALSE,"ESSF",NA
"4170","ESSFwm3","ESSFwm3/112b","Se",3,"Sx",3,NA,FALSE,"ESSF",NA
"4171","ESSFwm4","ESSFwm4/101","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4172","ESSFwm4","ESSFwm4/101","Cw",3,"Cw",3,NA,FALSE,"ESSF",NA
"4173","ESSFwm4","ESSFwm4/101","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"4174","ESSFwm4","ESSFwm4/101","Hw",3,"Hw",3,NA,FALSE,"ESSF",NA
"4175","ESSFwm4","ESSFwm4/101","Lw",3,"Lw",3,NA,FALSE,"ESSF",NA
"4176","ESSFwm4","ESSFwm4/101","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4177","ESSFwm4","ESSFwm4/101","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4178","ESSFwm4","ESSFwm4/102","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4179","ESSFwm4","ESSFwm4/102","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"4180","ESSFwm4","ESSFwm4/102","La",3,"La",3,NA,FALSE,"ESSF",NA
"4181","ESSFwm4","ESSFwm4/102","Lw",3,"Lw",3,NA,FALSE,"ESSF",NA
"4182","ESSFwm4","ESSFwm4/102","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4183","ESSFwm4","ESSFwm4/102","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4184","ESSFwm4","ESSFwm4/102","Se",3,"Sx",3,NA,FALSE,"ESSF",NA
"4185","ESSFwm4","ESSFwm4/102a","Bl",3,"Bl",3,NA,FALSE,"ESSF",NA
"4186","ESSFwm4","ESSFwm4/102a","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"4187","ESSFwm4","ESSFwm4/102a","La",3,"La",3,NA,FALSE,"ESSF",NA
"4188","ESSFwm4","ESSFwm4/102a","Lw",3,"Lw",3,NA,FALSE,"ESSF",NA
"4189","ESSFwm4","ESSFwm4/102a","Pa",2,"Pa",2,NA,FALSE,"ESSF",NA
"4190","ESSFwm4","ESSFwm4/102a","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4191","ESSFwm4","ESSFwm4/102a","Se",3,"Sx",3,NA,FALSE,"ESSF",NA
"4192","ESSFwm4","ESSFwm4/102b","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4193","ESSFwm4","ESSFwm4/102b","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"4194","ESSFwm4","ESSFwm4/102b","La",3,"La",3,NA,FALSE,"ESSF",NA
"4195","ESSFwm4","ESSFwm4/102b","Lw",3,"Lw",3,NA,FALSE,"ESSF",NA
"4196","ESSFwm4","ESSFwm4/102b","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4197","ESSFwm4","ESSFwm4/102b","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4198","ESSFwm4","ESSFwm4/102b","Se",3,"Sx",3,NA,FALSE,"ESSF",NA
"4199","ESSFwm4","ESSFwm4/103","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4200","ESSFwm4","ESSFwm4/103","Fdi",3,"Fd",3,NA,FALSE,"ESSF",NA
"4201","ESSFwm4","ESSFwm4/103","Hw",3,"Hw",3,NA,FALSE,"ESSF",NA
"4202","ESSFwm4","ESSFwm4/103","Lw",3,"Lw",3,NA,FALSE,"ESSF",NA
"4203","ESSFwm4","ESSFwm4/103","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4204","ESSFwm4","ESSFwm4/103","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4205","ESSFwm4","ESSFwm4/110","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4206","ESSFwm4","ESSFwm4/110","Cw",3,"Cw",3,NA,FALSE,"ESSF",NA
"4207","ESSFwm4","ESSFwm4/110","Hw",3,"Hw",3,NA,FALSE,"ESSF",NA
"4208","ESSFwm4","ESSFwm4/110","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4209","ESSFwm4","ESSFwm4/111","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4210","ESSFwm4","ESSFwm4/111","Se",1,"Sx",1,NA,FALSE,"ESSF",NA
"4211","ESSFwmp","ESSFwmp/00","Bl",3,"Bl",3,NA,FALSE,"ESSF",NA
"4212","ESSFwmw","ESSFwmw/101","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4213","ESSFwmw","ESSFwmw/101","La",3,"La",3,NA,FALSE,"ESSF",NA
"4214","ESSFwmw","ESSFwmw/101","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4215","ESSFwmw","ESSFwmw/102","Bl",3,"Bl",3,NA,FALSE,"ESSF",NA
"4216","ESSFwmw","ESSFwmw/102","La",2,"La",2,NA,FALSE,"ESSF",NA
"4217","ESSFwmw","ESSFwmw/102","Pa",2,"Pa",2,NA,FALSE,"ESSF",NA
"4218","ESSFwmw","ESSFwmw/102","Pli",5,"Pl",5,NA,FALSE,"ESSF",NA
"4219","ESSFwmw","ESSFwmw/102","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4220","ESSFwmw","ESSFwmw/103","Bl",1,"Bl",1,NA,FALSE,"ESSF",NA
"4221","ESSFwmw","ESSFwmw/103","La",2,"La",2,NA,FALSE,"ESSF",NA
"4222","ESSFwmw","ESSFwmw/103","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4223","ESSFwmw","ESSFwmw/103","Pli",5,"Pl",5,NA,FALSE,"ESSF",NA
"4224","ESSFwmw","ESSFwmw/103","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4225","ESSFwmw","ESSFwmw/110","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4226","ESSFwmw","ESSFwmw/110","Se",2,"Sx",2,NA,FALSE,"ESSF",NA
"4279","ESSFxcp","ESSFxcp/00","Bl",3,"Bl",3,NA,FALSE,"ESSF",NA
"4360","ESSFxvp","ESSFxvp/00","Bl",3,"Bl",3,NA,FALSE,"ESSF",NA
"4361","ESSFxvw","ESSFxvw/01","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4362","ESSFxvw","ESSFxvw/01","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4363","ESSFxvw","ESSFxvw/01","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4364","ESSFxvw","ESSFxvw/02","Bl",3,"Bl",3,NA,FALSE,"ESSF",NA
"4365","ESSFxvw","ESSFxvw/02","Pa",2,"Pa",2,NA,FALSE,"ESSF",NA
"4366","ESSFxvw","ESSFxvw/02","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4367","ESSFxvw","ESSFxvw/03","Pa",2,"Pa",2,NA,FALSE,"ESSF",NA
"4368","ESSFxvw","ESSFxvw/03","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4369","ESSFxvw","ESSFxvw/04","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4370","ESSFxvw","ESSFxvw/04","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4371","ESSFxvw","ESSFxvw/04","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4372","ESSFxvw","ESSFxvw/05","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4373","ESSFxvw","ESSFxvw/05","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4374","ESSFxvw","ESSFxvw/05","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4375","ESSFxvw","ESSFxvw/06","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4376","ESSFxvw","ESSFxvw/06","Pa",3,"Pa",3,NA,FALSE,"ESSF",NA
"4377","ESSFxvw","ESSFxvw/06","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4378","ESSFxvw","ESSFxvw/07","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4379","ESSFxvw","ESSFxvw/07","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4380","ESSFxvw","ESSFxvw/08","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4381","ESSFxvw","ESSFxvw/08","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4382","ESSFxvw","ESSFxvw/09","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4383","ESSFxvw","ESSFxvw/09","Pli",2,"Pl",2,NA,FALSE,"ESSF",NA
"4384","ESSFxvw","ESSFxvw/10","Bl",2,"Bl",2,NA,FALSE,"ESSF",NA
"4385","ESSFxvw","ESSFxvw/10","Pli",3,"Pl",3,NA,FALSE,"ESSF",NA
"4386","ESSFxvw","ESSFxvw/10","Sxw",2,"Sx",2,NA,FALSE,"ESSF",NA
"4392","ICHdk","ICHdk/01","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"4424","ICHdk","ICHdk/04","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"4433","ICHdk","ICHdk/05","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"4542","ICHdw1","ICHdw1/102","Cw",5,"Cw",5,NA,FALSE,"ICH",NA
"4626","ICHdw4","ICHdw4/102","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"4650","ICHdw4","ICHdw4/110","Fdi",2,"Fd",2,NA,TRUE,"ICH",NA
"4679","ICHmc1","ICHmc1/01","At",2,"At",2,NA,FALSE,"ICH",NA
"4682","ICHmc1","ICHmc1/01","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"4683","ICHmc1","ICHmc1/01","Fdi",3,"Fd",3,NA,TRUE,"ICH",NA
"4685","ICHmc1","ICHmc1/01","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"4688","ICHmc1","ICHmc1/01a","At",2,"At",2,NA,FALSE,"ICH",NA
"4691","ICHmc1","ICHmc1/01a","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"4692","ICHmc1","ICHmc1/01a","Fdi",3,"Fd",3,NA,TRUE,"ICH",NA
"4694","ICHmc1","ICHmc1/01a","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"4698","ICHmc1","ICHmc1/01b","At",2,"At",2,NA,FALSE,"ICH",NA
"4701","ICHmc1","ICHmc1/01b","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"4702","ICHmc1","ICHmc1/01b","Fdi",3,"Fd",3,NA,TRUE,"ICH",NA
"4704","ICHmc1","ICHmc1/01b","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"4708","ICHmc1","ICHmc1/02","At",3,"At",3,NA,FALSE,"ICH",NA
"4713","ICHmc1","ICHmc1/03","At",2,"At",2,NA,FALSE,"ICH",NA
"4716","ICHmc1","ICHmc1/03","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"4717","ICHmc1","ICHmc1/03","Fdi",3,"Fd",3,NA,TRUE,"ICH",NA
"4719","ICHmc1","ICHmc1/03","Lw",3,"Lw",3,NA,TRUE,"ICH",NA
"4724","ICHmc1","ICHmc1/04","At",2,"At",2,NA,FALSE,"ICH",NA
"4727","ICHmc1","ICHmc1/04","Ep",2,"Ep",2,NA,FALSE,"ICH",NA
"4734","ICHmc1","ICHmc1/05","At",3,"At",3,NA,FALSE,"ICH",NA
